item_code,cluster,mean_demand,std_demand,lead_time,safety_stock,rop_global,num_pods,rop_per_pod,s_total
14506131001,0,0.4761904761904761,0.9283882603225668,0.125,0.5399462743335367,1,1,1,12
14311066001,0,0.1904761904761904,0.511766315719159,0.125,0.2976408980074255,1,1,1,24
14340002001,0,0.3333333333333333,0.6582805886043832,0.125,0.3828529145333318,1,1,1,144
61062008002,0,0.8095238095238095,1.939563033753933,0.125,1.1280407978733153,2,1,2,144
14133930001,0,0.238095238095238,0.5389584311207967,0.125,0.31345570527056404,1,1,1,18
11110045001,0,0.1904761904761904,0.511766315719159,0.125,0.2976408980074255,1,1,1,32
12005082003,0,0.238095238095238,0.6248809410409238,0.125,0.36342783556941083,1,1,1,108
11022034001,1,0.7619047619047619,1.091089451179962,0.125,0.6345725267191031,1,1,1,36
12000028001,1,0.4761904761904761,0.8135752957807666,0.125,0.4731715906166247,1,1,1,24
12002948001,0,0.3809523809523809,1.023532631438318,0.125,0.595281796014851,1,1,1,72
14352098001,0,0.6190476190476191,1.1608699529314417,0.125,0.675156540490179,1,1,1,28
11103115001,0,0.5238095238095238,1.077916862241593,0.125,0.6269114105411279,1,1,1,8
31707076001,0,0.3809523809523809,0.7400128699009549,0.125,0.4303880274434533,1,1,1,144
11050078001,1,0.6190476190476191,0.8646496675642961,0.125,0.502876206602248,1,1,1,40
14243106001,0,0.1904761904761904,0.4023739080814782,0.125,0.23401878485853794,1,1,1,160
12000260001,0,0.2857142857142857,0.5606119105813882,0.125,0.32604926774952286,1,1,1,48
11050073001,0,0.1428571428571428,0.4780914437337574,0.125,0.27805574980568193,1,1,1,24
12001067001,0,0.1428571428571428,0.4780914437337574,0.125,0.27805574980568193,1,1,1,180
14500028001,1,1.0952380952380951,1.220850601210562,0.125,0.7100410052712919,1,1,1,12
14313008001,0,0.2857142857142857,0.7837638128197258,0.125,0.45583337141986435,1,1,1,60
12000146001,0,0.0952380952380952,0.3007926037591191,0.125,0.17493957290066378,1,1,1,24
14504042001,1,0.7619047619047619,1.220850601210562,0.125,0.7100410052712919,1,1,1,24
14631100001,0,0.3809523809523809,1.1169686869465263,0.125,0.649623769320879,1,1,1,96
14311093001,0,0.4285714285714285,1.121223821162776,0.125,0.6520985354990455,1,1,1,24
14243111001,0,0.1428571428571428,0.4780914437337574,0.125,0.27805574980568193,1,1,1,48
14243110001,0,0.3333333333333333,0.966091783079296,0.125,0.5618744670001181,1,1,1,48
42301034001,0,0.1428571428571428,0.4780914437337574,0.125,0.27805574980568193,1,1,1,80
14634027001,1,1.380952380952381,1.9098740920854045,0.125,1.1107738481197091,2,1,2,144
14506140001,1,3.619047619047619,5.200732549133732,0.125,3.0247217502882258,4,1,4,64
14353013001,1,1.5714285714285714,2.6186146828319083,0.125,1.5229740641258473,2,1,2,24
14020961001,1,1.8571428571428568,1.8516401995451028,0.125,1.0769052883146224,2,1,2,12
31421041001,0,0.5238095238095238,1.4359334113755982,0.125,0.8351321626944247,1,1,1,48
14111120001,1,1.238095238095238,1.7861904127153383,0.125,1.0388399981068628,2,1,2,48
11103203001,0,0.1428571428571428,0.4780914437337575,0.125,0.278055749805682,1,1,1,16
12323109001,0,0.0952380952380952,0.3007926037591192,0.125,0.17493957290066384,1,1,1,36
14508903001,1,0.5714285714285714,0.9783367810436532,0.125,0.5689961006017528,1,1,1,18
12110058001,0,0.0952380952380952,0.3007926037591191,0.125,0.17493957290066378,1,1,1,96
12112018001,1,0.7619047619047619,0.9436504599035548,0.125,0.5488226982976075,1,1,1,144
11032003001,1,0.9047619047619048,1.13599128098599,0.125,0.6606872211316538,1,1,1,72
12121109001,1,1.1428571428571428,1.6818357317441646,0.125,0.9781478032485686,2,1,2,24
12011220001,0,0.1904761904761904,0.6015852075182383,0.125,0.3498791458013276,1,1,1,24
14501007001,1,4.761904761904762,4.836370146140201,0.125,2.812810279181066,4,1,4,144
12011198001,0,0.3809523809523809,0.973457265430305,0.125,0.5661581971204397,1,1,1,48
12000045001,1,1.0,1.0488088481701516,0.125,0.6099823255636183,1,1,1,24
14851018001,0,0.7142857142857143,2.1010201603710787,0.125,1.2219435083096108,2,1,2,14
14730906001,0,0.2857142857142857,0.7837638128197258,0.125,0.45583337141986435,1,1,1,36
14741003001,1,1.0,1.6733200530681511,0.125,0.973195124319887,2,1,2,24
31533309001,0,0.8095238095238095,1.600595127415038,0.125,0.9308986473653653,2,1,2,48
12212003001,0,0.6666666666666666,1.9321835661585915,0.125,1.123748934000236,2,1,2,64
14210108001,1,2.571428571428572,2.9081167199998794,0.125,1.6913470962519788,3,1,3,80
14523030001,1,0.8571428571428571,1.4589624493356332,0.125,0.8485257435693985,1,1,1,48
14020956001,1,1.1904761904761905,1.8873009198071096,0.125,1.097645396595215,2,1,2,8
32430039001,0,0.0952380952380952,0.3007926037591191,0.125,0.17493957290066378,1,1,1,480
61062008001,0,0.3333333333333333,1.064581294844754,0.125,0.6191555068532191,1,1,1,144
14210058001,0,0.7142857142857143,1.419255337945119,0.125,0.8254322731151236,1,1,1,120
11103179001,1,0.9523809523809524,1.395571226279421,0.125,0.8116577044337512,1,1,1,108
12010149001,0,0.1428571428571428,0.4780914437337575,0.125,0.278055749805682,1,1,1,120
11010005001,0,0.0952380952380952,0.3007926037591192,0.125,0.17493957290066384,1,1,1,6
11110092001,0,0.5238095238095238,1.1233453440081382,0.125,0.6533324032731477,1,1,1,8
12005093008,1,1.1428571428571428,2.2424476423255526,0.125,1.3041970709980915,2,1,2,48
14503999001,1,1.0476190476190477,1.395571226279421,0.125,0.8116577044337512,1,1,1,48
11074020001,1,1.2857142857142858,1.61687529336239,0.125,0.9403671158116921,2,1,2,48
11032227001,0,0.0952380952380952,0.3007926037591192,0.125,0.17493957290066384,1,1,1,240
14304187001,1,0.8095238095238095,0.9807674351775564,0.125,0.5704097576888625,1,1,1,48
12000351001,1,0.5714285714285714,0.9783367810436534,0.125,0.568996100601753,1,1,1,24
30052113002,0,1.3333333333333333,3.3065591380365986,0.125,1.92307934487027,3,1,3,120
14361899001,1,0.8571428571428571,1.1084094137869045,0.125,0.6446457360442247,1,1,1,24
14505973001,0,0.3809523809523809,1.2031704150364766,0.125,0.6997582916026552,1,1,1,96
12003104001,0,0.0952380952380952,0.3007926037591191,0.125,0.17493957290066378,1,1,1,48
14211052001,0,0.7619047619047619,1.5134319246256802,0.125,0.8802049358908791,1,1,1,120
31258006001,0,0.1428571428571428,0.4780914437337574,0.125,0.27805574980568193,1,1,1,192
14616195001,0,0.0952380952380952,0.3007926037591191,0.125,0.17493957290066378,1,1,1,96
14621013001,1,8.142857142857142,10.403296180950123,0.125,6.0505084497090005,8,2,4,48
14103051001,1,1.0,1.4142135623730951,0.125,0.8225000000000001,1,1,1,20
10023892001,1,1.1428571428571428,1.1952286093343938,0.125,0.695139374514205,1,1,1,8
14740018001,0,0.3809523809523809,0.9734572654303052,0.125,0.5661581971204397,1,1,1,24
11103196001,0,0.6190476190476191,1.8296499795368093,0.125,1.0641158791065315,2,1,2,6
12103070001,0,0.1428571428571428,0.4780914437337574,0.125,0.27805574980568193,1,1,1,240
11074060005,0,0.4761904761904761,1.4359334113755975,0.125,0.8351321626944244,1,1,1,120
11050097001,0,0.0952380952380952,0.3007926037591191,0.125,0.17493957290066378,1,1,1,8
11030062001,0,0.3809523809523809,1.1608699529314417,0.125,0.675156540490179,1,1,1,240
14000135001,1,6.904761904761905,13.641498311786584,0.125,7.933831678588013,9,5,2,30
10014103001,0,0.238095238095238,0.768424485864545,0.125,0.4469120905353386,1,1,1,40
14601051001,1,0.9047619047619048,0.9952267030562386,0.125,0.57881920032655,1,1,1,192
12102048001,1,1.3333333333333333,1.7126976771553508,0.125,0.9960969664980751,2,1,2,192
11070063001,0,0.1428571428571428,0.4780914437337574,0.125,0.27805574980568193,1,1,1,48
12011257001,0,0.9047619047619048,2.2114421065169645,0.125,1.2861643962443783,2,1,2,24
12020282001,0,0.0952380952380952,0.3007926037591191,0.125,0.17493957290066378,1,1,1,48
12327007001,0,0.5714285714285714,1.5675276256394517,0.125,0.9116667428397287,1,1,1,12
10053903001,0,0.8571428571428571,2.868548662402545,0.125,1.668334498834092,2,1,2,144
12016026001,0,0.4761904761904761,1.2090925365350504,0.125,0.7032025697952666,1,1,1,360
14330004001,1,1.0476190476190477,1.430950400125402,0.125,0.8322340666343016,1,1,1,12
32523001001,0,0.0952380952380952,0.3007926037591192,0.125,0.17493957290066384,1,1,1,8
12003120001,0,0.0952380952380952,0.3007926037591192,0.125,0.17493957290066384,1,1,1,144
14222107001,1,1.4285714285714286,2.3145502494313788,0.125,1.346131610393278,2,1,2,24
12030741001,0,0.0952380952380952,0.3007926037591191,0.125,0.17493957290066378,1,2,1,4000
14132149001,1,1.3333333333333333,1.3540064007726602,0.125,0.7874837961295882,1,1,1,24
14303897001,0,0.8571428571428571,1.7687768170607137,0.125,1.0287123322387073,2,1,2,48
12000205001,0,0.6190476190476191,1.395571226279421,0.125,0.8116577044337512,1,1,1,48
14616022001,1,1.0476190476190477,1.2031704150364766,0.125,0.6997582916026552,1,1,1,12
11050065001,0,0.1428571428571428,0.4780914437337574,0.125,0.27805574980568193,1,1,1,24
12011482001,0,0.0952380952380952,0.3007926037591191,0.125,0.17493957290066378,1,1,1,48
12000262001,0,0.1904761904761904,0.6015852075182383,0.125,0.3498791458013276,1,1,1,48
12102122001,0,0.1428571428571428,0.4780914437337574,0.125,0.27805574980568193,1,1,1,144
12017017001,0,0.1428571428571428,0.4780914437337574,0.125,0.27805574980568193,1,1,1,64
12123050001,1,2.238095238095238,3.1289736640752013,0.125,1.8197964629778427,3,1,3,48
14501938001,1,5.428571428571429,7.801098823700598,0.125,4.537082625432339,6,1,6,48
12011299001,1,1.6666666666666667,2.0816659994661326,0.125,1.2106872187591091,2,1,2,48
12323010001,0,0.0952380952380952,0.3007926037591191,0.125,0.17493957290066378,1,1,1,72
11040056001,1,0.6190476190476191,1.160869952931442,0.125,0.6751565404901791,1,1,1,48
11103112001,0,0.6666666666666666,1.7981471945681569,0.125,1.0457940065647089,2,1,2,8
11021006001,1,0.6190476190476191,1.0712698295103096,0.125,0.6230455273627015,1,1,1,12
12123070001,0,0.4285714285714285,1.4342743312012722,0.125,0.8341672494170459,1,1,1,100
14243069001,0,1.6666666666666667,7.192588778272628,0.125,4.183176026258836,5,1,5,90
32511021001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,20
12011292001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,24
10015005001,0,0.9523809523809524,3.556349117791875,0.125,2.068356029958737,3,1,3,96
12000108001,1,1.0476190476190477,1.1608699529314417,0.125,0.675156540490179,1,1,1,24
12123034001,1,2.857142857142857,3.2138094885309285,0.125,1.8691365820881043,3,1,3,72
10041032001,1,36.57142857142857,23.36786560336957,0.125,13.590641449173766,19,4,5,192
12021069001,0,0.0476190476190476,0.2182178902359923,0.125,0.12691450534382057,1,1,1,288
12000166001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,48
10022008001,1,46.095238095238095,58.12564387764213,0.125,33.80560288867316,40,2,20,288
31567028001,0,0.4285714285714285,1.325572652532805,0.125,0.7709468610092397,1,1,1,16
14301013001,1,2.571428571428572,3.52946778667023,0.125,2.0527219733807107,3,1,3,16
14500030001,1,1.5714285714285714,1.3627702877384935,0.125,0.7925808318398823,1,1,1,12
11103130001,0,0.238095238095238,0.8890872794479686,0.125,0.5170890074896842,1,1,1,16
11032037001,1,6.333333333333333,6.036003092554984,0.125,3.5105111955620747,5,1,5,48
31602030001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,96
11062002001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,30
14203005001,0,0.5714285714285714,1.5352989471574767,0.125,0.8929226940222764,1,1,1,40
12010209001,1,1.0952380952380951,1.5134319246256802,0.125,0.8802049358908791,2,1,2,48
30010002001,1,3.523809523809524,4.032605207791208,0.125,2.3453443466081203,3,1,3,600
12010122001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,48
11103092001,0,0.3333333333333333,1.3165611772087669,0.125,0.7657058290666638,1,1,1,12
14502020001,1,35.476190476190474,43.55757000524599,0.125,25.332879193434902,30,1,30,180
41223049001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,8
14222095001,1,4.619047619047619,4.18898783092277,0.125,2.436295749527686,4,1,4,60
32524007001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,60
14633002001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,10
14331022001,1,1.619047619047619,1.2440333788202982,0.125,0.7235240004081873,1,1,1,12
14002022001,0,1.8571428571428568,5.294201680005346,0.125,3.0790829600710667,4,1,4,48
12100011001,1,4.666666666666667,4.661902329879223,0.125,2.711340612440028,4,1,4,96
14242128001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,40
31422008001,0,1.4285714285714286,3.52946778667023,0.125,2.0527219733807107,3,1,3,48
14603001001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,180
11050062001,0,0.1904761904761904,0.6796357567879738,0.125,0.39527298056743865,1,1,1,24
12003063001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,48
14204118001,1,1.238095238095238,1.670471846657761,0.125,0.9715386207797747,2,1,2,80
12010023002,1,13.428571428571429,11.36913113905996,0.125,6.612233548506888,9,1,9,288
10040022001,1,89.52380952380952,86.39885360791487,0.125,50.24916956196059,62,9,7,360
11103011003,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,18
14304084001,0,0.0476190476190476,0.2182178902359923,0.125,0.12691450534382057,1,1,1,48
12000064001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,48
12005084002,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,144
11051899001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,48
10031022001,0,5.142857142857143,14.318818786079088,0.125,8.327758101674183,9,1,9,48
14632030001,1,2.4285714285714284,5.0849919230164815,0.125,2.9574075429335065,4,1,4,96
14110010001,1,1.8571428571428568,2.434865792722759,0.125,1.4161065682002894,2,1,2,20
12120078001,0,0.6190476190476191,1.9868616075658232,0.125,1.1555494274009515,2,1,2,144
12020266001,0,0.1904761904761904,0.6796357567879738,0.125,0.39527298056743865,1,1,1,108
14243007001,1,1.3333333333333333,2.726414006223804,0.125,1.5856696469210307,2,1,2,48
14023257001,1,2.047619047619047,2.39741924736143,0.125,1.3943278323861525,2,1,2,56
12125005001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,72
11070012001,0,0.7142857142857143,2.629502940535666,0.125,1.5293066239312507,2,1,2,48
12101032001,0,0.0476190476190476,0.2182178902359923,0.125,0.12691450534382057,1,1,1,360
14121004001,1,3.095238095238096,3.4914862437758782,0.125,2.03063208550113,3,1,3,20
14011030001,1,23.0,51.128270066568845,0.125,29.735962975200586,33,8,5,96
11062017001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,72
11032024001,1,4.0,6.033241251599343,0.125,3.5089049217669044,5,1,5,48
14204062001,1,4.904761904761905,4.32324833782148,0.125,2.5143810330112393,4,1,4,24
14600007001,1,2.333333333333333,3.877284272958758,0.125,2.255010416642607,3,1,3,96
14220132001,1,2.1904761904761907,4.23814874230539,0.125,2.4648875058847346,3,1,3,270
14020019001,1,1.619047619047619,1.6874889770363086,0.125,0.9814357042958375,2,1,2,12
14243043001,1,3.238095238095238,3.080661648165244,0.125,1.791698420261253,3,1,3,36
14243152001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,72
12005015006,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,96
32501007001,0,0.238095238095238,0.8890872794479686,0.125,0.5170890074896842,1,1,1,280
31473013001,1,7.142857142857143,6.53670952609732,0.125,3.8017197177724724,5,1,5,48
15020007001,0,5.238095238095238,18.400828138713653,0.125,10.701835668083614,12,1,12,72
14131121001,1,6.0,6.395310782127793,0.125,3.7194828689617596,5,1,5,24
14500067001,1,93.33333333333331,88.84443332777431,0.125,51.67150730012303,64,6,11,432
10023043001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,16
11050055001,0,0.0476190476190476,0.2182178902359923,0.125,0.12691450534382057,1,1,1,24
14620903001,1,1.809523809523809,2.040074695177792,0.125,1.1864979105193008,2,1,2,48
11041024001,0,1.2857142857142858,4.337543742060214,0.125,2.5226951733215817,3,1,3,96
11050006001,0,2.0,6.730527468185536,0.125,3.914443327281672,5,1,5,48
14311113001,1,1.619047619047619,3.4274799850063378,0.125,1.993406344468349,3,1,3,40
12123151001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,48
14200090001,1,1.380952380952381,1.8021151593666391,0.125,1.0481017563512938,2,1,2,96
14602101001,0,0.0476190476190476,0.2182178902359923,0.125,0.12691450534382057,1,1,1,450
14204899001,0,1.619047619047619,3.840262887826697,0.125,2.233478952031262,3,1,3,40
14370054001,1,3.238095238095238,5.262174093516499,0.125,3.0604558654172207,4,1,4,48
14832012001,1,25.285714285714285,17.01218051027809,0.125,9.89420469580552,14,1,14,192
14103155001,1,3.1904761904761907,3.2652572275250784,0.125,1.8990583466988757,3,4,1,16
14612075001,1,5.428571428571429,7.632636691022497,0.125,4.4391058362017,6,1,6,24
11100107001,0,0.4761904761904761,1.5368489717290903,0.125,0.8938241810706773,1,1,1,8
11110026001,0,0.238095238095238,0.8890872794479686,0.125,0.5170890074896842,1,1,1,8
14304001001,0,0.8095238095238095,2.0154167712671147,0.125,1.1721569771863607,2,1,2,24
30073022001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,40
41417001001,0,0.0476190476190476,0.2182178902359923,0.125,0.12691450534382057,1,1,1,240
14510103001,1,6.476190476190476,4.273394992497741,0.125,2.485386560309416,4,2,2,48
14226035001,0,1.619047619047619,5.2865507703623775,0.125,3.074633226771393,4,1,4,360
12100013001,1,3.7142857142857135,2.704493615131253,0.125,1.572920849884062,3,1,3,96
11020001001,0,0.1904761904761904,0.6796357567879738,0.125,0.39527298056743865,1,1,1,28
14601047001,1,2.333333333333333,2.033060090930254,0.125,1.182418249464489,2,1,2,48
14120054001,1,3.8095238095238098,3.249908423618235,0.125,1.8901315540635437,3,1,3,32
12001076001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,48
14104102001,1,2.142857142857143,3.320929301953209,0.125,1.9314369650599525,3,1,3,24
32503007003,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,96
11103110001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,2,1,48
10030019001,1,42.285714285714285,48.53982164897483,0.125,28.230533469986003,34,4,9,192
12011168001,1,9.047619047619047,7.51981509397798,0.125,4.373489322516596,6,4,2,48
12122034001,1,2.095238095238096,2.364418784918651,0.125,1.375134917623237,2,1,2,72
14200133001,1,1.2857142857142858,1.1892374507581378,0.125,0.6916549446797876,1,1,1,24
12011115001,0,1.0476190476190477,3.0736979434581806,0.125,1.7876483621413546,2,1,2,24
14833063001,0,0.1904761904761904,0.6796357567879738,0.125,0.39527298056743865,1,1,1,240
12005089004,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,36
11040004001,0,0.4285714285714285,1.7484687178050562,0.125,1.016901236600684,2,1,2,48
14244929001,1,2.619047619047619,3.680709041423819,0.125,2.1406831804745576,3,1,3,72
14225008001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,288
14830045001,1,12.428571428571429,8.176621726430962,0.125,4.755484991039295,7,1,7,240
12016999001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,144
14226007001,1,3.238095238095238,3.433726283569526,0.125,1.9970391625270314,3,1,3,30
14510225001,0,0.3809523809523809,1.3592715135759477,0.125,0.7905459611348773,1,1,1,24
12103179001,0,0.0476190476190476,0.2182178902359923,0.125,0.12691450534382057,1,1,1,720
14353073001,0,1.5238095238095235,4.5124167318527615,0.125,2.624400487095418,3,1,3,12
14110163001,1,2.333333333333333,2.456284456925405,0.125,1.4285635632223954,2,1,2,24
12012045001,0,0.2857142857142857,1.1019463300386794,0.125,0.6408868367348483,1,1,1,144
14210216001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,48
32524032001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,50
10041076001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,144
14506139001,1,3.047619047619047,2.4181850730701004,0.125,1.406405139590533,2,2,1,24
12003064001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,96
14616019001,1,2.0,2.1447610589527217,0.125,1.2473830105464803,2,2,1,12
11103237001,1,1.619047619047619,2.224324402513952,0.125,1.2936566794040325,2,2,1,12
11075012001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,72
14020949001,1,1.4761904761904765,3.0922329734198164,0.125,1.7984282489625951,2,1,2,12
14851072001,1,6.190476190476191,5.4737468668093126,0.125,3.183505601796025,4,3,2,36
14242083001,1,1.238095238095238,1.7861904127153383,0.125,1.0388399981068628,2,1,2,40
14361137001,1,1.0952380952380951,1.4108423691100964,0.125,0.8205393297500532,1,1,1,24
12034075001,1,6.142857142857143,3.850788416489724,0.125,2.239600550321419,4,1,4,36
11010001001,0,0.4285714285714285,1.7484687178050564,0.125,1.0169012366006842,2,1,2,24
12123086001,1,9.714285714285714,5.992852886087369,0.125,3.4854152370987306,5,1,5,48
11103019001,1,21.23809523809524,19.791171673008044,0.125,11.510452971285128,15,11,2,88
14302005001,1,2.142857142857143,2.2866069685390684,0.125,1.3298799287905656,2,1,2,16
14002003001,1,2.761904761904762,3.28488602397042,0.125,1.9104743629964442,3,1,3,24
10024010001,1,54.0,66.27216610312357,0.125,38.54358215059934,46,2,23,288
14612916001,0,0.6190476190476191,2.246690688016276,0.125,1.3066648065462951,2,1,2,24
14121075001,1,2.380952380952381,2.39741924736143,0.125,1.3943278323861525,2,1,2,48
12011011001,0,0.5714285714285714,1.989256860524265,0.125,1.156942495329824,2,1,2,48
11071035001,0,0.4761904761904761,1.3273676061682242,0.125,0.7719907976567251,1,1,1,24
12123015001,1,4.190476190476191,3.9448580154303095,0.125,2.2943109895275025,3,1,3,24
14620051001,1,1.761904761904762,2.165750722146062,0.125,1.2595905005860701,2,1,2,48
14104060001,1,2.1904761904761907,1.9651729597938097,0.125,1.1429354111963925,2,1,2,48
14021021001,1,7.761904761904762,7.771130946681839,0.125,4.519653448182357,6,6,1,36
12120027001,0,1.4285714285714286,5.334523676687813,0.125,3.102534044938106,4,1,4,60
12034088001,0,0.4761904761904761,1.749829923708233,0.125,1.0176929075937724,2,1,2,216
14523031001,1,1.809523809523809,2.786019519297157,0.125,1.6203359348192792,2,1,2,48
14613939001,0,3.523809523809524,12.184494440144192,0.125,7.0864450346536,8,1,8,24
12001015001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,36
12201897001,1,2.761904761904762,2.488066757640597,0.125,1.447048000816375,2,1,2,60
31502034001,1,1.809523809523809,2.5023798196726177,0.125,1.4553724108167874,2,1,2,90
11050091001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,48
11073902002,1,1.761904761904762,2.119074371152696,0.125,1.2324437529423677,2,1,2,48
14353002001,0,0.4285714285714285,1.7484687178050564,0.125,1.0169012366006842,2,1,2,24
42613064001,0,0.1904761904761904,0.6796357567879738,0.125,0.39527298056743865,1,1,1,70
12010214001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,48
14340006001,1,2.2857142857142856,2.0770858707058104,0.125,1.2080234372726384,2,1,2,96
14506150001,1,1.8571428571428568,1.8516401995451028,0.125,1.0769052883146224,2,1,2,12
12000090001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,48
42607128001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,120
12006067001,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,120
14520066001,1,2.4761904761904763,2.749891772762114,0.125,1.5993242062404567,2,1,2,192
12005092002,0,0.0476190476190476,0.2182178902359924,0.125,0.12691450534382062,1,1,1,32
