pod_id,used_slots,total_slots,empty_slots,total_boxes,total_items,total_weight,num_classes,classes
47,10,10,0,161,1863,631.66,1,2
48,10,10,0,161,1863,631.66,1,2
49,10,10,0,161,1863,631.66,1,2
50,10,10,0,161,1863,631.66,1,2
51,10,10,0,161,1863,631.66,1,2
52,10,10,0,161,1863,631.66,1,2
53,10,10,0,161,1863,632.62,1,2
54,10,10,0,156,1743,625.52,1,2
55,10,10,0,156,1743,625.52,1,2
56,10,10,0,141,1383,547.54,1,2
57,10,10,0,141,1383,547.54,1,2
58,10,10,0,141,1383,547.54,1,2
59,10,10,0,138,1311,556.78,1,2
60,10,10,0,138,1311,556.78,1,2
61,10,10,0,138,1311,556.78,1,2
62,10,10,0,138,1311,556.78,1,2
63,10,10,0,134,1215,548.86,1,2
64,10,10,0,134,1215,548.86,1,2
65,10,10,0,134,1215,548.86,1,2
66,10,10,0,127,1047,489.08,1,2
67,10,10,0,127,1047,489.08,1,2
68,10,10,0,135,1239,520.44,1,2
69,10,10,0,62,1212,473.26,1,2
70,10,10,0,65,1284,464.38,1,2
71,10,10,0,73,1476,483.02,1,2
72,10,10,0,73,1476,483.02,1,2
73,10,10,0,69,1380,479.5,1,2
74,10,10,0,65,1308,420.7,1,2
75,10,10,0,65,1308,420.7,1,2
76,10,10,0,65,1308,420.7,1,2
77,10,10,0,62,1236,413.44,1,2
78,10,10,0,62,1236,413.44,1,2
79,10,10,0,54,1068,346.76,1,2
80,10,10,0,54,1068,346.76,1,2
81,10,10,0,54,1068,346.76,1,2
82,10,10,0,55,1172,297.59999999999997,1,2
83,10,10,0,67,908,306.48,2,2|3
84,10,10,0,67,908,306.48,2,2|3
85,10,10,0,61,698,251.55,2,2|3
86,10,10,0,61,698,251.55,2,2|3
87,10,10,0,61,698,251.55,2,2|3
88,10,10,0,61,698,251.55,2,2|3
89,10,10,0,61,698,251.55,2,2|3
90,10,10,0,61,698,251.55,2,2|3
91,10,10,0,58,518,263.97,2,2|3
92,10,10,0,55,270,286.22999999999996,2,2|3
93,10,10,0,55,270,286.22999999999996,2,2|3
94,10,10,0,55,270,286.22999999999996,2,2|3
95,10,10,0,33,270,219.23,2,2|3
96,10,10,0,33,270,219.23,2,2|3
97,10,10,0,33,270,219.23,2,2|3
98,10,10,0,33,270,219.23,2,2|3
99,10,10,0,33,270,219.23,2,2|3
100,10,10,0,33,270,219.23,2,2|3
101,10,10,0,33,270,219.23,2,2|3
102,10,10,0,33,270,219.23,2,2|3
103,10,10,0,33,270,219.23,2,2|3
104,10,10,0,33,246,196.87,2,2|3
105,10,10,0,33,246,196.87,2,2|3
106,10,10,0,39,354,225.26999999999998,2,2|3
107,10,10,0,39,354,225.26999999999998,2,2|3
108,10,10,0,39,354,225.26999999999998,2,2|3
109,10,10,0,39,354,225.26999999999998,2,2|3
110,10,10,0,39,354,225.26999999999998,2,2|3
111,10,10,0,43,498,271.03,2,2|3
112,10,10,0,43,498,271.03,2,2|3
113,10,10,0,43,498,271.03,2,2|3
114,10,10,0,37,330,217.95000000000002,2,2|3
115,10,10,0,37,330,217.95000000000002,2,2|3
116,10,10,0,37,330,217.95000000000002,2,2|3
117,10,10,0,37,330,217.95000000000002,2,2|3
118,10,10,0,37,330,217.95000000000002,2,2|3
119,10,10,0,33,234,224.87,2,2|3
120,10,10,0,33,234,224.87,2,2|3
121,10,10,0,33,234,224.87,2,2|3
122,10,10,0,33,234,224.87,2,2|3
123,10,10,0,33,234,190.63,2,2|3
124,10,10,0,33,264,168.19,2,2|3
125,10,10,0,33,264,168.19,2,2|3
126,10,10,0,43,528,241.19,2,2|3
127,10,10,0,43,528,241.19,2,2|3
128,10,10,0,43,528,241.19,2,2|3
129,10,10,0,43,528,241.19,2,2|3
130,10,10,0,43,528,241.19,2,2|3
131,10,10,0,35,336,222.71,2,2|3
132,10,10,0,35,336,222.71,2,2|3
133,10,10,0,33,288,167.73,2,2|3
134,10,10,0,41,504,224.60999999999999,2,2|3
135,10,10,0,41,504,224.60999999999999,2,2|3
136,10,10,0,42,498,236.27,2,2|3
137,10,10,0,42,498,236.27,2,2|3
138,10,10,0,42,498,238.82000000000002,2,2|3
139,10,10,0,36,306,179.02000000000004,2,2|3
140,10,10,0,36,306,179.02000000000004,2,2|3
141,10,10,0,36,306,179.02000000000004,2,2|3
142,10,10,0,39,414,226.75000000000006,2,2|3
143,10,10,0,41,486,285.75000000000006,2,2|3
144,10,10,0,39,438,232.23000000000002,2,2|3
145,10,10,0,39,438,232.23000000000002,2,2|3
146,10,10,0,39,438,232.23000000000002,2,2|3
147,10,10,0,39,438,232.23000000000002,2,2|3
148,10,10,0,39,438,232.23000000000002,2,2|3
149,10,10,0,43,534,241.26999999999998,2,2|3
150,10,10,0,61,1038,387.81,2,2|3
151,10,10,0,61,1038,387.81,2,2|3
152,10,10,0,62,1128,409.21000000000004,2,2|3
153,10,10,0,70,1386,458.43,2,2|3
154,10,10,0,85,814,312.71000000000004,2,2|3
155,10,10,0,47,822,301.21,2,2|3
156,10,10,0,36,546,225.09,2,2|3
157,10,10,0,33,342,219.69,2,2|3
158,10,10,0,33,342,219.69,2,2|3
159,10,10,0,32,300,216.79999999999998,2,2|3
160,10,10,0,32,300,216.79999999999998,2,2|3
161,10,10,0,32,300,216.79999999999998,2,2|3
162,10,10,0,28,288,128.42000000000002,2,2|3
163,10,10,0,28,288,128.42000000000002,2,2|3
164,10,10,0,28,288,128.42000000000002,2,2|3
165,10,10,0,30,288,134.42000000000002,2,2|3
166,10,10,0,30,288,134.42000000000002,2,2|3
167,10,10,0,30,288,134.42000000000002,2,2|3
168,10,10,0,30,288,134.42000000000002,2,2|3
169,10,10,0,30,288,134.42000000000002,2,2|3
170,10,10,0,28,264,160.4,2,2|3
171,10,10,0,30,312,119.66,2,2|3
172,10,10,0,28,312,138.22,2,2|3
173,10,10,0,28,312,138.22,2,2|3
174,10,10,0,28,312,138.22,2,2|3
175,10,10,0,28,312,138.22,2,2|3
176,10,10,0,30,312,112.86,2,2|3
177,10,10,0,30,312,112.86,2,2|3
178,10,10,0,27,202,103.58999999999999,2,2|3
179,10,10,0,27,202,103.58999999999999,2,2|3
180,10,10,0,27,202,103.58999999999999,2,2|3
181,10,10,0,27,202,103.58999999999999,2,2|3
182,10,10,0,29,298,151.31,2,2|3
183,10,10,0,29,298,151.31,2,2|3
184,10,10,0,42,666,181.10999999999999,2,2|3
185,10,10,0,42,666,181.10999999999999,2,2|3
186,10,10,0,39,546,132.99,2,2|3
187,10,10,0,43,638,162.11000000000004,2,2|3
188,10,10,0,41,686,157.48600000000005,2,2|3
189,10,10,0,38,510,157.20600000000002,2,2|3
190,10,10,0,32,334,106.246,2,2|3
191,10,10,0,32,334,106.246,2,2|3
192,10,10,0,32,334,106.246,2,2|3
193,10,10,0,30,160,109.31,2,2|3
194,10,10,0,30,160,109.31,2,2|3
195,10,10,0,30,160,109.31,2,2|3
196,10,10,0,30,160,109.31,2,2|3
197,10,10,0,30,160,109.31,2,2|3
198,10,10,0,31,185,66.53999999999999,2,2|3
199,10,10,0,32,255,73.52000000000001,2,2|3
200,10,10,0,34,287,73.72,2,2|3
201,10,10,0,30,253,72.7,2,2|3
202,10,10,0,31,247,72.98,2,2|3
203,10,10,0,29,167,70.42,2,2|3
204,10,10,0,23,315,140.0,1,3
205,10,10,0,23,315,140.0,1,3
206,10,10,0,17,143,64.96,1,3
207,10,10,0,24,373,114.5,1,3
208,10,10,0,29,423,106.85,1,3
209,10,10,0,23,375,98.81,1,3
210,10,10,0,21,411,122.13000000000001,1,3
211,10,10,0,21,411,123.87,1,3
212,10,10,0,19,239,85.71000000000001,1,3
213,10,10,0,21,259,88.95,1,3
214,10,10,0,23,282,102.12,1,3
215,10,10,0,21,378,140.95,1,3
216,10,10,0,24,446,142.01,1,3
217,10,10,0,97,517,95.03,2,1|3
218,10,10,0,351,439,97.87,2,1|3
219,10,10,0,373,439,148.87,2,1|3
220,10,10,0,373,439,148.87,2,1|3
221,10,10,0,396,451,215.17000000000002,2,1|3
222,10,10,0,366,371,271.55,2,1|3
223,10,10,0,366,371,271.55,2,1|3
224,10,10,0,263,268,342.71000000000004,2,1|3
225,10,10,0,263,268,342.71000000000004,2,1|3
226,10,10,0,241,268,321.31000000000006,2,1|3
227,10,10,0,219,260,427.30999999999995,2,1|3
228,10,10,0,219,260,415.31,2,1|3
229,10,10,0,194,235,410.31,2,1|3
230,10,10,0,194,235,254.31,2,1|3
231,10,10,0,110,284,398.18,1,1
232,10,10,0,110,284,398.18,1,1
233,10,10,0,92,404,350.17999999999995,1,1
234,10,10,0,88,400,298.18,1,1
235,10,10,0,62,412,258.98,1,1
236,10,10,0,51,608,309.81,1,1
237,10,10,0,51,608,309.81,1,1
238,10,10,0,51,608,309.81,1,1
239,10,10,0,65,668,370.15,1,1
240,10,10,0,86,620,342.88,1,1
241,10,10,0,68,602,287.8,1,1
242,10,10,0,46,590,276.59999999999997,1,1
243,10,10,0,38,326,263.2,1,1
244,10,10,0,64,444,422.68,1,1
245,10,10,0,64,444,422.68,1,1
246,10,10,0,44,452,288.0,1,1
247,10,10,0,44,590,328.08,1,1
248,10,10,0,44,590,328.08,1,1
249,10,10,0,40,632,353.34000000000003,1,1
250,10,10,0,31,350,317.7900000000001,1,1
251,10,10,0,29,342,306.43000000000006,1,1
252,10,10,0,47,222,296.83000000000004,1,1
253,10,10,0,37,190,295.51000000000005,1,1
254,10,10,0,35,218,318.83,1,1
255,10,10,0,21,226,331.53,1,1
256,10,10,0,21,226,331.53,1,1
257,10,10,0,21,226,331.53,1,1
258,10,10,0,28,460,357.2,1,1
259,10,10,0,28,460,357.2,1,1
260,10,10,0,20,292,329.17999999999995,1,1
261,10,10,0,20,256,324.48,1,1
262,10,10,0,20,256,324.48,1,1
263,10,10,0,20,248,323.9800000000001,1,1
264,10,10,0,22,336,341.09999999999997,1,1
265,10,10,0,24,328,323.64000000000004,1,1
266,10,10,0,24,352,320.64,1,1
267,10,10,0,24,336,325.58,1,1
268,10,10,0,28,468,350.56,1,1
269,10,10,0,37,692,355.6000000000001,1,1
270,10,10,0,44,908,441.1,1,1
271,10,10,0,36,680,408.86,1,1
272,10,10,0,36,720,399.36,1,1
273,10,10,0,32,552,375.35999999999996,1,1
274,10,10,0,29,480,329.26,1,1
275,10,10,0,45,864,430.29999999999995,1,1
276,10,10,0,41,708,370.32,1,1
277,10,10,0,34,488,278.66,1,1
278,10,10,0,40,668,316.94,1,1
279,10,10,0,32,504,275.1,1,1
280,10,10,0,83,389,271.59999999999997,1,1
281,10,10,0,27,493,325.4,1,1
282,10,10,0,29,537,341.14000000000004,1,1
283,10,10,0,57,549,410.18,1,1
284,10,10,0,51,909,460.14,1,1
285,10,10,0,61,1173,378.93999999999994,1,1
286,10,10,0,31,409,257.8,1,1
287,10,10,0,39,729,260.17999999999995,1,1
288,10,10,0,27,471,184.68000000000004,1,1
289,10,10,0,23,391,218.38,1,1
290,10,10,0,19,217,178.076,1,1
291,10,10,0,21,313,162.296,1,1
292,10,10,0,20,296,163.176,1,1
293,10,10,0,18,216,149.55599999999998,1,1
294,10,10,0,18,254,175.86,1,1
295,10,10,0,18,254,175.86,1,1
296,10,10,0,23,398,247.66,1,1
297,10,10,0,29,504,278.69,1,1
298,10,10,0,25,324,205.63,1,1
299,10,10,0,25,382,203.77999999999997,1,1
300,10,10,0,18,204,121.39999999999998,1,1
301,10,10,0,26,388,244.42000000000002,1,1
302,10,10,0,19,208,200.19,1,1
303,10,10,0,29,562,262.178,1,1
304,10,10,0,36,658,255.08,1,1
305,10,10,0,29,636,160.19,1,1
306,10,10,0,34,812,165.62599999999998,1,1
307,10,10,0,22,500,123.266,1,1
308,10,10,0,34,752,176.81599999999997,1,1
309,10,10,0,21,244,147.036,1,1
310,10,10,0,29,412,195.916,1,1
311,10,10,0,139,448,203.93,1,1
312,10,10,0,37,580,214.13400000000001,1,1
313,10,10,0,23,216,198.294,1,1
314,10,10,0,27,296,89.48199999999999,1,1
315,10,10,0,31,314,213.07,1,1
316,10,10,0,40,862,348.97999999999996,1,1
317,10,10,0,32,354,247.28999999999996,1,1
318,10,10,0,30,548,107.69000000000001,1,1
319,10,10,0,20,280,101.81000000000002,1,1
320,10,10,0,29,458,136.71799999999996,1,1
321,10,10,0,31,565,170.83999999999997,1,1
322,10,10,0,23,344,108.55000000000001,1,1
323,10,10,0,33,762,208.134,1,1
324,10,10,0,24,310,137.434,1,1
325,10,10,0,21,340,190.00199999999998,1,1
326,10,10,0,23,232,160.58599999999998,1,1
327,10,10,0,59,822,308.03,1,1
328,10,10,0,26,368,75.92,1,1
329,10,10,0,22,396,134.92000000000002,1,1
330,10,10,0,19,310,155.29399999999998,1,1
331,10,10,0,19,318,133.964,1,1
332,10,10,0,35,746,370.908,1,1
333,10,10,0,120,952,262.35,1,1
334,10,10,0,48,694,221.81,1,1
335,10,10,0,31,400,149.536,1,1
336,10,10,0,35,596,231.33999999999997,1,1
337,10,10,0,41,1008,215.29,1,1
338,10,10,0,52,1010,310.14,1,1
339,10,10,0,31,518,138.38599999999997,1,1
340,10,10,0,26,344,133.69,1,1
341,10,10,0,39,692,251.8,1,1
342,10,10,0,45,920,195.74,1,1
343,10,10,0,29,902,161.23,1,1
344,10,10,0,2156,3066,391.36,2,0|1
