pod_id,slot_idx,slot_type,item_code,cluster,orientation,qty_boxes_assigned,qty_items_assigned,box_weight,weight_assigned,pod_weight_after,vol_util_slot,max_boxes_in_slot
20,8,0,12105018001,0,0,4,48,6.374,25.496,248.53600000000003,0.4368,4
20,9,0,30013004001,0,2,8,240,13.026,104.208,352.744,0.798,8
21,0,0,12004218001,0,2,8,96,3.87,30.96,30.96,0.7728,8
21,1,0,30045078002,0,4,6,120,1.9,11.399999999999999,42.36,0.784,6
21,2,0,12004053001,0,1,48,144,1.2,57.599999999999994,99.96,0.864,48
21,3,0,12016130001,0,4,48,288,0.9,43.2,143.16,0.8512,48
21,4,0,12103021001,0,1,8,144,1.23,9.84,153.0,0.6624,8
21,5,0,12021993001,0,0,18,216,1.9,34.199999999999996,187.2,0.6804,18
21,6,0,14241025001,0,3,6,120,3.38,20.28,207.48,0.95,6
21,7,0,12111034001,0,1,48,480,0.8,38.400000000000006,245.88,0.864,48
21,8,0,12010147001,0,3,10,120,4.64,46.4,292.28,0.805,10
21,9,0,11103187001,0,2,2,12,10.61,21.22,313.5,0.434,2
22,0,0,11050134001,0,0,4,32,8.91,35.64,35.64,0.558,4
22,1,0,14832009001,0,4,8,192,7.25,58.0,93.64,0.728,8
22,2,0,12031127001,0,3,200,600,0.25,50.0,143.64,0.88,200
22,3,0,11031027001,0,1,4,48,5.32,21.28,164.92,0.6728,4
22,4,0,14731899001,0,2,4,48,2.135,8.54,173.45999999999998,0.6615,4
22,5,0,12020138001,0,2,18,216,2.59,46.62,220.07999999999998,0.897,18
22,6,0,11032229001,0,5,4,48,5.68,22.72,242.79999999999998,0.6864,4
22,7,0,12022047001,0,4,90,270,0.58,52.199999999999996,295.0,0.936,90
22,8,0,14242210001,0,4,12,120,1.68,20.16,315.16,0.7068,12
22,9,0,12006020001,0,0,80,960,0.39,31.200000000000003,346.36,0.832,80
23,0,0,12103135001,0,4,48,576,0.5,24.0,24.0,0.8736,48
23,1,0,12000036001,0,0,4,24,7.003,28.012,52.012,0.43853333333333333,4
23,2,0,35301023001,0,1,8,48,5.4,43.2,95.212,0.6992,8
23,3,0,14621017001,0,0,1,4,18.87,18.87,114.08200000000001,0.24825833333333333,1
23,4,0,10040072001,0,1,2,48,14.07,28.14,142.222,0.4508,2
23,5,0,14244087001,0,3,8,96,2.24,17.92,160.142,0.7233333333333334,8
23,6,0,14226002001,0,0,2,72,19.63,39.26,199.402,0.4488,2
23,7,0,12020147001,0,0,12,144,3.12,37.44,236.84199999999998,0.8208,12
23,8,0,14010039001,0,4,4,60,1.55,6.2,243.04199999999997,0.6084,4
23,9,0,14244077001,0,5,2,16,3.9,7.8,250.84199999999998,0.693,2
24,0,0,32517009001,0,3,4,20,12.17,48.68,48.68,0.6378666666666667,4
24,1,0,12103013001,0,1,8,192,1.26,10.08,58.76,0.5742,8
24,2,0,12100019001,0,0,2,144,17.276,34.552,93.312,0.5654166666666667,2
24,3,0,14243021001,0,3,8,96,2.55,20.4,113.71199999999999,0.6656,8
24,4,0,35307910001,0,1,8,48,5.414,43.312,157.024,0.6992,8
24,5,0,11101009001,0,0,1,12,20.1,20.1,177.124,0.39086666666666664,1
24,6,0,12123044001,0,4,54,54,0.2,10.8,187.924,0.936,54
24,7,0,12320018001,0,5,32,384,1.088,34.816,222.74,0.828,32
24,8,0,12010097001,0,1,24,288,2.0,48.0,270.74,0.7524,24
24,9,0,12327046001,0,1,2,8,9.3,18.6,289.34000000000003,0.567,2
25,0,0,32600042001,0,4,2,20,16.3,32.6,32.6,0.5932333333333333,2
25,1,0,12102108001,0,5,18,216,1.548,27.864,60.464,0.819,18
25,2,0,14603013001,0,1,18,180,1.64,29.52,89.984,0.729,18
25,3,0,10041036001,0,1,2,48,13.3,26.6,116.584,0.49,2
25,4,0,11021051002,0,1,8,48,2.39,19.12,135.704,0.7176,8
25,5,0,12103156001,0,3,4,192,1.21,4.84,140.544,0.5984,4
25,6,0,12023094001,0,3,6,72,4.07,24.42,164.964,0.7344,6
25,7,0,11110101001,0,0,4,32,10.05,40.2,205.164,0.638,4
25,8,0,10022918001,0,3,8,192,6.926,55.408,260.572,0.6570666666666667,8
25,9,0,11021095001,0,3,4,24,4.47,17.88,278.452,0.5995333333333334,4
26,0,0,12103049001,0,2,320,320,0.03,9.6,9.6,0.88,320
26,1,0,14362033001,0,4,2,24,4.986,9.972,19.572,0.49493333333333334,2
26,2,0,12201099001,0,0,1,60,10.636,10.636,30.208,0.5184,1
26,3,0,12003003001,0,4,4,144,6.12,24.48,54.688,0.6933333333333334,4
26,4,0,11110031002,0,2,2,32,10.58,21.16,75.848,0.4246666666666667,2
26,5,0,12010180001,0,1,8,96,3.85,30.8,106.648,0.5152,8
26,6,0,12010058001,0,2,4,288,8.52,34.08,140.728,0.5746,4
26,7,0,11103388001,0,4,6,36,2.646,15.876,156.604,0.819,6
26,8,0,11073032001,0,2,4,96,6.0,24.0,180.604,0.533,4
26,9,0,12103019001,0,4,42,42,0.356,14.952,195.556,0.8736,42
27,0,0,11061024001,0,5,4,120,1.59,6.36,6.36,0.6642,4
27,1,0,35750013001,0,4,6,72,8.312,49.872,56.232,0.77,6
27,2,0,12023103001,0,4,72,216,0.73,52.56,108.792,0.8736,72
27,3,0,12020184001,0,2,12,144,1.68,20.16,128.952,1.0,12
27,4,0,11110100001,0,0,4,32,10.05,40.2,169.152,0.638,4
27,5,0,10031006001,0,1,2,48,14.0,28.0,197.152,0.4428,2
27,6,0,12020404001,0,0,18,108,1.036,18.648,215.79999999999998,0.78,18
27,7,0,12326121001,0,0,8,24,0.63,5.04,220.83999999999997,0.5304,8
27,8,0,12120065001,0,4,6,216,2.3,13.799999999999999,234.64,0.9048,6
27,9,0,12102021001,0,3,4,192,7.89,31.56,266.2,0.6409333333333334,4
28,0,0,11072033001,0,0,2,24,14.5,29.0,29.0,0.7524,2
28,1,0,12120080001,0,2,6,48,1.35,8.100000000000001,37.1,0.72,6
28,2,0,12122017001,0,4,4,72,1.716,6.864,43.964,0.875,4
28,3,0,12011006001,0,1,8,48,4.36,34.88,78.844,0.69,8
28,4,0,12123106001,0,2,2,24,2.89,5.78,84.624,0.6237,2
28,5,0,12000159001,0,0,12,72,3.4,40.8,125.42399999999999,0.736,12
28,6,0,12001114001,0,0,4,48,6.82,27.28,152.704,0.49833333333333335,4
28,7,0,10002039001,0,4,2,24,17.13,34.26,186.964,0.504,2
28,8,0,10014127001,0,5,4,96,12.93,51.72,238.684,0.6888,4
28,9,0,10016018001,0,1,2,48,14.5,29.0,267.68399999999997,0.47833333333333333,2
29,0,0,12120005001,0,1,2,48,3.5,7.0,7.0,0.53625,2
29,1,0,12020021001,0,0,12,144,1.67,20.04,27.04,0.6384,12
29,2,0,12120040001,0,0,1,18,4.37,4.37,31.41,0.3861,1
29,3,0,31215012001,0,3,12,144,1.556,18.672,50.082,0.7296,12
29,4,0,12011173001,0,2,2,24,14.206,28.412,78.494,0.5278,2
29,5,0,12013052001,0,1,8,96,6.83,54.64,133.13400000000001,0.7626666666666667,8
29,6,0,12344036001,0,2,40,400,0.632,25.28,158.41400000000002,0.85,40
29,7,0,12100017001,0,2,2,96,10.7,21.4,179.81400000000002,0.5031,2
29,8,0,11061033001,0,4,16,304,1.3,20.8,200.61400000000003,0.96,16
29,9,0,14602013001,0,2,9,324,6.0,54.0,254.61400000000003,0.68445,9
30,0,0,12006135001,0,3,24,144,0.6,14.399999999999999,14.399999999999999,0.912,24
30,1,0,12022070001,0,0,4,64,3.26,13.04,27.439999999999998,0.5026666666666667,4
30,2,0,10023100001,0,2,4,24,4.01,16.04,43.48,0.7285,4
30,3,0,12023278001,0,2,12,144,2.19,26.28,69.75999999999999,0.782,12
30,4,0,10040080001,0,4,4,80,11.2,44.8,114.55999999999999,0.756,4
30,5,0,10010023001,0,3,18,432,4.31,77.58,192.14,0.792,18
30,6,0,14505102001,0,2,4,80,2.98,11.92,204.05999999999997,0.6314,4
30,7,0,14506012001,0,3,10,200,7.85,78.5,282.55999999999995,0.814,10
30,8,0,14509021001,0,4,6,72,0.98,5.88,288.43999999999994,0.5577,6
30,9,0,14310053001,0,0,4,24,6.0,24.0,312.43999999999994,0.7626666666666667,4
31,0,0,12020212001,0,1,12,72,1.4,16.799999999999997,16.799999999999997,0.672,12
31,1,0,14222009001,0,3,4,160,10.25,41.0,57.8,0.7098,4
31,2,0,11072011001,0,0,1,24,14.9,14.9,72.7,0.49756666666666666,1
31,3,0,14111053001,0,1,4,48,2.91,11.64,84.34,0.7833333333333333,4
31,4,0,12022114001,0,3,6,288,3.97,23.82,108.16,0.814,6
31,5,0,12233028001,0,1,1,5,8.34,8.34,116.5,0.559,1
31,6,0,31226017001,0,0,16,192,1.47,23.52,140.02,0.5292,16
31,7,0,12016035001,0,0,8,192,3.35,26.8,166.82000000000002,0.6384,8
31,8,0,61063005002,0,0,12,144,0.8,9.600000000000001,176.42000000000002,0.6084,12
31,9,0,42613021001,0,0,24,24,0.676,16.224,192.644,0.6072,24
32,0,0,12011098001,0,2,2,24,14.1,28.2,28.2,0.5373333333333333,2
32,1,0,14851032001,0,2,6,6,7.0,42.0,70.2,0.78255,6
32,2,0,11051016001,0,2,3,36,10.9,32.7,102.9,0.6579,3
32,3,0,12013050001,0,1,8,96,6.83,54.64,157.54000000000002,0.7626666666666667,8
32,4,0,14506006001,0,1,2,24,4.72,9.44,166.98000000000002,0.4584666666666667,2
32,5,0,12023273001,0,1,48,480,0.39,18.72,185.70000000000002,0.81,48
32,6,0,12020210001,0,0,8,96,2.39,19.12,204.82000000000002,0.8448666666666667,8
32,7,0,12120087001,0,3,6,144,1.7,10.2,215.02,0.768,6
32,8,0,14634023001,0,1,16,192,5.58,89.28,304.3,0.864,16
32,9,0,12011093001,0,2,2,12,13.6,27.2,331.5,0.51975,2
33,0,0,14710017001,0,2,3,36,1.6,4.800000000000001,4.800000000000001,0.67915,3
33,1,0,11072004001,0,4,6,72,2.99,17.94,22.740000000000002,0.768,6
33,2,0,10020006001,0,4,10,240,7.06,70.6,93.34,0.9,10
33,3,0,12326002001,0,4,4,24,0.74,2.96,96.3,0.8816,4
33,4,0,31504001001,0,0,1,10,25.0,25.0,121.3,0.4195333333333333,1
33,5,0,12020070001,0,0,18,216,2.448,44.064,165.364,0.7752,18
33,6,0,14501940001,0,5,10,10,0.8,8.0,173.364,0.8506666666666667,10
33,7,0,35302038001,0,3,4,48,11.6,46.4,219.764,0.66,4
33,8,0,12005084001,0,1,48,144,0.3,14.399999999999999,234.16400000000002,0.864,48
33,9,0,15022020001,0,3,8,192,8.32,66.56,300.72400000000005,0.8064,8
34,0,0,12103127001,0,0,2,96,1.81,3.62,3.62,0.50375,2
34,1,0,12022162001,0,4,20,240,1.3,26.0,29.62,0.714,20
34,2,0,31533084001,0,0,12,72,0.23,2.7600000000000002,32.38,0.612,12
