item_code,cluster,mean_demand,std_demand,cv_demand,initial_inventory_boxes,qty_inv_items,num_compatible_slots,min_slot_type,total_boxes_assigned,total_items_assigned,total_weight_assigned,pods_used,slots_used,boxes_unplaced
14311066001,0,0.1904761904761904,0.511766315719159,2.6867731575255847,1,0,1,0,2,24,3.8,1,1,0
14340002001,0,0.3333333333333333,0.6582805886043832,1.9748417658131496,1,0,1,0,12,144,76.08,1,1,0
61062008002,0,0.8095238095238095,1.9395630337539331,2.3959308064019176,1,0,1,0,12,144,12.0,1,1,0
14133930001,0,0.238095238095238,0.5389584311207967,2.263625410707346,1,0,1,0,1,18,6.1,1,1,0
11110045001,0,0.1904761904761904,0.511766315719159,2.6867731575255847,1,0,1,0,4,32,51.64,1,1,0
12005082003,0,0.238095238095238,0.6248809410409238,2.62449995237188,1,0,1,0,36,108,21.599999999999998,1,1,0
12002948001,0,0.3809523809523809,1.023532631438318,2.6867731575255847,1,0,1,0,8,72,40.0,1,1,0
14352098001,0,0.6190476190476191,1.1608699529314417,1.8752514624277137,1,0,1,0,4,28,15.88,1,1,0
11103115001,0,0.5238095238095238,1.077916862241593,2.0578412824612236,1,0,1,0,2,8,24.34,1,1,0
31707076001,0,0.3809523809523809,0.7400128699009549,1.9425337834900067,1,0,1,0,4,144,3.16,1,1,0
14243106001,0,0.1904761904761904,0.4023739080814782,2.112463017427761,1,0,1,0,16,160,28.8,1,1,0
12000260001,0,0.2857142857142857,0.5606119105813882,1.9621416870348587,1,0,1,0,8,48,27.6,1,1,0
11050073001,0,0.1428571428571428,0.4780914437337574,3.346640106136302,1,0,1,0,2,24,26.162,1,1,0
12001067001,0,0.1428571428571428,0.4780914437337574,3.3466401061363023,1,0,1,0,30,180,46.800000000000004,1,1,0
12000146001,0,0.0952380952380952,0.3007926037591191,3.158322339470751,1,0,1,0,4,24,27.92,1,1,0
14631100001,0,0.3809523809523809,1.1169686869465263,2.9320428032346317,1,0,1,0,8,96,42.48,1,1,0
14311093001,0,0.4285714285714285,1.121223821162776,2.6161889160464775,1,0,1,0,4,24,14.04,1,1,0
14243111001,0,0.1428571428571428,0.4780914437337574,3.346640106136302,1,0,1,0,4,48,17.6,1,1,0
14243110001,0,0.3333333333333333,0.966091783079296,2.898275349237888,1,0,1,0,4,48,17.6,1,1,0
42301034001,0,0.1428571428571428,0.4780914437337574,3.346640106136302,1,0,1,0,80,80,13.759999999999998,1,1,0
31421041001,0,0.5238095238095238,1.4359334113755982,2.7413274217170507,1,0,1,0,1,48,12.01,1,1,0
11103203001,0,0.1428571428571428,0.4780914437337575,3.3466401061363027,1,0,1,0,2,16,14.02,1,1,0
12323109001,0,0.0952380952380952,0.3007926037591192,3.158322339470752,1,0,1,0,6,36,11.7,1,1,0
12110058001,0,0.0952380952380952,0.3007926037591191,3.158322339470751,1,0,1,0,16,96,12.8,1,1,0
12011220001,0,0.1904761904761904,0.6015852075182383,3.158322339470751,1,0,1,0,2,24,17.2,1,1,0
12011198001,0,0.3809523809523809,0.973457265430305,2.555325321754551,1,0,1,0,4,48,30.64,1,1,0
14851018001,0,0.7142857142857143,2.1010201603710787,2.9414282245195102,1,0,1,0,2,14,22.7,1,1,0
14730906001,0,0.2857142857142857,0.7837638128197258,2.7431733448690405,1,0,1,0,3,36,5.22,1,1,0
31533309001,0,0.8095238095238095,1.600595127415038,1.9772057456303411,1,0,1,0,2,48,4.2,1,1,0
12212003001,0,0.6666666666666666,1.9321835661585915,2.898275349237887,1,0,1,0,4,64,42.4,1,1,0
32430039001,0,0.0952380952380952,0.3007926037591191,3.158322339470751,1,0,1,0,20,480,30.0,1,1,0
61062008001,0,0.3333333333333333,1.064581294844754,3.193743884534262,1,0,1,0,12,144,12.0,1,1,0
14210058001,0,0.7142857142857143,1.419255337945119,1.9869574731231665,1,0,1,0,6,120,7.02,1,1,0
12010149001,0,0.1428571428571428,0.4780914437337575,3.3466401061363027,1,0,1,0,10,120,46.4,1,1,0
11010005001,0,0.0952380952380952,0.3007926037591192,3.158322339470752,1,0,1,0,1,6,12.1,1,1,0
11110092001,0,0.5238095238095238,1.1233453440081382,2.1445683840155367,1,0,1,0,2,8,28.26,1,1,0
11032227001,0,0.0952380952380952,0.3007926037591192,3.158322339470752,1,0,1,0,12,240,18.299999999999997,1,1,0
30052113002,0,1.3333333333333333,3.3065591380365986,2.4799193535274493,1,0,1,0,6,120,13.703999999999999,1,1,0
14505973001,0,0.3809523809523809,1.2031704150364766,3.158322339470751,1,0,1,0,4,96,13.96,1,1,0
12003104001,0,0.0952380952380952,0.3007926037591191,3.158322339470751,1,0,1,0,4,48,26.8,1,1,0
14211052001,0,0.7619047619047619,1.5134319246256802,1.9863794010712057,1,0,1,0,6,120,9.959999999999999,1,1,0
31258006001,0,0.1428571428571428,0.4780914437337574,3.346640106136302,1,0,1,0,8,192,8.0,1,1,0
14616195001,0,0.0952380952380952,0.3007926037591191,3.158322339470751,1,0,1,0,8,96,50.4,1,1,0
14740018001,0,0.3809523809523809,0.9734572654303052,2.555325321754551,1,0,1,0,2,24,25.24,1,1,0
11103196001,0,0.6190476190476191,1.8296499795368095,2.9555884284825384,1,0,1,0,1,6,16.21,1,1,0
12103070001,0,0.1428571428571428,0.4780914437337574,3.3466401061363023,1,0,1,0,12,240,10.2,1,1,0
11074060005,0,0.4761904761904761,1.4359334113755975,3.0154601638887555,1,0,1,0,12,120,7.5600000000000005,1,1,0
11050097001,0,0.0952380952380952,0.3007926037591191,3.158322339470751,1,0,1,0,2,8,33.08,1,1,0
11030062001,0,0.3809523809523809,1.1608699529314417,3.047283626445034,1,0,1,0,20,240,44.2,1,1,0
10014103001,0,0.238095238095238,0.768424485864545,3.227382840631089,1,0,1,0,4,40,45.248,1,1,0
11070063001,0,0.1428571428571428,0.4780914437337574,3.3466401061363023,1,0,1,0,2,48,26.252,1,1,0
12011257001,0,0.9047619047619048,2.2114421065169645,2.444225486150329,1,0,1,0,2,24,21.6,1,1,0
12020282001,0,0.0952380952380952,0.3007926037591191,3.158322339470751,1,0,1,0,8,48,12.8,1,1,0
12327007001,0,0.5714285714285714,1.5675276256394517,2.7431733448690405,1,0,1,0,1,12,15.2,1,1,0
10053903001,0,0.8571428571428571,2.868548662402545,3.3466401061363027,1,0,1,0,4,144,24.8,1,1,0
12016026001,0,0.4761904761904761,1.2090925365350504,2.539094326723606,1,0,1,0,20,360,30.8,1,1,0
32523001001,0,0.0952380952380952,0.3007926037591192,3.158322339470752,1,0,1,0,2,8,27.0,1,1,0
12003120001,0,0.0952380952380952,0.3007926037591192,3.158322339470752,1,0,1,0,24,144,25.824,1,1,0
12030741001,0,0.0952380952380952,0.3007926037591191,3.158322339470751,1,0,1,0,4000,4000,400.0,2,2,0
14303897001,0,0.8571428571428571,1.7687768170607137,2.0635729532374993,1,0,1,0,4,48,12.96,1,1,0
12000205001,0,0.6190476190476191,1.395571226279421,2.2543842886052188,1,0,1,0,8,48,39.12,1,1,0
11050065001,0,0.1428571428571428,0.4780914437337574,3.346640106136302,1,0,1,0,2,24,19.0,1,1,0
12011482001,0,0.0952380952380952,0.3007926037591191,3.158322339470751,1,0,1,0,4,48,42.72,1,1,0
12000262001,0,0.1904761904761904,0.6015852075182383,3.158322339470751,1,0,1,0,4,48,44.48,1,1,0
12102122001,0,0.1428571428571428,0.4780914437337574,3.346640106136302,1,0,1,0,12,144,19.200000000000003,1,1,0
12017017001,0,0.1428571428571428,0.4780914437337574,3.3466401061363023,1,0,1,0,8,64,12.8,1,1,0
12323010001,0,0.0952380952380952,0.3007926037591191,3.158322339470751,1,0,1,0,12,72,7.92,1,1,0
11103112001,0,0.6666666666666666,1.7981471945681569,2.6972207918522355,1,0,1,0,2,8,24.3,1,1,0
14243069001,0,1.6666666666666667,7.192588778272628,4.315553266963577,1,0,1,0,3,90,16.5,1,1,0
32511021001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,4,20,45.12,1,1,0
12011292001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,2,24,24.2,1,1,0
10015005001,0,0.9523809523809524,3.556349117791875,3.7341665736814686,1,0,1,0,4,96,63.16,1,1,0
12021069001,0,0.0476190476190476,0.2182178902359923,4.58257569495584,1,0,1,0,96,288,48.0,1,1,0
12000166001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,8,48,27.6,1,1,0
31567028001,0,0.4285714285714285,1.325572652532805,3.093002855909879,1,0,1,0,1,16,3.5,1,1,0
11103130001,0,0.238095238095238,0.8890872794479686,3.734166573681468,1,0,1,0,2,16,34.2,1,1,0
31602030001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,4,96,8.0,1,1,0
11062002001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,1,30,3.89,1,1,0
14203005001,0,0.5714285714285714,1.5352989471574767,2.686773157525584,1,0,1,0,2,40,6.6,1,1,0
12010122001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,4,48,30.0,1,1,0
11103092001,0,0.3333333333333333,1.3165611772087669,3.9496835316263006,1,0,1,0,2,12,20.8,1,1,0
41223049001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,8,8,13.76,1,1,0
32524007001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,12,60,84.0,1,1,0
14633002001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,2,10,17.9,1,1,0
14002022001,0,1.8571428571428572,5.294201680005346,2.85072398154134,1,0,1,0,4,48,8.52,1,1,0
14242128001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,2,40,13.4,1,1,0
31422008001,0,1.4285714285714286,3.52946778667023,2.4706274506691615,1,0,1,0,1,48,12.1,1,1,0
14603001001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,18,180,21.06,1,1,0
11050062001,0,0.1904761904761904,0.6796357567879738,3.5680877231368626,1,0,1,0,2,24,27.3,1,1,0
12003063001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,4,48,28.8,1,1,0
11103011003,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,3,18,35.04,1,1,0
14304084001,0,0.0476190476190476,0.2182178902359923,4.58257569495584,1,0,1,0,4,48,16.48,1,1,0
12000064001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,4,48,30.104,1,1,0
12005084002,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,48,144,14.399999999999999,1,1,0
11051899001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,4,48,32.56,1,1,0
10031022001,0,5.142857142857143,14.318818786079088,2.7842147639598225,1,0,1,0,2,48,28.6,1,1,0
12120078001,0,0.6190476190476191,1.9868616075658232,3.209545673760176,1,0,1,0,6,144,9.66,1,1,0
12020266001,0,0.1904761904761904,0.6796357567879738,3.5680877231368626,1,0,1,0,18,108,14.4,1,1,0
12125005001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,3,72,7.199999999999999,1,1,0
11070012001,0,0.7142857142857143,2.629502940535666,3.681304116749932,1,0,1,0,2,48,28.0,1,1,0
12101032001,0,0.0476190476190476,0.2182178902359923,4.58257569495584,1,0,1,0,3,360,21.6,1,1,0
11062017001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,2,72,4.0,1,1,0
14243152001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,6,72,21.6,1,1,0
12005015006,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,8,96,24.0,1,1,0
32501007001,0,0.238095238095238,0.8890872794479686,3.734166573681468,1,0,1,0,4,280,48.0,1,1,0
10023043001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,2,16,33.0,1,1,0
11050055001,0,0.0476190476190476,0.2182178902359923,4.58257569495584,1,0,1,0,2,24,25.6,1,1,0
11041024001,0,1.2857142857142858,4.337543742060214,3.3736451327135,1,0,1,0,8,96,16.0,1,1,0
11050006001,0,2.0,6.730527468185536,3.365263734092768,1,0,1,0,4,48,32.6,1,1,0
12123151001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,2,48,5.12,1,1,0
14602101001,0,0.0476190476190476,0.2182178902359923,4.58257569495584,1,0,1,0,75,450,72.75,1,1,0
14204899001,0,1.619047619047619,3.840262887826697,2.3719270777753128,1,0,1,0,2,40,4.54,1,1,0
11100107001,0,0.4761904761904761,1.5368489717290903,3.2273828406310896,1,0,1,0,2,8,38.272,1,1,0
11110026001,0,0.238095238095238,0.8890872794479686,3.734166573681468,1,0,1,0,2,8,28.38,1,1,0
14304001001,0,0.8095238095238095,2.0154167712671147,2.4896324821534948,1,0,1,0,1,24,7.81,1,1,0
30073022001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,4,40,22.12,1,1,0
41417001001,0,0.0476190476190476,0.2182178902359923,4.58257569495584,1,0,1,0,240,240,24.0,1,1,0
14226035001,0,1.619047619047619,5.2865507703623775,3.265222534635586,1,0,1,0,6,360,16.68,1,1,0
11020001001,0,0.1904761904761904,0.6796357567879738,3.5680877231368626,1,0,1,0,2,28,23.2,1,1,0
12001076001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,8,48,41.44,1,1,0
32503007003,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,8,96,16.0,1,1,0
11103110001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,8,48,84.48,2,2,0
12011115001,0,1.0476190476190477,3.0736979434581806,2.933984400573718,1,0,1,0,2,24,18.4,1,1,0
14833063001,0,0.1904761904761904,0.6796357567879738,3.5680877231368626,1,0,1,0,20,240,59.400000000000006,1,1,0
12005089004,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,3,36,16.77,1,1,0
11040004001,0,0.4285714285714285,1.7484687178050562,4.079760341545131,1,0,1,0,4,48,40.84,1,1,0
14225008001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,12,288,40.68,1,1,0
12016999001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,6,144,22.799999999999997,1,1,0
12103179001,0,0.0476190476190476,0.2182178902359923,4.58257569495584,1,0,1,0,120,720,13.2,1,1,0
12012045001,0,0.2857142857142857,1.1019463300386794,3.856812155135378,1,0,1,0,24,144,36.72,1,1,0
14210216001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,4,48,6.6,1,1,0
32524032001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,5,50,64.57,1,1,0
10041076001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,6,144,54.900000000000006,1,1,0
12003064001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,8,96,21.2,1,1,0
11075012001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,6,72,25.200000000000003,1,1,0
11010001001,0,0.4285714285714285,1.7484687178050564,4.079760341545132,1,0,1,0,4,24,56.32,1,1,0
14612916001,0,0.6190476190476191,2.246690688016276,3.6292695729493687,1,0,1,0,2,24,32.7,1,1,0
12011011001,0,0.5714285714285714,1.9892568605242655,3.481199505917465,1,0,1,0,4,48,36.68,1,1,0
11071035001,0,0.4761904761904761,1.3273676061682242,2.787471972953271,1,0,1,0,1,24,8.86,1,1,0
12034088001,0,0.4761904761904761,1.749829923708233,3.6746428397872903,1,0,1,0,36,216,20.52,1,1,0
12001015001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,4,36,32.296,1,1,0
11050091001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,4,48,40.6,1,1,0
14353002001,0,0.4285714285714285,1.7484687178050564,4.079760341545132,1,0,1,0,2,24,13.82,1,1,0
42613064001,0,0.1904761904761904,0.6796357567879738,3.5680877231368626,1,0,1,0,70,70,28.0,1,1,0
12010214001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,2,48,74.5,1,1,0
12000090001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,4,48,30.0,1,1,0
42607128001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,120,120,24.0,1,1,0
12006067001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,20,120,14.239999999999998,1,1,0
12005092002,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,4,32,10.64,1,1,0
14350001001,0,1.380952380952381,3.216771525554628,2.329386277125765,1,0,1,0,2,20,5.44,1,1,0
12102999001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,30,300,36.3,1,1,0
14631054001,0,0.0476190476190476,0.2182178902359923,4.58257569495584,1,0,1,0,12,144,85.08,1,1,0
35752005001,0,0.3809523809523809,1.3592715135759477,3.5680877231368626,1,0,1,0,4,96,12.0,1,1,0
11112015001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,2,24,13.34,1,1,0
12020018001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,24,144,36.0,1,1,0
12020328001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,80,480,88.0,2,2,0
14362019001,0,1.7142857142857142,5.7196403483336,3.336456869861267,1,0,1,0,2,30,15.68,1,1,0
12000233001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,8,48,27.84,1,1,0
12104047001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,40,40,14.0,1,1,0
11075006001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,4,96,23.72,1,1,0
41401022001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,50,50,40.0,1,1,0
12002002001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,4,36,32.96,1,1,0
12002090001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,12,72,40.8,1,1,0
14611025001,0,1.0,2.8284271247461903,2.8284271247461903,1,0,1,0,2,24,24.6,1,1,0
12106109002,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,12,144,25.200000000000003,1,1,0
12005108003,0,0.3809523809523809,1.3592715135759477,3.5680877231368626,1,0,1,0,4,48,13.2,1,1,0
12002127001,0,0.0476190476190476,0.2182178902359924,4.582575694955841,1,0,1,0,12,144,22.56,1,1,0
12105018001,0,0.0952380952380952,0.4364357804719847,4.58257569495584,1,0,1,0,4,48,25.496,1,1,0
30013004001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,8,240,104.208,1,1,0
12004218001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,8,96,30.96,1,1,0
30045078002,0,0.4761904761904761,2.182178902359924,4.582575694955841,1,0,1,0,6,120,11.399999999999999,1,1,0
12004053001,0,0.0952380952380952,0.4364357804719847,4.58257569495584,1,0,1,0,48,144,57.599999999999994,1,1,0
12016130001,0,0.238095238095238,1.091089451179962,4.582575694955841,1,0,1,0,48,288,43.2,1,1,0
12103021001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,8,144,9.84,1,1,0
12021993001,0,0.238095238095238,1.091089451179962,4.582575694955841,1,0,1,0,18,216,34.199999999999996,1,1,0
14241025001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,6,120,20.28,1,1,0
12111034001,0,0.1904761904761904,0.8728715609439697,4.582575694955841,1,0,1,0,48,480,38.400000000000006,1,1,0
12010147001,0,0.0952380952380952,0.4364357804719847,4.58257569495584,1,0,1,0,10,120,46.4,1,1,0
11103187001,0,0.2857142857142857,1.3093073414159544,4.582575694955841,1,0,1,0,2,12,21.22,1,1,0
11050134001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,4,32,35.64,1,1,0
14832009001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,8,192,58.0,1,1,0
12031127001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,200,600,50.0,1,1,0
11031027001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,4,48,21.28,1,1,0
14731899001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,4,48,8.54,1,1,0
12020138001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,18,216,46.62,1,1,0
11032229001,0,0.4761904761904761,2.182178902359924,4.582575694955841,1,0,1,0,4,48,22.72,1,1,0
12022047001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,90,270,52.199999999999996,1,1,0
14242210001,0,0.2857142857142857,1.3093073414159544,4.582575694955841,1,0,1,0,12,120,20.16,1,1,0
12006020001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,80,960,31.200000000000003,1,1,0
12103135001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,48,576,24.0,1,1,0
12000036001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,4,24,28.012,1,1,0
35301023001,0,0.2857142857142857,1.3093073414159544,4.582575694955841,1,0,1,0,8,48,43.2,1,1,0
14621017001,0,0.0952380952380952,0.4364357804719847,4.58257569495584,1,0,1,0,1,4,18.87,1,1,0
10040072001,0,1.1428571428571428,5.237229365663818,4.582575694955841,1,0,1,0,2,48,28.14,1,1,0
14244087001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,8,96,17.92,1,1,0
14226002001,0,1.4761904761904765,5.418662635919011,3.6707069469128784,1,0,1,0,2,72,39.26,1,1,0
12020147001,0,0.3809523809523809,1.7457431218879391,4.582575694955841,1,0,1,0,12,144,37.44,1,1,0
14010039001,0,0.7142857142857143,3.2732683535398857,4.58257569495584,1,0,1,0,4,60,6.2,1,1,0
14244077001,0,0.2857142857142857,1.3093073414159544,4.582575694955841,1,0,1,0,2,16,7.8,1,1,0
32517009001,0,0.238095238095238,1.091089451179962,4.582575694955841,1,0,1,0,4,20,48.68,1,1,0
12103013001,0,0.0952380952380952,0.4364357804719847,4.58257569495584,1,0,1,0,8,192,10.08,1,1,0
12100019001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,2,144,34.552,1,1,0
14243021001,0,0.1904761904761904,0.8728715609439697,4.582575694955841,1,0,1,0,8,96,20.4,1,1,0
35307910001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,8,48,43.312,1,1,0
11101009001,0,0.2857142857142857,1.3093073414159544,4.582575694955841,1,0,1,0,1,12,20.1,1,1,0
12123044001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,54,54,10.8,1,1,0
12320018001,0,0.8571428571428571,3.927922024247863,4.582575694955841,1,0,1,0,32,384,34.816,1,1,0
12010097001,0,0.3333333333333333,1.527525231651947,4.582575694955842,1,0,1,0,24,288,48.0,1,1,0
12327046001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,2,8,18.6,1,1,0
