pod_id,pod_type,slot_id,slot_type,item,unusedColumn1,unusedColumn2,unusedColumn3,qty,max_qty,due_date,facing,pick_ind,slot_sequence,item_weight,total_item_weight,item_pod_inventory_level,item_warehouse_inventory_level
7,0,5,0,3,0,0,0,312,312,99999,0,0,75,0.324,101.088,0.4,0.3
7,0,6,0,210,0,0,0,96,96,99999,0,0,76,0.637,61.152,0.6,0.5
7,0,7,0,345,0,0,0,24,24,99999,0,0,77,2.333,55.992,0.6,0.5
7,0,8,0,73,0,0,0,120,120,99999,0,0,78,0.624,74.88,0.5,0.4
7,0,9,0,223,0,0,0,24,24,99999,0,0,79,0.522,12.528,0.6,0.5
8,0,0,0,7,0,0,0,192,192,99999,0,0,80,0.45,86.4,0.4,0.3
8,0,1,0,45,0,0,0,72,72,99999,0,0,81,0.125,9.0,0.4,0.3
8,0,2,0,129,0,0,0,48,48,99999,0,0,82,0.25,12.0,0.5,0.4
8,0,3,0,1,0,0,0,72,72,99999,0,0,83,0.125,9.0,0.4,0.3
8,0,4,0,327,0,0,0,8,8,99999,0,0,84,1.0,8.0,0.6,0.5
8,0,5,0,28,0,0,0,12,12,99999,0,0,85,0.387,4.644,0.4,0.3
8,0,6,0,177,0,0,0,80,80,99999,0,0,86,1.08,86.4,0.5,0.4
8,0,7,0,246,0,0,0,24,24,99999,0,0,87,0.152,3.648,0.6,0.5
8,0,8,0,314,0,0,0,77,77,99999,0,0,88,1.0,77.0,0.6,0.5
8,0,9,0,168,0,0,0,336,336,99999,0,0,89,0.291,97.776,0.5,0.4
9,0,0,0,448,0,0,0,77,77,99999,0,0,90,0.2,15.4,0.6,0.5
9,0,1,0,407,0,0,0,288,288,99999,0,0,91,0.07,20.16,0.6,0.5
9,0,2,0,477,0,0,0,45,45,99999,0,0,92,0.254,11.43,0.6,0.5
9,0,3,0,335,0,0,0,264,264,99999,0,0,93,0.272,71.808,0.6,0.5
9,0,4,0,27,0,0,0,336,336,99999,0,0,94,0.267,89.712,0.4,0.3
9,0,5,0,302,0,0,0,336,336,99999,0,0,95,0.229,76.944,0.6,0.5
9,0,6,0,127,0,0,0,192,192,99999,0,0,96,0.398,76.416,0.5,0.4
9,0,7,0,0,0,0,0,36,36,99999,0,0,97,1.602,57.672,0.4,0.3
9,0,8,0,242,0,0,0,36,36,99999,0,0,98,0.368,13.248,0.6,0.5
9,0,9,0,420,0,0,0,40,40,99999,0,0,99,0.16,6.4,0.6,0.5
10,0,0,0,242,0,0,0,36,36,99999,0,0,100,0.368,13.248,0.6,0.5
10,0,1,0,399,0,0,0,50,50,99999,0,0,101,0.236,11.8,0.6,0.5
10,0,2,0,127,0,0,0,192,192,99999,0,0,102,0.398,76.416,0.5,0.4
10,0,3,0,299,0,0,0,432,432,99999,0,0,103,0.161,69.552,0.6,0.5
10,0,4,0,327,0,0,0,8,8,99999,0,0,104,1.0,8.0,0.6,0.5
10,0,5,0,376,0,0,0,36,36,99999,0,0,105,0.218,7.848,0.6,0.5
10,0,6,0,322,0,0,0,97,97,99999,0,0,106,0.2,19.4,0.6,0.5
10,0,7,0,367,0,0,0,210,210,99999,0,0,107,0.092,19.32,0.6,0.5
10,0,8,0,413,0,0,0,288,288,99999,0,0,108,0.362,104.256,0.6,0.5
10,0,9,0,311,0,0,0,36,36,99999,0,0,109,0.286,10.296,0.6,0.5
11,0,0,0,322,0,0,0,97,97,99999,0,0,110,0.2,19.4,0.6,0.5
11,0,1,0,462,0,0,0,60,60,99999,0,0,111,0.5,30.0,0.6,0.5
11,0,2,0,403,0,0,0,96,96,99999,0,0,112,0.575,55.2,0.6,0.5
11,0,3,0,236,0,0,0,210,210,99999,0,0,113,0.103,21.63,0.6,0.5
11,0,4,0,499,0,0,0,240,240,99999,0,0,114,0.336,80.64,0.6,0.5
11,0,5,0,252,0,0,0,36,36,99999,0,0,115,0.394,14.184,0.6,0.5
11,0,6,0,343,0,0,0,192,192,99999,0,0,116,0.365,70.08,0.6,0.5
11,0,7,0,25,0,0,0,30,30,99999,0,0,117,0.454,13.62,0.4,0.3
11,0,8,0,4,0,0,0,6,6,99999,0,0,118,0.425,2.55,0.4,0.3
11,0,9,0,305,0,0,0,72,72,99999,0,0,119,0.181,13.032,0.6,0.5
12,0,0,0,44,0,0,0,120,120,99999,0,0,120,0.62,74.4,0.4,0.3
12,0,1,0,411,0,0,0,192,192,99999,0,0,121,0.368,70.656,0.6,0.5
12,0,2,0,49,0,0,0,240,240,99999,0,0,122,0.408,97.92,0.4,0.3
12,0,3,0,105,0,0,0,12,12,99999,0,0,123,0.291,3.492,0.5,0.4
12,0,4,0,373,0,0,0,24,24,99999,0,0,124,1.0,24.0,0.6,0.5
12,0,5,0,45,0,0,0,72,72,99999,0,0,125,0.125,9.0,0.4,0.3
12,0,6,0,3,0,0,0,312,312,99999,0,0,126,0.324,101.088,0.4,0.3
12,0,7,0,458,0,0,0,24,24,99999,0,0,127,0.272,6.528,0.6,0.5
12,0,8,0,448,0,0,0,77,77,99999,0,0,128,0.2,15.4,0.6,0.5
12,0,9,0,166,0,0,0,36,36,99999,0,0,129,0.268,9.648,0.5,0.4
13,0,0,0,482,0,0,0,48,48,99999,0,0,130,1.435,68.88,0.6,0.5
13,0,1,0,357,0,0,0,6,6,99999,0,0,131,2.165,12.99,0.6,0.5
13,0,2,0,11,0,0,0,264,264,99999,0,0,132,0.282,74.448,0.4,0.3
13,0,3,0,197,0,0,0,432,432,99999,0,0,133,0.164,70.848,0.5,0.4
13,0,4,0,165,0,0,0,70,70,99999,0,0,134,0.173,12.11,0.5,0.4
13,0,5,0,80,0,0,0,32,32,99999,0,0,135,0.468,14.976,0.5,0.4
13,0,6,0,4,0,0,0,6,6,99999,0,0,136,0.425,2.55,0.4,0.3
13,0,7,0,126,0,0,0,240,240,99999,0,0,137,0.27,64.8,0.5,0.4
13,0,8,0,433,0,0,0,48,48,99999,0,0,138,1.356,65.088,0.6,0.5
13,0,9,0,244,0,0,0,72,72,99999,0,0,139,0.173,12.456,0.6,0.5
14,0,0,0,227,0,0,0,36,36,99999,0,0,140,0.372,13.392,0.6,0.5
14,0,1,0,279,0,0,0,46,46,99999,0,0,141,1.0,46.0,0.6,0.5
14,0,2,0,37,0,0,0,384,384,99999,0,0,142,0.277,106.368,0.4,0.3
14,0,3,0,291,0,0,0,24,24,99999,0,0,143,0.269,6.456,0.6,0.5
14,0,4,0,14,0,0,0,12,12,99999,0,0,144,0.41,4.92,0.4,0.3
14,0,5,0,245,0,0,0,456,456,99999,0,0,145,0.217,98.952,0.6,0.5
14,0,6,0,292,0,0,0,384,384,99999,0,0,146,0.269,103.296,0.6,0.5
14,0,7,0,46,0,0,0,30,30,99999,0,0,147,0.373,11.19,0.4,0.3
14,0,8,0,92,0,0,0,30,30,99999,0,0,148,0.348,10.44,0.5,0.4
14,0,9,0,472,0,0,0,77,77,99999,0,0,149,0.2,15.4,0.6,0.5
15,0,0,0,62,0,0,0,60,60,99999,0,0,150,0.15,9.0,0.5,0.4
15,0,1,0,12,0,0,0,8,8,99999,0,0,151,0.306,2.448,0.4,0.3
15,0,2,0,131,0,0,0,54,54,99999,0,0,152,0.287,15.498,0.5,0.4
15,0,3,0,253,0,0,0,96,96,99999,0,0,153,0.635,60.96,0.6,0.5
15,0,4,0,33,0,0,0,240,240,99999,0,0,154,0.409,98.16,0.4,0.3
15,0,5,0,233,0,0,0,80,80,99999,0,0,155,0.179,14.32,0.6,0.5
15,0,6,0,110,0,0,0,280,280,99999,0,0,156,0.075,21.0,0.5,0.4
15,0,7,0,3,0,0,0,312,312,99999,0,0,157,0.324,101.088,0.4,0.3
15,0,8,0,147,0,0,0,384,384,99999,0,0,158,0.276,105.984,0.5,0.4
15,0,9,0,468,0,0,0,210,210,99999,0,0,159,0.115,24.15,0.6,0.5
16,0,0,0,233,0,0,0,80,80,99999,0,0,160,0.179,14.32,0.6,0.5
16,0,1,0,3,0,0,0,312,312,99999,0,0,161,0.324,101.088,0.4,0.3
16,0,2,0,222,0,0,0,456,456,99999,0,0,162,0.219,99.864,0.6,0.5
16,0,3,0,117,0,0,0,336,336,99999,0,0,163,0.244,81.984,0.5,0.4
16,0,4,0,465,0,0,0,15,15,99999,0,0,164,0.582,8.73,0.6,0.5
16,0,5,0,208,0,0,0,48,48,99999,0,0,165,0.208,9.984,0.6,0.5
16,0,6,0,112,0,0,0,216,216,99999,0,0,166,0.375,81.0,0.5,0.4
16,0,7,0,34,0,0,0,336,336,99999,0,0,167,0.233,78.288,0.4,0.3
16,0,8,0,288,0,0,0,24,24,99999,0,0,168,0.179,4.296,0.6,0.5
16,0,9,0,47,0,0,0,30,30,99999,0,0,169,0.365,10.95,0.4,0.3
17,0,0,0,459,0,0,0,36,36,99999,0,0,170,1.631,58.716,0.6,0.5
17,0,1,0,264,0,0,0,96,96,99999,0,0,171,0.595,57.12,0.6,0.5
17,0,2,0,492,0,0,0,216,216,99999,0,0,172,0.358,77.328,0.6,0.5
17,0,3,0,396,0,0,0,12,12,99999,0,0,173,0.33,3.96,0.6,0.5
17,0,4,0,240,0,0,0,312,312,99999,0,0,174,0.279,87.048,0.6,0.5
17,0,5,0,1,0,0,0,72,72,99999,0,0,175,0.125,9.0,0.4,0.3
17,0,6,0,149,0,0,0,240,240,99999,0,0,176,0.355,85.2,0.5,0.4
17,0,7,0,191,0,0,0,264,264,99999,0,0,177,0.283,74.712,0.5,0.4
17,0,8,0,287,0,0,0,31,31,99999,0,0,178,1.0,31.0,0.6,0.5
17,0,9,0,482,0,0,0,48,48,99999,0,0,179,1.435,68.88,0.6,0.5
18,0,0,0,241,0,0,0,6,6,99999,0,0,180,0.46,2.76,0.6,0.5
18,0,1,0,460,0,0,0,24,24,99999,0,0,181,0.248,5.952,0.6,0.5
18,0,2,0,38,0,0,0,384,384,99999,0,0,182,0.275,105.6,0.4,0.3
18,0,3,0,225,0,0,0,40,40,99999,0,0,183,0.204,8.16,0.6,0.5
18,0,4,0,448,0,0,0,77,77,99999,0,0,184,0.2,15.4,0.6,0.5
18,0,5,0,34,0,0,0,336,336,99999,0,0,185,0.233,78.288,0.4,0.3
18,0,6,0,422,0,0,0,48,48,99999,0,0,186,0.894,42.912,0.6,0.5
18,0,7,0,477,0,0,0,45,45,99999,0,0,187,0.254,11.43,0.6,0.5
18,0,8,0,28,0,0,0,12,12,99999,0,0,188,0.387,4.644,0.4,0.3
18,0,9,0,485,0,0,0,50,50,99999,0,0,189,0.308,15.4,0.6,0.5
19,0,0,0,472,0,0,0,77,77,99999,0,0,190,0.2,15.4,0.6,0.5
19,0,1,0,188,0,0,0,12,12,99999,0,0,191,1.147,13.764,0.5,0.4
19,0,2,0,290,0,0,0,312,312,99999,0,0,192,0.33,102.96,0.6,0.5
19,0,3,0,343,0,0,0,192,192,99999,0,0,193,0.365,70.08,0.6,0.5
19,0,4,0,1,0,0,0,72,72,99999,0,0,194,0.125,9.0,0.4,0.3
19,0,5,0,10,0,0,0,210,210,99999,0,0,195,0.118,24.78,0.4,0.3
19,0,6,0,8,0,0,0,40,40,99999,0,0,196,0.381,15.24,0.4,0.3
19,0,7,0,380,0,0,0,288,288,99999,0,0,197,0.326,93.888,0.6,0.5
19,0,8,0,22,0,0,0,72,72,99999,0,0,198,0.125,9.0,0.4,0.3
19,0,9,0,30,0,0,0,24,24,99999,0,0,199,0.387,9.288,0.4,0.3
20,0,0,0,298,0,0,0,216,216,99999,0,0,200,0.333,71.928,0.6,0.5
20,0,1,0,105,0,0,0,12,12,99999,0,0,201,0.291,3.492,0.5,0.4
20,0,2,0,145,0,0,0,24,24,99999,0,0,202,0.288,6.912,0.5,0.4
20,0,3,0,46,0,0,0,30,30,99999,0,0,203,0.373,11.19,0.4,0.3
20,0,4,0,165,0,0,0,70,70,99999,0,0,204,0.173,12.11,0.5,0.4
20,0,5,0,166,0,0,0,36,36,99999,0,0,205,0.268,9.648,0.5,0.4
20,0,6,0,444,0,0,0,24,24,99999,0,0,206,2.138,51.312,0.6,0.5
20,0,7,0,349,0,0,0,24,24,99999,0,0,207,2.3,55.2,0.6,0.5
20,0,8,0,268,0,0,0,18,18,99999,0,0,208,0.238,4.284,0.6,0.5
20,0,9,0,475,0,0,0,60,60,99999,0,0,209,0.871,52.26,0.6,0.5
21,0,0,0,399,0,0,0,50,50,99999,0,0,210,0.236,11.8,0.6,0.5
21,0,1,0,357,0,0,0,6,6,99999,0,0,211,2.165,12.99,0.6,0.5
21,0,2,0,234,0,0,0,12,12,99999,0,0,212,0.356,4.272,0.6,0.5
21,0,3,0,263,0,0,0,36,36,99999,0,0,213,0.225,8.1,0.6,0.5
21,0,4,0,21,0,0,0,432,432,99999,0,0,214,0.165,71.28,0.4,0.3
21,0,5,0,66,0,0,0,72,72,99999,0,0,215,0.233,16.776,0.5,0.4
21,0,6,0,458,0,0,0,24,24,99999,0,0,216,0.272,6.528,0.6,0.5
21,0,7,0,152,0,0,0,12,12,99999,0,0,217,0.708,8.496,0.5,0.4
21,0,8,0,88,0,0,0,180,180,99999,0,0,218,0.108,19.44,0.5,0.4
21,0,9,0,352,0,0,0,360,360,99999,0,0,219,0.206,74.16,0.6,0.5
22,0,0,0,74,0,0,0,288,288,99999,0,0,220,0.291,83.808,0.5,0.4
22,0,1,0,10,0,0,0,210,210,99999,0,0,221,0.118,24.78,0.4,0.3
22,0,2,0,13,0,0,0,96,96,99999,0,0,222,0.596,57.216,0.4,0.3
22,0,3,0,433,0,0,0,48,48,99999,0,0,223,1.356,65.088,0.6,0.5
22,0,4,0,26,0,0,0,360,360,99999,0,0,224,0.274,98.64,0.4,0.3
22,0,5,0,481,0,0,0,210,210,99999,0,0,225,0.104,21.84,0.6,0.5
22,0,6,0,318,0,0,0,36,36,99999,0,0,226,0.194,6.984,0.6,0.5
22,0,7,0,103,0,0,0,168,168,99999,0,0,227,0.125,21.0,0.5,0.4
22,0,8,0,355,0,0,0,36,36,99999,0,0,228,0.383,13.788,0.6,0.5
22,0,9,0,12,0,0,0,8,8,99999,0,0,229,0.306,2.448,0.4,0.3
23,0,0,0,339,0,0,0,60,60,99999,0,0,230,0.21,12.6,0.6,0.5
23,0,1,0,0,0,0,0,36,36,99999,0,0,231,1.602,57.672,0.4,0.3
23,0,2,0,11,0,0,0,264,264,99999,0,0,232,0.282,74.448,0.4,0.3
23,0,3,0,67,0,0,0,12,12,99999,0,0,233,0.328,3.936,0.5,0.4
23,0,4,0,163,0,0,0,96,96,99999,0,0,234,0.657,63.072,0.5,0.4
23,0,5,0,413,0,0,0,288,288,99999,0,0,235,0.362,104.256,0.6,0.5
23,0,6,0,162,0,0,0,24,24,99999,0,0,236,0.698,16.752,0.5,0.4
23,0,7,0,31,0,0,0,72,72,99999,0,0,237,0.125,9.0,0.4,0.3
23,0,8,0,220,0,0,0,20,20,99999,0,0,238,1.0,20.0,0.6,0.5
23,0,9,0,323,0,0,0,24,24,99999,0,0,239,2.188,52.512,0.6,0.5
24,0,0,0,30,0,0,0,24,24,99999,0,0,240,0.387,9.288,0.4,0.3
24,0,1,0,297,0,0,0,168,168,99999,0,0,241,0.072,12.096,0.6,0.5
24,0,2,0,152,0,0,0,12,12,99999,0,0,242,0.708,8.496,0.5,0.4
24,0,3,0,414,0,0,0,77,77,99999,0,0,243,0.2,15.4,0.6,0.5
24,0,4,0,14,0,0,0,12,12,99999,0,0,244,0.41,4.92,0.4,0.3
24,0,5,0,301,0,0,0,384,384,99999,0,0,245,0.28,107.52,0.6,0.5
24,0,6,0,371,0,0,0,60,60,99999,0,0,246,0.31,18.6,0.6,0.5
24,0,7,0,303,0,0,0,24,24,99999,0,0,247,0.6,14.4,0.6,0.5
24,0,8,0,425,0,0,0,180,180,99999,0,0,248,0.11,19.8,0.6,0.5
24,0,9,0,497,0,0,0,30,30,99999,0,0,249,0.379,11.37,0.6,0.5
25,0,0,0,441,0,0,0,42,42,99999,0,0,250,0.428,17.976,0.6,0.5
25,0,1,0,305,0,0,0,72,72,99999,0,0,251,0.181,13.032,0.6,0.5
25,0,2,0,24,0,0,0,20,20,99999,0,0,252,0.441,8.82,0.4,0.3
25,0,3,0,446,0,0,0,10,10,99999,0,0,253,6.35,63.5,0.6,0.5
25,0,4,0,326,0,0,0,36,36,99999,0,0,254,0.373,13.428,0.6,0.5
25,0,5,0,248,0,0,0,96,96,99999,0,0,255,0.644,61.824,0.6,0.5
25,0,6,0,15,0,0,0,12,12,99999,0,0,256,0.367,4.404,0.4,0.3
25,0,7,0,309,0,0,0,50,50,99999,0,0,257,0.275,13.75,0.6,0.5
25,0,8,0,353,0,0,0,720,720,99999,0,0,258,0.142,102.24,0.6,0.5
25,0,9,0,461,0,0,0,60,60,99999,0,0,259,0.322,19.32,0.6,0.5
26,0,0,0,9,0,0,0,180,180,99999,0,0,260,0.1,18.0,0.4,0.3
26,0,1,0,485,0,0,0,50,50,99999,0,0,261,0.308,15.4,0.6,0.5
26,0,2,0,14,0,0,0,12,12,99999,0,0,262,0.41,4.92,0.4,0.3
26,0,3,0,29,0,0,0,360,360,99999,0,0,263,0.274,98.64,0.4,0.3
26,0,4,0,426,0,0,0,36,36,99999,0,0,264,0.408,14.688,0.6,0.5
26,0,5,0,263,0,0,0,36,36,99999,0,0,265,0.225,8.1,0.6,0.5
26,0,6,0,6,0,0,0,10,10,99999,0,0,266,0.34,3.4,0.4,0.3
26,0,7,0,309,0,0,0,50,50,99999,0,0,267,0.275,13.75,0.6,0.5
26,0,8,0,24,0,0,0,20,20,99999,0,0,268,0.441,8.82,0.4,0.3
26,0,9,0,40,0,0,0,24,24,99999,0,0,269,2.218,53.232,0.4,0.3
27,0,0,0,417,0,0,0,36,36,99999,0,0,270,0.391,14.076,0.6,0.5
27,0,1,0,35,0,0,0,192,192,99999,0,0,271,0.361,69.312,0.4,0.3
27,0,2,0,4,0,0,0,6,6,99999,0,0,272,0.425,2.55,0.4,0.3
27,0,3,0,249,0,0,0,12,12,99999,0,0,273,5.442,65.304,0.6,0.5
27,0,4,0,246,0,0,0,24,24,99999,0,0,274,0.152,3.648,0.6,0.5
27,0,5,0,101,0,0,0,384,384,99999,0,0,275,0.275,105.6,0.5,0.4
27,0,6,0,237,0,0,0,24,24,99999,0,0,276,2.24,53.76,0.6,0.5
27,0,7,0,346,0,0,0,36,36,99999,0,0,277,1.362,49.032,0.6,0.5
27,0,8,0,230,0,0,0,60,60,99999,0,0,278,0.108,6.48,0.6,0.5
27,0,9,0,175,0,0,0,24,24,99999,0,0,279,2.057,49.368,0.5,0.4
28,0,0,0,12,0,0,0,8,8,99999,0,0,280,0.306,2.448,0.4,0.3
28,0,1,0,48,0,0,0,360,360,99999,0,0,281,0.275,99.0,0.4,0.3
28,0,2,0,47,0,0,0,30,30,99999,0,0,282,0.365,10.95,0.4,0.3
28,0,3,0,24,0,0,0,20,20,99999,0,0,283,0.441,8.82,0.4,0.3
28,0,4,0,391,0,0,0,5,5,99999,0,0,284,7.23,36.15,0.6,0.5
28,0,5,0,276,0,0,0,16,16,99999,0,0,285,1.25,20.0,0.6,0.5
28,0,6,0,39,0,0,0,360,360,99999,0,0,286,0.276,99.36,0.4,0.3
28,0,7,0,486,0,0,0,16,16,99999,0,0,287,0.785,12.56,0.6,0.5
28,0,8,0,29,0,0,0,360,360,99999,0,0,288,0.274,98.64,0.4,0.3
28,0,9,0,145,0,0,0,24,24,99999,0,0,289,0.288,6.912,0.5,0.4
29,0,0,0,6,0,0,0,10,10,99999,0,0,290,0.34,3.4,0.4,0.3
29,0,1,0,257,0,0,0,9,9,99999,0,0,291,0.58,5.22,0.6,0.5
29,0,2,0,140,0,0,0,10,10,99999,0,0,292,6.27,62.7,0.5,0.4
29,0,3,0,44,0,0,0,120,120,99999,0,0,293,0.62,74.4,0.4,0.3
29,0,4,0,439,0,0,0,12,12,99999,0,0,294,2.803,33.636,0.6,0.5
29,0,5,0,354,0,0,0,7,7,99999,0,0,295,0.82,5.74,0.6,0.5
29,0,6,0,433,0,0,0,48,48,99999,0,0,296,1.356,65.088,0.6,0.5
29,0,7,0,212,0,0,0,192,192,99999,0,0,297,0.37,71.04,0.6,0.5
29,0,8,0,202,0,0,0,312,312,99999,0,0,298,0.329,102.648,0.6,0.5
29,0,9,0,468,0,0,0,210,210,99999,0,0,299,0.115,24.15,0.6,0.5
30,0,0,0,333,0,0,0,48,48,99999,0,0,300,0.9,43.2,0.6,0.5
30,0,1,0,23,0,0,0,210,210,99999,0,0,301,0.11,23.1,0.4,0.3
30,0,2,0,235,0,0,0,30,30,99999,0,0,302,0.23,6.9,0.6,0.5
30,0,3,0,15,0,0,0,12,12,99999,0,0,303,0.367,4.404,0.4,0.3
30,0,4,0,484,0,0,0,432,432,99999,0,0,304,0.218,94.176,0.6,0.5
30,0,5,0,276,0,0,0,16,16,99999,0,0,305,1.25,20.0,0.6,0.5
