order_id,order_dum,order_type,item,qty,facing,due_date,station,pod_id,status,finish_time,date,time_gen
167,77,1,143,9,-1,99999,-1,-1,-3,-1,1,1020
168,77,1,2,4,-1,99999,-1,-1,-3,-1,1,1020
169,78,1,15,3,-1,99999,-1,-1,-3,-1,1,1020
170,78,1,62,6,-1,99999,-1,-1,-3,-1,1,1020
171,78,1,5,8,-1,99999,-1,-1,-3,-1,1,1020
172,79,1,180,9,-1,99999,-1,-1,-3,-1,1,1080
173,79,1,35,2,-1,99999,-1,-1,-3,-1,1,1080
174,79,1,361,10,-1,99999,-1,-1,-3,-1,1,1080
175,80,1,30,6,-1,99999,-1,-1,-3,-1,1,1080
176,81,1,40,6,-1,99999,-1,-1,-3,-1,1,1080
177,82,1,35,8,-1,99999,-1,-1,-3,-1,1,1080
178,83,1,397,10,-1,99999,-1,-1,-3,-1,1,1080
179,84,1,57,11,-1,99999,-1,-1,-3,-1,1,1080
180,85,1,1,6,-1,99999,-1,-1,-3,-1,1,1080
181,85,1,53,10,-1,99999,-1,-1,-3,-1,1,1080
182,86,1,240,6,-1,99999,-1,-1,-3,-1,1,1080
183,87,1,90,5,-1,99999,-1,-1,-3,-1,1,1140
184,88,1,49,10,-1,99999,-1,-1,-3,-1,1,1140
185,89,1,15,5,-1,99999,-1,-1,-3,-1,1,1140
186,89,1,41,8,-1,99999,-1,-1,-3,-1,1,1140
187,89,1,274,10,-1,99999,-1,-1,-3,-1,1,1140
188,90,1,147,2,-1,99999,-1,-1,-3,-1,1,1140
189,91,1,46,2,-1,99999,-1,-1,-3,-1,1,1140
190,91,1,173,9,-1,99999,-1,-1,-3,-1,1,1140
191,92,1,240,10,-1,99999,-1,-1,-3,-1,1,1200
192,93,1,0,7,-1,99999,-1,-1,-3,-1,1,1200
193,93,1,30,11,-1,99999,-1,-1,-3,-1,1,1200
194,93,1,46,6,-1,99999,-1,-1,-3,-1,1,1200
195,93,1,54,10,-1,99999,-1,-1,-3,-1,1,1200
196,93,1,47,4,-1,99999,-1,-1,-3,-1,1,1200
197,93,1,9,9,-1,99999,-1,-1,-3,-1,1,1200
198,94,1,32,4,-1,99999,-1,-1,-3,-1,1,1200
199,95,1,0,5,-1,99999,-1,-1,-3,-1,1,1200
200,95,1,3,8,-1,99999,-1,-1,-3,-1,1,1200
201,96,1,100,4,-1,99999,-1,-1,-3,-1,1,1200
202,97,1,168,8,-1,99999,-1,-1,-3,-1,1,1260
203,97,1,6,9,-1,99999,-1,-1,-3,-1,1,1260
204,98,1,32,7,-1,99999,-1,-1,-3,-1,1,1260
205,98,1,114,11,-1,99999,-1,-1,-3,-1,1,1260
206,99,1,2,4,-1,99999,-1,-1,-3,-1,1,1260
207,99,1,22,2,-1,99999,-1,-1,-3,-1,1,1260
208,100,1,37,6,-1,99999,-1,-1,-3,-1,1,1260
209,101,1,33,1,-1,99999,-1,-1,-3,-1,1,1260
210,102,1,17,7,-1,99999,-1,-1,-3,-1,1,1260
211,102,1,259,3,-1,99999,-1,-1,-3,-1,1,1260
212,103,1,9,10,-1,99999,-1,-1,-3,-1,1,1320
213,103,1,27,8,-1,99999,-1,-1,-3,-1,1,1320
214,104,1,405,2,-1,99999,-1,-1,-3,-1,1,1320
215,105,1,33,1,-1,99999,-1,-1,-3,-1,1,1320
216,105,1,150,2,-1,99999,-1,-1,-3,-1,1,1320
217,106,1,48,8,-1,99999,-1,-1,-3,-1,1,1320
218,106,1,381,3,-1,99999,-1,-1,-3,-1,1,1320
219,106,1,36,4,-1,99999,-1,-1,-3,-1,1,1320
220,107,1,30,10,-1,99999,-1,-1,-3,-1,1,1320
221,107,1,279,10,-1,99999,-1,-1,-3,-1,1,1320
222,108,1,63,11,-1,99999,-1,-1,-3,-1,1,1320
223,109,1,468,8,-1,99999,-1,-1,-3,-1,1,1380
224,110,1,30,11,-1,99999,-1,-1,-3,-1,1,1380
225,110,1,63,4,-1,99999,-1,-1,-3,-1,1,1380
226,110,1,145,8,-1,99999,-1,-1,-3,-1,1,1380
227,110,1,99,8,-1,99999,-1,-1,-3,-1,1,1380
228,111,1,20,6,-1,99999,-1,-1,-3,-1,1,1380
229,111,1,14,4,-1,99999,-1,-1,-3,-1,1,1380
230,112,1,11,6,-1,99999,-1,-1,-3,-1,1,1380
231,113,1,23,1,-1,99999,-1,-1,-3,-1,1,1380
232,113,1,36,10,-1,99999,-1,-1,-3,-1,1,1380
233,114,1,35,12,-1,99999,-1,-1,-3,-1,1,1380
234,115,1,289,5,-1,99999,-1,-1,-3,-1,1,1380
235,116,1,37,7,-1,99999,-1,-1,-3,-1,1,1380
236,117,1,30,8,-1,99999,-1,-1,-3,-1,1,1440
237,118,1,264,4,-1,99999,-1,-1,-3,-1,1,1440
238,119,1,40,6,-1,99999,-1,-1,-3,-1,1,1440
239,119,1,71,6,-1,99999,-1,-1,-3,-1,1,1440
240,120,1,38,12,-1,99999,-1,-1,-3,-1,1,1440
241,121,1,44,5,-1,99999,-1,-1,-3,-1,1,1500
242,121,1,12,4,-1,99999,-1,-1,-3,-1,1,1500
243,122,1,2,12,-1,99999,-1,-1,-3,-1,1,1500
244,122,1,340,4,-1,99999,-1,-1,-3,-1,1,1500
245,122,1,19,11,-1,99999,-1,-1,-3,-1,1,1500
246,123,1,18,6,-1,99999,-1,-1,-3,-1,1,1500
247,123,1,29,2,-1,99999,-1,-1,-3,-1,1,1500
248,123,1,40,10,-1,99999,-1,-1,-3,-1,1,1500
249,123,1,448,6,-1,99999,-1,-1,-3,-1,1,1500
250,124,1,5,8,-1,99999,-1,-1,-3,-1,1,1500
251,125,1,15,11,-1,99999,-1,-1,-3,-1,1,1560
252,126,1,178,7,-1,99999,-1,-1,-3,-1,1,1560
253,127,1,1,12,-1,99999,-1,-1,-3,-1,1,1560
254,127,1,41,6,-1,99999,-1,-1,-3,-1,1,1560
255,127,1,0,6,-1,99999,-1,-1,-3,-1,1,1560
256,128,1,22,2,-1,99999,-1,-1,-3,-1,1,1560
257,128,1,68,9,-1,99999,-1,-1,-3,-1,1,1560
258,128,1,0,3,-1,99999,-1,-1,-3,-1,1,1560
259,129,1,480,11,-1,99999,-1,-1,-3,-1,1,1560
260,130,1,491,5,-1,99999,-1,-1,-3,-1,1,1620
261,130,1,1,12,-1,99999,-1,-1,-3,-1,1,1620
262,130,1,420,9,-1,99999,-1,-1,-3,-1,1,1620
263,130,1,40,9,-1,99999,-1,-1,-3,-1,1,1620
264,130,1,18,4,-1,99999,-1,-1,-3,-1,1,1620
265,130,1,3,5,-1,99999,-1,-1,-3,-1,1,1620
266,131,1,13,10,-1,99999,-1,-1,-3,-1,1,1620
267,132,1,130,2,-1,99999,-1,-1,-3,-1,1,1680
268,133,1,3,10,-1,99999,-1,-1,-3,-1,1,1680
269,133,1,52,6,-1,99999,-1,-1,-3,-1,1,1680
270,134,1,16,4,-1,99999,-1,-1,-3,-1,1,1740
271,135,1,38,9,-1,99999,-1,-1,-3,-1,1,1740
272,135,1,49,2,-1,99999,-1,-1,-3,-1,1,1740
273,135,1,135,10,-1,99999,-1,-1,-3,-1,1,1740
274,136,1,120,5,-1,99999,-1,-1,-3,-1,1,1740
275,137,1,159,6,-1,99999,-1,-1,-3,-1,1,1800
276,137,1,21,3,-1,99999,-1,-1,-3,-1,1,1800
277,138,1,131,6,-1,99999,-1,-1,-3,-1,1,1800
278,138,1,200,2,-1,99999,-1,-1,-3,-1,1,1800
279,138,1,55,4,-1,99999,-1,-1,-3,-1,1,1800
280,139,1,12,6,-1,99999,-1,-1,-3,-1,1,1800
281,140,1,190,6,-1,99999,-1,-1,-3,-1,1,1800
282,140,1,85,5,-1,99999,-1,-1,-3,-1,1,1800
283,141,1,1,8,-1,99999,-1,-1,-3,-1,1,1800
284,142,1,21,7,-1,99999,-1,-1,-3,-1,1,1800
285,142,1,27,3,-1,99999,-1,-1,-3,-1,1,1800
286,143,1,116,2,-1,99999,-1,-1,-3,-1,1,1800
287,143,1,336,12,-1,99999,-1,-1,-3,-1,1,1800
288,143,1,384,8,-1,99999,-1,-1,-3,-1,1,1800
289,144,1,12,6,-1,99999,-1,-1,-3,-1,1,1860
290,144,1,32,9,-1,99999,-1,-1,-3,-1,1,1860
291,144,1,2,2,-1,99999,-1,-1,-3,-1,1,1860
292,145,1,27,9,-1,99999,-1,-1,-3,-1,1,1860
293,146,1,9,10,-1,99999,-1,-1,-3,-1,1,1860
294,146,1,355,6,-1,99999,-1,-1,-3,-1,1,1860
295,147,1,2,2,-1,99999,-1,-1,-3,-1,1,1860
296,148,1,47,12,-1,99999,-1,-1,-3,-1,1,1860
297,148,1,145,4,-1,99999,-1,-1,-3,-1,1,1860
298,149,1,166,9,-1,99999,-1,-1,-3,-1,1,1860
299,149,1,155,6,-1,99999,-1,-1,-3,-1,1,1860
300,149,1,40,10,-1,99999,-1,-1,-3,-1,1,1860
301,149,1,23,3,-1,99999,-1,-1,-3,-1,1,1860
302,149,1,0,6,-1,99999,-1,-1,-3,-1,1,1860
303,149,1,394,3,-1,99999,-1,-1,-3,-1,1,1860
304,150,1,57,6,-1,99999,-1,-1,-3,-1,1,1860
305,151,1,14,12,-1,99999,-1,-1,-3,-1,1,1860
306,152,1,24,4,-1,99999,-1,-1,-3,-1,1,1920
307,152,1,4,10,-1,99999,-1,-1,-3,-1,1,1920
308,152,1,14,5,-1,99999,-1,-1,-3,-1,1,1920
309,152,1,279,8,-1,99999,-1,-1,-3,-1,1,1920
310,153,1,416,6,-1,99999,-1,-1,-3,-1,1,1920
311,154,1,26,5,-1,99999,-1,-1,-3,-1,1,1920
312,154,1,34,7,-1,99999,-1,-1,-3,-1,1,1920
313,154,1,16,9,-1,99999,-1,-1,-3,-1,1,1920
314,154,1,124,8,-1,99999,-1,-1,-3,-1,1,1920
315,155,1,100,7,-1,99999,-1,-1,-3,-1,1,1920
316,155,1,456,7,-1,99999,-1,-1,-3,-1,1,1920
317,156,1,39,12,-1,99999,-1,-1,-3,-1,1,1920
318,156,1,6,9,-1,99999,-1,-1,-3,-1,1,1920
319,157,1,10,6,-1,99999,-1,-1,-3,-1,1,1920
320,157,1,99,4,-1,99999,-1,-1,-3,-1,1,1920
321,157,1,259,8,-1,99999,-1,-1,-3,-1,1,1920
322,157,1,1,10,-1,99999,-1,-1,-3,-1,1,1920
323,157,1,8,7,-1,99999,-1,-1,-3,-1,1,1920
324,157,1,399,2,-1,99999,-1,-1,-3,-1,1,1920
325,158,1,1,3,-1,99999,-1,-1,-3,-1,1,1920
326,159,1,102,4,-1,99999,-1,-1,-3,-1,1,1980
327,159,1,20,4,-1,99999,-1,-1,-3,-1,1,1980
328,159,1,457,4,-1,99999,-1,-1,-3,-1,1,1980
329,160,1,187,4,-1,99999,-1,-1,-3,-1,1,1980
330,161,1,259,6,-1,99999,-1,-1,-3,-1,1,2040
331,161,1,42,12,-1,99999,-1,-1,-3,-1,1,2040
332,161,1,98,4,-1,99999,-1,-1,-3,-1,1,2040
333,162,1,409,10,-1,99999,-1,-1,-3,-1,1,2040
334,162,1,444,6,-1,99999,-1,-1,-3,-1,1,2040
335,163,1,142,3,-1,99999,-1,-1,-3,-1,1,2040
336,164,1,69,12,-1,99999,-1,-1,-3,-1,1,2040
337,165,1,9,4,-1,99999,-1,-1,-3,-1,1,2040
338,165,1,79,9,-1,99999,-1,-1,-3,-1,1,2040
339,165,1,97,2,-1,99999,-1,-1,-3,-1,1,2040
340,166,1,124,1,-1,99999,-1,-1,-3,-1,1,2040
341,166,1,183,7,-1,99999,-1,-1,-3,-1,1,2040
342,166,1,283,5,-1,99999,-1,-1,-3,-1,1,2040
343,167,1,280,2,-1,99999,-1,-1,-3,-1,1,2040
344,167,1,2,4,-1,99999,-1,-1,-3,-1,1,2040
345,168,1,45,12,-1,99999,-1,-1,-3,-1,1,2040
346,169,1,128,8,-1,99999,-1,-1,-3,-1,1,2040
347,170,1,334,6,-1,99999,-1,-1,-3,-1,1,2040
348,171,1,377,5,-1,99999,-1,-1,-3,-1,1,2040
349,171,1,159,3,-1,99999,-1,-1,-3,-1,1,2040
350,171,1,455,7,-1,99999,-1,-1,-3,-1,1,2040
351,172,1,2,10,-1,99999,-1,-1,-3,-1,1,2100
352,173,1,1,8,-1,99999,-1,-1,-3,-1,1,2100
353,174,1,3,10,-1,99999,-1,-1,-3,-1,1,2100
354,175,1,19,6,-1,99999,-1,-1,-3,-1,1,2100
355,176,1,65,8,-1,99999,-1,-1,-3,-1,1,2160
356,176,1,27,5,-1,99999,-1,-1,-3,-1,1,2160
357,177,1,438,2,-1,99999,-1,-1,-3,-1,1,2160
358,177,1,4,8,-1,99999,-1,-1,-3,-1,1,2160
359,177,1,9,6,-1,99999,-1,-1,-3,-1,1,2160
360,177,1,27,6,-1,99999,-1,-1,-3,-1,1,2160
361,178,1,47,10,-1,99999,-1,-1,-3,-1,1,2160
362,179,1,11,8,-1,99999,-1,-1,-3,-1,1,2160
363,180,1,25,10,-1,99999,-1,-1,-3,-1,1,2160
364,180,1,233,6,-1,99999,-1,-1,-3,-1,1,2160
365,180,1,0,6,-1,99999,-1,-1,-3,-1,1,2160
366,181,1,1,5,-1,99999,-1,-1,-3,-1,1,2160
367,181,1,299,8,-1,99999,-1,-1,-3,-1,1,2160
368,181,1,9,11,-1,99999,-1,-1,-3,-1,1,2160
369,181,1,236,10,-1,99999,-1,-1,-3,-1,1,2160
370,181,1,73,5,-1,99999,-1,-1,-3,-1,1,2160
371,182,1,0,4,-1,99999,-1,-1,-3,-1,1,2220
372,182,1,209,4,-1,99999,-1,-1,-3,-1,1,2220
373,182,1,386,4,-1,99999,-1,-1,-3,-1,1,2220
374,182,1,8,3,-1,99999,-1,-1,-3,-1,1,2220
375,182,1,448,8,-1,99999,-1,-1,-3,-1,1,2220
376,182,1,179,4,-1,99999,-1,-1,-3,-1,1,2220
377,182,1,2,3,-1,99999,-1,-1,-3,-1,1,2220
378,182,1,11,5,-1,99999,-1,-1,-3,-1,1,2220
379,182,1,30,6,-1,99999,-1,-1,-3,-1,1,2220
380,182,1,22,9,-1,99999,-1,-1,-3,-1,1,2220
381,182,1,6,1,-1,99999,-1,-1,-3,-1,1,2220
382,183,1,12,8,-1,99999,-1,-1,-3,-1,1,2220
383,184,1,139,3,-1,99999,-1,-1,-3,-1,1,2220
384,185,1,29,8,-1,99999,-1,-1,-3,-1,1,2220
385,186,1,158,6,-1,99999,-1,-1,-3,-1,1,2280
386,187,1,83,6,-1,99999,-1,-1,-3,-1,1,2280
387,187,1,10,8,-1,99999,-1,-1,-3,-1,1,2280
388,187,1,33,4,-1,99999,-1,-1,-3,-1,1,2280
389,188,1,408,4,-1,99999,-1,-1,-3,-1,1,2280
390,189,1,191,10,-1,99999,-1,-1,-3,-1,1,2280
391,189,1,28,8,-1,99999,-1,-1,-3,-1,1,2280
392,189,1,188,2,-1,99999,-1,-1,-3,-1,1,2280
393,190,1,384,7,-1,99999,-1,-1,-3,-1,1,2280
394,190,1,17,12,-1,99999,-1,-1,-3,-1,1,2280
395,190,1,44,11,-1,99999,-1,-1,-3,-1,1,2280
396,191,1,7,12,-1,99999,-1,-1,-3,-1,1,2340
397,191,1,4,9,-1,99999,-1,-1,-3,-1,1,2340
398,192,1,0,8,-1,99999,-1,-1,-3,-1,1,2340
399,192,1,3,6,-1,99999,-1,-1,-3,-1,1,2340
400,193,1,140,10,-1,99999,-1,-1,-3,-1,1,2340
401,194,1,9,2,-1,99999,-1,-1,-3,-1,1,2340
402,194,1,81,5,-1,99999,-1,-1,-3,-1,1,2340
403,195,1,115,8,-1,99999,-1,-1,-3,-1,1,2340
404,196,1,126,11,-1,99999,-1,-1,-3,-1,1,2340
405,196,1,25,9,-1,99999,-1,-1,-3,-1,1,2340
406,196,1,7,4,-1,99999,-1,-1,-3,-1,1,2340
407,197,1,24,10,-1,99999,-1,-1,-3,-1,1,2400
408,198,1,7,4,-1,99999,-1,-1,-3,-1,1,2400
409,198,1,40,6,-1,99999,-1,-1,-3,-1,1,2400
410,199,1,74,9,-1,99999,-1,-1,-3,-1,1,2400
411,200,1,115,1,-1,99999,-1,-1,-3,-1,1,2400
412,201,1,75,3,-1,99999,-1,-1,-3,-1,1,2400
413,202,1,2,10,-1,99999,-1,-1,-3,-1,1,2400
414,203,1,7,4,-1,99999,-1,-1,-3,-1,1,2460
415,204,1,193,8,-1,99999,-1,-1,-3,-1,1,2460
416,204,1,6,2,-1,99999,-1,-1,-3,-1,1,2460
417,204,1,11,6,-1,99999,-1,-1,-3,-1,1,2460
418,205,1,251,7,-1,99999,-1,-1,-3,-1,1,2460
419,205,1,3,10,-1,99999,-1,-1,-3,-1,1,2460
420,206,1,43,3,-1,99999,-1,-1,-3,-1,1,2460
421,207,1,81,8,-1,99999,-1,-1,-3,-1,1,2460
422,207,1,21,6,-1,99999,-1,-1,-3,-1,1,2460
423,207,1,214,2,-1,99999,-1,-1,-3,-1,1,2460
424,207,1,5,6,-1,99999,-1,-1,-3,-1,1,2460
425,207,1,43,2,-1,99999,-1,-1,-3,-1,1,2460
