item_id,current_global_qty,max_global_qty,global_inv_level
155,270,270,1.0
156,486,486,1.0
157,24,24,1.0
158,864,864,1.0
159,672,672,1.0
160,30,30,1.0
161,1890,1890,1.0
162,72,72,1.0
163,288,288,1.0
164,1920,1920,1.0
165,280,280,1.0
166,252,252,1.0
167,2160,2160,1.0
168,2016,2016,1.0
169,640,640,1.0
170,240,240,1.0
171,192,192,1.0
172,60,60,1.0
173,672,672,1.0
174,360,360,1.0
175,144,144,1.0
176,180,180,1.0
177,640,640,1.0
178,192,192,1.0
179,120,120,1.0
180,864,864,1.0
181,72,72,1.0
182,60,60,1.0
183,1152,1152,1.0
184,1536,1536,1.0
185,1080,1080,1.0
186,350,350,1.0
187,84,84,1.0
188,48,48,1.0
189,144,144,1.0
190,48,48,1.0
191,1320,1320,1.0
192,720,720,1.0
193,1280,1280,1.0
194,1440,1440,1.0
195,120,120,1.0
196,108,108,1.0
197,2160,2160,1.0
198,2592,2592,1.0
199,30,30,1.0
200,1680,1680,1.0
201,300,300,1.0
202,2496,2496,1.0
203,180,180,1.0
204,300,300,1.0
205,480,480,1.0
206,360,360,1.0
207,252,252,1.0
208,192,192,1.0
209,1890,1890,1.0
210,384,384,1.0
211,1680,1680,1.0
212,1536,1536,1.0
213,56,56,1.0
214,840,840,1.0
215,2640,2640,1.0
216,140,140,1.0
217,288,288,1.0
218,72,72,1.0
219,336,336,1.0
220,340,340,1.0
221,200,200,1.0
222,5016,5016,1.0
223,192,192,1.0
224,3456,3456,1.0
225,240,240,1.0
226,610,610,1.0
227,252,252,1.0
228,2052,2052,1.0
229,384,384,1.0
230,480,480,1.0
231,144,144,1.0
232,378,378,1.0
233,640,640,1.0
234,84,84,1.0
235,210,210,1.0
236,2310,2310,1.0
237,192,192,1.0
238,264,264,1.0
239,216,216,1.0
240,3432,3432,1.0
241,42,42,1.0
242,324,324,1.0
243,216,216,1.0
244,504,504,1.0
245,1368,1368,1.0
246,192,192,1.0
247,150,150,1.0
248,864,864,1.0
249,108,108,1.0
250,144,144,1.0
251,3672,3672,1.0
252,360,360,1.0
253,768,768,1.0
254,180,180,1.0
255,144,144,1.0
256,192,192,1.0
257,36,36,1.0
258,192,192,1.0
259,1080,1080,1.0
260,25,25,1.0
261,1344,1344,1.0
262,30,30,1.0
263,180,180,1.0
264,480,480,1.0
265,270,270,1.0
266,280,280,1.0
267,3696,3696,1.0
268,198,198,1.0
269,216,216,1.0
270,720,720,1.0
271,864,864,1.0
272,2184,2184,1.0
273,1470,1470,1.0
274,288,288,1.0
275,216,216,1.0
276,160,160,1.0
277,1056,1056,1.0
278,84,84,1.0
279,230,230,1.0
280,72,72,1.0
281,1440,1440,1.0
282,504,504,1.0
283,260,260,1.0
284,480,480,1.0
285,108,108,1.0
286,2640,2640,1.0
287,341,341,1.0
288,192,192,1.0
289,1920,1920,1.0
290,1560,1560,1.0
291,240,240,1.0
292,1920,1920,1.0
293,2112,2112,1.0
294,288,288,1.0
295,198,198,1.0
296,80,80,1.0
297,1344,1344,1.0
298,2160,2160,1.0
299,1728,1728,1.0
300,52,52,1.0
301,2304,2304,1.0
302,2016,2016,1.0
303,168,168,1.0
304,810,810,1.0
305,432,432,1.0
306,324,324,1.0
307,1872,1872,1.0
308,1260,1260,1.0
309,450,450,1.0
310,196,196,1.0
311,396,396,1.0
312,240,240,1.0
313,120,120,1.0
314,616,616,1.0
315,140,140,1.0
316,320,320,1.0
317,96,96,1.0
318,432,432,1.0
319,240,240,1.0
320,3072,3072,1.0
321,1260,1260,1.0
322,873,873,1.0
323,168,168,1.0
324,1296,1296,1.0
325,270,270,1.0
326,396,396,1.0
327,64,64,1.0
328,2184,2184,1.0
329,280,280,1.0
330,252,252,1.0
331,126,126,1.0
332,936,936,1.0
333,720,720,1.0
334,315,315,1.0
335,1584,1584,1.0
336,768,768,1.0
337,720,720,1.0
338,1440,1440,1.0
339,180,180,1.0
340,72,72,1.0
341,576,576,1.0
342,360,360,1.0
343,2496,2496,1.0
344,288,288,1.0
345,168,168,1.0
346,396,396,1.0
347,252,252,1.0
348,1536,1536,1.0
349,96,96,1.0
350,1080,1080,1.0
351,1344,1344,1.0
352,2520,2520,1.0
353,5040,5040,1.0
354,28,28,1.0
355,252,252,1.0
356,162,162,1.0
357,72,72,1.0
358,120,120,1.0
359,768,768,1.0
360,840,840,1.0
361,1560,1560,1.0
362,256,256,1.0
363,60,60,1.0
364,720,720,1.0
365,192,192,1.0
366,648,648,1.0
367,1260,1260,1.0
368,110,110,1.0
369,2304,2304,1.0
370,1680,1680,1.0
371,360,360,1.0
372,144,144,1.0
373,216,216,1.0
374,3120,3120,1.0
375,1176,1176,1.0
376,108,108,1.0
377,320,320,1.0
378,150,150,1.0
379,120,120,1.0
380,2016,2016,1.0
381,56,56,1.0
382,168,168,1.0
383,90,90,1.0
384,60,60,1.0
385,576,576,1.0
386,252,252,1.0
387,270,270,1.0
388,780,780,1.0
389,384,384,1.0
390,72,72,1.0
391,60,60,1.0
392,2160,2160,1.0
393,288,288,1.0
394,540,540,1.0
395,216,216,1.0
396,60,60,1.0
397,180,180,1.0
398,1020,1020,1.0
399,600,600,1.0
400,180,180,1.0
401,120,120,1.0
402,693,693,1.0
403,768,768,1.0
404,780,780,1.0
405,847,847,1.0
406,1056,1056,1.0
407,2304,2304,1.0
408,1248,1248,1.0
409,432,432,1.0
410,168,168,1.0
411,1536,1536,1.0
412,1920,1920,1.0
413,3456,3456,1.0
414,693,693,1.0
415,360,360,1.0
416,80,80,1.0
417,324,324,1.0
418,216,216,1.0
419,288,288,1.0
420,320,320,1.0
421,864,864,1.0
422,240,240,1.0
423,288,288,1.0
424,960,960,1.0
425,1080,1080,1.0
426,360,360,1.0
427,216,216,1.0
428,120,120,1.0
429,576,576,1.0
430,132,132,1.0
431,90,90,1.0
432,64,64,1.0
433,336,336,1.0
434,1008,1008,1.0
435,72,72,1.0
436,192,192,1.0
437,256,256,1.0
438,480,480,1.0
439,60,60,1.0
440,240,240,1.0
441,294,294,1.0
442,3456,3456,1.0
443,4320,4320,1.0
444,264,264,1.0
445,150,150,1.0
446,80,80,1.0
447,300,300,1.0
448,539,539,1.0
449,2310,2310,1.0
450,432,432,1.0
451,504,504,1.0
452,120,120,1.0
453,1260,1260,1.0
454,162,162,1.0
455,320,320,1.0
456,80,80,1.0
457,168,168,1.0
458,288,288,1.0
459,180,180,1.0
460,288,288,1.0
461,420,420,1.0
462,420,420,1.0
463,2244,2244,1.0
464,3696,3696,1.0
465,75,75,1.0
466,112,112,1.0
467,2016,2016,1.0
468,2520,2520,1.0
469,78,78,1.0
470,432,432,1.0
471,864,864,1.0
472,616,616,1.0
473,400,400,1.0
474,240,240,1.0
475,300,300,1.0
476,240,240,1.0
477,315,315,1.0
478,800,800,1.0
479,576,576,1.0
480,189,189,1.0
481,1050,1050,1.0
482,240,240,1.0
483,120,120,1.0
484,3456,3456,1.0
485,350,350,1.0
486,144,144,1.0
487,240,240,1.0
488,384,384,1.0
489,210,210,1.0
490,162,162,1.0
491,2808,2808,1.0
492,1944,1944,1.0
493,648,648,1.0
494,576,576,1.0
495,312,312,1.0
496,448,448,1.0
497,270,270,1.0
498,300,300,1.0
499,1200,1200,1.0
