sequence_id,order_id,order_type,item_id,item_quantity,order_arrival
189,-7,1,373,8,0
190,-7,1,88,10,0
191,-6,1,131,6,0
192,-5,1,6,2,0
193,-5,1,192,6,0
194,-5,1,2,8,0
195,-5,1,44,12,0
196,-5,1,20,5,0
197,-5,1,29,11,0
198,-4,1,222,12,0
199,-4,1,14,3,0
200,-4,1,25,8,0
201,-3,1,51,10,0
202,-3,1,86,6,0
203,-3,1,145,6,0
204,-2,1,88,7,0
205,-1,1,79,8,0
206,0,1,39,9,60
207,1,1,209,3,60
208,1,1,19,6,60
209,1,1,167,12,60
210,1,1,183,3,60
211,2,1,29,7,60
212,2,1,219,7,60
213,2,1,66,4,60
214,3,1,36,2,60
215,3,1,16,6,60
216,4,1,167,11,120
217,5,1,483,4,120
218,5,1,170,10,120
219,6,1,48,4,180
220,7,1,46,8,180
221,8,1,421,4,240
222,8,1,34,10,240
223,8,1,380,8,240
224,9,1,56,9,240
225,10,1,110,10,240
226,10,1,27,8,240
227,10,1,35,8,240
228,10,1,366,2,240
229,11,1,181,4,240
230,12,1,77,5,300
231,13,1,3,4,300
232,14,1,489,7,300
233,14,1,33,6,300
234,14,1,3,4,300
235,14,1,152,8,300
236,15,1,19,3,300
237,15,1,8,4,300
238,15,1,104,11,300
239,16,1,2,4,300
240,16,1,3,4,300
241,17,1,297,10,300
242,17,1,40,3,300
243,17,1,155,5,300
244,17,1,15,5,300
245,17,1,26,11,300
246,17,1,275,8,300
247,18,1,447,4,300
248,19,1,235,2,300
249,19,1,36,2,300
250,20,1,100,6,300
251,21,1,101,3,300
252,21,1,14,3,300
253,21,1,42,2,300
254,22,1,1,8,360
255,22,1,7,6,360
256,22,1,14,6,360
257,22,1,299,6,360
258,22,1,39,10,360
259,22,1,75,8,360
260,23,1,41,1,360
261,24,1,21,8,360
262,24,1,53,12,360
263,24,1,81,6,360
264,24,1,35,7,360
265,25,1,114,3,420
266,25,1,444,6,420
267,25,1,49,8,420
268,25,1,229,4,420
269,26,1,30,7,420
270,27,1,115,6,420
271,27,1,1,6,420
272,28,1,2,6,480
273,29,1,122,2,480
274,30,1,1,6,480
275,30,1,328,8,480
276,30,1,77,8,480
277,31,1,47,4,480
278,31,1,24,9,480
279,31,1,43,10,480
280,31,1,37,6,480
281,31,1,40,6,480
282,32,1,15,4,540
283,32,1,40,8,540
284,32,1,53,5,540
285,33,1,365,6,540
286,33,1,166,12,540
287,34,1,17,8,540
288,35,1,112,6,540
289,35,1,259,8,540
290,35,1,31,6,540
291,36,1,0,8,540
292,37,1,31,2,540
293,37,1,18,1,540
294,37,1,81,8,540
295,38,1,19,1,600
296,39,1,13,6,600
297,39,1,168,6,600
298,40,1,135,3,660
299,41,1,55,4,660
300,41,1,307,2,660
301,41,1,1,6,660
302,41,1,15,7,660
303,42,1,51,9,660
304,43,1,379,4,660
305,43,1,120,6,660
306,43,1,6,5,660
307,44,1,12,8,660
308,44,1,82,7,660
309,44,1,339,6,660
310,44,1,27,6,660
311,45,1,190,1,660
312,45,1,163,10,660
313,45,1,83,7,660
314,46,1,111,7,660
315,47,1,30,7,720
316,48,1,114,8,720
317,48,1,474,2,720
318,48,1,286,12,720
319,49,1,25,9,780
320,49,1,32,8,780
321,50,1,19,7,780
322,50,1,34,4,780
323,50,1,40,4,780
324,51,1,86,4,780
325,51,1,101,2,780
326,52,1,126,6,780
327,52,1,50,9,780
328,53,1,365,4,780
329,53,1,10,8,780
330,54,1,28,7,840
331,55,1,78,8,840
332,56,1,37,12,840
333,57,1,7,7,840
334,58,1,8,10,840
335,58,1,319,7,840
336,58,1,38,12,840
337,59,1,17,5,900
338,60,1,1,5,900
339,61,1,6,8,900
340,62,1,493,5,900
341,63,1,75,10,900
342,63,1,1,8,900
343,63,1,45,1,900
344,63,1,86,11,900
345,64,1,139,10,900
346,64,1,30,2,900
347,64,1,489,10,900
348,64,1,31,8,900
349,64,1,305,1,900
350,65,1,59,6,960
351,65,1,0,4,960
352,66,1,197,8,960
353,67,1,33,3,960
354,68,1,166,1,960
355,68,1,113,6,960
356,68,1,39,10,960
357,69,1,16,4,960
358,69,1,44,5,960
359,69,1,39,8,960
360,70,1,93,9,960
361,70,1,17,5,960
362,70,1,44,10,960
363,71,1,150,6,960
364,71,1,26,3,960
365,72,1,63,10,960
366,72,1,256,4,960
367,72,1,112,10,960
368,73,1,85,4,960
369,73,1,185,4,960
370,74,1,71,6,1020
371,75,1,18,2,1020
372,76,1,14,10,1020
373,77,1,143,9,1020
374,77,1,2,4,1020
375,78,1,15,3,1020
376,78,1,62,6,1020
377,78,1,5,8,1020
378,79,1,180,9,1080
379,79,1,35,2,1080
380,79,1,361,10,1080
381,80,1,30,6,1080
382,81,1,40,6,1080
383,82,1,35,8,1080
384,83,1,397,10,1080
385,84,1,57,11,1080
386,85,1,1,6,1080
387,85,1,53,10,1080
388,86,1,240,6,1080
389,87,1,90,5,1140
390,88,1,49,10,1140
391,89,1,15,5,1140
392,89,1,41,8,1140
393,89,1,274,10,1140
394,90,1,147,2,1140
395,91,1,46,2,1140
396,91,1,173,9,1140
397,92,1,240,10,1200
398,93,1,0,7,1200
399,93,1,30,11,1200
400,93,1,46,6,1200
401,93,1,54,10,1200
402,93,1,47,4,1200
403,93,1,9,9,1200
404,94,1,32,4,1200
405,95,1,0,5,1200
406,95,1,3,8,1200
407,96,1,100,4,1200
408,97,1,168,8,1260
409,97,1,6,9,1260
410,98,1,32,7,1260
411,98,1,114,11,1260
412,99,1,2,4,1260
413,99,1,22,2,1260
414,100,1,37,6,1260
415,101,1,33,1,1260
416,102,1,17,7,1260
417,102,1,259,3,1260
418,103,1,9,10,1320
419,103,1,27,8,1320
420,104,1,405,2,1320
421,105,1,33,1,1320
422,105,1,150,2,1320
423,106,1,48,8,1320
424,106,1,381,3,1320
425,106,1,36,4,1320
426,107,1,30,10,1320
427,107,1,279,10,1320
428,108,1,63,11,1320
429,109,1,468,8,1380
430,110,1,30,11,1380
431,110,1,63,4,1380
432,110,1,145,8,1380
433,110,1,99,8,1380
434,111,1,20,6,1380
435,111,1,14,4,1380
436,112,1,11,6,1380
437,113,1,23,1,1380
438,113,1,36,10,1380
439,114,1,35,12,1380
440,115,1,289,5,1380
441,116,1,37,7,1380
442,117,1,30,8,1440
443,118,1,264,4,1440
444,119,1,40,6,1440
445,119,1,71,6,1440
446,120,1,38,12,1440
447,121,1,44,5,1500
448,121,1,12,4,1500
449,122,1,2,12,1500
450,122,1,340,4,1500
451,122,1,19,11,1500
452,123,1,18,6,1500
453,123,1,29,2,1500
454,123,1,40,10,1500
455,123,1,448,6,1500
456,124,1,5,8,1500
457,125,1,15,11,1560
458,126,1,178,7,1560
459,127,1,1,12,1560
460,127,1,41,6,1560
461,127,1,0,6,1560
462,128,1,22,2,1560
463,128,1,68,9,1560
464,128,1,0,3,1560
465,129,1,480,11,1560
466,130,1,491,5,1620
467,130,1,1,12,1620
468,130,1,420,9,1620
469,130,1,40,9,1620
470,130,1,18,4,1620
471,130,1,3,5,1620
472,131,1,13,10,1620
473,132,1,130,2,1680
474,133,1,3,10,1680
475,133,1,52,6,1680
476,134,1,16,4,1740
477,135,1,38,9,1740
478,135,1,49,2,1740
479,135,1,135,10,1740
480,136,1,120,5,1740
481,137,1,159,6,1800
482,137,1,21,3,1800
483,138,1,131,6,1800
484,138,1,200,2,1800
485,138,1,55,4,1800
486,139,1,12,6,1800
487,140,1,190,6,1800
488,140,1,85,5,1800
489,141,1,1,8,1800
490,142,1,21,7,1800
491,142,1,27,3,1800
492,143,1,116,2,1800
493,143,1,336,12,1800
494,143,1,384,8,1800
495,144,1,12,6,1860
496,144,1,32,9,1860
497,144,1,2,2,1860
498,145,1,27,9,1860
499,146,1,9,10,1860
500,146,1,355,6,1860
501,147,1,2,2,1860
502,148,1,47,12,1860
503,148,1,145,4,1860
504,149,1,166,9,1860
505,149,1,155,6,1860
506,149,1,40,10,1860
507,149,1,23,3,1860
508,149,1,0,6,1860
509,149,1,394,3,1860
510,150,1,57,6,1860
511,151,1,14,12,1860
512,152,1,24,4,1920
513,152,1,4,10,1920
514,152,1,14,5,1920
515,152,1,279,8,1920
516,153,1,416,6,1920
517,154,1,26,5,1920
518,154,1,34,7,1920
519,154,1,16,9,1920
520,154,1,124,8,1920
521,155,1,100,7,1920
522,155,1,456,7,1920
523,156,1,39,12,1920
524,156,1,6,9,1920
525,157,1,10,6,1920
526,157,1,99,4,1920
527,157,1,259,8,1920
528,157,1,1,10,1920
529,157,1,8,7,1920
530,157,1,399,2,1920
531,158,1,1,3,1920
532,159,1,102,4,1980
533,159,1,20,4,1980
534,159,1,457,4,1980
535,160,1,187,4,1980
536,161,1,259,6,2040
537,161,1,42,12,2040
538,161,1,98,4,2040
539,162,1,409,10,2040
540,162,1,444,6,2040
541,163,1,142,3,2040
542,164,1,69,12,2040
543,165,1,9,4,2040
544,165,1,79,9,2040
545,165,1,97,2,2040
546,166,1,124,1,2040
547,166,1,183,7,2040
548,166,1,283,5,2040
549,167,1,280,2,2040
550,167,1,2,4,2040
551,168,1,45,12,2040
552,169,1,128,8,2040
553,170,1,334,6,2040
554,171,1,377,5,2040
555,171,1,159,3,2040
556,171,1,455,7,2040
557,172,1,2,10,2100
558,173,1,1,8,2100
559,174,1,3,10,2100
560,175,1,19,6,2100
561,176,1,65,8,2160
562,176,1,27,5,2160
563,177,1,438,2,2160
564,177,1,4,8,2160
565,177,1,9,6,2160
566,177,1,27,6,2160
567,178,1,47,10,2160
568,179,1,11,8,2160
569,180,1,25,10,2160
570,180,1,233,6,2160
571,180,1,0,6,2160
572,181,1,1,5,2160
573,181,1,299,8,2160
574,181,1,9,11,2160
575,181,1,236,10,2160
576,181,1,73,5,2160
577,182,1,0,4,2220
578,182,1,209,4,2220
579,182,1,386,4,2220
580,182,1,8,3,2220
581,182,1,448,8,2220
582,182,1,179,4,2220
583,182,1,2,3,2220
584,182,1,11,5,2220
585,182,1,30,6,2220
586,182,1,22,9,2220
587,182,1,6,1,2220
588,183,1,12,8,2220
589,184,1,139,3,2220
590,185,1,29,8,2220
591,186,1,158,6,2280
592,187,1,83,6,2280
593,187,1,10,8,2280
594,187,1,33,4,2280
595,188,1,408,4,2280
596,189,1,191,10,2280
597,189,1,28,8,2280
598,189,1,188,2,2280
599,190,1,384,7,2280
600,190,1,17,12,2280
601,190,1,44,11,2280
602,191,1,7,12,2340
603,191,1,4,9,2340
604,192,1,0,8,2340
605,192,1,3,6,2340
606,193,1,140,10,2340
607,194,1,9,2,2340
608,194,1,81,5,2340
609,195,1,115,8,2340
610,196,1,126,11,2340
611,196,1,25,9,2340
612,196,1,7,4,2340
613,197,1,24,10,2400
614,198,1,7,4,2400
615,198,1,40,6,2400
616,199,1,74,9,2400
617,200,1,115,1,2400
618,201,1,75,3,2400
619,202,1,2,10,2400
620,203,1,7,4,2460
621,204,1,193,8,2460
622,204,1,6,2,2460
623,204,1,11,6,2460
624,205,1,251,7,2460
625,205,1,3,10,2460
626,206,1,43,3,2460
627,207,1,81,8,2460
628,207,1,21,6,2460
629,207,1,214,2,2460
630,207,1,5,6,2460
631,207,1,43,2,2460
632,207,1,1,9,2460
633,207,1,9,4,2460
634,207,1,155,9,2460
635,207,1,27,3,2460
636,208,1,139,6,2520
637,209,1,14,6,2520
638,210,1,184,6,2520
639,210,1,0,4,2520
640,211,1,41,7,2520
641,212,1,43,10,2520
642,212,1,108,9,2520
643,212,1,155,8,2520
644,213,1,117,7,2520
645,214,1,68,9,2520
646,215,1,26,3,2520
647,216,1,444,9,2520
648,216,1,487,10,2520
649,216,1,5,6,2520
650,216,1,302,7,2520
651,217,1,422,9,2520
652,218,1,165,4,2580
653,218,1,16,8,2580
654,219,1,4,9,2580
655,220,1,4,5,2580
656,220,1,183,9,2580
657,220,1,44,8,2580
658,221,1,0,2,2580
659,221,1,26,8,2580
660,222,1,5,12,2580
661,223,1,285,3,2640
662,223,1,39,6,2640
663,224,1,185,10,2640
664,225,1,40,3,2640
665,225,1,118,10,2640
666,225,1,488,6,2640
667,226,1,459,6,2640
668,227,1,19,7,2640
669,227,1,28,6,2640
670,228,1,406,9,2640
671,228,1,43,6,2640
672,229,1,20,6,2700
673,229,1,196,10,2700
674,229,1,6,6,2700
675,229,1,36,7,2700
676,229,1,76,6,2700
677,230,1,10,9,2700
678,230,1,0,2,2700
679,230,1,236,10,2700
680,231,1,44,4,2700
681,232,1,146,4,2700
682,232,1,3,8,2700
683,233,1,44,12,2700
684,234,1,294,6,2700
685,234,1,43,4,2700
686,235,1,181,6,2760
687,235,1,26,9,2760
688,236,1,277,10,2760
689,237,1,25,10,2760
690,238,1,104,9,2760
691,239,1,479,4,2760
692,240,1,17,7,2760
693,241,1,5,1,2760
694,241,1,79,6,2760
695,241,1,38,8,2760
696,241,1,2,4,2760
697,242,1,29,8,2820
698,242,1,20,8,2820
699,243,1,1,11,2820
700,243,1,297,8,2820
701,243,1,2,4,2820
702,243,1,13,4,2820
703,244,1,25,12,2820
704,245,1,36,3,2880
705,246,1,13,5,2940
706,246,1,21,4,2940
707,247,1,1,5,2940
708,248,1,147,1,2940
709,249,1,4,4,2940
710,249,1,185,12,2940
711,250,1,247,9,2940
712,251,1,340,4,2940
713,251,1,27,5,2940
714,252,1,7,6,2940
715,252,1,1,2,2940
716,252,1,125,8,2940
717,252,1,417,12,2940
718,252,1,3,8,2940
719,253,1,54,10,2940
720,254,1,2,5,2940
721,254,1,45,6,2940
722,254,1,107,6,2940
723,255,1,368,1,3000
724,255,1,178,3,3000
725,255,1,13,7,3000
726,256,1,8,5,3000
727,256,1,355,8,3000
728,257,1,22,10,3000
729,257,1,8,2,3000
730,257,1,3,8,3000
731,258,1,45,7,3000
732,258,1,249,10,3000
733,259,1,1,12,3000
734,259,1,467,8,3000
735,260,1,96,9,3000
736,260,1,37,6,3000
737,261,1,284,8,3060
738,261,1,28,4,3060
739,262,1,218,6,3060
740,263,1,113,10,3060
741,264,1,265,11,3060
742,264,1,1,4,3060
743,264,1,33,10,3060
744,264,1,153,4,3060
745,265,1,19,1,3060
746,266,1,13,10,3060
747,267,1,172,12,3060
748,268,1,24,8,3120
749,268,1,205,9,3120
750,269,1,17,8,3120
751,270,1,39,4,3120
752,271,1,168,11,3120
753,272,1,172,8,3120
754,272,1,86,6,3120
755,272,1,166,8,3120
756,273,1,6,6,3120
757,274,1,180,8,3120
758,274,1,120,3,3120
759,275,1,106,8,3180
760,275,1,1,2,3180
761,275,1,416,7,3180
762,276,1,3,10,3180
763,276,1,235,3,3180
764,276,1,138,7,3180
765,276,1,12,7,3180
766,276,1,159,12,3180
767,276,1,41,2,3180
768,277,1,96,3,3180
769,277,1,19,10,3180
770,278,1,10,4,3180
771,279,1,121,1,3180
772,279,1,89,5,3180
773,280,1,59,4,3180
774,280,1,427,10,3180
775,280,1,0,5,3180
776,280,1,7,2,3180
777,281,1,5,6,3240
778,281,1,115,12,3240
779,281,1,21,11,3240
780,282,1,86,10,3240
781,282,1,72,9,3240
782,283,1,199,4,3240
783,283,1,44,12,3240
784,284,1,16,6,3240
785,284,1,9,10,3240
786,285,1,17,10,3240
787,285,1,364,6,3240
788,286,1,8,7,3240
789,287,1,14,10,3240
790,287,1,2,7,3240
791,287,1,41,10,3240
792,287,1,102,4,3240
793,288,1,21,8,3300
794,288,1,113,6,3300
795,288,1,64,10,3300
796,288,1,185,6,3300
797,288,1,35,6,3300
798,289,1,66,4,3300
799,289,1,290,6,3300
800,289,1,42,10,3300
801,290,1,279,10,3300
802,290,1,27,10,3300
803,290,1,1,11,3300
804,290,1,0,2,3300
805,291,1,62,3,3360
806,292,1,19,9,3360
807,293,1,74,5,3360
808,293,1,0,12,3360
809,293,1,34,5,3360
810,294,1,150,12,3360
811,294,1,18,6,3360
812,295,1,291,4,3480
813,295,1,5,8,3480
814,296,1,322,10,3480
815,296,1,46,8,3480
816,296,1,160,2,3480
817,296,1,165,9,3480
818,297,1,91,6,3480
819,297,1,26,6,3480
820,298,1,145,4,3480
821,299,1,30,6,3480
822,300,1,150,7,3480
823,300,1,186,10,3480
824,300,1,86,11,3480
825,300,1,48,3,3480
826,301,1,471,6,3480
827,301,1,38,10,3480
828,301,1,3,8,3480
829,302,1,47,7,3480
830,302,1,83,2,3480
831,303,1,10,3,3480
832,303,1,28,10,3480
833,304,1,85,9,3540
834,304,1,22,8,3540
835,304,1,17,10,3540
836,305,1,23,11,3540
837,306,1,242,12,3600
838,307,1,211,4,3600
839,308,1,14,5,3600
840,309,1,195,6,3600
841,309,1,9,4,3600
842,310,1,197,8,3660
843,310,1,10,10,3660
844,310,1,65,8,3660
845,310,1,187,7,3660
846,310,1,8,3,3660
847,311,1,24,8,3660
848,311,1,26,3,3660
849,312,1,484,7,3660
850,312,1,2,9,3660
851,313,1,5,10,3660
852,313,1,21,4,3660
853,313,1,63,8,3660
854,313,1,283,5,3660
855,314,1,155,4,3660
856,314,1,100,11,3660
857,315,1,84,4,3720
858,315,1,52,3,3720
859,316,1,391,7,3720
860,317,1,165,1,3720
861,317,1,169,7,3720
862,318,1,28,4,3720
863,319,1,26,9,3720
864,320,1,0,7,3720
865,321,1,74,6,3780
866,322,1,0,9,3780
867,322,1,143,6,3780
868,322,1,17,8,3780
869,322,1,8,6,3780
870,322,1,394,5,3780
871,322,1,11,12,3780
872,323,1,255,8,3780
873,324,1,11,5,3780
874,325,1,163,6,3780
875,325,1,409,6,3780
876,325,1,1,1,3780
877,326,1,39,6,3840
878,326,1,15,7,3840
879,327,1,167,5,3840
880,327,1,212,6,3840
881,327,1,404,8,3840
882,327,1,3,8,3840
883,327,1,444,2,3840
884,328,1,9,8,3840
885,329,1,11,3,3840
886,329,1,108,10,3840
887,330,1,1,9,3900
888,330,1,75,6,3900
889,331,1,1,8,3900
890,332,1,128,8,3900
891,332,1,155,6,3900
892,332,1,7,6,3900
893,333,1,81,8,3900
894,333,1,1,6,3900
895,333,1,257,9,3900
896,333,1,180,8,3900
897,333,1,23,12,3900
898,333,1,474,8,3900
899,333,1,48,10,3900
900,333,1,481,1,3900
901,333,1,440,5,3900
902,334,1,17,6,3900
903,334,1,47,6,3900
904,334,1,173,2,3900
905,334,1,254,5,3900
906,335,1,263,9,3900
907,336,1,202,10,3960
908,337,1,27,9,3960
909,338,1,196,12,3960
910,338,1,172,6,3960
911,338,1,4,3,3960
912,338,1,17,2,3960
913,339,1,23,5,3960
914,339,1,50,12,3960
915,339,1,37,10,3960
916,339,1,0,8,3960
917,340,1,281,1,4020
918,341,1,154,4,4020
919,341,1,10,8,4020
920,342,1,1,2,4020
921,343,1,25,6,4020
922,344,1,2,10,4020
923,344,1,47,6,4020
924,344,1,83,4,4020
925,345,1,46,6,4020
926,346,1,130,5,4080
927,347,1,42,6,4080
928,348,1,24,7,4080
929,349,1,129,6,4080
930,349,1,93,5,4080
931,349,1,5,4,4080
932,349,1,52,8,4080
933,349,1,119,3,4080
934,350,1,28,6,4080
935,350,1,297,8,4080
936,351,1,144,7,4080
937,352,1,279,12,4080
938,353,1,85,7,4080
939,353,1,21,6,4080
940,354,1,0,2,4080
941,355,1,0,8,4140
942,355,1,489,2,4140
943,355,1,244,8,4140
944,355,1,20,6,4140
945,356,1,271,2,4140
946,356,1,136,2,4140
947,357,1,4,6,4200
948,358,1,161,10,4200
949,358,1,0,10,4200
950,359,1,9,5,4200
951,359,1,14,10,4200
952,360,1,37,9,4200
953,360,1,82,11,4200
954,361,1,1,6,4200
955,362,1,43,7,4260
956,363,1,47,10,4260
957,364,1,29,3,4260
958,365,1,29,4,4320
959,365,1,144,3,4320
960,366,1,4,7,4320
961,367,1,415,3,4320
962,367,1,79,12,4320
963,367,1,1,1,4320
964,368,1,24,7,4380
965,368,1,174,12,4380
966,369,1,27,6,4380
967,369,1,9,12,4380
968,369,1,31,2,4380
969,370,1,38,6,4380
970,370,1,153,8,4380
971,370,1,156,4,4380
972,370,1,142,3,4380
973,371,1,12,7,4380
974,372,1,161,8,4380
975,373,1,95,8,4380
976,373,1,368,6,4380
977,374,1,131,2,4380
978,374,1,16,2,4380
979,374,1,90,4,4380
980,374,1,253,4,4380
981,375,1,8,1,4440
982,375,1,36,2,4440
983,376,1,18,8,4440
984,377,1,45,4,4440
985,377,1,406,9,4440
986,377,1,472,10,4440
987,378,1,458,10,4500
988,378,1,182,4,4500
989,378,1,26,12,4500
990,378,1,32,8,4500
991,378,1,119,4,4500
992,378,1,324,8,4500
993,379,1,1,12,4500
994,380,1,34,6,4500
995,381,1,228,8,4500
996,381,1,7,2,4500
997,382,1,22,6,4560
998,383,1,5,8,4560
999,384,1,2,8,4560
1000,384,1,5,10,4560
1001,384,1,333,9,4560
1002,385,1,122,4,4560
1003,386,1,29,2,4560
1004,387,1,96,10,4620
1005,387,1,33,5,4620
1006,387,1,6,4,4620
1007,387,1,339,10,4620
1008,387,1,45,12,4620
1009,387,1,19,9,4620
1010,388,1,7,6,4620
1011,389,1,18,7,4620
1012,389,1,157,2,4620
1013,389,1,17,3,4620
1014,390,1,25,8,4620
1015,391,1,49,5,4620
1016,392,1,32,5,4620
1017,393,1,91,6,4620
1018,393,1,55,3,4620
1019,394,1,8,5,4680
1020,394,1,39,2,4680
1021,394,1,259,5,4680
1022,394,1,38,6,4680
1023,394,1,6,2,4680
1024,394,1,119,6,4680
1025,395,1,170,4,4680
1026,395,1,14,8,4680
1027,395,1,391,7,4680
1028,396,1,5,12,4680
1029,396,1,44,4,4680
1030,397,1,98,10,4680
1031,398,1,0,9,4680
1032,399,1,114,6,4680
1033,399,1,228,1,4680
1034,399,1,487,3,4680
1035,399,1,120,9,4680
1036,400,1,1,9,4680
1037,400,1,324,4,4680
1038,400,1,4,6,4680
1039,400,1,455,6,4680
1040,400,1,23,8,4680
1041,401,1,41,8,4680
1042,401,1,122,4,4680
1043,401,1,7,10,4680
1044,401,1,414,6,4680
1045,401,1,54,7,4680
1046,401,1,498,8,4680
1047,401,1,8,12,4680
1048,401,1,24,4,4680
1049,402,1,51,6,4740
1050,402,1,47,5,4740
1051,403,1,153,9,4740
1052,404,1,7,6,4740
1053,405,1,7,8,4740
1054,406,1,75,2,4800
1055,407,1,2,2,4800
1056,407,1,3,8,4800
1057,407,1,119,8,4800
1058,408,1,51,9,4800
1059,409,1,346,7,4800
1060,409,1,433,8,4800
1061,410,1,34,2,4800
1062,411,1,310,4,4860
1063,412,1,9,6,4860
1064,412,1,37,2,4860
1065,412,1,0,4,4860
1066,412,1,116,5,4860
1067,413,1,442,10,4860
1068,414,1,128,8,4860
1069,415,1,52,6,4860
1070,416,1,11,6,4860
1071,416,1,346,9,4860
1072,416,1,13,2,4860
1073,416,1,43,8,4860
1074,417,1,16,4,4920
1075,418,1,4,9,4920
1076,418,1,286,6,4920
1077,419,1,35,11,4920
1078,420,1,130,10,4920
