pod_id,item_id,qty,order_id,processed_time,task_type
224,320,10,-29,452,1
136,303,3,-60,461,1
216,16,6,3,468,1
216,49,3,-58,468,1
248,6,2,-5,469,1
397,48,8,-38,485,1
397,478,8,-39,485,1
385,16,10,-44,493,1
45,254,9,-96,494,1
231,36,2,3,495,1
231,18,8,-9,495,1
128,39,9,0,496,1
27,101,7,-75,513,1
4,167,11,4,514,1
245,173,1,-53,530,1
245,40,6,-53,530,1
232,131,6,-6,548,1
323,198,6,-76,548,1
79,13,8,-53,557,1
79,42,3,-53,557,1
5,48,4,6,559,1
129,3,8,-96,569,1
8,327,6,-11,581,1
267,46,8,7,585,1
168,278,2,-40,594,1
133,12,8,-48,610,1
2,209,8,-24,616,1
89,122,6,-80,626,1
419,371,2,-11,629,1
392,47,8,-41,635,1
392,43,6,-41,635,1
21,88,7,-2,643,1
289,4,6,-41,651,1
360,181,4,11,662,1
189,88,10,-7,668,1
247,46,8,-24,674,1
247,9,10,-24,674,1
247,4,6,-24,674,1
192,4,6,-41,678,1
388,41,1,23,686,1
7,3,4,13,686,1
193,373,8,-7,688,1
327,221,2,-24,692,1
327,4,4,-24,692,1
257,458,7,-15,696,1
58,56,9,9,710,1
411,79,8,-1,712,1
12,44,8,-24,717,1
12,49,1,-24,717,1
366,23,2,-15,725,1
366,170,10,5,725,1
339,73,7,-37,734,1
339,7,4,-37,734,1
143,483,4,5,736,1
212,2,4,16,756,1
212,3,4,16,756,1
268,18,10,-25,759,1
288,7,3,-43,766,1
35,105,7,-71,767,1
137,156,5,-43,779,1
74,266,3,-25,779,1
74,255,5,-25,779,1
164,122,2,29,796,1
265,30,7,26,797,1
286,7,6,-64,808,1
286,92,6,-64,808,1
63,114,5,-83,810,1
63,114,9,-19,810,1
63,15,3,-19,810,1
135,3,6,-43,812,1
341,299,6,22,820,1
341,39,10,22,820,1
228,119,5,-64,821,1
320,251,4,-63,830,1
202,8,7,-30,844,1
202,332,2,-30,844,1
409,15,6,-81,851,1
409,239,6,-81,851,1
249,1,8,22,854,1
249,7,6,22,854,1
397,88,12,-90,859,1
130,0,8,36,870,1
210,156,7,-90,877,1
262,14,6,22,878,1
262,474,4,-26,878,1
207,42,10,-14,881,1
207,15,10,-14,881,1
384,3,5,-90,890,1
400,2,6,28,898,1
410,33,4,-50,905,1
410,20,6,-50,905,1
330,4,4,-30,929,1
330,17,8,34,929,1
230,67,10,-14,930,1
145,15,4,32,945,1
145,40,8,32,945,1
98,421,4,8,948,1
98,380,8,8,948,1
386,31,2,37,952,1
369,14,3,21,958,1
369,42,2,21,958,1
337,53,5,32,959,1
337,-1,-1,-999,959,2
158,79,9,-50,961,1
158,229,4,25,961,1
160,75,8,22,979,1
165,489,7,14,982,1
165,33,6,14,982,1
169,81,8,37,983,1
389,498,6,-32,994,1
328,49,8,25,995,1
328,64,6,-79,995,1
171,300,7,-47,1012,1
15,110,10,10,1017,1
407,34,10,8,1022,1
407,29,7,2,1022,1
20,166,12,33,1024,1
0,447,4,18,1037,1
4,365,6,33,1039,1
21,66,4,2,1051,1
21,152,8,14,1051,1
108,247,4,-32,1052,1
2,115,6,-50,1055,1
188,100,6,20,1064,1
150,444,6,25,1071,1
259,101,3,21,1087,1
349,3,4,14,1096,1
349,24,9,31,1096,1
349,37,6,31,1096,1
5,27,8,10,1103,1
363,158,8,-51,1106,1
363,145,7,-51,1106,1
352,30,7,47,1111,1
312,12,8,44,1125,1
312,339,6,44,1125,1
254,156,8,-59,1134,1
254,460,8,-59,1134,1
281,115,6,27,1141,1
281,1,6,27,1141,1
141,25,9,49,1143,1
141,32,8,49,1143,1
402,82,7,44,1156,1
402,27,6,44,1156,1
274,18,1,37,1166,1
274,35,8,10,1166,1
106,365,4,53,1170,1
106,10,8,53,1170,1
190,110,6,-92,1181,1
288,286,12,48,1186,1
125,43,10,31,1190,1
125,40,4,50,1190,1
125,40,6,31,1190,1
125,34,4,50,1190,1
198,19,6,1,1200,1
198,167,12,1,1200,1
1,7,7,57,1201,1
399,114,8,48,1206,1
250,19,8,-46,1219,1
250,227,8,-46,1219,1
192,366,2,10,1226,1
334,194,7,-59,1226,1
334,21,8,24,1226,1
416,19,1,38,1248,1
403,78,8,55,1251,1
404,266,5,-79,1252,1
404,209,3,1,1252,1
149,53,12,24,1255,1
149,-1,-1,-999,1255,2
60,36,2,19,1272,1
60,37,12,56,1272,1
49,183,3,1,1277,1
49,28,7,54,1277,1
390,474,2,48,1278,1
84,19,7,50,1289,1
84,35,7,24,1289,1
183,86,4,-86,1293,1
183,6,8,61,1293,1
323,53,7,-51,1295,1
323,-1,-1,-999,1295,2
327,114,3,25,1304,1
74,81,6,24,1304,1
256,1,5,60,1312,1
143,264,2,-19,1326,1
297,44,5,69,1326,1
297,39,8,69,1326,1
414,219,7,2,1331,1
414,47,4,31,1331,1
325,74,3,-90,1340,1
146,235,2,19,1341,1
146,16,4,69,1341,1
134,14,10,76,1355,1
147,85,8,-65,1360,1
128,39,10,68,1368,1
326,46,6,-65,1376,1
395,62,6,78,1392,1
330,71,6,74,1410,1
268,18,2,75,1411,1
314,15,3,78,1421,1
314,5,8,78,1421,1
165,489,10,64,1424,1
165,40,6,81,1424,1
138,35,8,82,1436,1
387,13,6,39,1437,1
386,30,2,64,1449,1
386,31,8,64,1449,1
32,168,6,39,1455,1
27,101,2,51,1455,1
196,493,5,62,1456,1
99,33,3,67,1464,1
2,113,6,68,1464,1
373,397,10,83,1481,1
296,139,10,64,1489,1
4,30,6,80,1496,1
394,90,5,87,1502,1
315,86,4,51,1503,1
193,305,1,64,1507,1
388,49,10,88,1529,1
197,0,5,95,1534,1
197,3,8,95,1534,1
123,155,5,17,1547,1
279,8,10,58,1548,1
279,38,12,58,1548,1
64,319,7,58,1566,1
48,166,1,68,1572,1
48,33,1,101,1572,1
257,122,8,-55,1586,1
226,274,10,89,1587,1
328,26,11,17,1593,1
328,275,8,17,1593,1
131,32,4,94,1606,1
205,176,12,-55,1615,1
285,259,8,35,1617,1
285,31,6,35,1617,1
384,17,5,59,1619,1
135,15,5,89,1620,1
135,41,8,89,1620,1
225,51,9,42,1642,1
203,297,10,17,1651,1
203,40,3,17,1651,1
203,15,5,17,1651,1
107,240,6,86,1654,1
107,32,7,98,1654,1
152,38,8,-55,1658,1
152,343,5,-55,1658,1
152,25,5,-55,1658,1
398,135,3,40,1662,1
35,112,6,35,1677,1
63,114,11,98,1683,1
164,122,12,-56,1688,1
180,77,5,12,1698,1
6,55,4,41,1702,1
6,1,6,41,1702,1
6,15,6,41,1702,1
160,240,10,92,1710,1
410,59,6,65,1715,1
130,0,4,65,1726,1
288,37,6,100,1728,1
312,173,9,91,1737,1
389,34,6,-54,1741,1
397,143,9,77,1752,1
259,48,8,106,1757,1
331,83,11,-54,1768,1
261,4,3,-54,1777,1
400,2,4,77,1778,1
57,9,10,103,1780,1
57,27,8,103,1780,1
96,289,5,115,1794,1
34,468,8,109,1797,1
52,431,8,-56,1805,1
52,38,2,-56,1805,1
200,307,2,41,1810,1
267,36,10,113,1821,1
162,57,11,84,1824,1
50,36,4,106,1833,1
50,2,4,99,1833,1
247,46,2,91,1844,1
247,22,2,99,1844,1
353,15,1,41,1845,1
353,35,12,114,1845,1
392,23,1,113,1848,1
263,37,7,116,1850,1
263,38,12,120,1850,1
137,30,8,117,1866,1
256,6,9,97,1866,1
265,17,7,102,1868,1
128,381,3,106,1875,1
1,5,8,124,1890,1
19,30,11,110,1895,1
32,168,8,97,1897,1
170,57,11,-45,1912,1
297,44,5,121,1920,1
297,12,4,121,1920,1
3,15,11,125,1934,1
174,18,2,-45,1946,1
174,18,6,123,1946,1
174,448,6,123,1946,1
182,99,8,110,1954,1
20,145,8,110,1974,1
142,29,2,123,1975,1
142,40,10,123,1975,1
167,14,4,111,1978,1
167,11,6,112,1978,1
387,13,10,131,1983,1
173,2,12,122,1990,1
173,19,11,122,1990,1
416,55,7,-56,1992,1
2,20,6,111,1993,1
283,104,11,15,2012,1
258,1,12,127,2019,1
4,30,11,93,2022,1
4,9,9,93,2022,1
388,8,4,15,2025,1
285,110,5,-55,2041,1
285,259,3,102,2041,1
326,0,7,93,2053,1
326,46,6,93,2053,1
403,19,3,15,2059,1
403,30,10,107,2059,1
143,41,6,127,2061,1
143,0,6,127,2061,1
175,57,9,-66,2064,1
252,63,4,110,2064,1
192,185,4,73,2082,1
379,17,5,70,2089,1
379,44,10,70,2089,1
275,58,7,-66,2100,1
384,3,10,133,2110,1
17,264,4,118,2112,1
393,47,4,93,2114,1
393,40,6,119,2114,1
224,85,4,73,2123,1
85,54,10,93,2138,1
232,180,9,79,2152,1
273,279,10,107,2164,1
273,1,12,130,2164,1
259,16,4,134,2166,1
229,93,9,70,2168,1
246,63,11,-23,2177,1
75,35,2,79,2181,1
75,361,10,79,2181,1
15,12,6,139,2183,1
225,340,4,122,2192,1
6,1,8,141,2196,1
103,420,9,130,2200,1
103,3,5,130,2200,1
330,71,6,119,2206,1
67,21,7,142,2223,1
67,1,6,30,2223,1
324,52,6,133,2227,1
324,18,4,130,2227,1
344,197,8,66,2235,1
200,57,6,150,2243,1
401,480,11,129,2256,1
139,355,6,146,2259,1
139,1,3,158,2259,1
415,63,11,108,2277,1
398,328,8,30,2279,1
361,147,2,90,2280,1
390,40,9,130,2280,1
48,491,5,130,2298,1
48,33,1,105,2298,1
147,77,8,30,2299,1
132,39,12,156,2300,1
128,131,6,138,2305,1
28,47,12,148,2318,1
28,145,4,148,2318,1
316,159,6,137,2321,1
161,6,9,156,2322,1
144,150,2,105,2323,1
144,150,6,71,2323,1
57,27,3,142,2330,1
57,9,10,146,2330,1
320,187,4,160,2333,1
400,2,2,147,2337,1
93,120,5,136,2342,1
289,153,8,-18,2343,1
130,87,4,-18,2355,1
287,55,4,138,2362,1
290,26,3,71,2377,1
389,21,3,137,2384,1
197,409,10,162,2389,1
208,416,6,153,2404,1
0,27,9,145,2419,1
110,130,2,132,2419,1
196,200,2,138,2426,1
129,3,10,174,2429,1
262,45,12,168,2434,1
90,12,6,144,2439,1
90,32,9,144,2439,1
153,2,2,144,2446,1
70,444,6,162,2449,1
3,69,12,164,2458,1
282,2,10,172,2467,1
1,14,12,151,2474,1
256,1,8,173,2478,1
416,19,6,175,2487,1
354,142,3,163,2488,1
266,111,7,46,2495,1
13,11,8,179,2496,1
364,190,6,140,2503,1
224,85,5,140,2516,1
272,280,2,167,2520,1
259,12,8,183,2528,1
188,100,4,96,2538,1
5,29,8,185,2542,1
357,405,2,104,2545,1
384,2,4,167,2546,1
296,139,3,184,2547,1
176,128,8,169,2562,1
137,4,6,177,2574,1
137,9,6,177,2574,1
192,50,9,52,2590,1
265,4,2,177,2594,1
265,27,6,177,2594,1
34,408,4,188,2594,1
321,158,6,186,2596,1
32,438,2,177,2601,1
257,126,6,52,2606,1
388,83,7,45,2639,1
19,10,6,157,2644,1
19,1,10,157,2644,1
19,8,7,157,2644,1
379,17,12,190,2654,1
379,44,11,190,2654,1
35,99,4,157,2660,1
23,163,10,45,2664,1
283,190,1,45,2668,1
387,33,4,187,2679,1
71,259,8,157,2682,1
322,399,2,157,2691,1
125,34,7,154,2694,1
125,16,9,154,2694,1
29,140,10,193,2700,1
242,126,11,196,2710,1
367,83,6,187,2713,1
367,10,8,187,2713,1
392,47,10,178,2718,1
217,25,9,196,2742,1
217,7,4,196,2742,1
79,42,12,161,2746,1
79,98,4,161,2746,1
79,4,6,152,2746,1
315,0,8,192,2746,1
315,3,6,192,2746,1
267,379,4,43,2761,1
133,7,12,191,2771,1
93,120,6,43,2777,1
145,7,4,198,2779,1
145,40,6,198,2779,1
264,4,3,191,2779,1
386,4,6,191,2795,1
400,2,10,202,2801,1
303,179,4,182,2804,1
303,11,5,182,2804,1
303,22,9,182,2804,1
64,456,7,155,2813,1
258,6,5,43,2815,1
239,384,7,190,2824,1
239,24,4,152,2824,1
239,24,10,197,2824,1
288,7,4,203,2826,1
132,3,10,205,2828,1
203,448,8,182,2842,1
203,30,6,182,2842,1
17,191,10,189,2851,1
413,25,10,180,2868,1
413,0,6,180,2868,1
67,4,4,152,2869,1
67,21,6,207,2869,1
67,1,9,207,2869,1
42,0,4,182,2883,1
42,2,3,182,2883,1
42,112,10,72,2883,1
155,193,8,204,2888,1
14,14,5,152,2900,1
14,279,8,152,2900,1
1,251,7,205,2913,1
8,28,8,189,2918,1
290,26,5,154,2927,1
290,5,6,207,2927,1
246,63,10,72,2930,1
246,40,10,149,2930,1
141,184,6,210,2933,1
106,26,3,215,2938,1
106,41,7,211,2938,1
156,233,6,180,2940,1
156,444,9,216,2940,1
130,0,4,210,2948,1
223,302,7,216,2971,1
223,14,6,209,2971,1
335,9,4,207,2974,1
335,9,11,181,2974,1
335,73,5,181,2974,1
275,0,2,221,2978,1
275,26,8,221,2978,1
235,43,3,206,2982,1
235,43,10,212,2982,1
235,23,3,149,2982,1
235,0,6,149,2982,1
259,16,8,218,2989,1
140,124,8,154,3005,1
140,1,5,181,3005,1
154,108,9,212,3020,1
154,27,7,-36,3020,1
162,11,6,204,3027,1
162,5,6,216,3027,1
162,5,12,222,3027,1
192,185,10,224,3039,1
308,183,9,220,3046,1
308,44,8,220,3046,1
48,166,9,149,3049,1
48,394,3,149,3049,1
291,487,10,216,3052,1
279,386,4,182,3067,1
279,8,3,182,3067,1
7,44,12,233,3069,1
3,236,10,181,3070,1
394,44,4,231,3086,1
0,100,7,155,3088,1
39,155,6,149,3100,1
39,155,8,212,3100,1
123,155,9,207,3104,1
123,4,5,220,3104,1
19,188,2,189,3112,1
384,3,8,232,3118,1
10,299,8,181,3124,1
37,160,10,-36,3125,1
99,146,4,232,3130,1
13,165,4,218,3139,1
51,81,8,207,3144,1
51,-1,-1,-999,3144,2
128,39,6,223,3145,1
396,117,7,213,3150,1
112,459,6,226,3155,1
2,209,4,182,3156,1
2,115,1,200,3156,1
2,115,8,195,3156,1
248,6,2,204,3157,1
65,285,3,223,3169,1
27,4,6,219,3170,1
261,256,4,72,3172,1
385,334,6,170,3173,1
256,6,1,182,3183,1
349,68,9,214,3219,1
264,4,3,219,3228,1
266,259,6,161,3233,1
266,25,10,237,3233,1
266,25,12,244,3233,1
5,27,3,207,3242,1
224,26,9,235,3255,1
142,43,2,207,3266,1
142,29,8,242,3266,1
375,178,7,126,3271,1
328,214,2,207,3273,1
411,79,9,165,3293,1
133,20,8,242,3293,1
66,17,7,240,3295,1
66,236,10,230,3295,1
158,79,6,241,3299,1
88,97,2,165,3300,1
258,1,5,247,3306,1
132,9,4,165,3311,1
360,181,6,235,3311,1
52,38,8,241,3328,1
52,2,4,241,3328,1
211,368,1,255,3334,1
211,13,7,255,3334,1
136,10,9,230,3337,1
136,0,2,230,3337,1
403,5,1,241,3356,1
225,51,10,-3,3359,1
1,185,12,249,3367,1
171,22,10,257,3376,1
171,3,8,257,3376,1
259,8,2,257,3383,1
416,86,6,-3,3387,1
265,4,4,249,3389,1
265,27,5,251,3389,1
387,13,10,266,3390,1
289,153,4,264,3392,1
202,145,6,-3,3403,1
398,406,9,228,3405,1
35,265,11,264,3428,1
35,1,4,264,3428,1
339,7,6,252,3437,1
339,125,8,252,3437,1
74,81,5,194,3437,1
74,-1,-1,-999,3437,2
4,9,2,194,3450,1
4,36,3,245,3450,1
40,19,1,265,3455,1
40,33,10,264,3455,1
129,3,8,252,3457,1
255,340,4,251,3467,1
255,96,9,260,3467,1
255,37,6,260,3467,1
148,19,7,227,3473,1
394,28,6,227,3489,1
406,39,4,270,3490,1
271,1,2,252,3491,1
271,417,12,252,3491,1
392,43,6,228,3493,1
320,17,8,269,3511,1
345,218,6,262,3527,1
413,249,10,258,3535,1
322,45,7,258,3553,1
232,180,8,274,3556,1
232,8,5,256,3556,1
293,13,5,246,3562,1
293,21,4,246,3562,1
36,38,9,135,3567,1
36,135,10,135,3567,1
7,65,8,176,3583,1
56,422,9,217,3585,1
93,120,3,274,3588,1
93,19,10,277,3588,1
283,104,9,238,3590,1
402,20,6,229,3610,1
402,27,5,176,3610,1
412,2,5,254,3614,1
412,45,6,254,3614,1
121,6,6,273,3621,1
121,8,7,286,3621,1
2,115,12,281,3630,1
396,178,3,255,3630,1
391,196,10,229,3635,1
26,6,6,229,3653,1
389,21,11,281,3656,1
67,355,8,256,3663,1
388,49,2,135,3671,1
96,5,6,281,3672,1
201,467,8,259,3679,1
87,36,7,229,3682,1
87,43,4,234,3682,1
128,10,4,278,3683,1
237,107,6,254,3691,1
256,1,12,259,3708,1
384,17,10,285,3718,1
94,294,6,234,3722,1
94,9,10,284,3722,1
262,364,6,285,3734,1
12,44,12,283,3740,1
395,62,3,291,3742,1
109,21,8,288,3749,1
109,64,10,288,3749,1
198,0,3,128,3757,1
198,16,6,284,3757,1
136,96,3,277,3766,1
169,14,10,287,3781,1
169,2,7,287,3781,1
349,68,9,128,3781,1
372,113,6,288,3788,1
372,35,6,288,3788,1
332,199,4,283,3790,1
260,41,10,287,3806,1
270,277,10,236,3808,1
64,113,10,263,3813,1
89,102,4,287,3817,1
353,19,9,292,3821,1
348,76,6,229,3826,1
1,5,8,295,3848,1
352,30,6,299,3858,1
273,279,10,290,3862,1
273,1,11,290,3862,1
159,0,12,293,3869,1
159,34,5,293,3869,1
8,168,11,271,3875,1
277,10,3,303,3876,1
277,28,10,303,3876,1
32,291,4,295,3886,1
118,0,2,290,3902,1
118,24,8,268,3902,1
118,47,7,302,3902,1
386,23,11,305,3903,1
178,13,4,243,3906,1
178,20,4,159,3906,1
148,106,8,275,3926,1
0,27,10,290,3927,1
398,336,12,143,3931,1
172,91,6,297,3937,1
172,26,6,297,3937,1
324,479,4,239,3948,1
282,205,9,268,3949,1
14,14,5,308,3953,1
368,211,4,307,3959,1
49,183,7,166,3967,1
309,1,11,243,3971,1
309,297,8,243,3971,1
166,22,2,128,3978,1
166,74,5,293,3978,1
166,116,2,143,3978,1
129,242,12,306,3979,1
132,185,6,288,3989,1
323,284,8,261,3993,1
323,28,4,261,3993,1
281,384,8,143,4000,1
149,53,10,85,4017,1
149,-1,-1,-999,4018,2
258,1,6,85,4033,1
153,2,9,312,4034,1
88,2,4,243,4040,1
88,457,4,159,4040,1
385,9,4,309,4043,1
394,28,4,318,4044,1
211,195,6,309,4058,1
291,391,2,316,4065,1
275,26,9,319,4066,1
317,484,7,312,4074,1
317,38,10,301,4074,1
325,74,9,199,4080,1
155,22,8,304,4083,1
155,17,10,304,4083,1
130,0,7,320,4098,1
135,3,8,301,4102,1
147,85,9,304,4116,1
316,138,7,276,4120,1
316,159,12,276,4120,1
388,83,2,302,4120,1
388,283,5,166,4120,1
417,391,5,316,4133,1
117,1,1,325,4139,1
117,1,2,275,4139,1
117,409,6,325,4139,1
253,235,3,276,4146,1
253,41,2,276,4146,1
188,100,11,314,4147,1
197,416,7,275,4157,1
225,471,6,301,4182,1
13,11,5,324,4185,1
212,3,10,276,4187,1
212,12,7,276,4187,1
86,255,8,323,4200,1
99,155,4,314,4206,1
170,54,10,253,4211,1
85,488,6,225,4216,1
85,247,9,250,4216,1
22,74,6,321,4218,1
4,9,8,328,4231,1
46,118,10,225,4241,1
390,40,3,225,4250,1
262,169,7,317,4250,1
21,263,9,335,4261,1
102,212,6,327,4265,1
102,404,8,327,4265,1
290,163,6,325,4265,1
44,102,4,159,4276,1
256,1,8,331,4284,1
214,39,6,326,4295,1
214,15,7,326,4295,1
128,124,1,166,4310,1
6,1,9,330,4315,1
107,75,6,330,4331,1
107,-1,-1,-999,4331,2
23,0,9,322,4334,1
23,11,12,322,4334,1
217,165,1,317,4338,1
160,75,3,201,4340,1
160,-1,-1,-999,4340,2
219,3,8,327,4341,1
219,202,10,336,4341,1
384,17,8,322,4358,1
416,86,11,63,4366,1
198,167,5,327,4374,1
326,46,6,345,4377,1
1,7,6,332,4383,1
8,1,8,63,4389,1
8,45,1,63,4389,1
202,8,6,322,4396,1
202,42,10,289,4396,1
405,128,8,332,4403,1
0,27,9,337,4412,1
59,143,6,322,4412,1
83,89,5,279,4425,1
408,66,4,289,4437,1
408,290,6,289,4437,1
187,75,10,63,4438,1
187,-1,-1,-999,4438,2
70,444,2,327,4445,1
386,25,6,343,4452,1
133,394,5,322,4466,1
161,5,10,313,4469,1
161,283,5,313,4469,1
136,0,2,354,4471,1
263,42,6,347,4493,1
129,144,7,351,4493,1
58,155,6,332,4494,1
58,21,4,313,4494,1
296,139,6,208,4509,1
392,47,6,344,4512,1
131,10,8,341,4514,1
248,121,1,279,4516,1
258,1,6,361,4532,1
153,2,10,344,4541,1
184,17,6,334,4543,1
184,47,6,334,4543,1
246,63,8,313,4563,1
51,86,10,282,4565,1
280,1,2,342,4571,1
280,1,6,333,4571,1
280,23,12,333,4571,1
391,196,12,338,4583,1
26,9,5,359,4599,1
26,14,10,359,4599,1
285,172,6,338,4599,1
54,72,9,282,4606,1
54,0,8,355,4606,1
13,4,1,338,4608,1
158,4,6,357,4626,1
388,83,4,344,4637,1
388,244,8,355,4637,1
330,4,2,338,4637,1
330,17,2,338,4637,1
234,50,12,339,4651,1
234,0,8,339,4651,1
278,161,10,358,4655,1
278,0,10,358,4655,1
28,29,3,364,4655,1
28,47,10,363,4655,1
183,86,11,300,4664,1
45,254,5,334,4668,1
31,172,12,267,4669,1
137,24,7,348,4686,1
138,43,7,362,4689,1
232,180,8,333,4694,1
232,48,10,333,4694,1
292,427,10,280,4698,1
199,79,12,367,4711,1
130,0,5,280,4715,1
269,257,9,333,4739,1
269,37,10,339,4739,1
402,82,11,360,4744,1
143,186,10,300,4753,1
162,154,4,341,4767,1
288,7,2,280,4773,1
288,37,9,360,4773,1
241,440,5,333,4777,1
241,23,5,339,4777,1
241,21,6,353,4777,1
230,173,2,334,4782,1
358,166,8,272,4784,1
39,59,4,280,4787,1
315,86,6,272,4800,1
144,150,7,300,4805,1
352,161,8,372,4809,1
74,81,8,333,4812,1
74,85,7,353,4812,1
74,-1,-1,-999,4813,2
275,26,3,311,4820,1
2,20,6,355,4829,1
390,474,8,333,4833,1
261,145,4,298,4846,1
401,24,8,311,4852,1
15,131,2,374,4864,1
15,253,4,374,4864,1
32,281,1,340,4869,1
277,48,3,300,4881,1
277,415,3,367,4881,1
146,16,2,374,4882,1
146,90,4,374,4882,1
43,4,6,366,4888,1
147,455,7,171,4902,1
309,1,1,367,4903,1
309,297,8,350,4903,1
5,29,2,386,4904,1
3,12,7,371,4906,1
18,28,6,350,4919,1
175,4,1,366,4919,1
418,29,4,365,4922,1
418,144,3,365,4922,1
94,27,6,369,4931,1
94,9,12,369,4931,1
94,31,2,369,4931,1
140,22,6,382,4934,1
96,5,8,383,4942,1
161,8,1,375,4945,1
161,36,2,375,4945,1
165,489,2,355,4958,1
173,2,8,384,4980,1
173,333,9,384,4980,1
384,34,6,380,4984,1
386,25,8,390,4988,1
256,1,12,379,5005,1
285,172,8,272,5008,1
56,481,1,333,5009,1
56,5,10,384,5009,1
274,32,5,392,5014,1
274,18,8,376,5014,1
257,7,2,381,5015,1
391,91,6,393,5021,1
387,49,5,391,5028,1
1,7,6,388,5030,1
361,147,1,248,5031,1
264,377,5,171,5048,1
393,228,8,381,5051,1
416,55,3,393,5059,1
323,0,9,398,5073,1
403,5,12,396,5082,1
129,391,5,395,5092,1
7,44,4,396,5093,1
141,32,8,378,5100,1
141,324,8,378,5100,1
268,18,7,389,5111,1
84,157,2,389,5118,1
388,17,3,389,5127,1
360,170,4,395,5129,1
360,14,8,395,5129,1
316,159,3,171,5144,1
316,54,7,401,5144,1
228,119,8,407,5151,1
411,98,10,397,5176,1
212,2,2,407,5178,1
212,3,8,407,5178,1
132,13,2,416,5198,1
284,119,9,-17,5202,1
332,472,10,377,5216,1
121,26,12,378,5220,1
121,498,8,401,5220,1
121,8,12,401,5220,1
144,119,6,394,5220,1
138,35,11,419,5227,1
89,122,4,385,5239,1
311,45,4,377,5247,1
311,406,9,377,5247,1
279,8,5,394,5249,1
279,38,6,394,5249,1
380,11,6,416,5253,1
380,346,9,416,5253,1
380,43,8,416,5253,1
133,16,4,417,5264,1
163,458,10,378,5269,1
163,7,10,401,5269,1
40,33,5,387,5288,1
40,19,9,387,5288,1
339,41,8,401,5310,1
339,7,8,405,5310,1
262,45,12,387,5320,1
280,1,9,400,5324,1
280,23,8,400,5324,1
259,442,10,413,5336,1
288,7,6,404,5341,1
136,96,10,387,5346,1
401,24,4,401,5354,1
401,34,2,410,5354,1
139,95,8,373,5365,1
23,339,10,387,5373,1
90,4,6,400,5381,1
90,455,6,400,5381,1
90,-1,-1,-999,5381,2
224,414,6,401,5390,1
224,26,8,425,5390,1
20,46,8,296,5405,1
20,165,9,296,5405,1
327,6,4,387,5409,1
327,10,10,310,5409,1
312,322,10,296,5430,1
236,39,2,394,5430,1
236,28,10,422,5430,1
236,21,8,424,5430,1
206,197,8,310,5438,1
206,29,3,-67,5438,1
193,368,6,373,5446,1
186,160,2,296,5452,1
186,-1,-1,-999,5452,2
13,433,8,409,5453,1
35,108,10,329,5457,1
174,130,10,420,5465,1
128,177,8,425,5475,1
356,2,8,423,5485,1
356,109,6,423,5485,1
399,114,8,-67,5487,1
192,182,4,378,5489,1
294,51,6,402,5489,1
294,51,9,408,5489,1
265,39,6,426,5501,1
320,310,4,411,5502,1
313,4,6,427,5517,1
313,-1,-1,-999,5517,2
385,346,7,409,5518,1
175,4,3,418,5544,1
