item_id,current_global_qty,max_global_qty,global_inv_level
23,320,320,1.0
357,270,270,1.0
414,160,160,1.0
409,48,48,1.0
376,840,840,1.0
243,1920,1920,1.0
227,300,300,1.0
290,720,720,1.0
55,1344,1344,1.0
78,168,168,1.0
108,1728,1728,1.0
319,84,84,1.0
103,672,672,1.0
451,2016,2016,1.0
452,592,592,1.0
442,4488,4488,1.0
150,192,192,1.0
269,2184,2184,1.0
9,1176,1176,1.0
56,108,108,1.0
68,1056,1056,1.0
472,3840,3840,1.0
213,720,720,1.0
363,150,150,1.0
477,168,168,1.0
286,2808,2808,1.0
425,144,144,1.0
64,396,396,1.0
40,2304,2304,1.0
345,240,240,1.0
463,96,96,1.0
428,216,216,1.0
162,3760,3760,1.0
94,648,648,1.0
320,1728,1728,1.0
475,4320,4320,1.0
109,336,336,1.0
87,1300,1300,1.0
218,1440,1440,1.0
120,396,396,1.0
335,2160,2160,1.0
253,220,220,1.0
419,192,192,1.0
275,240,240,1.0
107,2496,2496,1.0
172,2660,2660,1.0
239,6144,6144,1.0
142,120,120,1.0
397,360,360,1.0
83,288,288,1.0
49,270,270,1.0
174,330,330,1.0
265,432,432,1.0
378,288,288,1.0
292,864,864,1.0
168,480,480,1.0
359,1200,1200,1.0
203,2310,2310,1.0
383,3696,3696,1.0
460,1152,1152,1.0
392,3168,3168,1.0
389,288,288,1.0
252,4032,4032,1.0
394,396,396,1.0
180,5976,5976,1.0
264,64,64,1.0
177,1080,1080,1.0
347,288,288,1.0
370,3192,3192,1.0
381,504,504,1.0
316,576,576,1.0
350,1344,1344,1.0
146,672,672,1.0
396,360,360,1.0
106,360,360,1.0
410,108,108,1.0
366,2520,2520,1.0
115,1404,1404,1.0
263,1260,1260,1.0
89,756,756,1.0
256,231,231,1.0
85,330,330,1.0
133,2904,2904,1.0
6,21,21,1.0
63,12000,12000,1.0
124,864,864,1.0
405,240,240,1.0
134,384,384,1.0
67,1050,1050,1.0
274,770,770,1.0
446,55,55,1.0
122,594,594,1.0
183,3444,3444,1.0
361,210,210,1.0
332,1188,1188,1.0
435,216,216,1.0
462,288,288,1.0
493,180,180,1.0
386,528,528,1.0
5,960,960,1.0
453,2160,2160,1.0
440,252,252,1.0
449,336,336,1.0
125,680,680,1.0
496,828,828,1.0
167,232,232,1.0
447,2160,2160,1.0
260,2040,2040,1.0
131,1344,1344,1.0
468,480,480,1.0
123,1248,1248,1.0
201,3420,3420,1.0
39,1056,1056,1.0
495,36,36,1.0
398,700,700,1.0
395,972,972,1.0
236,3264,3264,1.0
159,1320,1320,1.0
273,2352,2352,1.0
339,260,260,1.0
372,360,360,1.0
20,384,384,1.0
413,168,168,1.0
352,3456,3456,1.0
254,2736,2736,1.0
407,960,960,1.0
111,1560,1560,1.0
313,1536,1536,1.0
324,1440,1440,1.0
459,480,480,1.0
231,3456,3456,1.0
160,1680,1680,1.0
71,5040,5040,1.0
441,1260,1260,1.0
379,792,792,1.0
60,3888,3888,1.0
217,144,144,1.0
340,180,180,1.0
448,2112,2112,1.0
54,6480,6480,1.0
295,378,378,1.0
179,6810,6810,1.0
62,840,840,1.0
455,240,240,1.0
337,864,864,1.0
1,416,416,1.0
282,768,768,1.0
301,384,384,1.0
210,1536,1536,1.0
416,3456,3456,1.0
14,480,480,1.0
194,2304,2304,1.0
221,960,960,1.0
445,1512,1512,1.0
110,1152,1152,1.0
421,1080,1080,1.0
375,1056,1056,1.0
432,240,240,1.0
2,680,680,1.0
35,2304,2304,1.0
96,2040,2040,1.0
308,3024,3024,1.0
322,1344,1344,1.0
66,324,324,1.0
244,288,288,1.0
390,1152,1152,1.0
278,24,24,1.0
138,252,252,1.0
430,600,600,1.0
490,96,96,1.0
411,2640,2640,1.0
403,336,336,1.0
148,756,756,1.0
246,3456,3456,1.0
241,150,150,1.0
470,196,196,1.0
249,592,592,1.0
163,56,56,1.0
211,3960,3960,1.0
189,1440,1440,1.0
118,2160,2160,1.0
315,324,324,1.0
156,2280,2280,1.0
74,420,420,1.0
232,864,864,1.0
233,32,32,1.0
209,280,280,1.0
277,240,240,1.0
427,60,60,1.0
283,1560,1560,1.0
429,1200,1200,1.0
229,864,864,1.0
257,1560,1560,1.0
182,780,780,1.0
185,2376,2376,1.0
327,72,72,1.0
169,18,18,1.0
391,330,330,1.0
309,90,90,1.0
170,2640,2640,1.0
242,792,792,1.0
155,1260,1260,1.0
171,1296,1296,1.0
139,1296,1296,1.0
483,268,268,1.0
261,1344,1344,1.0
145,270,270,1.0
192,936,936,1.0
358,960,960,1.0
426,120,120,1.0
198,3360,3360,1.0
165,3900,3900,1.0
311,120,120,1.0
285,144,144,1.0
161,480,480,1.0
226,1728,1728,1.0
84,990,990,1.0
296,1680,1680,1.0
190,246,246,1.0
380,192,192,1.0
317,120,120,1.0
364,1200,1200,1.0
291,384,384,1.0
349,2352,2352,1.0
26,192,192,1.0
406,480,480,1.0
276,60,60,1.0
173,192,192,1.0
140,864,864,1.0
480,9,9,1.0
143,3024,3024,1.0
8,370,370,1.0
197,240,240,1.0
298,360,360,1.0
461,56,56,1.0
491,72,72,1.0
489,1344,1344,1.0
481,336,336,1.0
79,480,480,1.0
400,504,504,1.0
484,192,192,1.0
101,2040,2040,1.0
135,2160,2160,1.0
222,576,576,1.0
498,168,168,1.0
353,2304,2304,1.0
214,720,720,1.0
412,960,960,1.0
149,1008,1008,1.0
346,768,768,1.0
488,800,800,1.0
153,1200,1200,1.0
351,60,60,1.0
499,100,100,1.0
199,768,768,1.0
306,120,120,1.0
187,684,684,1.0
492,60,60,1.0
486,21,21,1.0
487,60,60,1.0
485,192,192,1.0
293,64,64,1.0
230,81,81,1.0
497,72,72,1.0
212,540,540,1.0
