pod_id,item_id,qty,order_id,processed_time,task_type
384,3,6,212,1840,1
160,22,4,230,1848,1
265,27,8,200,1862,1
257,25,10,212,1866,1
3,10,10,223,1875,1
132,0,2,165,1875,1
32,44,6,233,1879,1
138,35,8,222,1897,1
129,27,7,208,1899,1
130,222,10,165,1902,1
6,5,4,224,1911,1
134,40,6,233,1917,1
66,7,2,246,1926,1
229,100,3,237,1937,1
405,428,8,-15,1938,1
405,11,6,-15,1938,1
386,35,11,224,1940,1
389,43,8,88,1960,1
201,6,9,232,1961,1
396,8,4,-15,1973,1
360,12,8,172,1987,1
360,32,11,172,1987,1
5,27,10,251,1988,1
153,226,6,88,1991,1
385,12,1,172,1993,1
280,6,4,243,2001,1
7,102,7,148,2013,1
302,101,4,-40,2018,1
302,101,6,-13,2018,1
12,0,6,262,2019,1
67,148,4,148,2026,1
269,3,4,238,2031,1
277,41,4,249,2046,1
277,0,6,249,2046,1
52,31,5,248,2053,1
52,30,5,248,2053,1
228,487,4,249,2059,1
358,27,4,271,2073,1
388,417,10,210,2080,1
151,40,8,219,2080,1
151,18,12,219,2080,1
184,129,10,150,2099,1
416,220,7,39,2100,1
338,199,8,99,2103,1
133,19,4,269,2113,1
268,125,6,99,2121,1
164,18,4,210,2124,1
164,9,5,263,2124,1
260,363,8,195,2135,1
3,26,4,257,2138,1
315,438,8,-51,2143,1
132,0,6,281,2153,1
313,51,6,39,2156,1
154,206,2,268,2161,1
379,11,5,245,2176,1
379,1,8,245,2176,1
128,49,5,272,2177,1
348,36,6,21,2187,1
348,18,6,21,2187,1
224,392,4,245,2190,1
384,15,2,21,2196,1
15,38,7,272,2197,1
355,91,3,127,2207,1
394,29,8,283,2212,1
4,253,3,207,2223,1
134,22,10,-91,2224,1
8,1,7,284,2244,1
320,312,8,264,2245,1
121,49,6,205,2247,1
121,226,10,205,2247,1
193,327,2,169,2254,1
165,2,4,205,2260,1
398,96,10,-91,2271,1
142,20,8,215,2276,1
386,49,6,287,2278,1
163,239,6,265,2289,1
256,13,8,291,2299,1
114,3,3,288,2300,1
114,47,5,274,2300,1
385,36,2,292,2309,1
278,20,6,279,2316,1
244,66,12,289,2320,1
14,149,1,170,2323,1
166,156,10,29,2336,1
34,343,6,296,2338,1
148,64,6,229,2341,1
392,28,6,267,2354,1
136,35,4,302,2367,1
89,294,12,301,2369,1
98,154,12,273,2372,1
391,21,2,229,2381,1
140,248,4,247,2382,1
160,9,2,318,2389,1
96,33,3,247,2393,1
259,18,10,322,2394,1
129,17,8,299,2412,1
388,417,8,321,2416,1
264,1,8,221,2424,1
264,237,4,221,2424,1
5,27,6,320,2430,1
257,251,4,244,2438,1
132,0,1,240,2444,1
328,156,11,300,2445,1
67,12,6,-65,2454,1
67,11,3,-65,2454,1
139,63,4,278,2458,1
414,77,8,240,2467,1
316,57,8,310,2481,1
396,21,7,-65,2488,1
396,254,6,-65,2488,1
258,30,2,310,2490,1
221,105,9,298,2491,1
131,8,7,-94,2510,1
0,151,8,209,2510,1
3,10,4,316,2523,1
210,25,12,297,2540,1
210,15,8,297,2540,1
91,57,8,-94,2545,1
327,41,7,209,2552,1
327,9,10,209,2552,1
394,13,8,297,2563,1
288,11,5,141,2579,1
288,85,5,141,2579,1
22,23,7,313,2583,1
22,10,8,313,2583,1
100,35,7,3,2601,1
100,44,8,3,2601,1
389,14,11,328,2608,1
161,317,10,137,2610,1
17,8,4,141,2621,1
148,64,1,3,2625,1
148,228,8,326,2625,1
33,168,5,259,2626,1
65,491,2,260,2630,1
395,104,6,118,2643,1
265,14,9,-1,2655,1
263,33,4,3,2659,1
263,25,9,326,2659,1
399,34,10,118,2670,1
293,155,10,253,2685,1
253,168,6,184,2688,1
208,103,8,-1,2691,1
208,4,6,336,2691,1
225,176,11,309,2717,1
272,157,11,188,2719,1
277,41,10,330,2725,1
277,0,6,330,2725,1
223,361,3,350,2728,1
122,50,4,138,2739,1
355,91,3,3,2750,1
256,35,12,342,2751,1
281,182,10,347,2755,1
392,26,3,343,2761,1
271,39,5,314,2776,1
410,43,6,188,2778,1
410,8,4,188,2778,1
178,67,10,242,2781,1
403,13,6,351,2794,1
133,30,7,349,2802,1
312,13,10,197,2822,1
312,22,8,197,2822,1
269,1,4,355,2824,1
269,11,4,355,2824,1
132,0,12,358,2825,1
385,36,2,359,2834,1
160,22,6,325,2840,1
257,12,2,391,2843,1
259,18,8,367,2846,1
97,472,4,373,2856,1
16,55,7,-42,2866,1
192,306,10,360,2867,1
386,47,3,354,2867,1
64,2,2,402,2876,1
291,22,4,348,2880,1
294,119,8,356,2888,1
6,31,4,381,2889,1
323,84,4,371,2894,1
394,19,2,356,2897,1
193,20,2,389,2898,1
139,34,3,68,2905,1
227,137,3,234,2908,1
165,2,7,376,2918,1
384,15,2,395,2927,1
142,20,12,105,2940,1
86,28,6,68,2940,1
86,39,8,68,2940,1
379,393,10,109,2954,1
267,137,9,105,2964,1
106,152,3,109,2965,1
400,15,10,379,2967,1
128,48,7,380,2987,1
35,280,10,337,2991,1
225,233,2,377,2996,1
340,31,8,376,3005,1
340,46,8,376,3005,1
268,49,6,377,3014,1
321,20,12,411,3022,1
82,4,4,140,3032,1
82,42,6,140,3032,1
135,328,10,79,3041,1
66,29,7,17,3054,1
66,235,5,17,3054,1
366,8,7,140,3065,1
366,117,6,140,3065,1
130,125,10,79,3067,1
96,33,7,17,3073,1
256,84,8,404,3090,1
50,18,9,366,3090,1
344,197,6,365,3091,1
301,23,2,404,3107,1
301,16,4,405,3107,1
3,18,6,388,3108,1
84,95,10,-98,3118,1
129,27,4,366,3121,1
125,185,8,156,3130,1
140,16,1,414,3136,1
131,26,8,375,3140,1
32,44,7,374,3156,1
385,36,8,-98,3163,1
43,5,6,366,3163,1
43,3,11,183,3163,1
354,179,2,196,3165,1
197,90,8,255,3187,1
71,0,2,375,3192,1
71,15,9,412,3192,1
386,35,2,412,3200,1
326,398,7,401,3207,1
93,0,11,275,3217,1
93,36,11,275,3217,1
258,342,8,425,3223,1
417,475,11,333,3236,1
403,47,7,424,3243,1
130,446,2,428,3245,1
91,130,11,275,3246,1
160,333,2,429,3254,1
353,419,4,183,3259,1
389,43,7,418,3263,1
5,27,10,406,3286,1
299,81,2,423,3289,1
299,9,12,423,3289,1
7,0,12,431,3294,1
99,153,7,384,3306,1
0,450,7,202,3310,1
194,76,5,346,3310,1
64,2,1,436,3316,1
264,4,2,202,3318,1
246,485,4,286,3320,1
161,192,4,440,3333,1
192,382,1,366,3339,1
144,201,9,25,3343,1
187,102,11,458,3345,1
134,22,7,25,3363,1
17,157,9,426,3364,1
132,0,7,443,3365,1
6,5,4,426,3377,1
118,499,4,25,3394,1
118,16,8,459,3394,1
388,42,6,451,3395,1
169,122,12,392,3396,1
84,102,4,329,3410,1
260,38,6,457,3413,1
10,14,10,202,3421,1
331,58,4,353,3423,1
160,345,3,467,3424,1
226,267,1,1,3430,1
297,444,5,439,3445,1
199,404,10,398,3450,1
263,39,12,407,3452,1
387,158,5,357,3461,1
289,298,4,460,3464,1
65,491,8,422,3474,1
129,27,1,370,3481,1
163,238,8,339,3483,1
27,201,8,250,3495,1
27,20,4,250,3495,1
66,7,6,456,3501,1
287,207,10,254,3508,1
291,22,6,250,3513,1
194,58,6,335,3519,1
31,33,4,254,3530,1
31,4,4,254,3530,1
391,474,7,482,3533,1
38,158,8,-55,3541,1
419,107,4,214,3546,1
413,117,6,442,3548,1
7,0,4,491,3554,1
61,4,2,254,3561,1
61,213,2,254,3561,1
133,30,4,421,3567,1
392,28,2,442,3570,1
256,13,10,482,3573,1
230,19,6,446,3585,1
165,4,3,477,3588,1
165,4,3,420,3588,1
128,48,10,481,3600,1
17,423,7,408,3605,1
302,4,6,420,3606,1
390,48,7,479,3620,1
39,78,5,408,3621,1
36,4,1,420,3621,1
36,39,4,490,3621,1
8,1,4,408,3634,1
258,10,9,438,3645,1
344,10,9,487,3659,1
344,15,6,487,3659,1
145,45,11,511,3667,1
145,25,2,511,3667,1
120,29,7,438,3673,1
120,352,4,438,3673,1
112,138,8,448,3681,1
384,3,5,450,3683,1
393,21,9,261,3698,1
327,19,10,493,3710,1
199,362,12,295,3713,1
229,6,6,486,3716,1
377,432,4,295,3726,1
32,100,6,454,3734,1
405,101,4,455,3739,1
275,46,11,509,3750,1
275,7,5,509,3750,1
77,6,8,261,3756,1
147,101,8,399,3762,1
129,17,5,509,3765,1
33,437,4,454,3769,1
197,90,2,503,3778,1
337,87,8,475,3784,1
125,185,7,519,3786,1
3,10,5,518,3793,1
280,36,2,520,3802,1
352,10,8,499,3824,1
312,29,6,470,3829,1
312,23,12,470,3829,1
75,16,9,394,3837,1
75,24,12,394,3837,1
136,262,7,385,3844,1
269,3,5,394,3853,1
399,7,8,394,3875,1
404,370,12,472,3876,1
404,11,7,470,3876,1
305,1,8,466,3880,1
305,36,6,466,3880,1
96,493,2,364,3884,1
9,87,4,352,3896,1
9,26,3,352,3896,1
205,251,6,363,3917,1
205,24,7,363,3917,1
115,47,8,507,3918,1
115,1,7,507,3918,1
264,478,12,352,3927,1
133,1,5,540,3933,1
369,301,1,312,3939,1
267,482,8,468,3941,1
160,428,7,535,3947,1
401,3,6,524,3957,1
223,225,9,559,3965,1
194,352,4,546,3970,1
385,9,9,541,3972,1
235,117,1,541,3978,1
19,172,6,63,3988,1
4,12,7,319,3998,1
388,38,4,569,4002,1
122,8,4,484,4005,1
122,10,12,484,4005,1
100,132,6,559,4023,1
57,368,10,319,4025,1
47,42,2,396,4039,1
47,3,7,396,4039,1
47,30,6,396,4039,1
109,113,6,-35,4043,1
224,212,8,551,4045,1
353,56,6,571,4057,1
6,5,8,315,4068,1
43,0,4,536,4074,1
43,11,8,536,4074,1
13,15,8,567,4080,1
131,41,3,500,4090,1
131,8,5,500,4090,1
86,9,4,-35,4094,1
86,39,3,536,4094,1
15,38,4,531,4106,1
15,307,6,531,4106,1
381,108,8,315,4112,1
416,285,3,500,4123,1
96,33,6,550,4124,1
227,17,8,523,4130,1
227,20,6,449,4130,1
137,335,11,525,4152,1
141,94,10,449,4156,1
396,8,8,573,4174,1
383,30,10,87,4176,1
383,56,11,87,4176,1
268,48,4,449,4183,1
268,2,6,580,4183,1
73,391,2,550,4184,1
403,2,8,445,4206,1
384,3,8,87,4207,1
165,10,4,573,4210,1
165,10,4,556,4210,1
165,2,6,556,4210,1
8,1,3,525,4221,1
138,32,6,578,4224,1
90,2,4,534,4234,1
399,7,11,430,4234,1
132,316,3,523,4246,1
139,16,10,576,4251,1
17,8,8,596,4257,1
160,9,2,523,4259,1
160,5,2,430,4259,1
392,32,4,87,4264,1
7,0,7,601,4279,1
133,1,8,173,4279,1
289,338,6,603,4282,1
256,87,1,-35,4285,1
206,175,4,173,4292,1
129,17,4,607,4299,1
3,18,8,570,4304,1
143,34,5,220,4308,1
390,128,6,585,4316,1
161,292,12,575,4336,1
142,20,12,220,4339,1
270,79,9,610,4341,1
258,12,2,588,4344,1
6,5,1,577,4348,1
130,226,6,220,4357,1
67,148,4,638,4361,1
193,430,9,619,4369,1
192,429,4,605,4370,1
367,79,8,622,4383,1
237,387,6,625,4387,1
21,145,10,584,4397,1
128,48,7,622,4403,1
66,7,8,555,4409,1
131,8,5,626,4413,1
402,82,5,324,4419,1
387,23,8,555,4431,1
400,427,8,498,4435,1
104,453,9,586,4443,1
229,262,1,586,4450,1
394,29,7,608,4452,1
119,358,4,584,4466,1
119,0,8,615,4466,1
32,44,5,618,4467,1
201,27,4,480,4472,1
201,49,4,480,4472,1
346,61,1,-72,4474,1
227,477,8,-72,4496,1
225,464,12,602,4497,1
173,82,10,594,4499,1
141,29,2,647,4505,1
389,43,1,594,4505,1
328,2,8,645,4527,1
152,19,12,629,4537,1
363,8,7,635,4540,1
363,32,10,635,4540,1
71,421,6,227,4545,1
65,491,2,635,4549,1
295,400,8,611,4559,1
12,0,5,635,4564,1
278,20,10,227,4571,1
146,15,8,620,4587,1
418,283,7,561,4591,1
248,34,11,583,4597,1
248,6,4,583,4597,1
136,262,3,616,4608,1
386,37,8,542,4609,1
89,57,6,545,4609,1
241,88,5,629,4623,1
277,0,12,652,4640,1
360,134,7,651,4643,1
396,8,8,452,4645,1
396,21,6,452,4645,1
120,6,6,517,4661,1
0,377,8,621,4662,1
35,313,12,226,4676,1
257,40,6,621,4680,1
336,310,2,599,4685,1
144,15,2,640,4689,1
384,46,2,662,4694,1
92,1,7,589,4704,1
92,19,10,589,4704,1
265,302,9,538,4713,1
289,188,4,617,4717,1
135,378,11,369,4723,1
419,109,3,581,4724,1
405,349,6,-9,4735,1
417,45,4,369,4736,1
352,36,1,393,4743,1
129,16,3,-9,4746,1
131,23,2,393,4752,1
371,207,12,658,4756,1
2,17,4,659,4765,1
156,36,4,644,4769,1
148,47,9,-9,4770,1
272,173,3,644,4780,1
170,434,1,637,4786,1
59,8,6,568,4792,1
59,16,4,568,4792,1
224,39,8,675,4792,1
33,243,6,669,4804,1
36,39,4,613,4805,1
293,6,4,674,4806,1
188,300,7,471,4824,1
17,8,12,613,4836,1
133,30,4,643,4837,1
303,47,8,639,4842,1
303,23,6,639,4842,1
391,21,1,691,4844,1
209,394,3,673,4855,1
269,3,10,630,4863,1
418,169,3,604,4874,1
392,18,10,667,4882,1
270,470,10,218,4886,1
270,1,8,218,4886,1
181,124,10,465,4901,1
320,311,8,667,4904,1
183,4,2,533,4909,1
263,39,10,218,4913,1
51,4,6,533,4927,1
12,0,9,700,4929,1
61,4,4,529,4940,1
258,388,7,705,4949,1
324,5,8,218,4949,1
324,343,6,435,4949,1
306,261,4,670,4962,1
64,8,11,708,4969,1
136,188,8,693,4971,1
3,12,8,670,4984,1
189,4,6,529,4987,1
385,12,1,670,4991,1
160,17,2,680,4996,1
160,5,7,680,4996,1
163,169,6,547,5005,1
370,332,3,-5,5016,1
37,8,10,706,5023,1
147,470,10,427,5035,1
147,15,8,699,5035,1
279,103,9,522,5041,1
131,424,4,432,5056,1
131,8,9,432,5056,1
74,127,7,710,5061,1
8,1,4,697,5069,1
278,12,6,522,5078,1
363,8,12,427,5083,1
363,19,7,427,5083,1
132,316,4,432,5083,1
65,420,2,678,5087,1
122,8,1,432,5089,1
36,124,10,552,5109,1
130,216,8,692,5109,1
29,36,9,655,5114,1
66,7,5,649,5125,1
255,299,10,690,5136,1
374,99,9,655,5138,1
1,208,9,711,5149,1
133,1,6,740,5156,1
292,13,5,668,5163,1
292,0,5,668,5163,1
64,8,11,735,5178,1
71,8,10,704,5183,1
384,23,10,513,5190,1
344,375,3,704,5194,1
257,40,9,702,5203,1
416,108,4,513,5203,1
142,20,3,681,5214,1
402,0,6,722,5221,1
4,253,12,485,5225,1
385,12,4,755,5227,1
179,59,4,92,5234,1
258,257,6,485,5243,1
321,240,8,598,5249,1
43,73,2,712,5252,1
256,13,7,92,5254,1
12,0,4,759,5263,1
236,59,6,266,5272,1
398,96,10,725,5278,1
131,99,3,648,5289,1
341,195,6,688,5292,1
341,41,5,688,5292,1
32,90,2,714,5301,1
269,3,12,266,5303,1
259,33,10,562,5330,1
313,10,8,694,5332,1
313,36,9,694,5332,1
355,25,9,714,5341,1
355,14,7,714,5341,1
197,90,6,757,5359,1
67,12,2,657,5363,1
67,51,10,657,5363,1
391,12,1,657,5370,1
18,40,7,562,5372,1
18,49,10,728,5372,1
140,16,7,609,5379,1
393,21,10,463,5396,1
392,32,6,765,5397,1
404,31,6,703,5404,1
404,11,6,703,5404,1
288,44,6,609,5414,1
151,199,8,463,5419,1
330,26,5,741,5448,1
330,43,8,741,5448,1
253,51,6,516,5457,1
253,3,9,516,5457,1
327,0,8,703,5462,1
327,0,9,564,5462,1
327,22,7,564,5462,1
177,89,5,631,5463,1
278,20,2,516,5465,1
133,19,3,554,5473,1
5,27,5,772,5479,1
265,24,6,756,5483,1
274,123,4,744,5492,1
6,5,7,769,5503,1
401,3,12,554,5504,1
329,468,5,744,5508,1
142,20,4,778,5517,1
97,187,5,733,5520,1
289,298,4,752,5521,1
129,148,4,776,5533,1
386,37,7,771,5537,1
160,22,7,785,5541,1
270,79,3,554,5544,1
258,12,2,782,5545,1
245,160,2,742,5550,1
128,49,6,767,5563,1
397,70,8,748,5572,1
134,22,9,733,5578,1
134,40,4,733,5578,1
261,200,6,803,5581,1
389,43,6,748,5590,1
394,19,5,784,5593,1
385,9,1,801,5596,1
400,37,10,803,5608,1
96,33,4,793,5621,1
330,123,10,572,5623,1
275,44,2,612,5636,1
275,44,9,780,5636,1
275,46,6,612,5636,1
226,267,5,12,5639,1
148,5,7,800,5641,1
277,5,7,549,5659,1
161,347,6,768,5659,1
2,11,11,612,5665,1
1,289,5,758,5674,1
358,27,7,612,5685,1
361,64,4,750,5688,1
146,15,2,799,5693,1
3,10,1,791,5694,1
83,347,2,802,5703,1
272,209,8,12,5704,1
272,22,10,12,5704,1
8,1,6,805,5711,1
10,230,6,549,5721,1
152,111,7,701,5723,1
360,134,2,632,5732,1
417,45,6,781,5739,1
260,206,5,812,5755,1
66,29,7,383,5756,1
66,7,11,383,5756,1
258,10,12,807,5763,1
256,35,4,812,5768,1
133,1,9,114,5780,1
412,209,5,632,5783,1
412,30,2,632,5783,1
241,75,6,677,5801,1
263,39,10,114,5807,1
309,173,4,812,5822,1
309,173,8,417,5822,1
309,49,10,417,5822,1
328,57,8,532,5823,1
290,244,4,746,5835,1
168,1,6,383,5841,1
168,40,7,383,5841,1
156,36,8,774,5846,1
192,426,6,532,5863,1
292,356,11,739,5864,1
264,1,10,795,5867,1
4,9,8,417,5886,1
91,342,2,749,5890,1
91,130,8,749,5890,1
68,140,6,-67,5894,1
68,140,4,114,5894,1
68,-1,-1,-999,5894,2
254,140,3,114,5905,1
254,-1,-1,-999,5905,2
96,33,6,836,5908,1
396,244,8,751,5908,1
98,381,1,720,5911,1
390,10,4,751,5922,1
17,28,7,834,5932,1
410,28,12,754,5939,1
354,379,4,770,5952,1
97,21,12,835,5953,1
137,492,5,724,5968,1
168,140,4,747,5977,1
168,140,6,-92,5977,1
168,-1,-1,-999,5977,2
299,11,8,806,5986,1
299,9,5,806,5986,1
198,10,5,810,5988,1
198,0,2,810,5988,1
3,26,2,806,5995,1
285,118,10,332,6004,1
281,161,3,327,6006,1
128,49,7,842,6008,1
257,25,8,327,6028,1
122,455,8,804,6031,1
110,161,7,241,6048,1
155,21,8,530,6048,1
155,19,10,530,6048,1
90,2,10,762,6058,1
388,42,8,241,6070,1
309,37,6,332,6071,1
309,406,2,332,6071,1
18,50,6,762,6075,1
260,38,9,553,6095,1
0,151,11,848,6104,1
44,291,5,530,6106,1
44,23,9,530,6106,1
259,33,6,850,6113,1
363,277,4,530,6120,1
12,0,9,727,6129,1
384,3,7,731,6133,1
223,182,3,530,6137,1
223,26,3,530,6137,1
206,175,7,727,6149,1
262,45,6,854,6150,1
51,47,5,709,6166,1
51,46,6,709,6166,1
28,52,8,527,6173,1
319,19,8,809,6180,1
319,24,4,809,6180,1
375,5,8,661,6193,1
375,464,2,661,6193,1
274,15,5,709,6209,1
42,36,4,798,6209,1
42,34,7,798,6209,1
31,38,8,707,6217,1
31,25,10,707,6217,1
287,93,6,817,6227,1
396,8,9,852,6234,1
321,40,4,731,6240,1
321,14,4,707,6240,1
68,140,5,-92,6242,1
68,-1,-1,-999,6242,2
254,86,2,409,6255,1
254,86,2,186,6255,1
165,81,6,731,6257,1
16,10,2,372,6258,1
16,34,7,372,6258,1
102,38,10,826,6282,1
10,56,9,372,6283,1
368,52,10,686,6284,1
89,119,2,850,6293,1
97,21,4,860,6296,1
148,47,12,884,6313,1
195,21,6,868,6314,1
328,57,9,378,6318,1
361,64,2,872,6322,1
120,109,2,553,6326,1
297,264,10,783,6341,1
386,350,6,378,6344,1
6,5,12,689,6353,1
90,2,8,453,6367,1
43,0,8,683,6381,1
43,36,8,683,6381,1
136,35,11,870,6382,1
256,35,8,453,6389,1
147,15,4,875,6402,1
249,60,7,689,6402,1
