sequence_id,order_id,order_type,item_id,item_quantity,order_arrival,assigned_station,assigned_pod,status,order_processed,order_finished
110,-51,1,438,8,0,picker-3,,1,,2143.0
111,-50,1,186,8,0,picker-3,,1,,1082.0
112,-49,1,0,7,0,picker-3,,1,0.0,134.0
113,-48,1,17,8,0,picker-1,,1,,571.0
114,-47,1,223,5,0,picker-1,,1,,1141.0
115,-46,1,10,5,0,picker-2,,1,0.0,297.0
116,-46,1,47,8,0,picker-2,,1,0.0,187.0
117,-46,1,5,9,0,picker-2,,1,0.0,454.0
118,-46,1,46,8,0,picker-2,,1,0.0,454.0
119,-46,1,44,4,0,picker-2,,1,0.0,454.0
120,-45,1,5,6,0,picker-2,,1,,637.0
121,-45,1,413,9,0,picker-2,,1,,661.0
122,-44,1,155,2,0,picker-2,,1,,1158.0
123,-43,1,317,9,0,picker-2,,1,,945.0
124,-42,1,55,7,0,picker-2,,1,,2866.0
125,-41,1,89,9,0,picker-1,,1,,1466.0
126,-40,1,101,4,0,picker-3,,1,,2018.0
127,-39,1,12,4,0,picker-3,,1,,581.0
128,-39,1,10,4,0,picker-3,,1,,581.0
129,-38,1,40,8,0,,,-3,,
130,-38,1,52,5,0,,,-3,,
131,-37,1,6,7,0,,,-3,,
132,-37,1,247,6,0,,,-3,,
133,-36,1,41,6,0,,,-3,,
134,-36,1,2,6,0,,,-3,,
135,-36,1,173,4,0,,,-3,,
136,-36,1,73,8,0,,,-3,,
137,-36,1,37,11,0,,,-3,,
138,-36,1,112,6,0,,,-3,,
139,-36,1,40,4,0,,,-3,,
140,-36,1,436,4,0,,,-3,,
141,-35,1,9,4,0,picker-3,,1,,4094.0
142,-35,1,87,1,0,picker-3,,1,,4285.0
143,-35,1,113,6,0,picker-3,,1,,4043.0
144,-34,1,201,4,0,picker-3,,1,,916.0
145,-33,1,8,8,0,picker-2,,1,,546.0
146,-32,1,0,10,0,picker-3,,1,0.0,134.0
147,-31,1,57,7,0,,,-3,,
148,-31,1,186,8,0,,,-3,,
149,-31,1,177,11,0,,,-3,,
150,-31,1,20,4,0,,,-3,,
151,-31,1,30,6,0,,,-3,,
152,-30,1,340,6,0,picker-1,,1,,8361.0
153,-30,1,81,10,0,picker-1,,1,,8305.0
154,-30,1,15,6,0,picker-1,,1,,8343.0
155,-30,1,112,9,0,picker-1,,1,,8343.0
156,-29,1,221,3,0,picker-3,,1,,976.0
157,-29,1,207,1,0,picker-3,,1,,1009.0
158,-28,1,49,4,0,picker-1,,1,,231.0
159,-27,1,1,5,0,picker-2,,1,0.0,187.0
160,-26,1,0,4,0,picker-3,,1,0.0,134.0
161,-26,1,3,4,0,picker-3,,1,0.0,134.0
162,-26,1,2,5,0,picker-3,,1,0.0,244.0
163,-25,1,147,1,0,picker-1,,1,,237.0
164,-24,1,44,9,0,picker-1,,1,,378.0
165,-23,1,427,3,0,picker-1,,1,,976.0
166,-22,1,7,7,0,picker-3,,1,,441.0
167,-21,1,7,8,0,picker-2,,1,,764.0
168,-20,1,405,8,0,picker-3,,1,,421.0
169,-19,1,5,9,0,picker-2,,1,,570.0
170,-18,1,299,5,0,picker-3,,1,,510.0
171,-17,1,2,5,0,picker-2,,1,0.0,378.0
172,-17,1,1,5,0,picker-2,,1,0.0,187.0
173,-16,1,456,6,0,picker-3,,1,,1158.0
174,-15,1,8,4,0,picker-3,,1,,1973.0
175,-15,1,428,8,0,picker-3,,1,,1938.0
176,-15,1,11,6,0,picker-3,,1,,1938.0
177,-14,1,0,7,0,picker-2,,1,,898.0
178,-14,1,9,10,0,picker-2,,1,,898.0
179,-14,1,1,4,0,picker-2,,1,,855.0
180,-13,1,101,6,0,picker-3,,1,,2018.0
181,-12,1,61,5,0,picker-1,,1,,793.0
182,-11,1,305,11,0,picker-1,,1,,440.0
183,-10,1,3,6,0,picker-3,,1,,309.0
184,-10,1,14,10,0,picker-3,,1,,468.0
185,-9,1,16,3,0,picker-3,,1,,4746.0
186,-9,1,349,6,0,picker-3,,1,,4735.0
187,-9,1,47,9,0,picker-3,,1,,4770.0
188,-8,1,102,6,0,,,-3,,
189,-8,1,50,7,0,,,-3,,
190,-8,1,6,6,0,,,-3,,
191,-7,1,35,8,0,picker-1,,1,,264.0
192,-6,1,211,6,0,picker-1,,1,,700.0
193,-5,1,332,3,0,picker-2,,1,,5016.0
194,-4,1,26,9,0,picker-3,,1,,492.0
195,-3,1,290,6,0,,,-3,,
196,-3,1,323,7,0,,,-3,,
197,-3,1,389,2,0,,,-3,,
198,-3,1,120,8,0,,,-3,,
199,-3,1,322,6,0,,,-3,,
200,-2,1,1,8,0,picker-2,,1,0.0,187.0
201,-2,1,79,7,0,picker-2,,1,0.0,215.0
202,-1,1,14,9,0,picker-3,,1,,2655.0
203,-1,1,103,8,0,picker-3,,1,,2691.0
204,0,1,57,12,60,picker-3,,1,,1247.0
205,1,1,267,1,60,picker-2,,1,,3430.0
206,2,1,37,8,60,,,-3,,
207,2,1,456,8,60,,,-3,,
208,2,1,121,7,60,,,-3,,
209,2,1,11,8,60,,,-3,,
210,3,1,91,3,60,picker-1,,1,,2750.0
211,3,1,64,1,60,picker-1,,1,,2625.0
212,3,1,35,7,60,picker-1,,1,,2601.0
213,3,1,44,8,60,picker-1,,1,,2601.0
214,3,1,33,4,60,picker-1,,1,,2659.0
215,4,1,18,6,60,picker-3,,1,,528.0
216,5,1,53,4,60,picker-3,,1,,1122.0
217,6,1,0,1,60,picker-3,,1,,510.0
218,7,1,77,6,60,picker-3,,1,,775.0
219,8,1,23,6,60,picker-1,,1,,282.0
220,9,1,164,6,60,,,-3,,
221,9,1,46,8,60,,,-3,,
222,9,1,107,10,60,,,-3,,
223,9,1,43,12,60,,,-3,,
224,10,1,89,2,120,picker-1,,1,,1441.0
225,10,1,1,10,120,picker-1,,1,,1432.0
226,11,1,13,6,120,picker-1,,1,,353.0
227,12,1,209,8,120,picker-2,,1,,5704.0
228,12,1,22,10,120,picker-2,,1,,5704.0
229,12,1,267,5,120,picker-2,,1,,5639.0
230,13,1,1,3,120,picker-1,,1,,505.0
231,14,1,27,2,120,picker-1,,1,,264.0
232,15,1,14,6,120,picker-2,,1,,962.0
233,15,1,31,8,120,picker-2,,1,,920.0
234,16,1,478,12,120,picker-1,,1,,549.0
235,17,1,29,7,120,picker-2,,1,,3054.0
236,17,1,235,5,120,picker-2,,1,,3054.0
237,17,1,33,7,120,picker-2,,1,,3073.0
238,18,1,42,8,120,picker-3,,1,,421.0
239,18,1,2,10,120,picker-3,,1,,381.0
240,19,1,45,6,180,picker-1,,1,,925.0
241,20,1,7,3,180,picker-3,,1,,1020.0
242,20,1,207,10,180,picker-3,,1,,1002.0
243,21,1,36,6,180,picker-2,,1,,2187.0
244,21,1,18,6,180,picker-2,,1,,2187.0
245,21,1,15,2,180,picker-2,,1,,2196.0
246,22,1,191,8,180,picker-3,,1,,679.0
247,23,1,265,6,180,picker-2,,1,,1472.0
248,24,1,155,5,180,picker-2,,1,,1239.0
249,24,1,26,5,180,picker-2,,1,,1272.0
250,24,1,166,11,180,picker-2,,1,,1223.0
251,24,1,30,9,180,picker-2,,1,,1194.0
252,24,1,281,5,180,picker-2,,1,,1194.0
253,25,1,499,4,180,picker-3,,1,,3394.0
254,25,1,22,7,180,picker-3,,1,,3363.0
255,25,1,201,9,180,picker-3,,1,,3343.0
256,26,1,38,8,180,picker-2,,1,,1688.0
257,26,1,126,2,180,picker-2,,1,,1697.0
258,27,1,1,11,180,picker-1,,1,,336.0
259,28,1,27,10,240,picker-1,,1,,467.0
260,29,1,156,10,240,picker-2,,1,,2336.0
261,30,1,41,10,240,picker-3,,1,,657.0
262,30,1,5,5,240,picker-3,,1,,657.0
263,31,1,100,4,240,picker-3,,1,,9383.0
264,31,1,59,8,240,picker-3,,1,,9359.0
265,31,1,41,2,240,picker-3,,1,,9392.0
266,32,1,105,7,240,picker-3,,1,,826.0
267,33,1,20,6,240,picker-1,,1,,682.0
268,34,1,197,6,240,,,-3,,
269,34,1,117,3,240,,,-3,,
270,34,1,257,7,240,,,-3,,
271,34,1,6,10,240,,,-3,,
272,35,1,4,4,240,picker-1,,1,,518.0
273,36,1,265,1,240,,,-3,,
274,36,1,282,9,240,,,-3,,
275,36,1,152,6,240,,,-3,,
276,37,1,427,6,300,picker-1,,1,,718.0
277,38,1,4,10,300,,,-3,,
278,38,1,42,3,300,,,-3,,
279,38,1,27,6,300,,,-3,,
280,38,1,1,9,300,,,-3,,
281,38,1,12,6,300,,,-3,,
282,38,1,136,10,300,,,-3,,
283,39,1,51,6,300,picker-2,,1,,2156.0
284,39,1,220,7,300,picker-2,,1,,2100.0
285,40,1,47,5,300,picker-2,,1,,686.0
286,41,1,90,5,300,picker-1,,1,,494.0
287,42,1,366,2,300,picker-1,,1,,985.0
288,43,1,132,6,300,,,-3,,
289,43,1,29,2,300,,,-3,,
290,43,1,332,8,300,,,-3,,
291,43,1,39,6,300,,,-3,,
292,43,1,1,2,300,,,-3,,
293,44,1,17,3,300,picker-1,,1,,478.0
294,45,1,20,8,360,picker-3,,1,,902.0
295,46,1,30,3,360,picker-3,,1,,657.0
296,47,1,41,2,360,picker-1,,1,,618.0
297,48,1,476,11,360,picker-1,,1,,600.0
298,49,1,192,6,360,picker-2,,1,,784.0
299,49,1,111,6,360,picker-2,,1,,824.0
300,49,1,0,10,360,picker-2,,1,,824.0
301,49,1,292,1,360,picker-2,,1,,784.0
302,50,1,298,9,360,picker-1,,1,,1125.0
303,50,1,143,1,360,picker-1,,1,,1147.0
304,51,1,262,2,360,picker-1,,1,,1706.0
305,52,1,187,12,360,,,-3,,
306,52,1,88,10,360,,,-3,,
307,53,1,16,12,420,picker-2,,1,,742.0
308,53,1,10,11,420,picker-2,,1,,742.0
309,54,1,210,5,420,,,-3,,
310,54,1,277,6,420,,,-3,,
311,54,1,79,10,420,,,-3,,
312,54,1,26,8,420,,,-3,,
313,54,1,11,4,420,,,-3,,
314,54,1,48,4,420,,,-3,,
315,55,1,77,3,420,picker-3,,1,,757.0
316,55,1,41,4,420,picker-3,,1,,740.0
317,56,1,44,4,420,picker-1,,1,,1555.0
318,56,1,43,6,420,picker-1,,1,,1555.0
319,57,1,82,5,420,picker-1,,1,,7916.0
320,57,1,20,9,420,picker-1,,1,,7729.0
321,58,1,42,8,420,picker-3,,1,,8035.0
322,58,1,55,8,420,picker-3,,1,,8095.0
323,59,1,15,7,420,picker-1,,1,,751.0
324,60,1,13,12,420,picker-3,,1,,613.0
325,61,1,0,4,420,picker-3,,1,,559.0
326,62,1,3,7,420,picker-1,,1,,1697.0
327,62,1,160,6,420,picker-1,,1,,1697.0
328,63,1,172,6,420,picker-2,,1,,3988.0
329,64,1,31,2,420,picker-2,,1,,619.0
330,65,1,335,2,480,picker-3,,1,,1327.0
331,65,1,47,11,480,picker-3,,1,,1318.0
332,66,1,7,2,480,picker-2,,1,,998.0
333,67,1,44,7,480,,,-3,,
334,67,1,449,7,480,,,-3,,
335,67,1,2,12,480,,,-3,,
336,68,1,28,6,480,picker-3,,1,,2940.0
337,68,1,39,8,480,picker-3,,1,,2940.0
338,68,1,34,3,480,picker-3,,1,,2905.0
339,69,1,1,7,480,picker-1,,1,,638.0
340,70,1,4,8,480,picker-1,,1,,665.0
341,71,1,20,4,540,picker-3,,1,,788.0
342,72,1,431,6,540,picker-3,,1,,902.0
343,73,1,373,4,540,picker-1,,1,,1497.0
344,73,1,22,12,540,picker-1,,1,,1528.0
345,73,1,135,5,540,picker-1,,1,,1570.0
346,74,1,45,10,540,picker-1,,1,,1063.0
347,74,1,205,5,540,picker-1,,1,,1000.0
348,74,1,346,6,540,picker-1,,1,,1063.0
349,75,1,1,10,540,picker-3,,1,,1109.0
350,76,1,102,10,540,picker-2,,1,,1835.0
351,77,1,42,2,600,picker-2,,1,,1341.0
352,77,1,34,7,600,picker-2,,1,,1332.0
353,78,1,176,6,600,,,-3,,
354,78,1,216,10,600,,,-3,,
355,78,1,0,9,600,,,-3,,
356,78,1,158,6,600,,,-3,,
357,79,1,328,10,600,picker-3,,1,,3041.0
358,79,1,125,10,600,picker-3,,1,,3067.0
359,80,1,143,6,600,,,-3,,
360,80,1,56,5,600,,,-3,,
361,80,1,30,4,600,,,-3,,
362,81,1,20,1,600,picker-3,,1,,1060.0
363,81,1,7,7,600,picker-3,,1,,1053.0
364,82,1,63,6,600,picker-2,,1,,842.0
365,83,1,24,6,600,picker-3,,1,,806.0
366,84,1,42,4,600,picker-2,,1,,1285.0
367,85,1,107,4,600,picker-1,,1,,1076.0
368,85,1,18,9,600,picker-1,,1,,1101.0
369,86,1,21,7,660,picker-1,,1,,885.0
370,86,1,3,10,660,picker-1,,1,,885.0
371,86,1,22,10,660,picker-1,,1,,833.0
372,87,1,30,10,660,picker-2,,1,,4176.0
373,87,1,56,11,660,picker-2,,1,,4176.0
374,87,1,3,8,660,picker-2,,1,,4207.0
375,87,1,32,4,660,picker-2,,1,,4264.0
376,88,1,226,6,660,picker-3,,1,,1991.0
377,88,1,43,8,660,picker-3,,1,,1960.0
378,89,1,91,12,660,picker-3,,1,,964.0
379,90,1,62,4,660,picker-3,,1,,866.0
380,91,1,47,10,660,picker-3,,1,,853.0
381,92,1,59,4,660,picker-1,,1,,5234.0
382,92,1,13,7,660,picker-1,,1,,5254.0
383,93,1,17,2,660,picker-1,,1,,842.0
384,94,1,24,10,660,picker-3,,1,,1465.0
385,94,1,2,2,660,picker-3,,1,,1403.0
386,94,1,214,6,660,picker-3,,1,,1465.0
387,94,1,249,8,660,picker-3,,1,,1425.0
388,95,1,376,6,720,picker-3,,1,,1664.0
389,95,1,15,10,720,picker-3,,1,,1619.0
390,96,1,11,11,720,picker-1,,1,,965.0
391,96,1,9,5,720,picker-1,,1,,965.0
392,97,1,203,5,720,,,-3,,
393,97,1,383,12,720,,,-3,,
394,98,1,26,9,720,,,-3,,
395,98,1,29,6,720,,,-3,,
396,98,1,473,5,720,,,-3,,
397,98,1,405,5,720,,,-3,,
398,98,1,38,6,720,,,-3,,
399,98,1,24,6,720,,,-3,,
400,98,1,71,8,720,,,-3,,
401,99,1,199,8,720,picker-3,,1,,2103.0
402,99,1,125,6,720,picker-3,,1,,2121.0
403,100,1,62,6,720,picker-3,,1,,933.0
404,101,1,12,8,720,picker-1,,1,,907.0
405,102,1,33,10,720,,,-3,,
406,102,1,21,8,720,,,-3,,
407,102,1,0,10,720,,,-3,,
408,102,1,320,8,720,,,-3,,
409,102,1,30,9,720,,,-3,,
410,103,1,498,10,720,picker-2,,1,,989.0
411,104,1,2,8,780,,,-3,,
412,104,1,10,8,780,,,-3,,
413,104,1,217,9,780,,,-3,,
414,104,1,7,2,780,,,-3,,
415,104,1,159,5,780,,,-3,,
416,105,1,20,12,780,picker-2,,1,,2940.0
417,105,1,137,9,780,picker-2,,1,,2964.0
418,106,1,202,4,780,,,-3,,
419,106,1,43,5,780,,,-3,,
420,106,1,6,8,780,,,-3,,
421,106,1,31,6,780,,,-3,,
422,106,1,4,6,780,,,-3,,
423,107,1,78,2,780,picker-2,,1,,1494.0
424,107,1,32,10,780,picker-2,,1,,1521.0
425,108,1,0,8,780,picker-3,,1,,1487.0
426,108,1,2,6,780,picker-3,,1,,1523.0
427,109,1,393,10,780,picker-1,,1,,2954.0
428,109,1,152,3,780,picker-1,,1,,2965.0
429,110,1,284,7,780,picker-1,,1,,8047.0
430,110,1,39,9,780,picker-1,,1,,8012.0
431,111,1,45,10,780,picker-2,,1,,1047.0
432,112,1,15,9,780,picker-2,,1,,10833.0
433,112,1,398,9,780,picker-2,,1,,10756.0
434,112,1,7,10,780,picker-2,,1,,10756.0
435,113,1,188,8,780,picker-1,,1,,1023.0
436,114,1,39,10,780,picker-1,,1,,5807.0
437,114,1,1,9,780,picker-1,,1,,5780.0
438,114,1,140,7,780,picker-1,,1,,5905.0
439,115,1,9,2,840,picker-2,,1,,1332.0
440,115,1,70,8,840,picker-2,,1,,1308.0
441,116,1,76,6,840,,,-3,,
442,116,1,32,8,840,,,-3,,
443,116,1,177,5,840,,,-3,,
444,116,1,6,9,840,,,-3,,
445,117,1,341,8,840,picker-2,,1,,1069.0
446,118,1,34,10,900,picker-2,,1,,2670.0
447,118,1,104,6,900,picker-2,,1,,2643.0
448,119,1,27,6,900,picker-3,,1,,1053.0
449,120,1,13,7,900,,,-3,,
450,120,1,286,4,900,,,-3,,
451,120,1,397,8,900,,,-3,,
452,120,1,241,3,900,,,-3,,
453,121,1,114,4,900,picker-1,,1,,1783.0
454,122,1,47,8,900,picker-3,,1,,1180.0
455,122,1,294,6,900,picker-3,,1,,1215.0
456,123,1,73,4,960,picker-2,,1,,1408.0
457,124,1,36,6,960,picker-3,,1,,1140.0
458,125,1,4,10,960,picker-3,,1,,1632.0
459,125,1,251,8,960,picker-3,,1,,1592.0
460,126,1,319,10,960,picker-2,,1,,1150.0
461,127,1,91,3,960,picker-2,,1,,2207.0
462,128,1,97,8,960,picker-2,,1,,1395.0
463,129,1,327,8,960,picker-2,,1,,1272.0
464,130,1,292,6,960,picker-1,,1,,1216.0
465,131,1,92,9,960,picker-1,,1,,1172.0
466,132,1,26,11,960,,,-3,,
467,132,1,21,8,960,,,-3,,
468,132,1,186,8,960,,,-3,,
469,132,1,91,4,960,,,-3,,
470,132,1,12,6,960,,,-3,,
471,132,1,458,4,960,,,-3,,
472,132,1,67,7,960,,,-3,,
473,132,1,32,4,960,,,-3,,
474,132,1,1,10,960,,,-3,,
475,133,1,97,12,960,picker-2,,1,,1554.0
476,134,1,35,10,960,picker-1,,1,,1198.0
477,135,1,191,6,1020,picker-3,,1,,1198.0
478,136,1,120,9,1020,picker-1,,1,,1241.0
479,137,1,317,10,1020,picker-2,,1,,2610.0
480,138,1,50,4,1020,picker-1,,1,,2739.0
481,139,1,96,8,1020,,,-3,,
482,139,1,231,6,1020,,,-3,,
483,139,1,100,8,1020,,,-3,,
484,139,1,296,8,1020,,,-3,,
485,140,1,4,4,1020,picker-1,,1,,3032.0
486,140,1,8,7,1020,picker-1,,1,,3065.0
487,140,1,42,6,1020,picker-1,,1,,3032.0
488,140,1,117,6,1020,picker-1,,1,,3065.0
489,141,1,11,5,1020,picker-3,,1,,2579.0
490,141,1,8,4,1020,picker-3,,1,,2621.0
491,141,1,85,5,1020,picker-3,,1,,2579.0
492,142,1,98,8,1080,picker-2,,1,,1808.0
493,143,1,26,8,1080,picker-2,,1,,1666.0
494,143,1,28,10,1080,picker-2,,1,,1666.0
495,143,1,490,8,1080,picker-2,,1,,1576.0
496,144,1,7,8,1080,picker-3,,1,,1349.0
497,145,1,35,7,1080,picker-1,,1,,1726.0
498,145,1,88,5,1080,picker-1,,1,,1741.0
499,146,1,30,11,1080,picker-3,,1,,1276.0
500,147,1,135,4,1080,picker-2,,1,,9494.0
501,147,1,176,6,1080,picker-2,,1,,9400.0
502,147,1,464,8,1080,picker-2,,1,,9423.0
503,148,1,102,7,1080,picker-2,,1,,2013.0
504,148,1,148,4,1080,picker-2,,1,,2026.0
505,149,1,160,2,1080,picker-1,,1,,1621.0
506,150,1,129,10,1080,picker-1,,1,,2099.0
507,151,1,22,2,1080,picker-1,,1,,1386.0
508,152,1,11,4,1080,picker-3,,1,,1289.0
509,153,1,151,10,1080,picker-1,,1,,1325.0
510,154,1,33,12,1080,picker-2,,1,,1372.0
511,155,1,417,4,1080,,,-3,,
512,155,1,219,5,1080,,,-3,,
513,156,1,185,8,1080,picker-3,,1,,3130.0
514,157,1,13,9,1140,picker-1,,1,,1377.0
515,157,1,49,12,1140,picker-1,,1,,1377.0
516,158,1,312,5,1140,picker-3,,1,,1539.0
517,159,1,89,6,1140,picker-1,,1,,1483.0
518,160,1,1,7,1140,picker-1,,1,,1406.0
519,161,1,43,2,1140,,,-3,,
520,161,1,157,6,1140,,,-3,,
521,162,1,6,6,1140,picker-2,,1,,1594.0
522,163,1,12,4,1140,picker-3,,1,,1362.0
523,164,1,104,8,1140,,,-3,,
524,164,1,39,7,1140,,,-3,,
525,164,1,32,3,1140,,,-3,,
526,164,1,3,8,1140,,,-3,,
527,164,1,329,8,1140,,,-3,,
528,164,1,90,12,1140,,,-3,,
529,165,1,0,2,1200,picker-3,,1,,1875.0
530,165,1,222,10,1200,picker-3,,1,,1902.0
531,166,1,38,4,1200,picker-2,,1,,1485.0
532,167,1,12,8,1200,picker-3,,1,,1523.0
533,168,1,46,12,1200,picker-3,,1,,1394.0
534,169,1,327,2,1200,picker-3,,1,,2254.0
535,170,1,149,1,1200,picker-3,,1,,2323.0
536,171,1,0,7,1200,,,-3,,
537,171,1,33,6,1200,,,-3,,
538,171,1,474,5,1200,,,-3,,
539,171,1,244,4,1200,,,-3,,
540,172,1,12,9,1260,picker-2,,1,,1993.0
541,172,1,32,11,1260,picker-2,,1,,1987.0
542,173,1,175,4,1260,picker-1,,1,,4292.0
543,173,1,1,8,1260,picker-1,,1,,4279.0
544,174,1,41,6,1260,,,-3,,
545,174,1,42,8,1260,,,-3,,
546,174,1,21,8,1260,,,-3,,
547,174,1,101,10,1260,,,-3,,
548,175,1,210,11,1260,,,-3,,
549,175,1,14,12,1260,,,-3,,
550,175,1,223,10,1260,,,-3,,
551,175,1,12,7,1260,,,-3,,
552,175,1,460,4,1260,,,-3,,
553,175,1,40,6,1260,,,-3,,
554,175,1,6,5,1260,,,-3,,
555,175,1,100,11,1260,,,-3,,
556,175,1,162,7,1260,,,-3,,
557,176,1,374,4,1260,picker-2,,1,,1786.0
558,177,1,10,6,1260,picker-3,,1,,1664.0
559,178,1,34,7,1260,picker-2,,1,,1428.0
560,179,1,16,6,1260,picker-1,,1,,1664.0
561,179,1,6,9,1260,picker-1,,1,,1646.0
562,180,1,227,8,1260,,,-3,,
563,180,1,104,6,1260,,,-3,,
564,180,1,30,12,1260,,,-3,,
565,180,1,189,3,1260,,,-3,,
566,180,1,20,2,1260,,,-3,,
567,181,1,6,6,1260,picker-2,,1,,1737.0
568,181,1,0,8,1260,picker-2,,1,,1719.0
569,182,1,2,6,1320,picker-3,,1,,1556.0
