item_id,current_global_qty,max_global_qty,global_inv_level
411,960,960,1.0
412,1920,1920,1.0
413,2016,2016,1.0
414,693,693,1.0
415,360,360,1.0
416,80,80,1.0
417,288,288,1.0
418,216,216,1.0
419,504,504,1.0
420,440,440,1.0
421,1152,1152,1.0
422,288,288,1.0
423,240,240,1.0
424,864,864,1.0
425,900,900,1.0
426,396,396,1.0
427,270,270,1.0
428,220,220,1.0
429,504,504,1.0
430,72,72,1.0
431,60,60,1.0
432,96,96,1.0
433,192,192,1.0
434,720,720,1.0
435,90,90,1.0
436,256,256,1.0
437,288,288,1.0
438,144,144,1.0
439,144,144,1.0
440,144,144,1.0
441,168,168,1.0
442,1152,1152,1.0
443,4320,4320,1.0
444,312,312,1.0
445,90,90,1.0
446,130,130,1.0
447,300,300,1.0
448,847,847,1.0
449,1470,1470,1.0
450,252,252,1.0
451,720,720,1.0
452,48,48,1.0
453,1440,1440,1.0
454,189,189,1.0
455,320,320,1.0
456,40,40,1.0
457,168,168,1.0
458,96,96,1.0
459,288,288,1.0
460,48,48,1.0
461,600,600,1.0
462,360,360,1.0
463,1836,1836,1.0
464,3360,3360,1.0
465,90,90,1.0
466,208,208,1.0
467,2688,2688,1.0
468,1470,1470,1.0
469,91,91,1.0
470,432,432,1.0
471,960,960,1.0
472,616,616,1.0
473,700,700,1.0
474,384,384,1.0
475,300,300,1.0
476,96,96,1.0
477,360,360,1.0
478,560,560,1.0
479,504,504,1.0
480,324,324,1.0
481,1890,1890,1.0
482,384,384,1.0
483,240,240,1.0
484,4320,4320,1.0
485,150,150,1.0
486,176,176,1.0
487,576,576,1.0
488,336,336,1.0
489,450,450,1.0
490,270,270,1.0
491,1248,1248,1.0
492,1296,1296,1.0
493,432,432,1.0
494,576,576,1.0
495,624,624,1.0
496,448,448,1.0
497,60,60,1.0
498,540,540,1.0
499,1440,1440,1.0
