order_id,arrival_time,assigned_station,order_assigned_time,order_finish_time
146,1080.14999999992,picker-1,1157.09999999997,1403.85000000012
147,1080.14999999992,picker-1,11520.1499999837,11766.2999999831
148,1080.14999999992,picker-3,1478.10000000017,1697.8500000003
149,1080.14999999992,picker-3,3482.10000000138,3722.10000000153
150,1080.14999999992,picker-2,4393.05000000103,4639.35000000044
151,1080.14999999992,picker-3,1158.14999999997,1459.95000000015
152,1080.14999999992,picker-2,1406.10000000012,1627.95000000026
153,1080.14999999992,picker-3,2517.0000000008,2721.00000000092
154,1080.14999999992,picker-3,1093.04999999993,1395.30000000012
155,1080.14999999992,picker-2,2138.10000000057,2546.70000000081
156,1080.14999999992,picker-2,1091.09999999993,1338.30000000008
157,1140.14999999996,picker-2,1290.00000000005,1489.80000000017
158,1140.14999999996,picker-3,1460.10000000015,1597.80000000024
159,1140.14999999996,picker-3,1554.00000000021,1775.70000000035
160,1140.14999999996,picker-2,1290.00000000005,1458.60000000015
161,1140.14999999996,picker-2,1655.10000000027,1957.65000000046
162,1140.14999999996,picker-3,1186.04999999999,1477.65000000017
163,1140.14999999996,picker-2,1187.09999999999,1418.40000000013
164,1140.14999999996,,,
165,1200.15,picker-2,1339.05000000008,1574.70000000022
166,1200.15,picker-3,1291.05000000005,1553.10000000021
167,1200.15,picker-1,1253.10000000003,1517.70000000019
168,1200.15,picker-1,1213.05000000001,1495.50000000018
169,1200.15,picker-1,2437.05000000075,2681.5500000009
170,1200.15,picker-3,1626.00000000026,1878.15000000041
171,1200.15,picker-3,2807.10000000097,3352.3500000013
172,1260.00000000003,picker-3,2077.05000000053,2244.60000000063
173,1260.00000000003,picker-1,2308.05000000067,2485.35000000078
174,1260.00000000003,picker-2,2072.10000000053,2435.25000000075
175,1260.00000000003,,,
176,1260.00000000003,picker-1,1353.00000000009,1602.45000000024
177,1260.00000000003,picker-1,1311.00000000006,1589.10000000023
178,1260.00000000003,picker-3,1583.10000000023,1820.25000000037
179,1260.00000000003,picker-1,2157.00000000058,2374.65000000071
180,1260.00000000003,picker-3,2154.00000000058,2385.00000000072
181,1260.00000000003,picker-3,1264.05000000004,1539.9000000002
182,1320.00000000007,picker-2,1883.10000000041,2120.25000000056
183,1320.00000000007,picker-2,1459.05000000015,1697.1000000003
184,1320.00000000007,picker-3,2294.10000000066,2516.1000000008
185,1320.00000000007,picker-1,1465.05000000016,1638.00000000026
186,1320.00000000007,picker-1,13949.0999999779,
187,1320.00000000007,,,
188,1320.00000000007,picker-1,5314.0499999988,5627.24999999804
189,1320.00000000007,picker-2,2904.00000000103,3088.35000000114
190,1320.00000000007,picker-2,2210.10000000061,2533.35000000081
191,1380.00000000011,picker-2,1780.05000000035,1970.85000000046
192,1380.00000000011,picker-2,1419.00000000013,1654.80000000027
193,1380.00000000011,picker-3,1396.05000000012,1582.20000000023
194,1380.00000000011,,,
195,1380.00000000011,picker-1,1404.00000000012,1624.80000000025
196,1380.00000000011,picker-1,4857.14999999991,5121.59999999927
197,1380.00000000011,picker-1,1603.05000000024,1881.00000000041
198,1380.00000000011,,,
199,1380.00000000011,picker-3,1396.05000000012,1582.20000000023
200,1380.00000000011,picker-2,1381.05000000011,1597.05000000024
201,1440.00000000014,,,
202,1440.00000000014,picker-2,5090.09999999934,5503.19999999834
203,1440.00000000014,picker-2,2621.10000000086,2876.85000000101
204,1440.00000000014,picker-2,1575.00000000022,1831.20000000038
205,1440.00000000014,picker-1,2099.10000000054,2307.90000000067
206,1500.00000000018,picker-3,1938.00000000044,2113.50000000055
207,1500.00000000018,picker-3,1974.00000000047,2164.50000000058
208,1500.00000000018,picker-2,1544.10000000021,1799.85000000036
209,1500.00000000018,picker-3,2572.05000000083,2901.45000000103
210,1500.00000000018,picker-1,1639.05000000026,1943.40000000045
211,1500.00000000018,picker-1,1518.00000000019,1675.80000000029
212,1560.00000000022,picker-3,6501.14999999592,6826.34999999513
213,1560.00000000022,picker-1,1572.00000000022,1767.15000000034
214,1560.00000000022,picker-2,3164.10000000119,3303.45000000127
215,1560.00000000022,picker-3,1947.00000000045,2135.85000000056
216,1560.00000000022,picker-1,9951.14999998755,10179.749999987
217,1560.00000000022,,,
218,1560.00000000022,picker-2,5062.04999999941,5391.59999999861
219,1560.00000000022,picker-3,1916.10000000043,2076.15000000053
220,1620.00000000025,picker-1,2333.10000000068,2550.00000000082
221,1620.00000000025,picker-3,2114.10000000055,2293.65000000066
222,1620.00000000025,picker-1,1625.10000000026,1836.30000000038
223,1620.00000000025,picker-3,1903.05000000042,2008.95000000049
224,1620.00000000025,picker-1,1739.10000000032,2007.90000000049
225,1620.00000000025,picker-3,1699.0500000003,1915.80000000043
226,1620.00000000025,picker-2,1832.10000000038,2071.35000000053
227,1620.00000000025,picker-2,3355.0500000013,3550.20000000142
228,1620.00000000025,picker-3,1685.10000000029,1902.60000000042
229,1620.00000000025,picker-3,6827.09999999513,6991.04999999473
230,1620.00000000025,picker-1,1768.05000000034,2021.2500000005
231,1620.00000000025,picker-1,1676.10000000029,1930.20000000044
232,1620.00000000025,picker-1,2115.00000000055,2332.35000000068
233,1680.00000000029,picker-1,2008.05000000049,2156.25000000058
234,1680.00000000029,picker-2,3228.00000000123,3365.85000000131
235,1680.00000000029,,,
236,1680.00000000029,,,
237,1680.00000000029,picker-1,2035.0500000005,2234.25000000062
238,1680.00000000029,picker-2,1698.0000000003,1957.65000000046
239,1740.00000000032,,,
240,1740.00000000032,picker-2,3840.0000000016,4019.70000000171
241,1740.00000000032,picker-3,3305.10000000127,3481.35000000138
242,1740.00000000032,picker-1,2660.10000000088,2776.80000000095
243,1740.00000000032,picker-3,1776.00000000035,1929.15000000044
244,1740.00000000032,picker-1,1837.05000000038,2047.65000000051
245,1740.00000000032,picker-2,2322.00000000068,2620.35000000086
246,1740.00000000032,picker-3,1759.05000000034,1937.85000000044
247,1800.00000000036,picker-2,3064.05000000113,3218.85000000122
248,1800.00000000036,picker-2,2041.05000000051,2321.10000000068
249,1800.00000000036,picker-1,3755.10000000155,4102.80000000174
250,1800.00000000036,picker-3,2561.10000000082,2805.45000000097
251,1800.00000000036,picker-2,1971.00000000046,2209.50000000061
252,1800.00000000036,,,
253,1800.00000000036,picker-3,1821.00000000037,1973.55000000047
254,1800.00000000036,,,
255,1860.0000000004,picker-2,2787.00000000096,3030.75000000111
256,1860.0000000004,picker-1,2022.0000000005,2205.45000000061
257,1860.0000000004,picker-3,1872.0000000004,2089.35000000054
258,1860.0000000004,picker-1,1995.00000000048,2176.35000000059
259,1860.0000000004,picker-3,2192.1000000006,2458.50000000076
260,1860.0000000004,picker-3,1879.05000000041,1982.25000000047
261,1860.0000000004,picker-3,4914.14999999977,5133.29999999924
262,1860.0000000004,picker-3,1930.05000000044,2026.8000000005
263,1860.0000000004,picker-1,1882.05000000041,2063.10000000052
264,1860.0000000004,picker-1,2989.05000000108,3278.40000000126
265,1860.0000000004,picker-1,3563.10000000143,3772.50000000156
266,1860.0000000004,picker-3,7134.14999999438,7353.14999999385
267,1920.00000000043,picker-2,1923.00000000044,2137.95000000057
268,1920.00000000043,picker-1,2428.05000000074,2703.60000000091
269,1920.00000000043,picker-3,2009.10000000049,2177.85000000059
270,1920.00000000043,,,
271,1920.00000000043,picker-3,2027.1000000005,2191.0500000006
272,1920.00000000043,picker-3,2178.00000000059,2442.90000000075
273,1920.00000000043,picker-2,2751.00000000094,2977.20000000107
274,1920.00000000043,picker-1,1944.00000000045,2114.10000000055
275,1920.00000000043,,,
276,1980.00000000047,picker-1,2742.00000000093,2957.10000000106
277,1980.00000000047,picker-3,4094.10000000175,4374.45000000108
278,1980.00000000047,picker-1,2206.05000000061,2410.20000000073
279,1980.00000000047,picker-3,2090.10000000054,2262.30000000064
280,1980.00000000047,picker-2,11827.049999983,12107.5499999823
281,1980.00000000047,picker-3,1983.00000000047,2153.55000000058
282,1980.00000000047,picker-1,2375.10000000071,2659.20000000088
283,1980.00000000047,picker-3,2165.10000000058,2422.80000000074
284,2040.00000000051,picker-1,2064.00000000052,2254.35000000064
285,2040.00000000051,,,
286,2040.00000000051,picker-2,3787.05000000157,3964.35000000167
287,2040.00000000051,picker-1,2048.10000000051,2223.15000000062
288,2100.00000000054,picker-3,2386.05000000072,2571.60000000083
289,2100.00000000054,picker-2,4943.0999999997,5151.29999999919
290,2100.00000000054,,,
291,2100.00000000054,picker-2,2103.00000000054,2435.25000000075
292,2100.00000000054,picker-3,2136.00000000056,2302.35000000067
293,2100.00000000054,,,
294,2100.00000000054,picker-1,10688.0999999858,10994.399999985
295,2100.00000000054,picker-2,6376.04999999622,6656.69999999554
296,2100.00000000054,picker-2,2946.00000000106,3106.20000000115
297,2160.00000000058,picker-1,3468.00000000137,3647.70000000148
298,2160.00000000058,picker-1,2958.00000000106,3231.60000000123
299,2160.00000000058,picker-1,2177.10000000059,2396.85000000072
300,2160.00000000058,picker-2,2503.05000000079,2749.95000000094
301,2160.00000000058,picker-1,2777.10000000095,2988.30000000108
302,2160.00000000058,picker-1,2255.10000000064,2449.95000000076
303,2160.00000000058,,,
304,2160.00000000058,,,
305,2160.00000000058,,,
306,2160.00000000058,,,
307,2160.00000000058,picker-3,23611.0500000421,23921.4000000451
308,2220.00000000062,,,
309,2220.00000000062,picker-3,2303.10000000067,2545.20000000081
310,2220.00000000062,picker-3,3156.00000000118,3396.75000000133
311,2220.00000000062,,,
312,2220.00000000062,picker-1,3475.05000000138,3687.75000000151
313,2220.00000000062,picker-3,2838.00000000099,3155.85000000118
314,2220.00000000062,picker-3,2263.05000000064,2498.40000000078
315,2220.00000000062,picker-1,3417.00000000134,3562.80000000143
316,2220.00000000062,picker-1,2486.10000000078,2694.7500000009
317,2220.00000000062,picker-3,2971.05000000107,3352.3500000013
318,2220.00000000062,picker-1,2235.00000000062,2436.60000000075
319,2220.00000000062,picker-1,4740.00000000019,4959.29999999966
320,2220.00000000062,picker-1,2224.05000000062,2427.90000000074
321,2220.00000000062,picker-1,2713.05000000091,2859.150000001
322,2220.00000000062,picker-2,2436.00000000075,2720.85000000092
323,2280.00000000065,picker-1,2860.050000001,3171.45000000119
324,2340.00000000069,picker-3,2423.10000000074,2587.20000000084
325,2340.00000000069,picker-3,2443.05000000075,2667.45000000089
326,2340.00000000069,picker-2,2436.00000000075,2720.85000000092
327,2340.00000000069,picker-3,3367.05000000131,3637.50000000148
328,2340.00000000069,picker-3,2722.05000000092,2999.55000000109
329,2340.00000000069,picker-3,2730.00000000092,2970.60000000107
330,2400.00000000072,picker-3,2459.10000000076,2649.60000000088
331,2400.00000000072,,,
332,2400.00000000072,picker-1,13912.0499999779,14059.9499999776
333,2400.00000000072,picker-2,2721.00000000092,2945.85000000106
334,2400.00000000072,,,
335,2400.00000000072,picker-2,2574.00000000083,2803.20000000097
336,2400.00000000072,picker-2,3769.05000000155,3951.00000000167
337,2460.00000000076,picker-3,2546.10000000081,2756.55000000094
338,2460.00000000076,,,
339,2460.00000000076,picker-1,3508.0500000014,3710.10000000152
340,2460.00000000076,,,
341,2460.00000000076,,,
342,2460.00000000076,picker-1,2695.0500000009,2836.95000000099
343,2460.00000000076,picker-1,3027.00000000111,3289.50000000126
344,2520.0000000008,,,
345,2520.0000000008,,,
346,2520.0000000008,picker-2,2534.10000000081,2785.35000000096
347,2520.0000000008,picker-3,3237.00000000123,3423.45000000135
348,2520.0000000008,picker-3,2668.05000000089,2957.25000000106
349,2520.0000000008,picker-2,2547.00000000081,2769.90000000095
350,2520.0000000008,picker-2,3031.05000000111,3174.75000000119
351,2520.0000000008,picker-1,2551.05000000082,2730.00000000092
352,2520.0000000008,picker-1,4722.00000000023,4939.19999999971
353,2580.00000000083,picker-2,2721.00000000092,2916.90000000104
354,2580.00000000083,picker-1,2604.00000000085,2741.10000000093
355,2580.00000000083,picker-1,2837.10000000099,3068.70000000113
356,2580.00000000083,picker-3,4045.05000000172,4303.20000000125
357,2580.00000000083,picker-2,3291.00000000127,3434.55000000135
358,2580.00000000083,picker-3,2588.10000000084,2836.80000000099
359,2580.00000000083,picker-1,2660.10000000088,2749.95000000094
360,2580.00000000083,picker-1,3626.10000000147,3799.20000000157
361,2580.00000000083,picker-1,10231.0499999869,10502.5499999862
362,2580.00000000083,,,
363,2580.00000000083,picker-2,3175.05000000119,3337.05000000129
364,2580.00000000083,picker-2,3107.10000000115,3227.55000000123
365,2580.00000000083,picker-2,3911.10000000164,4102.20000000174
366,2580.00000000083,picker-3,4411.05000000099,4690.65000000031
367,2640.00000000087,picker-1,3047.10000000112,3311.70000000128
368,2640.00000000087,,,
369,2640.00000000087,picker-3,2650.05000000088,2943.90000000105
370,2640.00000000087,picker-2,3040.05000000111,3163.80000000119
371,2640.00000000087,picker-2,3009.00000000109,3157.35000000118
372,2640.00000000087,picker-3,3353.1000000013,3604.20000000146
373,2640.00000000087,picker-2,3158.10000000118,3267.75000000125
374,2640.00000000087,picker-1,2806.05000000097,3046.35000000112
375,2640.00000000087,picker-2,3435.00000000135,3641.55000000148
376,2640.00000000087,picker-2,4464.00000000086,4735.3500000002
377,2640.00000000087,picker-2,3551.10000000142,3746.10000000154
378,2640.00000000087,picker-1,2940.00000000105,3256.20000000124
379,2640.00000000087,picker-2,2652.00000000088,2903.55000000103
380,2700.00000000091,picker-2,3533.10000000141,3708.15000000152
381,2700.00000000091,picker-1,2750.10000000094,2917.20000000104
382,2700.00000000091,,,
383,2700.00000000091,picker-1,3711.00000000152,4071.45000000174
384,2700.00000000091,picker-2,3255.00000000124,3403.50000000133
385,2700.00000000091,picker-1,3257.10000000124,3394.05000000133
386,2700.00000000091,,,
387,2700.00000000091,,,
388,2700.00000000091,picker-1,2918.10000000104,3189.3000000012
389,2700.00000000091,picker-1,3172.05000000119,3351.7500000013
390,2700.00000000091,,,
391,2700.00000000091,picker-1,2704.05000000091,2785.65000000096
392,2760.00000000094,picker-2,2770.05000000095,3008.40000000109
393,2760.00000000094,picker-3,4446.0000000009,4699.35000000029
394,2760.00000000094,picker-3,5841.14999999752,6211.04999999662
395,2760.00000000094,picker-2,2804.10000000097,3039.45000000111
396,2760.00000000094,picker-3,3324.00000000129,3519.4500000014
397,2760.00000000094,,,
398,2760.00000000094,picker-2,3145.05000000118,3254.40000000124
399,2760.00000000094,picker-1,4698.00000000029,4843.79999999994
400,2760.00000000094,picker-1,4503.00000000077,4666.50000000037
401,2760.00000000094,picker-1,5896.04999999739,6023.99999999708
402,2760.00000000094,picker-2,3825.00000000159,3973.05000000168
403,2820.00000000098,picker-3,7309.04999999396,7698.74999999302
404,2820.00000000098,picker-2,3680.1000000015,3870.75000000162
405,2820.00000000098,picker-2,3124.05000000116,3207.75000000121
406,2820.00000000098,picker-3,2944.05000000105,3236.25000000123
407,2820.00000000098,picker-1,3069.00000000113,3342.9000000013
408,2820.00000000098,,,
409,2820.00000000098,picker-1,13854.1499999781,
410,2820.00000000098,,,
411,2820.00000000098,picker-3,3000.00000000109,3303.30000000127
412,2880.00000000102,picker-1,3232.05000000123,3467.70000000137
413,2880.00000000102,,,
414,2880.00000000102,picker-2,3089.10000000114,3194.55000000121
415,2880.00000000102,picker-1,3682.0500000015,3881.70000000162
416,2880.00000000102,,,
417,2940.00000000105,picker-2,7685.09999999305,7929.29999999246
418,2940.00000000105,picker-2,3457.05000000137,3661.50000000149
419,2940.00000000105,picker-2,5016.14999999952,5257.49999999894
420,2940.00000000105,picker-3,22445.1000000308,22767.1500000339
421,2940.00000000105,picker-3,3440.10000000136,3673.2000000015
422,2940.00000000105,picker-3,3780.00000000156,4044.90000000172
423,2940.00000000105,picker-3,3674.1000000015,3855.60000000161
424,2940.00000000105,picker-2,2978.10000000108,3144.00000000118
425,2940.00000000105,picker-3,2959.05000000106,3271.95000000125
426,3000.00000000109,picker-2,8070.14999999211,8545.04999999096
