item_code,item_quantity
14020026001,1821
10032055001,1818
10035017001,1808
14501047001,1790
10013012001,1776
14505138001,1767
10012004001,1766
12220012001,1766
14504015001,1760
10030011001,1760
15021003001,1752
10034024001,1746
10030046001,1740
10040009001,1728
10000010001,1696
10030008001,1680
14501012001,1666
10033010001,1666
10040039001,1658
12210024001,1635
14502015001,1629
14500003001,1625
10021017001,1624
10040081001,1620
14500023001,1616
14805004001,1614
10033034001,1594
14504027001,1585
10011023001,1584
14023104001,1551
14820013001,1551
12200017001,1548
15023005001,1548
12201030001,1540
14112013001,1530
10000012001,1520
10002012001,1518
14820014001,1509
10014113001,1506
12201101001,1500
10041002001,1497
10035012001,1496
14510039001,1490
10033014001,1480
14505021001,1479
14833010001,1479
10031901001,1475
14830009001,1473
14804010001,1470
12210018001,1470
10010026001,1464
12201048001,1464
14500026001,1455
15020001001,1446
10014020001,1434
14244020001,1395
10000013001,1392
14110009001,1382
12201095001,1380
10035006001,1380
15023011001,1374
14501016001,1374
12201084001,1362
10303002001,1359
15020922001,1358
10020033001,1356
10041040001,1356
12201013001,1350
10033065001,1349
14840017001,1338
10033082001,1332
14505020001,1325
10033001001,1320
10033019001,1317
10040002001,1314
10033016001,1313
10000027001,1312
10021007001,1301
14504001001,1300
14833024001,1278
14810004001,1269
14014005001,1264
10031902001,1252
14505031001,1248
12201896001,1240
10016014001,1236
14203017001,1228
14102249001,1227
10012006001,1218
14611010001,1218
10032014001,1212
14121106001,1203
14000057001,1203
14805899001,1200
10021021001,1192
10000021001,1191
14504002001,1190
14112007001,1171
14804005001,1170
10001022001,1160
14830069001,1155
14500007001,1155
15023004001,1152
15023013001,1140
10021015001,1136
15022013001,1134
10024010001,1134
10040004001,1132
14501005001,1131
14500024001,1128
14011003001,1119
14000197001,1113
14521157001,1104
14505011001,1100
10001043001,1092
10020015001,1092
14010027001,1092
14021010001,1087
14810001001,1083
10040016001,1080
14501053001,1068
10024004001,1056
14102250001,1054
14502111001,1053
10032020001,1032
14502022001,1032
14615133001,1024
15023003001,1020
12221008001,1020
10040025001,1017
10031019001,1016
10041004001,1012
14501086001,1002
10030016001,996
14502026001,994
10040033001,992
10033053001,991
10033075001,990
14504008001,990
10033006001,989
14501011001,988
14801002001,987
14110015001,987
10031012001,984
10031007001,972
10024011001,968
10022008001,968
12201105001,953
14370020001,952
10035013001,952
10030022001,948
10040111001,948
11103136001,948
12201064001,940
15024011001,936
14501038001,933
14133023001,931
10040026001,930
12201067001,930
14131033001,929
14501031001,927
14831002001,927
14020053001,924
10032015001,924
14820017001,921
14010011001,920
10002071001,920
14615017001,918
14805017001,912
14505099001,912
10010027001,912
14011032001,908
10001001001,906
10030019001,888
12201059001,888
14822014001,885
14504028001,885
14370004001,884
14112014001,882
14502007001,876
14021017001,871
14023029001,866
14131047001,864
12201147001,864
14500056001,864
10034016001,860
10000998001,850
15024014001,846
10002045001,845
14000039001,842
12201071001,840
14831021001,834
10002073001,828
14504009001,825
12201020001,816
14000196001,816
10020004001,810
14100003001,809
14121020001,803
14133003001,801
10033027001,800
14506275001,800
14510050001,796
10030015001,796
12122999001,792
14510034001,776
10031011001,774
14505009001,774
14001047001,771
14520065001,770
12210005001,770
14805005001,768
10041032001,768
14510107001,759
10035002001,758
10002906001,754
14850010001,753
10020002001,753
14501942001,752
14600005001,751
14504038001,750
14101025001,746
14502020001,745
14113066001,742
14131041001,742
14110106001,738
14121068001,737
14500064001,735
14010050001,735
10032001001,732
11103021001,732
10041003001,732
10041006001,724
14000032001,721
14853003001,720
14000006001,715
12201098001,714
14805013001,713
14508899001,711
14244896001,710
10035001001,710
14510192001,708
10001035001,708
14830002001,705
14505048001,705
14132015001,705
10303001001,702
14833009001,702
14505911001,702
11070004001,702
10040018001,696
10021010001,696
14502002001,695
14104118001,694
10033003001,692
14121019001,686
11070007001,685
14003029001,682
14831011001,681
14121014001,681
14502047001,680
14510258001,672
10033046001,672
14000073001,662
12201131001,660
14505059001,660
12201034001,660
14001042001,658
14615070001,657
14104012001,656
14011028001,655
10021034001,655
12220015001,654
10011021001,654
10002942001,654
10035010001,652
14600023001,651
10041899001,648
14501026001,648
14804001001,648
14020926001,646
14503002001,645
14501928001,645
14831009001,645
14130007001,644
14500006001,644
14010034001,643
10033026001,643
14010065001,642
12201008001,640
14831022001,636
10041033001,636
14101048001,635
10033020001,632
14001045001,629
12201149001,624
10030023001,623
14001090001,621
10040071001,620
14011034001,619
15021060001,618
10002035001,617
14022019001,616
14353019001,613
12123063001,612
10030018001,612
12201051001,610
10020036001,608
10001015001,604
10033038001,603
14010071001,594
14500037001,593
10041039001,588
10040082001,588
10041034001,588
10030045001,588
10033044001,587
11103022001,584
10030012001,583
14805028001,582
14502019001,580
10040011001,580
15021042001,576
14831013001,576
14000022001,570
14502054001,568
14000017001,567
14003041001,563
14501929001,560
14104002001,560
14244003001,559
14620014001,559
14501058001,552
12221012001,548
11103090001,547
14104129001,546
10012907001,546
14010170001,544
14810012001,543
14131075001,541
14131027001,541
15022015001,540
14010247001,540
12201124001,540
14502029001,537
10033049001,536
15021047001,534
14010031001,533
14521158001,532
10020042001,532
14832012001,531
14502003001,530
10021042001,528
10010018001,528
14102258001,528
14850001001,528
10014126001,528
14621041001,525
14011059001,525
14102246001,522
14204041001,520
10041007001,518
14103009001,516
14510004001,510
14503034001,510
10030049001,508
10014116001,508
14508004001,508
10016020001,508
14501052001,500
14822063001,498
10033073001,495
10002040001,493
10001008001,493
14850011001,492
10010019001,492
14840018001,492
10040049001,488
14014031001,488
14023248001,487
10030005001,483
14011030001,483
11103137001,483
14620907001,483
14506898001,475
14502023001,474
10020024001,474
14001017001,468
14002002001,465
12210011001,465
14361106001,462
12202007001,461
14501065001,460
10034033001,460
14610002001,459
14104017001,457
10040094001,456
10040050001,456
10020034001,456
14510295001,455
14510041001,454
14132031001,454
10002992001,454
14830072001,453
14121063001,453
14023015001,453
14121074001,452
14505105001,452
15022009001,450
14231003001,446
14104067001,446
11103019001,446
14204010001,445
14505125001,445
14502080001,445
14506100001,444
10034023001,444
14001074001,444
10020020001,441
14120012001,440
12120052001,440
14011031001,438
14616006001,436
14001052001,435
14112016001,435
14500032001,435
14311004001,433
14133922001,432
14361101001,431
14001053001,429
14520068001,428
14000011001,428
12104003001,428
11103050001,424
14616002001,422
14509001001,421
15021005001,420
12103027001,420
12202002001,416
10024014001,416
14506087001,415
14820045001,414
14023047001,413
14510204001,410
14131025001,409
10010043001,408
10020043001,405
14501002001,405
14504012001,405
14502016001,405
14001049001,401
14505106001,400
14822046001,399
14001046001,398
14830073001,396
15021057001,396
10014130001,396
12201120001,396
14620042001,395
14505008001,395
14501084001,395
14244016001,393
11040005001,393
14011095001,392
14110054001,392
12201038001,390
14010002001,390
14244021001,389
14810013001,387
10033017001,387
14001093001,385
10014083001,384
14132050001,384
10041008001,384
10040019001,384
14112018001,381
14500042001,381
10014086001,380
14804016001,378
12130008001,378
14805056001,378
10020016001,376
14611002001,376
14000042001,375
14223003001,375
14510217001,375
11103070001,373
10010042001,372
10021005001,372
14121115001,370
14023006001,370
14003019001,370
14612018002,370
12220002001,367
11032008001,366
14121057001,364
14511051001,363
14200069001,362
11100001001,361
14503010001,360
10014074001,360
14805006001,360
10014898001,360
14010173001,359
14510139001,358
14104126001,358
14361099001,357
14621021001,356
10002990001,356
14020031001,356
14023127001,355
11032002001,354
14010060001,354
10020025001,354
14010212001,353
11111017001,353
14023049001,353
10002074001,350
10021022001,348
10014029001,348
14840022001,348
14510025001,347
10035003001,346
14023050001,346
14506001001,345
14011024001,345
14500014001,344
14021005001,344
11040009001,344
10010012001,344
12120001001,344
14204059001,343
14120019001,343
14010036001,343
15023010001,342
14131092001,341
14611022001,341
12123033001,340
14615894001,340
10014117001,340
14510150001,339
14010084001,339
10031916001,338
10030030001,338
14022032001,337
14112041001,337
10303003001,337
15023001001,336
10100132001,336
10014905001,336
10033023001,336
14131081001,335
14010210001,334
12123064001,333
14353039001,332
11040035001,332
10040079001,330
12100026001,330
14830001001,330
14010006001,330
14204061001,328
14121017001,328
12121004001,328
14830005001,327
10040042001,326
14111001001,325
10040034001,324
10033012001,324
14131022001,322
14014020001,321
14841001001,318
14023083001,318
10014101001,318
14510175001,318
14621069001,317
10000022001,314
14804012001,312
14130001001,312
14620006001,312
12122013001,312
12201155001,311
14001012001,310
10002025001,310
14501037001,308
12106001001,308
14132229001,308
11040006001,307
14311005001,306
10014034001,306
14311158001,306
14014007001,305
14010193001,304
10030021001,304
14104096001,303
14131020001,301
31501010001,300
14020015001,300
14805010001,300
15021059001,300
14010038001,300
14110084001,300
14003037001,298
14510212001,296
10023035001,296
14000075001,295
10034032001,294
14833003001,294
10024001001,294
10034013001,294
10020019001,294
14102238001,293
14130017001,292
14506072001,292
14000060001,292
14510007001,292
14003009001,292
12220010001,292
12220003001,291
14511012001,289
10022006001,288
12212061001,288
14223045001,288
10014092001,287
12221009001,286
14130016001,285
10040035001,285
14810005001,285
14503049001,285
12130026001,283
14231002001,283
10020003001,282
11040010001,282
12010023002,282
10020012001,282
14014018001,282
10041135001,280
10040038001,280
14023027001,279
14121062001,279
14830029001,279
14511056001,277
10016011001,276
14510033001,276
14830011001,276
14851058001,276
12212900001,275
14510346001,274
14613902001,273
14121136001,272
10020008001,272
14244052001,271
10020038001,270
11103094001,270
15022021001,270
14805001001,270
14222897001,270
14804999001,270
14510252001,270
11070001001,268
10040040001,268
14353024001,268
14023198001,268
14621029001,268
14244017001,268
12123019001,268
12212005001,267
14506065001,267
14000014001,267
14833020001,267
14244014001,266
14104101001,265
14832052001,264
14502021001,264
12201110001,264
14111134001,264
14353011001,262
12000178001,262
14011006001,262
14504052001,262
14000040001,261
14830045001,261
14615084001,261
14000071001,261
10034007001,260
12201096001,260
14222068001,258
12010037001,258
14001007001,258
10014111001,258
14105102001,257
14131105001,256
10001041001,256
10034012001,256
14010088001,255
14506887001,255
14101024001,254
31500006001,253
14102040001,253
10014076001,252
10021003001,252
10035036001,252
14613026001,251
14104042001,250
14833066001,249
14000003001,249
10040037001,248
10040021001,246
14610011001,245
14133029001,245
12011033001,244
14023503001,244
14204892001,244
14023025001,244
31533008001,243
14510029001,243
14012019001,243
14620062001,243
14001009001,243
14132052001,242
14010178001,241
14853009001,240
10053909001,240
14506008001,240
14203078001,239
14110081001,237
14509008001,237
14510218001,237
14104169001,237
14311112001,236
14223094001,236
12122020001,236
10034046001,235
14001060001,234
14110154001,233
12212033001,232
12201068001,232
10016002001,232
11050077001,232
14001008001,232
14506281001,232
14505139001,231
31501021001,230
14620030001,229
14361100001,229
14506142001,228
12010080001,228
10035024001,228
10020046001,228
11101014001,228
12000179001,227
12220005001,227
14020006001,226
14110029001,226
14506174001,225
14222142001,224
14511052001,224
10032048001,224
14111118001,223
10014080001,222
14832054001,222
14111036001,221
10030017001,221
14510109001,221
14000002001,220
12202005001,219
12220018001,218
14204071001,216
10021018001,216
10014024001,216
10031023001,216
10034026001,216
12210003001,215
14014011001,215
14833018001,214
14506056001,213
14001034001,213
14130009001,212
14000033001,212
10014030001,212
14121143001,212
14000043001,212
14204125001,211
14242011001,210
10013007001,210
14500005001,210
14503004001,210
10024005001,210
14020951001,209
14133030001,209
14130010001,208
10002917001,208
11103015001,208
14001031001,207
14831008001,207
14111039001,207
14833059001,206
14223215001,206
14001036001,206
14244898001,205
12010036001,204
14222072001,204
14111132001,204
10040014001,204
14833052001,204
14020022001,204
14833042001,204
12123086001,204
10034045001,204
14001002001,203
14100026001,203
14121164001,203
12202039001,202
12106105001,202
14230034001,201
14204036001,201
14130054001,201
14104079001,201
12123085001,201
14833056001,201
14506143001,200
14011010001,200
14244059001,199
14100012001,199
14220110001,198
14612900001,198
14830026001,198
15023008001,198
11050004001,197
11111033001,197
10032059001,196
11103375001,196
11101028001,196
14010187001,195
14613904001,195
11103134001,195
14001135001,194
14811006001,194
14204131001,194
14110006001,194
11110007001,193
10002072001,193
14601004001,193
14023102001,192
10001007001,192
31531002001,192
12120063001,192
14352060001,192
10034022001,192
32502011001,192
12120053001,190
10052025001,190
12102140001,190
12011168001,190
14011074001,189
14613019001,189
14511101001,188
14130015001,187
10000001001,187
14510057001,187
14851025001,187
10032023001,186
14111123001,186
14521156001,186
14830007001,186
14020013001,186
11040021001,186
12123057001,186
14330005001,185
14505003001,185
14121059001,185
14130042001,185
14103018001,185
14000027001,184
10010009001,184
14504053001,184
14010094001,184
11110008001,184
14011051001,183
31502006001,183
14610004001,182
14204054001,182
14510069001,182
12220013001,181
14010030001,181
14601026001,181
14010043001,181
10053901001,180
14506089001,180
10014109001,180
14805023001,180
10031026001,180
10032052001,180
11050035001,180
12010059001,180
14805059001,180
14012010001,179
14242012001,179
14223179001,178
14131008001,178
14010149001,178
12100039001,178
14100013001,178
14506067001,178
14620894001,177
14021107001,177
14853046001,177
14112054001,176
14023014001,176
14001018001,176
10033002001,176
10002069001,176
10002915001,176
14330010001,176
12121064001,176
14102009001,175
14133898001,175
14630016001,175
10031015001,174
10022004001,174
11103317001,174
14200119001,174
14370003001,174
14510110001,173
14223037001,173
14511014001,172
14131056001,171
14506039001,171
14810002001,171
14621013001,171
14132003001,170
14510100001,170
14851063001,169
14131043001,169
14510294001,169
14811004001,168
12327009001,168
14852005001,168
14020014001,168
12201100001,168
12121003001,168
14821001001,168
10041038001,168
10020030001,168
12212910001,166
14121104001,166
12120094001,166
14121094001,166
12122052001,166
14841002001,165
14222114001,165
14833035001,165
14610001001,164
10022016001,164
14103030001,164
12102095001,164
14510233001,163
14121026001,163
14615009001,163
12122032001,163
14021021001,163
14510123001,163
14613906001,162
14631018001,162
33551902001,162
14010079001,162
10052020001,162
11074015002,161
14100021001,161
12120038001,160
11051002001,159
14200006001,159
14510111001,159
11102002001,159
10023020001,159
11111011001,159
14832033001,159
14010037001,159
14110086001,158
14613915001,158
14013004001,158
14000041001,157
10033022001,157
14506090001,157
10011008001,157
14010078001,157
11103007001,157
14204048001,156
10011004001,156
12234029001,156
12103030001,156
12120025001,156
31500029001,156
10014014001,156
12010001001,156
10041009001,156
14501899001,156
10014067001,156
14000010001,155
14362041001,155
14506352001,154
31502025001,154
11061071001,154
14010062001,153
14811007001,152
14501017001,152
14112040001,152
31567031001,152
14520067001,152
14121090001,152
14613900001,152
10015008001,151
14010072001,151
12212001001,150
31425009001,150
14001075001,150
31473013001,150
14203001001,150
14132157001,150
14010019001,150
14020008001,149
12130086001,149
14100001001,149
11111021001,149
14022029001,148
14613907001,148
11050011001,148
14620908001,148
31501003001,147
12201022001,147
14603003001,146
10002916001,146
14000135001,145
14370002001,145
14010150001,145
10032004001,144
12121005001,144
15020925001,144
14222898001,144
14111024001,144
10040056001,144
10014106001,144
10021023001,144
14502031001,144
10033029001,144
14132012001,144
10034041001,144
14104085001,143
14244918001,143
14105130001,143
14120031001,142
14022003001,142
14510140001,142
14612088001,142
14510088001,142
14021054001,142
14131040001,142
11022051001,141
14830012001,141
14500048001,141
12212069001,140
12106030001,140
14501926001,140
14011078001,140
14311022001,140
14001092001,139
12123076001,139
14120020001,138
10035041001,138
14510153001,138
14112021001,138
14121173001,138
14506314001,138
10034015001,138
31533005001,138
14204129001,137
14001010001,137
11103051001,137
11103098001,137
15020904001,137
11050020001,137
14102026001,136
31567053001,136
14510103001,136
10034002001,136
11103096001,136
10033048001,136
14601001001,136
10023038001,136
14222046001,136
14204070001,135
14011042001,135
14832005001,135
10030020001,135
14011011001,135
14204068001,135
11103095001,135
14111020001,135
11050025001,135
31567018001,134
14522049001,134
14243058001,134
12011412001,134
14811008001,134
14010025001,133
12201108001,133
14104113001,133
14023295001,133
11032037001,133
14621028001,132
14810030001,132
14506126001,132
14010049001,131
31660026001,131
14223039001,131
14243046001,131
11101055001,130
14104150001,130
14851072001,130
10002919001,130
14506199001,130
14000171001,130
14001066001,130
14506002001,129
12034075001,129
14505046001,129
14204086001,128
10000023001,128
14222027001,128
10035011001,128
12010110001,128
10022020001,128
14111009001,127
14350005001,127
14104019001,127
14101004001,127
14353899001,127
14021088001,126
12123009001,126
14131121001,126
14832057001,126
14001145001,125
11072001001,125
14522051001,124
14833075001,124
14011014001,124
31533233001,123
14510298001,123
14833011001,123
12221003001,122
14132013001,121
14120017001,121
10031003001,121
14003054001,121
14133901001,120
14804008001,120
14805018001,120
14010073001,120
10041052001,120
10034031001,120
10002013001,120
12202009001,120
14852043001,120
10020094001,120
14104108001,120
11032016002,120
12201107001,120
14204162001,119
14244053001,119
31500015001,119
11040030001,119
12000059001,119
11100008001,119
14510049001,119
14132038001,118
30052113001,118
32511049001,118
14001030001,118
14510133001,118
12201109001,117
14101007001,117
14204083001,117
14241042001,117
14204132001,116
14500012001,116
10034043001,116
12120044001,116
14506225001,116
14023302001,116
14022002001,116
31531099001,115
14023126001,115
14506085001,115
14001138001,115
14612075001,114
10014073001,114
14505058001,114
10021040001,114
12010022001,114
14222043001,114
10022011001,114
14011005001,114
14244058001,114
14222896001,114
14501938001,114
12121023001,114
14805002001,114
12120075001,114
12100027001,114
14121179001,113
14011929001,113
14311043001,113
14105129001,113
11102009001,113
14615082001,113
14360045001,113
14361129001,112
14001635001,112
14522050001,112
14620999001,112
14204006001,112
14010198001,112
14851071001,112
14500017001,112
14111002001,112
14010211001,111
14204065001,111
14104146001,111
14613014001,110
11110006001,110
15020007001,110
11050017001,110
14001033001,110
14202001001,110
14600013001,109
14506490001,109
14851007001,109
14121009001,109
12120082001,108
14010064001,108
14003013001,108
10040031001,108
12123080001,108
10030001001,108
10031022001,108
12201072001,108
14010012001,107
11010007001,107
14243045001,107
14203027001,107
14111010001,107
31500014001,106
12123901001,106
14613007001,106
14832056001,105
14612034001,105
11103176001,105
14610010001,105
14001062001,105
11110085001,105
11061068001,105
14315017001,105
14023003001,104
11071898001,104
10032081001,104
14111037001,104
14510199001,104
11074015001,104
14021006001,104
12120083001,104
14204021001,104
14120045001,103
11101029001,103
14204062001,103
14011009001,103
14616009001,103
14133905001,103
14311058001,103
14315016001,103
14506084001,103
12130010001,103
11021071001,103
12011114001,103
31466156001,102
14500081001,102
14101074001,102
14000018001,102
14000021001,102
14020056001,102
14820015001,102
14010097001,102
10040044001,102
12121089001,102
12123077001,101
14510098001,101
10011007001,101
14010041001,101
14908989001,100
14010098001,100
10020010001,100
14501007001,100
14111011001,100
35751019001,100
14011044001,100
10033031001,100
14121015001,100
14243042001,100
14506204001,100
14311135001,99
12212059001,99
14501029001,99
14103057001,99
14243044001,98
12100011001,98
14000078001,98
14508002001,98
14022167001,98
14001076001,98
14506313001,98
14503024001,98
14200015001,98
12122050001,98
14023252001,97
11074003001,97
14023164001,97
14020009001,97
14222095001,97
14023310001,97
14506015001,97
10041001001,96
14802011001,96
14810018001,96
12121016001,96
10040015001,96
12201077001,96
14130013001,96
14508913001,96
10022003001,96
12233023001,96
14002051001,96
14620057001,96
14000123001,95
14110056001,95
14023132001,95
14023129001,95
31567025001,95
14000008001,95
14511036001,94
14243129001,94
14100009001,94
14506049001,93
14850034001,93
14111025001,93
14242131001,93
14822042001,93
12123042001,93
14111142001,93
11050060001,92
14244015001,92
10041057001,92
14601003001,92
10031009001,92
11032220001,92
14001035001,92
14506291001,92
14132074001,91
14620021001,91
14112009001,91
14610009001,91
14201021001,91
11071005001,90
14222048001,90
31531124001,90
10020037001,90
12212007001,90
10022012001,90
14023307001,90
14312999001,89
14222070001,89
14204049001,89
14353005001,89
14210077001,89
11050012001,89
14506066001,89
12011277001,89
14700026001,89
14500051001,88
14111038001,88
14111143001,88
14121269001,88
10052035001,88
14104086001,88
12123015001,88
14831018001,87
14021055001,87
14822112001,87
12212006001,87
12122002002,87
14014026001,87
12123897001,86
11110060001,86
14240005001,86
12105009001,86
14220141001,86
12301011001,86
14833072001,86
11103058001,86
14022118001,86
14510265001,86
14851034001,86
14121119001,86
12011113001,85
11103114001,85
14508017001,85
14021035001,85
14615041001,85
14133028001,85
14506378001,84
11032024001,84
12122003001,84
14841003001,84
14853013001,84
14822049001,84
11032014002,84
14830020001,84
14010055001,84
14801003001,84
12301023001,84
12123008001,84
14360008001,84
10040001001,84
14244933001,84
12201061001,84
14111008001,84
14011004001,83
11021041001,83
12010020001,83
12000060001,83
14503048001,83
12201080001,82
14850053001,82
14010194001,82
14506070001,82
14601031001,82
14242133001,82
14001028001,82
12121044001,82
12212019001,82
14121022001,81
14132071001,81
14810025001,81
14000015001,81
14330019001,81
14243040001,81
14361114001,81
12122021001,81
14244999001,80
14022086001,80
14510009001,80
14613908001,80
14010292001,80
12201097001,80
14511011001,80
14120054001,80
14111004001,80
10034040001,80
14613009001,80
14023044001,79
32501100001,79
14633935001,79
12000210001,79
31502023001,79
11051006001,79
14104151001,79
14001104001,79
14002013001,78
12010106001,78
14230432001,78
12301027001,78
12201041001,78
10052011001,78
11032027001,78
12100013001,78
12130032001,78
14831027001,78
14830048001,78
14621005001,78
14210120001,78
14120005001,78
14001118001,78
12123111001,78
12123903001,78
14023115001,78
14010077001,78
14360022001,77
14001003001,77
14014013001,77
14361082001,77
14010029001,77
14020976001,77
10024003001,77
31423011001,77
10023106001,76
11032218001,76
10023080001,76
12202008001,76
14131011001,76
14010208001,76
14121112001,76
10020101001,76
14616001001,76
14506140001,76
14510127001,75
10014037001,75
12010144001,75
11103076001,75
12212035001,75
12123132001,75
14121007001,75
12121010001,75
14601030001,75
30045077001,75
14370025001,75
14244028001,75
12123073001,74
12123007001,74
31420009001,74
12121050001,74
30010002001,74
12034037001,74
14620114001,74
14312112001,74
14506099001,74
14633900001,74
14613939001,74
14615108001,74
14616054001,74
11111050001,74
14121006001,73
11022014001,73
12221006001,73
14010068001,73
14361036001,73
14361010001,73
14850093001,73
14223018001,73
12010042001,73
11111025001,73
11111019001,73
35301005001,73
14204043001,72
12103105001,72
14853002001,72
14510101001,72
12010137001,72
14370076001,72
10020028001,72
12301025001,72
14852044001,72
14830043001,72
12327056001,72
10001010001,72
12120058001,72
10040012001,72
10011028001,72
10002026001,72
14361026001,71
14220140001,71
14244027001,71
14621045001,71
14104016001,71
14111031001,71
11040031001,71
31424002001,71
14226009001,71
14510249001,71
14361007001,71
14011041001,71
12210021001,70
10052017001,70
14822008001,70
31602045001,70
14023149001,70
14102115001,70
14001019001,70
14506171001,70
14103053001,70
12121034001,70
14003011001,70
14506005001,70
14010151001,70
14633001001,69
11103135001,69
14521012001,69
12011075001,69
14331028001,69
14010186001,69
11073902001,69
14353036001,69
12010041001,69
14200011001,69
12124001001,69
12103025001,69
14521159001,68
12120898001,68
14311027001,68
30450010001,68
14810017001,68
10002011001,68
14000061001,68
14200087001,68
10041050001,68
14010219001,68
14370054001,68
14226007001,68
14023017001,68
14243043001,68
14506036001,68
30011002001,68
14312003001,67
14361112001,67
30450023001,67
14223080001,67
11070045001,67
65106030001,67
11032218002,67
14000050001,67
14023501001,67
14103155001,67
14242037001,67
10002078001,66
14600030001,66
12120030001,66
10022024001,66
10032054001,66
31235016001,66
14226149001,66
14615101001,66
12106028001,66
14001073001,66
14804009001,66
14242009001,66
10040028001,66
14620060001,66
14852019001,66
14110024001,66
14820029001,66
14222042001,65
11071001001,65
14620091001,65
14010199001,65
14104090001,65
14510300001,65
14202017001,65
14110053001,65
14121004001,65
14013002001,65
14202021001,64
31420006001,64
14121053001,64
12104021001,64
11050076001,64
14506383001,64
14210051001,64
14850194001,64
14633039001,64
14361162001,64
12120061001,64
11010042001,64
10022010001,64
14010145001,64
14506139001,64
10022908001,64
14230431001,64
12120093001,64
12122007001,63
