item_code,total_demand,degree,avg_affinity,max_affinity,cluster
10035017001,1808,865.0,3.4583857e-06,0.00036722363,5
14501047001,1790,1033.0,5.1298957e-06,0.00095144304,4
10013012001,1776,894.0,3.693216e-06,0.00056752743,4
14505138001,1767,1244.0,9.461338e-06,0.0017860422,2
10012004001,1766,625.0,2.2137947e-06,0.0004840675,5
12220012001,1766,1152.0,3.9002884e-06,0.00088467513,4
14504015001,1760,1211.0,6.201554e-06,0.0006342954,4
10030011001,1760,833.0,4.199144e-06,0.0005341435,4
15021003001,1752,360.0,1.0332458e-06,0.00025037976,5
10034024001,1746,526.0,1.9875035e-06,0.0003004557,5
10030046001,1740,585.0,2.3696343e-06,0.00036722363,5
10040009001,1728,202.0,6.190934e-07,0.0002003038,5
10000010001,1696,637.0,2.0216623e-06,0.00018361182,5
10030008001,1680,445.0,1.4153765e-06,0.00016691984,5
14501012001,1666,1884.0,2.0515388e-05,0.0019195781,7
10033010001,1666,454.0,1.389759e-06,0.0008345992,4
10040039001,1658,877.0,3.7871446e-06,0.0015189705,2
12210024001,1635,143.0,3.2662456e-07,0.00011684388,5
14502015001,1629,1207.0,8.852914e-06,0.0015690464,2
14500003001,1625,908.0,3.8020908e-06,0.0003839156,5
10021017001,1624,575.0,2.0045827e-06,0.0003004557,5
10040081001,1620,111.0,4.6538676e-07,0.00033383968,5
14500023001,1616,1289.0,8.823025e-06,0.0012518988,2
14805004001,1614,1000.0,4.547122e-06,0.00061760336,4
10033034001,1594,188.0,4.5684789e-07,8.345992e-05,5
14504027001,1585,1039.0,6.3766156e-06,0.0004840675,4
10011023001,1584,809.0,2.9930004e-06,0.00056752743,4
14023104001,1551,2178.0,2.8435672e-05,0.0021198818,7
14820013001,1551,1499.0,9.185955e-06,0.0014188186,2
12200017001,1548,242.0,6.148236e-07,0.00015022785,5
15023005001,1548,387.0,1.1207727e-06,0.00018361182,5
12201030001,1540,272.0,6.639242e-07,0.00011684388,5
14112013001,1530,2226.0,2.930239e-05,0.002053114,7
10000012001,1520,747.0,2.7944623e-06,0.0003171477,5
10002012001,1518,429.0,1.2958275e-06,0.00015022785,5
14820014001,1509,1548.0,9.828494e-06,0.00095144304,4
10014113001,1506,683.0,2.1326725e-06,0.00015022785,5
12201101001,1500,396.0,9.969546e-07,0.00011684388,5
10041002001,1497,212.0,5.4224006e-07,8.345992e-05,5
10035012001,1496,561.0,2.0088526e-06,0.00023368777,5
14510039001,1490,1645.0,8.9190835e-06,0.001068287,2
10033014001,1480,717.0,3.0570427e-06,0.00028376371,5
14505021001,1479,1049.0,5.531234e-06,0.00055083545,4
14833010001,1479,1494.0,1.0157279e-05,0.0008512912,4
10031901001,1475,468.0,1.3769503e-06,0.00018361182,5
14830009001,1473,1314.0,8.056664e-06,0.0008012152,4
14804010001,1470,1049.0,5.550455e-06,0.0011016709,2
12210018001,1470,312.0,8.005519e-07,0.00021699579,5
10010026001,1464,605.0,1.9960446e-06,0.00013353587,5
12201048001,1464,177.0,4.205561e-07,6.6767934e-05,5
14500026001,1455,989.0,5.7980856e-06,0.00095144304,4
15020001001,1446,280.0,7.215639e-07,8.345992e-05,5
10014020001,1434,653.0,2.1219985e-06,0.00023368777,5
14244020001,1395,1156.0,6.6284742e-06,0.0006342954,4
10000013001,1392,147.0,3.7145546e-07,5.007595e-05,5
14110009001,1382,1752.0,1.4930619e-05,0.0012518988,2
12201095001,1380,79.0,1.8145778e-07,5.007595e-05,5
10035006001,1380,611.0,2.1326714e-06,0.00016691984,5
15023011001,1374,550.0,1.7291935e-06,0.0003004557,5
14501016001,1374,1256.0,6.884681e-06,0.0011517468,2
12201084001,1362,643.0,1.9341353e-06,0.00036722363,5
10303002001,1359,233.0,5.486447e-07,6.6767934e-05,5
15020922001,1358,245.0,6.2122797e-07,8.345992e-05,5
10020033001,1356,464.0,1.5605427e-06,0.0002003038,5
10041040001,1356,493.0,1.4922297e-06,0.00016691984,5
12201013001,1350,351.0,9.414491e-07,0.00056752743,5
10033065001,1349,380.0,1.1186382e-06,0.00018361182,5
14840017001,1338,1445.0,9.215827e-06,0.0009013671,4
10033082001,1332,525.0,2.0707612e-06,0.00036722363,5
14505020001,1325,971.0,4.9996775e-06,0.0004840675,4
10033001001,1320,256.0,6.681938e-07,8.345992e-05,5
10033019001,1317,683.0,2.3504224e-06,0.0002003038,5
10040002001,1314,96.0,2.1134494e-07,3.3383967e-05,5
10033016001,1313,463.0,1.5349253e-06,0.00026707174,5
10000027001,1312,307.0,8.005522e-07,0.00011684388,5
10021007001,1301,493.0,1.321446e-06,0.00016691984,5
14504001001,1300,1145.0,6.1460546e-06,0.00055083545,4
14833024001,1278,1169.0,6.4897504e-06,0.00056752743,4
14810004001,1269,1221.0,5.531231e-06,0.0004840675,4
14014005001,1264,1907.0,2.4676261e-05,0.0017693503,7
10031902001,1252,550.0,2.0878392e-06,0.00028376371,5
14505031001,1248,1044.0,6.9423113e-06,0.0011517468,2
12201896001,1240,231.0,5.614535e-07,8.345992e-05,5
10016014001,1236,109.0,2.4763656e-07,5.007595e-05,5
14203017001,1228,2249.0,2.2024831e-05,0.0019195781,7
14102249001,1227,2135.0,2.720388e-05,0.0017860422,7
10012006001,1218,723.0,2.5809818e-06,0.0005174515,4
14611010001,1218,2112.0,1.535544e-05,0.0012352067,2
10032014001,1212,467.0,1.4153762e-06,0.00011684388,5
14121106001,1203,1842.0,1.37116385e-05,0.0019195781,7
14000057001,1203,1981.0,2.9859584e-05,0.002069806,7
14805899001,1200,376.0,1.0823466e-06,0.00018361182,5
10021021001,1192,508.0,1.6630141e-06,0.00018361182,5
10000021001,1191,636.0,2.2031206e-06,0.00021699579,5
14504002001,1190,789.0,2.9652472e-06,0.00045068355,5
14112007001,1171,1964.0,2.4065695e-05,0.0021198818,7
14804005001,1170,838.0,3.5224314e-06,0.0004006076,5
10001022001,1160,835.0,3.3858046e-06,0.0008179072,4
14830069001,1155,1375.0,8.1377775e-06,0.00066767936,4
14500007001,1155,898.0,3.2385028e-06,0.00023368777,5
15023004001,1152,247.0,6.425761e-07,0.00013353587,5
15023013001,1140,579.0,2.1625583e-06,0.0005007595,5
10021015001,1136,407.0,1.1570653e-06,0.00018361182,5
15022013001,1134,629.0,2.1177284e-06,0.00015022785,5
10024010001,1134,472.0,1.4367246e-06,0.00013353587,5
10040004001,1132,618.0,2.88412e-06,0.0018361182,2
14501005001,1131,1230.0,5.7148222e-06,0.0004840675,4
14500024001,1128,356.0,1.244591e-06,0.00016691984,5
14011003001,1119,2017.0,2.5782101e-05,0.00210319,7
14000197001,1113,1643.0,1.6574542e-05,0.0013353587,2
14521157001,1104,1618.0,8.923351e-06,0.00095144304,4
14505011001,1100,1287.0,6.963645e-06,0.0011350549,2
10001043001,1092,247.0,6.6605907e-07,0.00011684388,5
10020015001,1092,356.0,1.0716723e-06,0.00013353587,5
14010027001,1092,1022.0,5.8983883e-06,0.0005174515,4
14021010001,1087,1934.0,2.0914738e-05,0.0016191225,7
14810001001,1083,1264.0,7.172873e-06,0.00056752743,4
10040016001,1080,104.0,2.3909732e-07,5.007595e-05,5
14501053001,1068,1036.0,6.1439177e-06,0.00075113925,4
10024004001,1056,492.0,1.5562738e-06,0.00036722363,5
14102250001,1054,2013.0,2.765646e-05,0.001969654,7
14502111001,1053,1392.0,8.195404e-06,0.001034903,2
10032020001,1032,909.0,3.8832086e-06,0.0003004557,5
14502022001,1032,916.0,4.3421783e-06,0.0004840675,4
14615133001,1024,287.0,7.578557e-07,0.00016691984,5
15023003001,1020,348.0,9.8628e-07,0.0001001519,5
12221008001,1020,50.0,1.1100946e-07,5.007595e-05,5
10040025001,1017,477.0,2.4464848e-06,0.0018361182,2
10031019001,1016,543.0,1.9490776e-06,0.00023368777,5
10041004001,1012,363.0,1.0076284e-06,0.00011684388,5
14501086001,1002,1380.0,8.238104e-06,0.001034903,2
10030016001,996,723.0,3.0997373e-06,0.0005842194,4
14502026001,994,1523.0,1.3192917e-05,0.001952962,7
10040033001,992,196.0,6.233627e-07,0.00026707174,5
10033053001,991,235.0,7.6852945e-07,0.00023368777,5
10033075001,990,664.0,2.9652433e-06,0.00045068355,5
14504008001,990,820.0,4.1756643e-06,0.00061760336,4
10033006001,989,291.0,9.0729213e-07,0.00028376371,5
14501011001,988,1492.0,1.2723261e-05,0.0019028861,7
14801002001,987,1302.0,7.3671386e-06,0.000968135,4
14110015001,987,1927.0,2.2520178e-05,0.0018194262,7
10031012001,984,453.0,1.342793e-06,0.00015022785,5
10031007001,972,658.0,2.630081e-06,0.00033383968,5
10024011001,968,692.0,2.5553638e-06,0.00028376371,5
10022008001,968,206.0,4.7606116e-07,5.007595e-05,5
12201105001,953,1048.0,3.4327716e-06,0.0005842194,4
14370020001,952,1574.0,1.0044112e-05,0.0009180591,4
10035013001,952,490.0,1.6288567e-06,0.00018361182,5
10030022001,948,413.0,1.3470623e-06,0.00015022785,5
10040111001,948,85.0,2.1774933e-07,0.0001001519,5
11103136001,948,1105.0,3.639849e-06,0.0005174515,4
12201064001,940,62.0,1.3662704e-07,3.3383967e-05,5
15024011001,936,9.0,2.7752373e-08,5.007595e-05,5
14501038001,933,1194.0,6.7928886e-06,0.0009013671,4
14133023001,931,1980.0,2.111967e-05,0.001986346,7
10040026001,930,434.0,1.8764925e-06,0.0014355106,2
12201067001,930,107.0,2.3055811e-07,3.3383967e-05,5
14131033001,929,1882.0,2.691141e-05,0.0019195781,7
14501031001,927,306.0,9.4785275e-07,0.00015022785,5
14831002001,927,1235.0,7.5123075e-06,0.0008179072,4
14020053001,924,1850.0,1.5566813e-05,0.002003038,7
10032015001,924,514.0,1.5754874e-06,0.00011684388,5
14820017001,921,805.0,3.4050163e-06,0.0003171477,5
14010011001,920,1579.0,1.8801193e-05,0.001952962,7
10002071001,920,1078.0,4.790465e-06,0.00046737553,4
14615017001,918,1341.0,6.363794e-06,0.0006009114,4
14805017001,912,801.0,3.1787272e-06,0.00045068355,5
14505099001,912,1045.0,6.485468e-06,0.001068287,2
10010027001,912,0.0,0.0,0.0,5
14011032001,908,1525.0,1.8222663e-05,0.00193627,7
10001001001,906,784.0,3.492544e-06,0.0003839156,5
10030019001,888,148.0,3.522422e-07,5.007595e-05,5
12201059001,888,128.0,2.8179355e-07,3.3383967e-05,5
14822014001,885,1111.0,5.6956246e-06,0.0007678312,4
14504028001,885,643.0,3.3644526e-06,0.00061760336,4
14370004001,884,1524.0,9.230773e-06,0.00055083545,4
14112014001,882,1800.0,2.0235835e-05,0.0021198818,7
14502007001,876,862.0,4.670923e-06,0.0007845232,4
14021017001,871,1700.0,1.893994e-05,0.00201973,7
14023029001,866,1698.0,1.7686807e-05,0.001969654,7
14131047001,864,1827.0,2.2063276e-05,0.0020864978,7
12201147001,864,139.0,3.43703e-07,0.00013353587,5
14500056001,864,1155.0,6.131098e-06,0.0008512912,4
10034016001,860,336.0,9.862802e-07,0.00018361182,5
10000998001,850,1672.0,1.5963895e-05,0.0016858904,7
15024014001,846,321.0,8.731353e-07,0.00018361182,5
10002045001,845,1264.0,7.0490264e-06,0.0011350549,2
14000039001,842,1844.0,1.8229064e-05,0.0014188186,2
12201071001,840,119.0,2.668498e-07,5.007595e-05,5
14831021001,834,1151.0,5.727643e-06,0.00056752743,4
10002073001,828,581.0,2.0878404e-06,0.0002003038,5
14504009001,825,522.0,2.7816486e-06,0.00043399158,5
12201020001,816,58.0,1.2808785e-07,3.3383967e-05,5
14000196001,816,1466.0,1.08510485e-05,0.0011016709,2
10020004001,810,538.0,1.9384038e-06,0.00021699579,5
14100003001,809,1817.0,1.9640182e-05,0.0016191225,7
14121020001,803,1453.0,8.882784e-06,0.0019195781,7
14133003001,801,1765.0,1.8801189e-05,0.001986346,7
10033027001,800,611.0,2.5083964e-06,0.0003171477,5
