order_id,order_arrival,process_start_time,order_complete_time,station_id
123,7620,7620,8169,picker-3
129,7980,7980,8336,picker-1
126,7860,7860,8395,picker-1
128,7920,7920,8395,picker-1
130,8040,8040,8458,picker-2
125,7860,7860,8459,picker-1
132,8340,8340,8529,picker-2
131,8100,8100,8537,picker-2
133,8460,8460,8602,picker-2
135,8520,8520,8672,picker-3
134,8520,8520,8700,picker-2
136,8640,8640,8734,picker-3
137,8700,8700,8790,picker-1
139,8880,8880,9077,picker-3
138,8760,8760,9119,picker-2
140,8880,8880,9154,picker-2
141,8940,8940,9200,picker-2
143,9120,9120,9259,picker-2
142,8940,8940,9269,picker-3
144,9240,9240,9338,picker-3
147,9420,9420,9478,picker-3
146,9420,9420,9486,picker-1
145,9420,9420,9493,picker-1
148,9420,9420,9500,picker-1
150,9600,9600,9650,picker-1
149,9600,9600,9683,picker-3
151,9660,9660,9733,picker-3
152,9780,9780,9851,picker-1
153,9840,9840,9910,picker-1
154,9960,9960,10029,picker-1
155,10080,10080,10148,picker-3
156,10080,10080,10150,picker-2
158,10140,10140,10215,picker-1
157,10140,10140,10230,picker-3
159,10200,10200,10315,picker-3
160,10380,10380,10449,picker-3
161,10380,10380,10455,picker-3
163,10500,10500,10575,picker-1
162,10500,10500,10580,picker-1
164,10560,10560,10710,picker-3
165,10620,10620,10753,picker-2
166,10680,10680,10783,picker-3
168,10680,10680,10810,picker-1
171,10740,10740,10910,picker-1
167,10680,10680,10938,picker-1
170,10740,10740,10939,picker-3
172,10800,10800,10967,picker-2
175,10800,10800,11041,picker-2
174,10800,10800,11041,picker-2
173,10800,10800,11072,picker-2
169,10680,10680,11209,picker-1
178,10860,10911,11234,picker-1
177,10860,10860,11252,picker-1
180,11040,11040,11563,picker-2
182,11040,11042,11563,picker-2
179,10980,10980,11617,picker-1
186,11640,11640,11829,picker-2
183,11220,11220,11843,picker-2
188,11700,11700,11982,picker-1
190,11820,11820,12077,picker-1
181,11040,11040,12318,picker-3
189,11820,11820,12468,picker-1
193,11940,11983,12482,picker-1
192,11880,11880,12490,picker-2
185,11520,11520,12571,picker-1
194,12000,12078,12571,picker-1
195,12120,12319,12599,picker-3
196,12240,12469,12672,picker-1
197,12240,12483,12694,picker-1
191,11880,11880,12742,picker-2
200,12360,12572,12876,picker-1
201,12480,12600,12877,picker-3
187,11640,11640,12886,picker-2
204,12600,12743,13059,picker-2
199,12300,12572,13073,picker-1
206,12720,12878,13275,picker-3
203,12540,12695,13380,picker-1
198,12300,12491,13393,picker-2
208,12780,13060,13399,picker-2
205,12660,12877,13401,picker-1
209,12900,13074,13494,picker-1
207,12720,12887,13514,picker-2
210,13020,13276,13668,picker-3
214,13200,13402,13803,picker-1
216,13260,13515,13935,picker-2
217,13320,13669,13961,picker-3
211,13020,13381,13963,picker-1
212,13080,13394,13993,picker-2
213,13140,13400,14007,picker-2
218,13380,13804,14066,picker-1
202,12540,12673,14128,picker-1
219,13380,13936,14146,picker-2
220,13440,13962,14205,picker-3
221,13500,13964,14226,picker-1
222,13560,13994,14228,picker-2
215,13200,13495,14232,picker-1
224,13560,14067,14290,picker-1
225,13560,14129,14356,picker-1
226,13800,14147,14401,picker-2
223,13560,14008,14410,picker-2
230,14100,14233,14639,picker-1
227,13920,14206,14676,picker-3
231,14160,14291,14717,picker-1
229,13980,14229,14762,picker-2
228,13920,14227,14764,picker-1
234,14280,14411,14787,picker-2
233,14280,14402,14822,picker-2
232,14160,14357,15014,picker-1
235,14340,14640,15014,picker-1
240,14520,14788,15119,picker-2
237,14340,14718,15138,picker-1
241,14700,14823,15149,picker-2
236,14340,14677,15197,picker-3
238,14400,14763,15201,picker-2
239,14400,14765,15306,picker-1
244,15000,15120,15336,picker-2
246,15060,15150,15422,picker-2
245,15060,15139,15467,picker-1
247,15120,15198,15487,picker-3
242,14820,15015,15488,picker-1
243,14940,15015,15488,picker-1
248,15120,15202,15738,picker-2
251,15300,15423,15749,picker-2
253,15300,15488,15837,picker-3
252,15300,15468,15892,picker-1
254,15300,15489,15892,picker-1
250,15240,15337,15940,picker-2
255,15360,15489,16000,picker-1
256,15360,15739,16010,picker-2
249,15180,15307,16170,picker-1
260,15840,15893,16264,picker-1
262,15900,16001,16286,picker-1
257,15360,15750,16301,picker-2
263,15960,16011,16375,picker-2
258,15420,15838,16426,picker-3
264,16020,16171,16456,picker-1
265,16020,16265,16524,picker-1
267,16320,16320,16644,picker-2
261,15900,15941,16705,picker-2
259,15540,15893,16741,picker-1
270,16560,16560,16835,picker-1
269,16500,16500,16846,picker-1
271,16680,16680,16939,picker-3
266,16260,16287,16959,picker-1
272,16680,16680,16969,picker-2
273,16860,16860,17073,picker-2
268,16380,16380,17082,picker-2
274,16920,16920,17116,picker-1
275,17100,17100,17177,picker-3
276,17160,17160,17246,picker-2
277,17280,17280,17372,picker-2
278,17280,17280,17400,picker-3
279,17340,17340,17463,picker-1
281,17340,17340,17639,picker-1
282,17400,17400,17704,picker-1
284,17520,17520,17816,picker-1
283,17460,17460,17865,picker-3
285,17640,17640,17948,picker-1
286,17640,17640,17968,picker-2
287,17700,17700,18017,picker-2
288,17760,17760,18022,picker-2
280,17340,17340,18041,picker-1
289,17820,17820,18126,picker-1
290,17820,17820,18192,picker-1
291,17940,17940,18195,picker-3
293,18060,18060,18230,picker-1
292,18000,18000,18236,picker-1
295,18180,18180,18366,picker-2
294,18180,18180,18385,picker-2
296,18300,18300,18399,picker-3
297,18360,18360,18444,picker-2
298,18420,18420,18547,picker-1
299,18540,18540,18614,picker-2
301,18720,18720,18803,picker-2
300,18720,18720,18804,picker-1
302,18720,18720,18814,picker-2
304,18840,18840,18918,picker-1
305,18840,18840,18923,picker-2
303,18840,18840,18929,picker-2
306,18900,18900,18970,picker-2
307,18900,18900,19047,picker-3
309,18960,18960,19096,picker-1
310,18960,18960,19175,picker-2
311,18960,18960,19221,picker-1
308,18960,18960,19306,picker-2
312,19020,19020,19308,picker-1
313,19080,19080,19341,picker-1
314,19200,19200,19346,picker-1
315,19200,19200,19414,picker-2
318,19380,19380,19573,picker-2
319,19440,19440,19583,picker-1
320,19500,19500,19656,picker-2
321,19500,19500,19726,picker-1
316,19380,19380,19789,picker-2
322,19500,19500,19790,picker-1
324,19620,19620,19842,picker-2
323,19620,19620,19901,picker-1
325,19740,19740,19907,picker-1
326,19800,19800,19939,picker-1
327,19860,19860,19959,picker-2
328,19980,19980,20073,picker-3
329,20040,20040,20131,picker-1
330,20160,20160,20233,picker-2
332,20280,20280,20356,picker-1
331,20280,20280,20361,picker-1
333,20280,20280,20478,picker-2
335,20400,20400,20479,picker-1
334,20340,20340,20489,picker-2
336,20460,20460,20718,picker-2
337,20460,20460,20732,picker-3
339,20520,20520,20757,picker-2
338,20520,20520,20758,picker-1
340,20580,20580,20860,picker-2
341,20640,20640,20861,picker-1
342,20760,20760,20893,picker-1
343,20760,20760,20908,picker-2
344,20820,20820,20993,picker-2
345,20820,20820,21009,picker-3
347,20940,20940,21056,picker-1
348,20940,20940,21139,picker-1
349,21000,21000,21177,picker-2
351,21120,21120,21263,picker-2
352,21180,21180,21316,picker-2
353,21240,21240,21516,picker-2
356,21300,21300,21531,picker-2
357,21360,21360,21741,picker-2
354,21240,21240,21757,picker-3
358,21360,21517,21827,picker-2
359,21360,21532,21964,picker-2
360,21420,21742,22006,picker-2
361,21480,21758,22008,picker-3
362,21540,21828,22033,picker-2
363,21540,21965,22085,picker-2
364,21600,22007,22128,picker-2
365,21780,22009,22154,picker-3
366,21780,22034,22282,picker-2
367,21840,22086,22312,picker-2
371,22200,22313,22390,picker-2
370,22140,22283,22415,picker-2
368,21900,22129,22428,picker-2
372,22260,22391,22460,picker-2
373,22440,22440,22592,picker-2
374,22440,22440,22660,picker-2
369,21900,22155,22670,picker-3
376,22800,22800,22958,picker-2
375,22740,22740,22968,picker-3
377,22920,22920,23021,picker-2
379,22980,22980,23051,picker-2
378,22920,22920,23118,picker-2
380,23040,23040,23178,picker-2
381,23100,23100,23237,picker-2
383,23100,23119,23271,picker-2
382,23100,23100,23284,picker-3
384,23100,23179,23316,picker-2
385,23160,23238,23332,picker-2
386,23280,23280,23375,picker-2
387,23340,23340,23418,picker-2
388,23400,23400,23457,picker-2
389,23460,23460,23678,picker-3
390,23520,23520,23726,picker-2
392,23580,23580,23825,picker-2
391,23580,23580,23839,picker-2
393,23580,23679,23855,picker-3
395,23760,23826,23898,picker-2
394,23700,23727,23908,picker-2
396,23820,23840,24082,picker-2
398,24060,24060,24287,picker-2
399,24180,24180,24326,picker-2
400,24300,24300,24371,picker-2
397,23820,23856,24582,picker-3
402,24360,24360,24600,picker-2
401,24360,24360,24764,picker-2
405,24660,24660,24795,picker-2
403,24360,24372,24801,picker-2
404,24600,24600,24860,picker-3
406,24720,24765,24881,picker-2
407,24780,24796,24893,picker-2
408,24780,24802,25027,picker-2
409,24960,24960,25038,picker-2
412,25020,25028,25150,picker-2
413,25080,25080,25232,picker-2
411,25020,25020,25252,picker-2
414,25140,25151,25261,picker-2
415,25140,25233,25330,picker-2
416,25200,25253,25392,picker-2
417,25380,25380,25485,picker-2
418,25440,25440,25567,picker-2
421,25500,25568,25688,picker-2
420,25500,25500,25694,picker-2
419,25440,25440,25716,picker-2
422,25620,25689,25816,picker-2
423,25680,25695,25829,picker-2
424,25680,25717,25862,picker-2
426,25740,25830,25982,picker-2
425,25680,25817,25993,picker-2
427,25740,25863,26057,picker-2
429,25980,25994,26144,picker-2
430,26040,26058,26193,picker-2
431,26040,26145,26241,picker-2
432,26100,26194,26298,picker-2
433,26220,26242,26315,picker-2
434,26220,26299,26379,picker-2
435,26340,26340,26412,picker-2
436,26700,26700,26773,picker-2
437,26760,26760,26838,picker-2
438,26760,26774,26924,picker-2
439,26760,26839,27104,picker-2
441,26820,27105,27172,picker-2
