item_code;slot_type;orientation;slot_length;slot_width;slot_height;slot_volume;slots_per_pod;box_l0;box_w0;box_h0;box_weight;box_volume;units_per_box;oriented_l;oriented_w;oriented_h;max_x;max_y;max_z;max_boxes_in_slot;max_items_in_slot;max_boxes_in_pod;max_items_in_pod;used_volume_in_slot;used_weight_in_slot;vol_util_slot
10000003001;4;1;120;25;43;129000;;40;27;12;9.11;12960;24;40;12;27;3;2;1;6;144;;;77760;54.66;0.602790698
10000003001;4;4;120;25;43;129000;;40;27;12;9.11;12960;24;27;12;40;4;2;1;8;192;;;103680;72.88;0.80372093
10000004001;0;0;40;25;43;43000;;34;23;31;14;24242;6;34;23;31;1;1;1;1;6;;;24242;14;0.563767442
10000004001;0;3;40;25;43;43000;;34;23;31;14;24242;6;31;23;34;1;1;1;1;6;;;24242;14;0.563767442
10000004001;1;0;40;25;31;31000;;34;23;31;14;24242;6;34;23;31;1;1;1;1;6;;;24242;14;0.782
10000004001;3;0;60;25;43;64500;;34;23;31;14;24242;6;34;23;31;1;1;1;1;6;;;24242;14;0.375844961
10000004001;3;3;60;25;43;64500;;34;23;31;14;24242;6;31;23;34;1;1;1;1;6;;;24242;14;0.375844961
10000004001;4;0;120;25;43;129000;;34;23;31;14;24242;6;34;23;31;3;1;1;3;18;;;72726;42;0.563767442
10000004001;4;3;120;25;43;129000;;34;23;31;14;24242;6;31;23;34;3;1;1;3;18;;;72726;42;0.563767442
10000005001;0;1;40;25;43;43000;;40;28;12;8.89;13440;24;40;12;28;1;2;1;2;48;;;26880;17.78;0.625116279
10000005001;0;4;40;25;43;43000;;40;28;12;8.89;13440;24;28;12;40;1;2;1;2;48;;;26880;17.78;0.625116279
10000005001;1;1;40;25;31;31000;;40;28;12;8.89;13440;24;40;12;28;1;2;1;2;48;;;26880;17.78;0.867096774
10000005001;3;1;60;25;43;64500;;40;28;12;8.89;13440;24;40;12;28;1;2;1;2;48;;;26880;17.78;0.416744186
10000005001;3;4;60;25;43;64500;;40;28;12;8.89;13440;24;28;12;40;2;2;1;4;96;;;53760;35.56;0.833488372
10000005001;4;1;120;25;43;129000;;40;28;12;8.89;13440;24;40;12;28;3;2;1;6;144;;;80640;53.34;0.625116279
10000005001;4;4;120;25;43;129000;;40;28;12;8.89;13440;24;28;12;40;4;2;1;8;192;;;107520;71.12;0.833488372
10000006001;0;0;40;25;43;43000;;40;13;13;4.69;6760;12;40;13;13;1;1;3;3;36;;;20280;14.07;0.471627907
10000006001;0;1;40;25;43;43000;;40;13;13;4.69;6760;12;40;13;13;1;1;3;3;36;;;20280;14.07;0.471627907
10000006001;0;3;40;25;43;43000;;40;13;13;4.69;6760;12;13;13;40;3;1;1;3;36;;;20280;14.07;0.471627907
10000006001;0;4;40;25;43;43000;;40;13;13;4.69;6760;12;13;13;40;3;1;1;3;36;;;20280;14.07;0.471627907
10000006001;1;0;40;25;31;31000;;40;13;13;4.69;6760;12;40;13;13;1;1;2;2;24;;;13520;9.38;0.436129032
10000006001;1;1;40;25;31;31000;;40;13;13;4.69;6760;12;40;13;13;1;1;2;2;24;;;13520;9.38;0.436129032
10000006001;3;0;60;25;43;64500;;40;13;13;4.69;6760;12;40;13;13;1;1;3;3;36;;;20280;14.07;0.314418605
10000006001;3;1;60;25;43;64500;;40;13;13;4.69;6760;12;40;13;13;1;1;3;3;36;;;20280;14.07;0.314418605
10000006001;3;3;60;25;43;64500;;40;13;13;4.69;6760;12;13;13;40;4;1;1;4;48;;;27040;18.76;0.419224806
10000006001;3;4;60;25;43;64500;;40;13;13;4.69;6760;12;13;13;40;4;1;1;4;48;;;27040;18.76;0.419224806
10000006001;4;0;120;25;43;129000;;40;13;13;4.69;6760;12;40;13;13;3;1;3;9;108;;;60840;42.21;0.471627907
10000006001;4;1;120;25;43;129000;;40;13;13;4.69;6760;12;40;13;13;3;1;3;9;108;;;60840;42.21;0.471627907
10000006001;4;3;120;25;43;129000;;40;13;13;4.69;6760;12;13;13;40;9;1;1;9;108;;;60840;42.21;0.471627907
10000006001;4;4;120;25;43;129000;;40;13;13;4.69;6760;12;13;13;40;9;1;1;9;108;;;60840;42.21;0.471627907
10000007001;0;1;40;25;43;43000;;40;28;12;8.58;13440;24;40;12;28;1;2;1;2;48;;;26880;17.16;0.625116279
10000007001;0;4;40;25;43;43000;;40;28;12;8.58;13440;24;28;12;40;1;2;1;2;48;;;26880;17.16;0.625116279
10000007001;1;1;40;25;31;31000;;40;28;12;8.58;13440;24;40;12;28;1;2;1;2;48;;;26880;17.16;0.867096774
10000007001;3;1;60;25;43;64500;;40;28;12;8.58;13440;24;40;12;28;1;2;1;2;48;;;26880;17.16;0.416744186
10000007001;3;4;60;25;43;64500;;40;28;12;8.58;13440;24;28;12;40;2;2;1;4;96;;;53760;34.32;0.833488372
10000007001;4;1;120;25;43;129000;;40;28;12;8.58;13440;24;40;12;28;3;2;1;6;144;;;80640;51.48;0.625116279
10000007001;4;4;120;25;43;129000;;40;28;12;8.58;13440;24;28;12;40;4;2;1;8;192;;;107520;68.64;0.833488372
10000010001;0;0;40;25;43;43000;;34;23;31;12.52;24242;6;34;23;31;1;1;1;1;6;;;24242;12.52;0.563767442
10000010001;0;3;40;25;43;43000;;34;23;31;12.52;24242;6;31;23;34;1;1;1;1;6;;;24242;12.52;0.563767442
10000010001;1;0;40;25;31;31000;;34;23;31;12.52;24242;6;34;23;31;1;1;1;1;6;;;24242;12.52;0.782
10000010001;3;0;60;25;43;64500;;34;23;31;12.52;24242;6;34;23;31;1;1;1;1;6;;;24242;12.52;0.375844961
10000010001;3;3;60;25;43;64500;;34;23;31;12.52;24242;6;31;23;34;1;1;1;1;6;;;24242;12.52;0.375844961
10000010001;4;0;120;25;43;129000;;34;23;31;12.52;24242;6;34;23;31;3;1;1;3;18;;;72726;37.56;0.563767442
10000010001;4;3;120;25;43;129000;;34;23;31;12.52;24242;6;31;23;34;3;1;1;3;18;;;72726;37.56;0.563767442
10000011001;0;1;40;25;43;43000;;40;27;10;6.76;10800;24;40;10;27;1;2;1;2;48;;;21600;13.52;0.502325581
10000011001;0;4;40;25;43;43000;;40;27;10;6.76;10800;24;27;10;40;1;2;1;2;48;;;21600;13.52;0.502325581
10000011001;1;1;40;25;31;31000;;40;27;10;6.76;10800;24;40;10;27;1;2;1;2;48;;;21600;13.52;0.696774194
10000011001;3;1;60;25;43;64500;;40;27;10;6.76;10800;24;40;10;27;1;2;1;2;48;;;21600;13.52;0.334883721
10000011001;3;4;60;25;43;64500;;40;27;10;6.76;10800;24;27;10;40;2;2;1;4;96;;;43200;27.04;0.669767442
10000011001;4;1;120;25;43;129000;;40;27;10;6.76;10800;24;40;10;27;3;2;1;6;144;;;64800;40.56;0.502325581
10000011001;4;4;120;25;43;129000;;40;27;10;6.76;10800;24;27;10;40;4;2;1;8;192;;;86400;54.08;0.669767442
10000012001;3;1;60;25;43;64500;;45;30;25;15.88;33750;24;45;25;30;1;1;1;1;24;;;33750;15.88;0.523255814
10000012001;4;1;120;25;43;129000;;45;30;25;15.88;33750;24;45;25;30;2;1;1;2;48;;;67500;31.76;0.523255814
10000013001;0;4;40;25;43;43000;;41;28;10;7.03;11480;24;28;10;41;1;2;1;2;48;;;22960;14.06;0.533953488
10000013001;3;1;60;25;43;64500;;41;28;10;7.03;11480;24;41;10;28;1;2;1;2;48;;;22960;14.06;0.355968992
10000013001;3;4;60;25;43;64500;;41;28;10;7.03;11480;24;28;10;41;2;2;1;4;96;;;45920;28.12;0.711937984
10000013001;4;1;120;25;43;129000;;41;28;10;7.03;11480;24;41;10;28;2;2;1;4;96;;;45920;28.12;0.355968992
10000013001;4;4;120;25;43;129000;;41;28;10;7.03;11480;24;28;10;41;4;2;1;8;192;;;91840;56.24;0.711937984
10000021001;0;1;40;25;43;43000;;40;28;12;8.59;13440;24;40;12;28;1;2;1;2;48;;;26880;17.18;0.625116279
10000021001;0;4;40;25;43;43000;;40;28;12;8.59;13440;24;28;12;40;1;2;1;2;48;;;26880;17.18;0.625116279
10000021001;1;1;40;25;31;31000;;40;28;12;8.59;13440;24;40;12;28;1;2;1;2;48;;;26880;17.18;0.867096774
10000021001;3;1;60;25;43;64500;;40;28;12;8.59;13440;24;40;12;28;1;2;1;2;48;;;26880;17.18;0.416744186
10000021001;3;4;60;25;43;64500;;40;28;12;8.59;13440;24;28;12;40;2;2;1;4;96;;;53760;34.36;0.833488372
10000021001;4;1;120;25;43;129000;;40;28;12;8.59;13440;24;40;12;28;3;2;1;6;144;;;80640;51.54;0.625116279
10000021001;4;4;120;25;43;129000;;40;28;12;8.59;13440;24;28;12;40;4;2;1;8;192;;;107520;68.72;0.833488372
10000023001;0;4;40;25;43;43000;;43;28;25;16.27;30100;24;28;25;43;1;1;1;1;24;;;30100;16.27;0.7
10000023001;3;1;60;25;43;64500;;43;28;25;16.27;30100;24;43;25;28;1;1;1;1;24;;;30100;16.27;0.466666667
10000023001;3;4;60;25;43;64500;;43;28;25;16.27;30100;24;28;25;43;2;1;1;2;48;;;60200;32.54;0.933333333
10000023001;4;1;120;25;43;129000;;43;28;25;16.27;30100;24;43;25;28;2;1;1;2;48;;;60200;32.54;0.466666667
10000023001;4;4;120;25;43;129000;;43;28;25;16.27;30100;24;28;25;43;4;1;1;4;96;;;120400;65.08;0.933333333
10000026001;0;0;40;25;43;43000;;34;22;14;6.62;10472;24;34;22;14;1;1;3;3;72;;;31416;19.86;0.730604651
10000026001;0;1;40;25;43;43000;;34;22;14;6.62;10472;24;34;14;22;1;1;1;1;24;;;10472;6.62;0.243534884
10000026001;0;3;40;25;43;43000;;34;22;14;6.62;10472;24;14;22;34;2;1;1;2;48;;;20944;13.24;0.487069767
10000026001;0;4;40;25;43;43000;;34;22;14;6.62;10472;24;22;14;34;1;1;1;1;24;;;10472;6.62;0.243534884
10000026001;1;0;40;25;31;31000;;34;22;14;6.62;10472;24;34;22;14;1;1;2;2;48;;;20944;13.24;0.675612903
10000026001;1;1;40;25;31;31000;;34;22;14;6.62;10472;24;34;14;22;1;1;1;1;24;;;10472;6.62;0.337806452
10000026001;3;0;60;25;43;64500;;34;22;14;6.62;10472;24;34;22;14;1;1;3;3;72;;;31416;19.86;0.487069767
10000026001;3;1;60;25;43;64500;;34;22;14;6.62;10472;24;34;14;22;1;1;1;1;24;;;10472;6.62;0.162356589
10000026001;3;3;60;25;43;64500;;34;22;14;6.62;10472;24;14;22;34;4;1;1;4;96;;;41888;26.48;0.649426357
10000026001;3;4;60;25;43;64500;;34;22;14;6.62;10472;24;22;14;34;2;1;1;2;48;;;20944;13.24;0.324713178
10000026001;4;0;120;25;43;129000;;34;22;14;6.62;10472;24;34;22;14;3;1;3;9;216;;;94248;59.58;0.730604651
10000026001;4;1;120;25;43;129000;;34;22;14;6.62;10472;24;34;14;22;3;1;1;3;72;;;31416;19.86;0.243534884
10000026001;4;3;120;25;43;129000;;34;22;14;6.62;10472;24;14;22;34;8;1;1;8;192;;;83776;52.96;0.649426357
10000026001;4;4;120;25;43;129000;;34;22;14;6.62;10472;24;22;14;34;5;1;1;5;120;;;52360;33.1;0.405891473
10000027001;3;1;60;25;43;64500;;45;30;25;15.41;33750;24;45;25;30;1;1;1;1;24;;;33750;15.41;0.523255814
10000027001;4;1;120;25;43;129000;;45;30;25;15.41;33750;24;45;25;30;2;1;1;2;48;;;67500;30.82;0.523255814
10000998001;0;0;40;25;43;43000;;28;20;19;4.8;10640;1;28;20;19;1;1;2;2;2;;;21280;9.6;0.494883721
10000998001;0;1;40;25;43;43000;;28;20;19;4.8;10640;1;28;19;20;1;1;2;2;2;;;21280;9.6;0.494883721
10000998001;0;3;40;25;43;43000;;28;20;19;4.8;10640;1;19;20;28;2;1;1;2;2;;;21280;9.6;0.494883721
10000998001;0;4;40;25;43;43000;;28;20;19;4.8;10640;1;20;19;28;2;1;1;2;2;;;21280;9.6;0.494883721
10000998001;1;0;40;25;31;31000;;28;20;19;4.8;10640;1;28;20;19;1;1;1;1;1;;;10640;4.8;0.343225806
10000998001;1;1;40;25;31;31000;;28;20;19;4.8;10640;1;28;19;20;1;1;1;1;1;;;10640;4.8;0.343225806
10000998001;1;3;40;25;31;31000;;28;20;19;4.8;10640;1;19;20;28;2;1;1;2;2;;;21280;9.6;0.686451613
10000998001;1;4;40;25;31;31000;;28;20;19;4.8;10640;1;20;19;28;2;1;1;2;2;;;21280;9.6;0.686451613
10000998001;2;0;30;25;20.5;15375;;28;20;19;4.8;10640;1;28;20;19;1;1;1;1;1;;;10640;4.8;0.69203252
10000998001;2;1;30;25;20.5;15375;;28;20;19;4.8;10640;1;28;19;20;1;1;1;1;1;;;10640;4.8;0.69203252
10000998001;3;0;60;25;43;64500;;28;20;19;4.8;10640;1;28;20;19;2;1;2;4;4;;;42560;19.2;0.659844961
10000998001;3;1;60;25;43;64500;;28;20;19;4.8;10640;1;28;19;20;2;1;2;4;4;;;42560;19.2;0.659844961
10000998001;3;3;60;25;43;64500;;28;20;19;4.8;10640;1;19;20;28;3;1;1;3;3;;;31920;14.4;0.494883721
10000998001;3;4;60;25;43;64500;;28;20;19;4.8;10640;1;20;19;28;3;1;1;3;3;;;31920;14.4;0.494883721
10000998001;4;0;120;25;43;129000;;28;20;19;4.8;10640;1;28;20;19;4;1;2;8;8;;;85120;38.4;0.659844961
10000998001;4;1;120;25;43;129000;;28;20;19;4.8;10640;1;28;19;20;4;1;2;8;8;;;85120;38.4;0.659844961
10000998001;4;3;120;25;43;129000;;28;20;19;4.8;10640;1;19;20;28;6;1;1;6;6;;;63840;28.8;0.494883721
10000998001;4;4;120;25;43;129000;;28;20;19;4.8;10640;1;20;19;28;6;1;1;6;6;;;63840;28.8;0.494883721
10001001001;0;0;40;25;43;43000;;34;24;31;13.34;25296;6;34;24;31;1;1;1;1;6;;;25296;13.34;0.58827907
10001001001;0;3;40;25;43;43000;;34;24;31;13.34;25296;6;31;24;34;1;1;1;1;6;;;25296;13.34;0.58827907
10001001001;1;0;40;25;31;31000;;34;24;31;13.34;25296;6;34;24;31;1;1;1;1;6;;;25296;13.34;0.816
10001001001;3;0;60;25;43;64500;;34;24;31;13.34;25296;6;34;24;31;1;1;1;1;6;;;25296;13.34;0.392186047
10001001001;3;3;60;25;43;64500;;34;24;31;13.34;25296;6;31;24;34;1;1;1;1;6;;;25296;13.34;0.392186047
10001001001;4;0;120;25;43;129000;;34;24;31;13.34;25296;6;34;24;31;3;1;1;3;18;;;75888;40.02;0.58827907
10001001001;4;3;120;25;43;129000;;34;24;31;13.34;25296;6;31;24;34;3;1;1;3;18;;;75888;40.02;0.58827907
10001004001;0;0;40;25;43;43000;;34;23;31;12.52;24242;6;34;23;31;1;1;1;1;6;;;24242;12.52;0.563767442
10001004001;0;3;40;25;43;43000;;34;23;31;12.52;24242;6;31;23;34;1;1;1;1;6;;;24242;12.52;0.563767442
10001004001;1;0;40;25;31;31000;;34;23;31;12.52;24242;6;34;23;31;1;1;1;1;6;;;24242;12.52;0.782
10001004001;3;0;60;25;43;64500;;34;23;31;12.52;24242;6;34;23;31;1;1;1;1;6;;;24242;12.52;0.375844961
10001004001;3;3;60;25;43;64500;;34;23;31;12.52;24242;6;31;23;34;1;1;1;1;6;;;24242;12.52;0.375844961
10001004001;4;0;120;25;43;129000;;34;23;31;12.52;24242;6;34;23;31;3;1;1;3;18;;;72726;37.56;0.563767442
10001004001;4;3;120;25;43;129000;;34;23;31;12.52;24242;6;31;23;34;3;1;1;3;18;;;72726;37.56;0.563767442
10001005001;0;1;40;25;43;43000;;40;27;12;9.11;12960;24;40;12;27;1;2;1;2;48;;;25920;18.22;0.602790698
10001005001;0;4;40;25;43;43000;;40;27;12;9.11;12960;24;27;12;40;1;2;1;2;48;;;25920;18.22;0.602790698
10001005001;1;1;40;25;31;31000;;40;27;12;9.11;12960;24;40;12;27;1;2;1;2;48;;;25920;18.22;0.836129032
10001005001;3;1;60;25;43;64500;;40;27;12;9.11;12960;24;40;12;27;1;2;1;2;48;;;25920;18.22;0.401860465
10001005001;3;4;60;25;43;64500;;40;27;12;9.11;12960;24;27;12;40;2;2;1;4;96;;;51840;36.44;0.80372093
10001005001;4;1;120;25;43;129000;;40;27;12;9.11;12960;24;40;12;27;3;2;1;6;144;;;77760;54.66;0.602790698
10001005001;4;4;120;25;43;129000;;40;27;12;9.11;12960;24;27;12;40;4;2;1;8;192;;;103680;72.88;0.80372093
10001006001;0;1;40;25;43;43000;;40;28;12;8.95;13440;24;40;12;28;1;2;1;2;48;;;26880;17.9;0.625116279
10001006001;0;4;40;25;43;43000;;40;28;12;8.95;13440;24;28;12;40;1;2;1;2;48;;;26880;17.9;0.625116279
10001006001;1;1;40;25;31;31000;;40;28;12;8.95;13440;24;40;12;28;1;2;1;2;48;;;26880;17.9;0.867096774
10001006001;3;1;60;25;43;64500;;40;28;12;8.95;13440;24;40;12;28;1;2;1;2;48;;;26880;17.9;0.416744186
10001006001;3;4;60;25;43;64500;;40;28;12;8.95;13440;24;28;12;40;2;2;1;4;96;;;53760;35.8;0.833488372
10001006001;4;1;120;25;43;129000;;40;28;12;8.95;13440;24;40;12;28;3;2;1;6;144;;;80640;53.7;0.625116279
10001006001;4;4;120;25;43;129000;;40;28;12;8.95;13440;24;28;12;40;4;2;1;8;192;;;107520;71.6;0.833488372
10001007001;0;4;40;25;43;43000;;42;28;24;15.97;28224;24;28;24;42;1;1;1;1;24;;;28224;15.97;0.656372093
10001007001;3;1;60;25;43;64500;;42;28;24;15.97;28224;24;42;24;28;1;1;1;1;24;;;28224;15.97;0.437581395
10001007001;3;4;60;25;43;64500;;42;28;24;15.97;28224;24;28;24;42;2;1;1;2;48;;;56448;31.94;0.875162791
10001007001;4;1;120;25;43;129000;;42;28;24;15.97;28224;24;42;24;28;2;1;1;2;48;;;56448;31.94;0.437581395
10001007001;4;4;120;25;43;129000;;42;28;24;15.97;28224;24;28;24;42;4;1;1;4;96;;;112896;63.88;0.875162791
10001008001;0;0;40;25;43;43000;;34;22;31;13.02;23188;6;34;22;31;1;1;1;1;6;;;23188;13.02;0.539255814
10001008001;0;3;40;25;43;43000;;34;22;31;13.02;23188;6;31;22;34;1;1;1;1;6;;;23188;13.02;0.539255814
10001008001;1;0;40;25;31;31000;;34;22;31;13.02;23188;6;34;22;31;1;1;1;1;6;;;23188;13.02;0.748
10001008001;3;0;60;25;43;64500;;34;22;31;13.02;23188;6;34;22;31;1;1;1;1;6;;;23188;13.02;0.359503876
10001008001;3;3;60;25;43;64500;;34;22;31;13.02;23188;6;31;22;34;1;1;1;1;6;;;23188;13.02;0.359503876
10001008001;4;0;120;25;43;129000;;34;22;31;13.02;23188;6;34;22;31;3;1;1;3;18;;;69564;39.06;0.539255814
10001008001;4;3;120;25;43;129000;;34;22;31;13.02;23188;6;31;22;34;3;1;1;3;18;;;69564;39.06;0.539255814
10001009001;0;1;40;25;43;43000;;40;27;10;6.77;10800;24;40;10;27;1;2;1;2;48;;;21600;13.54;0.502325581
10001009001;0;4;40;25;43;43000;;40;27;10;6.77;10800;24;27;10;40;1;2;1;2;48;;;21600;13.54;0.502325581
10001009001;1;1;40;25;31;31000;;40;27;10;6.77;10800;24;40;10;27;1;2;1;2;48;;;21600;13.54;0.696774194
10001009001;3;1;60;25;43;64500;;40;27;10;6.77;10800;24;40;10;27;1;2;1;2;48;;;21600;13.54;0.334883721
10001009001;3;4;60;25;43;64500;;40;27;10;6.77;10800;24;27;10;40;2;2;1;4;96;;;43200;27.08;0.669767442
10001009001;4;1;120;25;43;129000;;40;27;10;6.77;10800;24;40;10;27;3;2;1;6;144;;;64800;40.62;0.502325581
10001009001;4;4;120;25;43;129000;;40;27;10;6.77;10800;24;27;10;40;4;2;1;8;192;;;86400;54.16;0.669767442
10001012001;0;1;40;25;43;43000;;40;27;10;6.79;10800;24;40;10;27;1;2;1;2;48;;;21600;13.58;0.502325581
10001012001;0;4;40;25;43;43000;;40;27;10;6.79;10800;24;27;10;40;1;2;1;2;48;;;21600;13.58;0.502325581
10001012001;1;1;40;25;31;31000;;40;27;10;6.79;10800;24;40;10;27;1;2;1;2;48;;;21600;13.58;0.696774194
10001012001;3;1;60;25;43;64500;;40;27;10;6.79;10800;24;40;10;27;1;2;1;2;48;;;21600;13.58;0.334883721
10001012001;3;4;60;25;43;64500;;40;27;10;6.79;10800;24;27;10;40;2;2;1;4;96;;;43200;27.16;0.669767442
10001012001;4;1;120;25;43;129000;;40;27;10;6.79;10800;24;40;10;27;3;2;1;6;144;;;64800;40.74;0.502325581
10001012001;4;4;120;25;43;129000;;40;27;10;6.79;10800;24;27;10;40;4;2;1;8;192;;;86400;54.32;0.669767442
10001014001;0;0;40;25;43;43000;;34;22;14;6.55;10472;24;34;22;14;1;1;3;3;72;;;31416;19.65;0.730604651
10001014001;0;1;40;25;43;43000;;34;22;14;6.55;10472;24;34;14;22;1;1;1;1;24;;;10472;6.55;0.243534884
10001014001;0;3;40;25;43;43000;;34;22;14;6.55;10472;24;14;22;34;2;1;1;2;48;;;20944;13.1;0.487069767
10001014001;0;4;40;25;43;43000;;34;22;14;6.55;10472;24;22;14;34;1;1;1;1;24;;;10472;6.55;0.243534884
10001014001;1;0;40;25;31;31000;;34;22;14;6.55;10472;24;34;22;14;1;1;2;2;48;;;20944;13.1;0.675612903
10001014001;1;1;40;25;31;31000;;34;22;14;6.55;10472;24;34;14;22;1;1;1;1;24;;;10472;6.55;0.337806452
10001014001;3;0;60;25;43;64500;;34;22;14;6.55;10472;24;34;22;14;1;1;3;3;72;;;31416;19.65;0.487069767
10001014001;3;1;60;25;43;64500;;34;22;14;6.55;10472;24;34;14;22;1;1;1;1;24;;;10472;6.55;0.162356589
10001014001;3;3;60;25;43;64500;;34;22;14;6.55;10472;24;14;22;34;4;1;1;4;96;;;41888;26.2;0.649426357
10001014001;3;4;60;25;43;64500;;34;22;14;6.55;10472;24;22;14;34;2;1;1;2;48;;;20944;13.1;0.324713178
10001014001;4;0;120;25;43;129000;;34;22;14;6.55;10472;24;34;22;14;3;1;3;9;216;;;94248;58.95;0.730604651
10001014001;4;1;120;25;43;129000;;34;22;14;6.55;10472;24;34;14;22;3;1;1;3;72;;;31416;19.65;0.243534884
10001014001;4;3;120;25;43;129000;;34;22;14;6.55;10472;24;14;22;34;8;1;1;8;192;;;83776;52.4;0.649426357
10001014001;4;4;120;25;43;129000;;34;22;14;6.55;10472;24;22;14;34;5;1;1;5;120;;;52360;32.75;0.405891473
10001015001;3;1;60;25;43;64500;;45;30;24;15.6;32400;24;45;24;30;1;1;1;1;24;;;32400;15.6;0.502325581
10001015001;4;1;120;25;43;129000;;45;30;24;15.6;32400;24;45;24;30;2;1;1;2;48;;;64800;31.2;0.502325581
10001020001;0;4;40;25;43;43000;;41;27;12;8.58;13284;24;27;12;41;1;2;1;2;48;;;26568;17.16;0.617860465
10001020001;3;1;60;25;43;64500;;41;27;12;8.58;13284;24;41;12;27;1;2;1;2;48;;;26568;17.16;0.411906977
10001020001;3;4;60;25;43;64500;;41;27;12;8.58;13284;24;27;12;41;2;2;1;4;96;;;53136;34.32;0.823813953
10001020001;4;1;120;25;43;129000;;41;27;12;8.58;13284;24;41;12;27;2;2;1;4;96;;;53136;34.32;0.411906977
10001020001;4;4;120;25;43;129000;;41;27;12;8.58;13284;24;27;12;41;4;2;1;8;192;;;106272;68.64;0.823813953
10001022001;0;4;40;25;43;43000;;42;28;23;13.81;27048;24;28;23;42;1;1;1;1;24;;;27048;13.81;0.629023256
10001022001;3;1;60;25;43;64500;;42;28;23;13.81;27048;24;42;23;28;1;1;1;1;24;;;27048;13.81;0.419348837
10001022001;3;4;60;25;43;64500;;42;28;23;13.81;27048;24;28;23;42;2;1;1;2;48;;;54096;27.62;0.838697674
10001022001;4;1;120;25;43;129000;;42;28;23;13.81;27048;24;42;23;28;2;1;1;2;48;;;54096;27.62;0.419348837
10001022001;4;4;120;25;43;129000;;42;28;23;13.81;27048;24;28;23;42;4;1;1;4;96;;;108192;55.24;0.838697674
10001025001;0;1;40;25;43;43000;;40;27;10;6.8;10800;24;40;10;27;1;2;1;2;48;;;21600;13.6;0.502325581
10001025001;0;4;40;25;43;43000;;40;27;10;6.8;10800;24;27;10;40;1;2;1;2;48;;;21600;13.6;0.502325581
10001025001;1;1;40;25;31;31000;;40;27;10;6.8;10800;24;40;10;27;1;2;1;2;48;;;21600;13.6;0.696774194
10001025001;3;1;60;25;43;64500;;40;27;10;6.8;10800;24;40;10;27;1;2;1;2;48;;;21600;13.6;0.334883721
10001025001;3;4;60;25;43;64500;;40;27;10;6.8;10800;24;27;10;40;2;2;1;4;96;;;43200;27.2;0.669767442
10001025001;4;1;120;25;43;129000;;40;27;10;6.8;10800;24;40;10;27;3;2;1;6;144;;;64800;40.8;0.502325581
10001025001;4;4;120;25;43;129000;;40;27;10;6.8;10800;24;27;10;40;4;2;1;8;192;;;86400;54.4;0.669767442
10001035001;0;4;40;25;43;43000;;42;28;23;13.682;27048;24;28;23;42;1;1;1;1;24;;;27048;13.682;0.629023256
10001035001;3;1;60;25;43;64500;;42;28;23;13.682;27048;24;42;23;28;1;1;1;1;24;;;27048;13.682;0.419348837
10001035001;3;4;60;25;43;64500;;42;28;23;13.682;27048;24;28;23;42;2;1;1;2;48;;;54096;27.364;0.838697674
10001035001;4;1;120;25;43;129000;;42;28;23;13.682;27048;24;42;23;28;2;1;1;2;48;;;54096;27.364;0.419348837
10001035001;4;4;120;25;43;129000;;42;28;23;13.682;27048;24;28;23;42;4;1;1;4;96;;;108192;54.728;0.838697674
