item_code,total_volume,mean_volume_all_skus,upper_bound_iqr,volume_minus_upper_bound
14014006001,4383,320.98374092985756,157.5,4225.5
10034014001,4326,320.98374092985756,157.5,4168.5
14501063001,4326,320.98374092985756,157.5,4168.5
10031017001,4320,320.98374092985756,157.5,4162.5
12201042001,4272,320.98374092985756,157.5,4114.5
14505016001,4242,320.98374092985756,157.5,4084.5
10035015001,4236,320.98374092985756,157.5,4078.5
15020046001,4223,320.98374092985756,157.5,4065.5
10013005001,4212,320.98374092985756,157.5,4054.5
10002009001,4188,320.98374092985756,157.5,4030.5
10031016001,4158,320.98374092985756,157.5,4000.5
10013003001,4158,320.98374092985756,157.5,4000.5
10033070001,4132,320.98374092985756,157.5,3974.5
12201005001,4056,320.98374092985756,157.5,3898.5
10033074001,4016,320.98374092985756,157.5,3858.5
10040023001,3968,320.98374092985756,157.5,3810.5
14502041001,3885,320.98374092985756,157.5,3727.5
10033050001,3868,320.98374092985756,157.5,3710.5
10021026001,3859,320.98374092985756,157.5,3701.5
14500010001,3855,320.98374092985756,157.5,3697.5
14500008001,3768,320.98374092985756,157.5,3610.5
14023056001,3763,320.98374092985756,157.5,3605.5
14805016001,3720,320.98374092985756,157.5,3562.5
15023012001,3697,320.98374092985756,157.5,3539.5
14832021001,3690,320.98374092985756,157.5,3532.5
15022005001,3654,320.98374092985756,157.5,3496.5
10034017001,3606,320.98374092985756,157.5,3448.5
14821003001,3567,320.98374092985756,157.5,3409.5
14840006001,3561,320.98374092985756,157.5,3403.5
14501013001,3549,320.98374092985756,157.5,3391.5
14501045001,3492,320.98374092985756,157.5,3334.5
14011053001,3492,320.98374092985756,157.5,3334.5
10014033001,3456,320.98374092985756,157.5,3298.5
10012011001,3456,320.98374092985756,157.5,3298.5
10002907001,3450,320.98374092985756,157.5,3292.5
10030003001,3380,320.98374092985756,157.5,3222.5
14502004001,3372,320.98374092985756,157.5,3214.5
14503019001,3354,320.98374092985756,157.5,3196.5
14502014001,3333,320.98374092985756,157.5,3175.5
10021035001,3305,320.98374092985756,157.5,3147.5
10033030001,3288,320.98374092985756,157.5,3130.5
14502078001,3276,320.98374092985756,157.5,3118.5
10032003001,3270,320.98374092985756,157.5,3112.5
14820008001,3270,320.98374092985756,157.5,3112.5
15023035001,3240,320.98374092985756,157.5,3082.5
10032064001,3234,320.98374092985756,157.5,3076.5
10021009001,3120,320.98374092985756,157.5,2962.5
10040041001,3072,320.98374092985756,157.5,2914.5
14505115001,3056,320.98374092985756,157.5,2898.5
14810006001,3045,320.98374092985756,157.5,2887.5
10020041001,3042,320.98374092985756,157.5,2884.5
14501004001,3015,320.98374092985756,157.5,2857.5
10032049001,3000,320.98374092985756,157.5,2842.5
14504006001,2992,320.98374092985756,157.5,2834.5
10033054001,2988,320.98374092985756,157.5,2830.5
14502012001,2985,320.98374092985756,157.5,2827.5
14014014001,2937,320.98374092985756,157.5,2779.5
10024007001,2928,320.98374092985756,157.5,2770.5
10040020001,2911,320.98374092985756,157.5,2753.5
10001004001,2886,320.98374092985756,157.5,2728.5
14501022001,2850,320.98374092985756,157.5,2692.5
10000003001,2832,320.98374092985756,157.5,2674.5
10002944001,2826,320.98374092985756,157.5,2668.5
10040048001,2769,320.98374092985756,157.5,2611.5
10002014001,2742,320.98374092985756,157.5,2584.5
10011003001,2718,320.98374092985756,157.5,2560.5
14505005001,2705,320.98374092985756,157.5,2547.5
15021035001,2682,320.98374092985756,157.5,2524.5
14820028001,2680,320.98374092985756,157.5,2522.5
10033066001,2680,320.98374092985756,157.5,2522.5
10002007001,2664,320.98374092985756,157.5,2506.5
10040058001,2658,320.98374092985756,157.5,2500.5
10002046001,2658,320.98374092985756,157.5,2500.5
10020011001,2640,320.98374092985756,157.5,2482.5
14810016001,2613,320.98374092985756,157.5,2455.5
10002017001,2599,320.98374092985756,157.5,2441.5
10002943001,2598,320.98374092985756,157.5,2440.5
14503013001,2592,320.98374092985756,157.5,2434.5
14010040001,2567,320.98374092985756,157.5,2409.5
10031025001,2548,320.98374092985756,157.5,2390.5
14832018001,2547,320.98374092985756,157.5,2389.5
10035028001,2520,320.98374092985756,157.5,2362.5
10040013001,2496,320.98374092985756,157.5,2338.5
10034027001,2490,320.98374092985756,157.5,2332.5
10032011001,2472,320.98374092985756,157.5,2314.5
10022007001,2454,320.98374092985756,157.5,2296.5
10016015001,2424,320.98374092985756,157.5,2266.5
10033011001,2412,320.98374092985756,157.5,2254.5
10033028001,2396,320.98374092985756,157.5,2238.5
14010142001,2387,320.98374092985756,157.5,2229.5
10021019001,2346,320.98374092985756,157.5,2188.5
15024004001,2328,320.98374092985756,157.5,2170.5
10040010001,2316,320.98374092985756,157.5,2158.5
10040066001,2300,320.98374092985756,157.5,2142.5
14804002001,2238,320.98374092985756,157.5,2080.5
10020027001,2232,320.98374092985756,157.5,2074.5
10014009001,2196,320.98374092985756,157.5,2038.5
10015011001,2184,320.98374092985756,157.5,2026.5
14830010001,2124,320.98374092985756,157.5,1966.5
14820012001,2115,320.98374092985756,157.5,1957.5
14502006001,2113,320.98374092985756,157.5,1955.5
10001014001,2112,320.98374092985756,157.5,1954.5
10000004001,2104,320.98374092985756,157.5,1946.5
10034050001,2100,320.98374092985756,157.5,1942.5
14501902001,2084,320.98374092985756,157.5,1926.5
10032046001,2070,320.98374092985756,157.5,1912.5
10014051001,2064,320.98374092985756,157.5,1906.5
15023020001,2064,320.98374092985756,157.5,1906.5
15023017001,2058,320.98374092985756,157.5,1900.5
10002003001,2056,320.98374092985756,157.5,1898.5
10031004001,2052,320.98374092985756,157.5,1894.5
14831020001,2040,320.98374092985756,157.5,1882.5
14014015001,2036,320.98374092985756,157.5,1878.5
10040027001,2010,320.98374092985756,157.5,1852.5
10022030001,2004,320.98374092985756,157.5,1846.5
10034039001,2004,320.98374092985756,157.5,1846.5
14502010001,1988,320.98374092985756,157.5,1830.5
10030014001,1980,320.98374092985756,157.5,1822.5
14504055001,1965,320.98374092985756,157.5,1807.5
14500067001,1960,320.98374092985756,157.5,1802.5
10040008001,1950,320.98374092985756,157.5,1792.5
10041085001,1936,320.98374092985756,157.5,1778.5
10033056001,1936,320.98374092985756,157.5,1778.5
10001005001,1926,320.98374092985756,157.5,1768.5
10014032001,1920,320.98374092985756,157.5,1762.5
14503005001,1916,320.98374092985756,157.5,1758.5
14011029001,1907,320.98374092985756,157.5,1749.5
10040022001,1880,320.98374092985756,157.5,1722.5
10012899001,1872,320.98374092985756,157.5,1714.5
10001020001,1860,320.98374092985756,157.5,1702.5
15022017001,1854,320.98374092985756,157.5,1696.5
14023028001,1852,320.98374092985756,157.5,1694.5
10002006001,1848,320.98374092985756,157.5,1690.5
14501021001,1836,320.98374092985756,157.5,1678.5
10034020001,1824,320.98374092985756,157.5,1666.5
14804004001,1824,320.98374092985756,157.5,1666.5
14020026001,1821,320.98374092985756,157.5,1663.5
10032055001,1818,320.98374092985756,157.5,1660.5
10035017001,1808,320.98374092985756,157.5,1650.5
14501047001,1790,320.98374092985756,157.5,1632.5
10013012001,1776,320.98374092985756,157.5,1618.5
14505138001,1767,320.98374092985756,157.5,1609.5
12220012001,1766,320.98374092985756,157.5,1608.5
10012004001,1766,320.98374092985756,157.5,1608.5
14504015001,1760,320.98374092985756,157.5,1602.5
10030011001,1760,320.98374092985756,157.5,1602.5
15021003001,1752,320.98374092985756,157.5,1594.5
10034024001,1746,320.98374092985756,157.5,1588.5
10030046001,1740,320.98374092985756,157.5,1582.5
10040009001,1728,320.98374092985756,157.5,1570.5
10000010001,1696,320.98374092985756,157.5,1538.5
10030008001,1680,320.98374092985756,157.5,1522.5
14501012001,1666,320.98374092985756,157.5,1508.5
10033010001,1666,320.98374092985756,157.5,1508.5
10040039001,1658,320.98374092985756,157.5,1500.5
12210024001,1635,320.98374092985756,157.5,1477.5
14502015001,1629,320.98374092985756,157.5,1471.5
14500003001,1625,320.98374092985756,157.5,1467.5
10021017001,1624,320.98374092985756,157.5,1466.5
10040081001,1620,320.98374092985756,157.5,1462.5
14500023001,1616,320.98374092985756,157.5,1458.5
14805004001,1614,320.98374092985756,157.5,1456.5
10033034001,1594,320.98374092985756,157.5,1436.5
14504027001,1585,320.98374092985756,157.5,1427.5
10011023001,1584,320.98374092985756,157.5,1426.5
14820013001,1551,320.98374092985756,157.5,1393.5
14023104001,1551,320.98374092985756,157.5,1393.5
15023005001,1548,320.98374092985756,157.5,1390.5
12200017001,1548,320.98374092985756,157.5,1390.5
12201030001,1540,320.98374092985756,157.5,1382.5
14112013001,1530,320.98374092985756,157.5,1372.5
10000012001,1520,320.98374092985756,157.5,1362.5
10002012001,1518,320.98374092985756,157.5,1360.5
14820014001,1509,320.98374092985756,157.5,1351.5
10014113001,1506,320.98374092985756,157.5,1348.5
12201101001,1500,320.98374092985756,157.5,1342.5
10041002001,1497,320.98374092985756,157.5,1339.5
10035012001,1496,320.98374092985756,157.5,1338.5
14510039001,1490,320.98374092985756,157.5,1332.5
10033014001,1480,320.98374092985756,157.5,1322.5
14505021001,1479,320.98374092985756,157.5,1321.5
14833010001,1479,320.98374092985756,157.5,1321.5
10031901001,1475,320.98374092985756,157.5,1317.5
14830009001,1473,320.98374092985756,157.5,1315.5
14804010001,1470,320.98374092985756,157.5,1312.5
12210018001,1470,320.98374092985756,157.5,1312.5
12201048001,1464,320.98374092985756,157.5,1306.5
10010026001,1464,320.98374092985756,157.5,1306.5
14500026001,1455,320.98374092985756,157.5,1297.5
15020001001,1446,320.98374092985756,157.5,1288.5
10014020001,1434,320.98374092985756,157.5,1276.5
14244020001,1395,320.98374092985756,157.5,1237.5
10000013001,1392,320.98374092985756,157.5,1234.5
14110009001,1382,320.98374092985756,157.5,1224.5
12201095001,1380,320.98374092985756,157.5,1222.5
10035006001,1380,320.98374092985756,157.5,1222.5
15023011001,1374,320.98374092985756,157.5,1216.5
14501016001,1374,320.98374092985756,157.5,1216.5
12201084001,1362,320.98374092985756,157.5,1204.5
10303002001,1359,320.98374092985756,157.5,1201.5
15020922001,1358,320.98374092985756,157.5,1200.5
10041040001,1356,320.98374092985756,157.5,1198.5
10020033001,1356,320.98374092985756,157.5,1198.5
12201013001,1350,320.98374092985756,157.5,1192.5
10033065001,1349,320.98374092985756,157.5,1191.5
14840017001,1338,320.98374092985756,157.5,1180.5
10033082001,1332,320.98374092985756,157.5,1174.5
14505020001,1325,320.98374092985756,157.5,1167.5
10033001001,1320,320.98374092985756,157.5,1162.5
10033019001,1317,320.98374092985756,157.5,1159.5
10040002001,1314,320.98374092985756,157.5,1156.5
10033016001,1313,320.98374092985756,157.5,1155.5
10000027001,1312,320.98374092985756,157.5,1154.5
10021007001,1301,320.98374092985756,157.5,1143.5
14504001001,1300,320.98374092985756,157.5,1142.5
14833024001,1278,320.98374092985756,157.5,1120.5
14810004001,1269,320.98374092985756,157.5,1111.5
14014005001,1264,320.98374092985756,157.5,1106.5
10031902001,1252,320.98374092985756,157.5,1094.5
14505031001,1248,320.98374092985756,157.5,1090.5
12201896001,1240,320.98374092985756,157.5,1082.5
10016014001,1236,320.98374092985756,157.5,1078.5
14203017001,1228,320.98374092985756,157.5,1070.5
14102249001,1227,320.98374092985756,157.5,1069.5
10012006001,1218,320.98374092985756,157.5,1060.5
14611010001,1218,320.98374092985756,157.5,1060.5
10032014001,1212,320.98374092985756,157.5,1054.5
14000057001,1203,320.98374092985756,157.5,1045.5
14121106001,1203,320.98374092985756,157.5,1045.5
14805899001,1200,320.98374092985756,157.5,1042.5
10021021001,1192,320.98374092985756,157.5,1034.5
10000021001,1191,320.98374092985756,157.5,1033.5
14504002001,1190,320.98374092985756,157.5,1032.5
14112007001,1171,320.98374092985756,157.5,1013.5
14804005001,1170,320.98374092985756,157.5,1012.5
10001022001,1160,320.98374092985756,157.5,1002.5
14500007001,1155,320.98374092985756,157.5,997.5
14830069001,1155,320.98374092985756,157.5,997.5
15023004001,1152,320.98374092985756,157.5,994.5
15023013001,1140,320.98374092985756,157.5,982.5
10021015001,1136,320.98374092985756,157.5,978.5
10024010001,1134,320.98374092985756,157.5,976.5
15022013001,1134,320.98374092985756,157.5,976.5
10040004001,1132,320.98374092985756,157.5,974.5
14501005001,1131,320.98374092985756,157.5,973.5
14500024001,1128,320.98374092985756,157.5,970.5
14011003001,1119,320.98374092985756,157.5,961.5
14000197001,1113,320.98374092985756,157.5,955.5
14521157001,1104,320.98374092985756,157.5,946.5
14505011001,1100,320.98374092985756,157.5,942.5
14010027001,1092,320.98374092985756,157.5,934.5
10020015001,1092,320.98374092985756,157.5,934.5
10001043001,1092,320.98374092985756,157.5,934.5
14021010001,1087,320.98374092985756,157.5,929.5
14810001001,1083,320.98374092985756,157.5,925.5
10040016001,1080,320.98374092985756,157.5,922.5
14501053001,1068,320.98374092985756,157.5,910.5
10024004001,1056,320.98374092985756,157.5,898.5
14102250001,1054,320.98374092985756,157.5,896.5
14502111001,1053,320.98374092985756,157.5,895.5
14502022001,1032,320.98374092985756,157.5,874.5
10032020001,1032,320.98374092985756,157.5,874.5
14615133001,1024,320.98374092985756,157.5,866.5
15023003001,1020,320.98374092985756,157.5,862.5
12221008001,1020,320.98374092985756,157.5,862.5
10040025001,1017,320.98374092985756,157.5,859.5
10031019001,1016,320.98374092985756,157.5,858.5
10041004001,1012,320.98374092985756,157.5,854.5
14501086001,1002,320.98374092985756,157.5,844.5
10030016001,996,320.98374092985756,157.5,838.5
14502026001,994,320.98374092985756,157.5,836.5
10040033001,992,320.98374092985756,157.5,834.5
10033053001,991,320.98374092985756,157.5,833.5
14504008001,990,320.98374092985756,157.5,832.5
10033075001,990,320.98374092985756,157.5,832.5
10033006001,989,320.98374092985756,157.5,831.5
14501011001,988,320.98374092985756,157.5,830.5
14801002001,987,320.98374092985756,157.5,829.5
14110015001,987,320.98374092985756,157.5,829.5
10031012001,984,320.98374092985756,157.5,826.5
10031007001,972,320.98374092985756,157.5,814.5
10024011001,968,320.98374092985756,157.5,810.5
10022008001,968,320.98374092985756,157.5,810.5
12201105001,953,320.98374092985756,157.5,795.5
14370020001,952,320.98374092985756,157.5,794.5
10035013001,952,320.98374092985756,157.5,794.5
11103136001,948,320.98374092985756,157.5,790.5
10030022001,948,320.98374092985756,157.5,790.5
10040111001,948,320.98374092985756,157.5,790.5
12201064001,940,320.98374092985756,157.5,782.5
15024011001,936,320.98374092985756,157.5,778.5
14501038001,933,320.98374092985756,157.5,775.5
14133023001,931,320.98374092985756,157.5,773.5
10040026001,930,320.98374092985756,157.5,772.5
12201067001,930,320.98374092985756,157.5,772.5
14131033001,929,320.98374092985756,157.5,771.5
14501031001,927,320.98374092985756,157.5,769.5
14831002001,927,320.98374092985756,157.5,769.5
14020053001,924,320.98374092985756,157.5,766.5
10032015001,924,320.98374092985756,157.5,766.5
14820017001,921,320.98374092985756,157.5,763.5
10002071001,920,320.98374092985756,157.5,762.5
14010011001,920,320.98374092985756,157.5,762.5
14615017001,918,320.98374092985756,157.5,760.5
10010027001,912,320.98374092985756,157.5,754.5
14505099001,912,320.98374092985756,157.5,754.5
14805017001,912,320.98374092985756,157.5,754.5
14011032001,908,320.98374092985756,157.5,750.5
10001001001,906,320.98374092985756,157.5,748.5
12201059001,888,320.98374092985756,157.5,730.5
10030019001,888,320.98374092985756,157.5,730.5
14822014001,885,320.98374092985756,157.5,727.5
14504028001,885,320.98374092985756,157.5,727.5
14370004001,884,320.98374092985756,157.5,726.5
14112014001,882,320.98374092985756,157.5,724.5
14502007001,876,320.98374092985756,157.5,718.5
14021017001,871,320.98374092985756,157.5,713.5
14023029001,866,320.98374092985756,157.5,708.5
14131047001,864,320.98374092985756,157.5,706.5
14500056001,864,320.98374092985756,157.5,706.5
10034016001,860,320.98374092985756,157.5,702.5
10000998001,850,320.98374092985756,157.5,692.5
15024014001,846,320.98374092985756,157.5,688.5
10002045001,845,320.98374092985756,157.5,687.5
14000039001,842,320.98374092985756,157.5,684.5
12201071001,840,320.98374092985756,157.5,682.5
14831021001,834,320.98374092985756,157.5,676.5
10002073001,828,320.98374092985756,157.5,670.5
14504009001,825,320.98374092985756,157.5,667.5
14000196001,816,320.98374092985756,157.5,658.5
12201020001,816,320.98374092985756,157.5,658.5
10020004001,810,320.98374092985756,157.5,652.5
14100003001,809,320.98374092985756,157.5,651.5
14121020001,803,320.98374092985756,157.5,645.5
14133003001,801,320.98374092985756,157.5,643.5
14506275001,800,320.98374092985756,157.5,642.5
10033027001,800,320.98374092985756,157.5,642.5
10030015001,796,320.98374092985756,157.5,638.5
14510050001,796,320.98374092985756,157.5,638.5
12122999001,792,320.98374092985756,157.5,634.5
14505009001,774,320.98374092985756,157.5,616.5
10031011001,774,320.98374092985756,157.5,616.5
14001047001,771,320.98374092985756,157.5,613.5
12210005001,770,320.98374092985756,157.5,612.5
14520065001,770,320.98374092985756,157.5,612.5
10041032001,768,320.98374092985756,157.5,610.5
14805005001,768,320.98374092985756,157.5,610.5
14510107001,759,320.98374092985756,157.5,601.5
10035002001,758,320.98374092985756,157.5,600.5
10002906001,754,320.98374092985756,157.5,596.5
14850010001,753,320.98374092985756,157.5,595.5
10020002001,753,320.98374092985756,157.5,595.5
14501942001,752,320.98374092985756,157.5,594.5
14600005001,751,320.98374092985756,157.5,593.5
14504038001,750,320.98374092985756,157.5,592.5
14101025001,746,320.98374092985756,157.5,588.5
14502020001,745,320.98374092985756,157.5,587.5
14113066001,742,320.98374092985756,157.5,584.5
14131041001,742,320.98374092985756,157.5,584.5
14110106001,738,320.98374092985756,157.5,580.5
14121068001,737,320.98374092985756,157.5,579.5
14500064001,735,320.98374092985756,157.5,577.5
14010050001,735,320.98374092985756,157.5,577.5
10041003001,732,320.98374092985756,157.5,574.5
10032001001,732,320.98374092985756,157.5,574.5
11103021001,732,320.98374092985756,157.5,574.5
10041006001,724,320.98374092985756,157.5,566.5
14000032001,721,320.98374092985756,157.5,563.5
14853003001,720,320.98374092985756,157.5,562.5
14000006001,715,320.98374092985756,157.5,557.5
12201098001,714,320.98374092985756,157.5,556.5
14805013001,713,320.98374092985756,157.5,555.5
14508899001,711,320.98374092985756,157.5,553.5
10035001001,710,320.98374092985756,157.5,552.5
14244896001,710,320.98374092985756,157.5,552.5
10001035001,708,320.98374092985756,157.5,550.5
14505048001,705,320.98374092985756,157.5,547.5
14830002001,705,320.98374092985756,157.5,547.5
14132015001,705,320.98374092985756,157.5,547.5
10303001001,702,320.98374092985756,157.5,544.5
14505911001,702,320.98374092985756,157.5,544.5
11070004001,702,320.98374092985756,157.5,544.5
14833009001,702,320.98374092985756,157.5,544.5
10021010001,696,320.98374092985756,157.5,538.5
10040018001,696,320.98374092985756,157.5,538.5
14502002001,695,320.98374092985756,157.5,537.5
14104118001,694,320.98374092985756,157.5,536.5
10033003001,692,320.98374092985756,157.5,534.5
14121019001,686,320.98374092985756,157.5,528.5
11070007001,685,320.98374092985756,157.5,527.5
14003029001,682,320.98374092985756,157.5,524.5
14831011001,681,320.98374092985756,157.5,523.5
14121014001,681,320.98374092985756,157.5,523.5
14502047001,680,320.98374092985756,157.5,522.5
14510258001,672,320.98374092985756,157.5,514.5
10033046001,672,320.98374092985756,157.5,514.5
14000073001,662,320.98374092985756,157.5,504.5
12201034001,660,320.98374092985756,157.5,502.5
14505059001,660,320.98374092985756,157.5,502.5
14001042001,658,320.98374092985756,157.5,500.5
14615070001,657,320.98374092985756,157.5,499.5
14104012001,656,320.98374092985756,157.5,498.5
10021034001,655,320.98374092985756,157.5,497.5
14011028001,655,320.98374092985756,157.5,497.5
10002942001,654,320.98374092985756,157.5,496.5
12220015001,654,320.98374092985756,157.5,496.5
10011021001,654,320.98374092985756,157.5,496.5
10035010001,652,320.98374092985756,157.5,494.5
14600023001,651,320.98374092985756,157.5,493.5
10041899001,648,320.98374092985756,157.5,490.5
14501026001,648,320.98374092985756,157.5,490.5
14804001001,648,320.98374092985756,157.5,490.5
14020926001,646,320.98374092985756,157.5,488.5
14503002001,645,320.98374092985756,157.5,487.5
14501928001,645,320.98374092985756,157.5,487.5
14831009001,645,320.98374092985756,157.5,487.5
14500006001,644,320.98374092985756,157.5,486.5
14130007001,644,320.98374092985756,157.5,486.5
10033026001,643,320.98374092985756,157.5,485.5
14010034001,643,320.98374092985756,157.5,485.5
12201008001,640,320.98374092985756,157.5,482.5
10041033001,636,320.98374092985756,157.5,478.5
14831022001,636,320.98374092985756,157.5,478.5
14101048001,635,320.98374092985756,157.5,477.5
10033020001,632,320.98374092985756,157.5,474.5
14001045001,629,320.98374092985756,157.5,471.5
10030023001,623,320.98374092985756,157.5,465.5
14001090001,621,320.98374092985756,157.5,463.5
10040071001,620,320.98374092985756,157.5,462.5
14011034001,619,320.98374092985756,157.5,461.5
15021060001,618,320.98374092985756,157.5,460.5
10002035001,617,320.98374092985756,157.5,459.5
14022019001,616,320.98374092985756,157.5,458.5
14353019001,613,320.98374092985756,157.5,455.5
10030018001,612,320.98374092985756,157.5,454.5
12123063001,612,320.98374092985756,157.5,454.5
12201051001,610,320.98374092985756,157.5,452.5
10020036001,608,320.98374092985756,157.5,450.5
10001015001,604,320.98374092985756,157.5,446.5
10033038001,603,320.98374092985756,157.5,445.5
14010071001,594,320.98374092985756,157.5,436.5
14500037001,593,320.98374092985756,157.5,435.5
10040082001,588,320.98374092985756,157.5,430.5
10030045001,588,320.98374092985756,157.5,430.5
10041039001,588,320.98374092985756,157.5,430.5
