item_code,item_name,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,avg_affinity,max_affinity,item_initial_inventory,box_initial_inventory,impact_score,mean_demand,std_demand,cv_demand,nonzero_periods,T,demand_frequency,cluster
12201037001,五月花蓬厚柔三層抽取衛生紙,19.0,10.0,8.0,1550.0,0.2,1.0,9.895678e-07,6.770939e-05,549,549,0.2589816212101729,240.0,246.7452127195176,1.02810505299799,21,21,1.0,2
14831021001,遠洋牌紅燒鰻100g,33.0,23.0,9.0,6831.0,3.82,24.0,5.99888e-06,0.0005755298,72,3,0.2917898432263474,39.714285714285715,25.401068593944736,0.639595252365515,21,21,1.0,2
10035017001,悅氏六茶 550ml,42.0,28.0,24.0,28224.0,14.6,24.0,3.5875032e-06,0.0002877649,156,7,0.2603011105363394,86.0952380952381,55.3768044960205,0.643204034522362,21,21,1.0,2
14505106001,巷口乾麵麻醬風味(袋) 100g,35.0,34.0,15.0,17850.0,3.1,24.0,2.3021814e-06,0.0004231837,37,2,0.259284081939287,19.047619047619047,14.08004328997674,0.7392022727237788,20,21,0.9523809523809524,2
12201898001,可麗舒抽取衛生紙100抽,19.0,10.0,8.0,1550.0,1.0,1.0,1.0942123e-06,0.00010156409,1030,1030,0.2579974218436883,526.3809523809524,402.6202275334011,0.7648837324227811,20,21,0.9523809523809524,1
15022004001,光泉巧克力牛乳,32.0,15.0,13.0,6240.0,5.25,24.0,3.4237034e-06,0.00052474777,960,40,0.3380011428167671,330.57142857142856,502.7874870587544,1.5209647404543134,21,21,1.0,1
14001052001,茱莉絲蘇打餅-奶油,47.0,32.0,22.0,33088.0,3.95,12.0,9.317945e-06,0.00064323924,40,4,0.3114264510866898,20.714285714285715,15.063674376269748,0.7272118664406084,21,21,1.0,2
14503002001,維力媽媽麵-蛤蜊海鮮(包)80g,38.0,32.0,14.0,17024.0,3.13,30.0,3.9992497e-06,0.0004231837,51,2,0.2643095979394183,30.714285714285715,15.434192097880787,0.5025085799310024,21,21,1.0,2
10033006001,悅氏日式綠茶無糖Pet2000ml,35.0,24.0,31.0,26040.0,17.23,8.0,9.4407073e-07,0.0002877649,156,20,0.2652668224725749,47.095238095238095,86.64231342820018,1.839725563187264,17,21,0.8095238095238095,0
14504052001,素飄香野菜多風味碗麵95g,50.0,35.0,15.0,26250.0,2.29,12.0,4.583896e-06,0.00062631187,27,3,0.3038836094456811,12.476190476190476,11.58714394326336,0.9287405450707272,21,21,1.0,2
14805005001,愛之味薏仁寶 340g,41.0,28.0,13.0,14924.0,9.93,24.0,2.5114716e-06,0.00054167514,58,3,0.2691888428849959,36.57142857142857,16.853994863448335,0.4608514220474154,21,21,1.0,2
10031007001,茶裏王英式紅茶Pet600ml,41.0,27.0,24.0,26568.0,15.89,24.0,2.7753633e-06,0.00033854696,83,4,0.2592757096824557,46.285714285714285,28.998522129830786,0.626511280582764,21,21,1.0,2
10034014001,雀巢茶品檸檬茶TP300ml,35.0,20.0,13.0,9100.0,7.87,24.0,5.487035e-06,0.0004570384,384,16,0.2817298756376394,206.0,142.12951839783318,0.6899491184360834,20,21,0.9523809523809524,2
15023012001,統一蜜豆奶(雞蛋),34.0,20.0,11.0,7480.0,6.75,24.0,5.261822e-06,0.00050782046,392,17,0.3073370939455849,176.04761904761904,172.2058292249354,0.9781775530764522,21,21,1.0,2
10040020001,家福竹炭水600ml,41.0,28.0,24.0,27552.0,15.15,24.0,7.66631e-07,0.00040625635,241,11,0.2632063222036699,138.61904761904762,81.31572799309872,0.586612946703907,21,21,1.0,2
10030015001,茶裏王青心烏龍無糖Pet600ml,41.0,27.0,24.0,26568.0,15.56,24.0,2.6707148e-06,0.0004908931,84,4,0.2682012009825352,37.904761904761905,36.367437030817506,0.95944243423011,19,21,0.9047619047619048,2
10002014001,維大力汽水Can330ml,41.0,27.0,13.0,14391.0,9.53,24.0,4.2244665e-06,0.0004570384,219,10,0.2760973603817547,130.57142857142858,70.43051286805415,0.539402177326454,21,21,1.0,2
10014028001,光泉果汁時刻芭芒柳汁TP250ml,34.0,20.0,11.0,7480.0,6.63,24.0,5.650827e-06,0.0006770939,459,20,0.3090270643616102,280.57142857142856,142.46563495403774,0.507769574683434,21,21,1.0,2
14121136001,麗滋起司餅乾隨手包243g,50.0,21.0,23.0,24150.0,3.68,12.0,6.9452353e-06,0.0006770939,31,3,0.3046538920257612,12.952380952380953,14.42038900472588,1.113338856982513,19,21,0.9047619047619048,2
10014033001,黑松蜜桃C/TP300ml,35.0,20.0,13.0,9100.0,7.93,24.0,3.9651313e-06,0.00079558534,332,14,0.3217332732169845,164.57142857142858,133.32388061730404,0.8101277468065349,21,21,1.0,2
14510258001,中興外銷日本之米(圓ㄧ)3Kg,35.0,24.0,5.0,4288.0,3.0,1.0,6.064861e-06,0.00050782046,52,52,0.2678238039706987,32.0,15.414279094398154,0.4816962216999423,20,21,0.9523809523809524,2
10034027001,古道百香綠茶300ml,35.0,20.0,13.0,9100.0,8.0,24.0,4.383709e-06,0.0004570384,214,9,0.2705339102048075,118.57142857142856,75.8924050406702,0.6400564280538451,20,21,0.9523809523809524,2
14620006001,龜甲萬甘醇薄鹽醬油1600ml,34.0,22.0,28.0,20944.0,11.95,6.0,4.1675917e-06,0.00047396575,24,4,0.2660151220385561,14.857142857142858,6.63540288366663,0.4466136556314077,21,21,1.0,2
14840018001,青葉Q彈花生麵筋 170G,46.0,31.0,12.0,17112.0,11.8,48.0,3.887776e-06,0.0005755298,47,1,0.2811190549749089,23.428571428571427,18.483969888991457,0.7889499342862207,20,21,0.9523809523809524,2
10001022001,黑松CC檸檬氣泡飲PET 500ml,42.0,28.0,23.0,27048.0,13.81,24.0,3.5420028e-06,0.0008294401,102,5,0.310002957787455,55.23809523809524,36.67411179824913,0.663927886002786,21,21,1.0,2
10033056001,御茶園特撰冰釀綠茶550ml,40.0,27.0,24.0,25920.0,14.55,24.0,2.2885336e-06,0.00030469225,218,10,0.2687397378140704,92.1904761904762,100.00380945124994,1.0847520653286409,20,21,0.9523809523809524,2
10031012001,泰山冰鎮檸檬紅茶Pet535ml,43.0,29.0,24.0,29928.0,17.0,24.0,1.4081496e-06,0.00015234613,162,7,0.2691723864809024,46.857142857142854,91.4080334075106,1.9507812007700431,18,21,0.8571428571428571,0
10033041001,愛之味健康油切分解茶無糖 590ml,39.0,26.0,24.0,24336.0,15.762,24.0,7.4480045e-06,0.0005586025,473,20,0.3014452159639592,308.2857142857143,131.25438768176204,0.4257556597647517,21,21,1.0,2
10015007001,津津蘆筍汁Can245ml,33.0,22.0,14.0,10164.0,7.26,24.0,4.099348e-06,0.0006770939,587,25,0.310695513179921,344.0,193.8411720971579,0.5634917793522033,21,21,1.0,2
10012011001,黑松柳橙C/TP300ml,35.0,20.0,13.0,9100.0,7.88,24.0,3.4328068e-06,0.00062631187,388,17,0.3068146522007288,164.57142857142858,177.97431596400966,1.0814411560313086,20,21,0.9523809523809524,2
10040005001,悅氏礦泉水600ml,41.0,27.0,24.0,26568.0,15.68,24.0,1.6583894e-06,0.00033854696,621,26,0.2677695147498428,417.1428571428572,162.65001866408923,0.3899144283043235,21,21,1.0,2
14833009001,新東陽原味肉醬 160g,35.0,26.0,9.0,8190.0,5.5,24.0,5.9670274e-06,0.00076173065,61,3,0.2991203934087317,33.42857142857143,21.639250053020387,0.6473279930390714,20,21,0.9523809523809524,2
15021001001,光泉果汁牛乳,32.0,16.0,13.0,6656.0,5.27,24.0,3.7603863e-06,0.00052474777,739,31,0.3095039821821329,358.2857142857143,304.09490999639286,0.84874974879376,21,21,1.0,1
14833020001,廣達香家常肉醬--香辣口味,31.0,24.0,11.0,8184.0,5.21,24.0,1.2534547e-06,0.00022005552,37,2,0.2631300498340177,12.714285714285714,19.393666123615866,1.5253445265765289,19,21,0.9047619047619048,2
10002992001,黑松蘋安福氣組 460mlx12,27.0,19.0,23.0,11799.0,6.27,1.0,7.3933957e-06,0.000727876,43,43,0.3148533604664431,21.61904761904762,16.399622527595536,0.7585728481927451,21,21,1.0,2
10002040001,芬達橘子汽水2L,34.0,23.0,31.0,24242.0,13.1,6.0,1.6037907e-06,0.00037240167,62,11,0.2776874342481407,23.47619047619047,30.009363618076023,1.2782893224738263,20,21,0.9523809523809524,2
10021016001,舒跑Pet590ml,43.0,29.0,24.0,29928.0,16.27,24.0,5.2459027e-06,0.0005755298,487,21,0.2989832701219933,299.8095238095238,149.36385742461897,0.4981958395675029,21,21,1.0,2
14850001001,家樂福狗乾糧-牛肉口味,80.0,40.0,12.0,38400.0,15.0,1.0,6.1421594e-07,0.0008463674,50,50,0.2951050335290662,25.142857142857142,19.150158522283085,0.7616540321362592,20,21,0.9523809523809524,2
14504002001,隨緣素魷魚羹麵(袋) 94g,41.0,31.0,13.0,16523.0,4.05,30.0,3.089294e-06,0.0004570384,145,5,0.2906877589009223,56.666666666666664,70.43318346726444,1.2429385317752548,20,21,0.9523809523809524,2
10024011001,可爾必思乳酸菌飲料Pet500ml,41.0,29.0,21.0,24969.0,13.3,24.0,2.6911919e-06,0.0002877649,105,5,0.272490760732557,46.095238095238095,46.96584371849905,1.018887105463306,21,21,1.0,2
10011003001,樹頂100純蘋果汁200ml,33.0,16.0,13.0,6864.0,5.44,24.0,8.057671e-06,0.00062631187,200,9,0.2988582856887791,129.42857142857142,55.78939991483277,0.4310439287017985,21,21,1.0,2
14502054001,味味一品原汁珍味爌肉(碗)190g,36.0,33.0,15.0,17820.0,2.39,8.0,4.008347e-06,0.00054167514,59,8,0.2747612261165029,27.047619047619047,24.95290802787561,0.9225546982137108,19,21,0.9047619047619048,2
14805017001,愛之味妞妞紅豆粉粿260g,41.0,28.0,11.0,12628.0,8.17,24.0,3.3236079e-06,0.0004570384,90,4,0.2718166244006338,43.42857142857143,36.44251833857181,0.8391369354276403,20,21,0.9523809523809524,2
10033044001,悅氏梅子綠茶微甜Pet2000ml,35.0,23.0,31.0,24955.0,17.67,8.0,3.1029501e-06,0.00044011103,52,7,0.2714621097787716,27.952380952380953,19.179353978891445,0.6861438391085526,21,21,1.0,2
14121115001,盛香珍濃厚花生牛奶雙色巧克酥,35.0,29.0,24.0,24360.0,3.1,10.0,4.1835137e-06,0.0005586025,40,4,0.279441590796827,17.61904761904762,17.439828526898395,0.9898281055807197,19,21,0.9047619047619048,2
10034999001,光泉正庄蜂蜜菊花茶250ml,34.0,20.0,11.0,7480.0,6.58,24.0,5.800975e-06,0.0007109486,454,19,0.3133020099763532,272.57142857142856,145.00364527437628,0.5319840235433092,21,21,1.0,2
10012006001,義美寶吉純果汁柳橙TP125ml,28.0,16.0,9.0,4032.0,3.4,24.0,2.7048404e-06,0.00052474777,120,5,0.2675262191476927,58.0,49.16096012081131,0.8476027607036433,19,21,0.9047619047619048,2
14833024001,廣達香肉醬 150g,31.0,24.0,11.0,8184.0,5.08,24.0,6.7837186e-06,0.0005755298,117,5,0.2995549849544289,60.857142857142854,44.153466131534586,0.7255264387810848,21,21,1.0,2
14504055001,維力素飄香麻辣燙風味麵90g,41.0,33.0,15.0,20295.0,3.13,30.0,8.214635e-06,0.000727876,169,6,0.3161996617065808,93.57142857142856,59.54290170001075,0.6363363540459165,21,21,1.0,2
12200001001,家樂福超值平版式花紋衛生紙,21.0,9.0,31.0,5859.0,1.0,1.0,1.5924163e-06,0.00023698287,775,775,0.2766001414420019,376.8571428571428,317.5503559617412,0.8426279346975696,21,21,1.0,1
14010060001,孔雀香酥脆狠大包-香魚,52.0,33.0,25.0,42900.0,1.83,12.0,6.6950006e-06,0.00062631187,40,4,0.317828789741007,16.857142857142858,18.2161623683083,1.0806198015098143,21,21,1.0,2
11103137001,一匙靈亮彩超濃縮洗衣精補充包,36.0,25.0,32.0,28800.0,12.36,6.0,8.599003e-07,0.00052474777,81,14,0.293503016924305,23.0,46.156256347325225,2.0067937542315315,17,21,0.8095238095238095,0
10032020001,紅茶花伝皇家奶茶Pet 470ml,41.0,28.0,21.0,24108.0,12.47,24.0,4.092525e-06,0.00030469225,94,4,0.2650629407788306,49.142857142857146,35.713142838856555,0.7267209298604531,21,21,1.0,2
14505021001,維力大乾麵-紅油擔擔(包)100g,40.0,33.0,14.0,18480.0,3.79,30.0,5.7941406e-06,0.0005586025,118,4,0.2863463421113221,70.42857142857143,37.294197174053,0.52953221139629,21,21,1.0,2
14505115001,維力炸醬麵重量包(袋) 123g,38.0,33.0,14.0,17556.0,3.75,24.0,6.290072e-06,0.00074480334,376,16,0.2740638799800288,145.52380952380952,183.57549374783636,1.2614808143666767,14,21,0.6666666666666666,0
10030003001,光泉冷泡烏龍茶無糖Pet585 ml,42.0,29.0,24.0,29232.0,15.358,24.0,8.226006e-06,0.00076173065,269,12,0.3188945958995423,160.95238095238096,86.18032036983628,0.535439860285965,21,21,1.0,2
14504027001,隨緣韓式泡菜湯麵(包)75g,40.0,31.0,13.0,16120.0,2.95,30.0,6.701821e-06,0.0004908931,140,5,0.2899890905360745,75.47619047619048,51.06135431774117,0.6765226755031952,21,21,1.0,2
14110106001,Custard Cake-蛋黃派(卡士達口味蛋糕),50.0,33.0,20.0,33000.0,5.89,10.0,8.492163e-06,0.00089714944,83,9,0.2703351375283613,35.142857142857146,38.2404049590034,1.088141604524487,13,21,0.6190476190476191,0
10032049001,義美錫蘭奶茶 250ML,35.0,21.0,12.0,8820.0,6.69,24.0,5.737276e-06,0.0006770939,279,12,0.3023357537743161,142.85714285714286,108.09361022478885,0.7566552715735219,20,21,0.9523809523809524,2
15020010001,光泉低脂高鈣牛乳,32.0,16.0,13.0,6656.0,5.26,24.0,3.1074967e-06,0.00033854696,878,37,0.2993123637757681,387.7142857142857,391.4809245489674,1.0097149859405938,21,21,1.0,1
10021006001,黑松FIN健康補給飲料Pet580ml,42.0,28.0,24.0,28224.0,16.04,24.0,4.6476025e-06,0.00044011103,1152,48,0.3089442744109189,759.047619047619,313.79459463006623,0.4134056767397359,21,21,1.0,1
14831011001,紅鷹牌香辣紅燒鰻100g,32.0,23.0,17.0,12512.0,7.71,48.0,6.365136e-06,0.0005924572,63,2,0.2890309776218686,32.42857142857143,24.19828801500517,0.7462027141191021,20,21,0.9523809523809524,2
10035002001,悅氏麥仔茶Pet2000ml,36.0,24.0,31.0,26784.0,17.3,8.0,3.2417186e-06,0.00044011103,66,9,0.2605391188241936,36.095238095238095,23.32145956389686,0.6461090380499129,20,21,0.9523809523809524,2
14503005001,維力大炒一番-九層塔蛤蜊85g,32.0,32.0,14.0,14336.0,3.17,24.0,4.6635228e-06,0.00076173065,172,8,0.2914132493584822,91.23809523809524,64.53053909731791,0.7072762635927329,19,21,0.9047619047619048,2
14804004001,泰山黑八寶 340g,41.0,28.0,13.0,14924.0,9.8,24.0,5.4256066e-06,0.00054167514,148,7,0.2857712018197807,86.85714285714286,48.13552296826712,0.5541918762793911,21,21,1.0,2
14370004001,台糖貳號砂糖,42.0,34.0,19.0,27132.0,20.92,20.0,9.606872e-06,0.0005586025,64,4,0.291178146764966,42.095238095238095,17.45252062569978,0.4145960782123251,21,21,1.0,2
14000075001,旺旺小小酥綜合包,60.0,33.0,20.0,39600.0,2.62,11.0,8.401166e-06,0.0006093845,24,3,0.2856646439731457,14.047619047619047,7.405917839648172,0.5272009309580055,20,21,0.9523809523809524,2
14223045001,一百份芒果QQ糖,40.0,28.0,19.0,21280.0,5.1,12.0,3.6307176e-06,0.0002877649,27,3,0.2595570389319647,13.714285714285714,9.885053652574967,0.7207851621669248,21,21,1.0,2
14831009001,同榮辣味燒鰻(易開罐) 100g,32.0,23.0,9.0,6624.0,3.97,24.0,2.1588594e-06,0.0003554743,90,4,0.280345611219568,30.714285714285715,47.224085864252416,1.53752837697566,19,21,0.9047619047619048,2
10033057001,每朝健康雙纖綠茶650ml,40.0,27.0,23.0,24840.0,17.18,24.0,7.759662e-06,0.0006093845,496,21,0.3121414675839872,292.95238095238096,161.94272944176166,0.5527954028408639,21,21,1.0,2
14001046001,義美天然取向蘇打餅乾(鮮蔥),37.0,24.0,23.0,20424.0,2.52,12.0,5.264092e-06,0.000389329,40,4,0.280577455264537,18.952380952380953,16.12909231939662,0.851032509314897,21,21,1.0,2
10001001001,七喜汽水2L,34.0,24.0,31.0,25296.0,13.34,6.0,3.6398214e-06,0.000389329,110,19,0.2944225760437243,43.142857142857146,52.88126862537028,1.225724769462225,21,21,1.0,2
14000014001,米豆,41.0,34.0,23.0,32062.0,2.92,5.0,7.3387882e-06,0.00066016655,25,5,0.2969351719829393,12.714285714285714,9.41351611855452,0.7403889082009173,20,21,0.9523809523809524,2
10034039001,雀巢茶品翡翠檸檬蜜茶300ml,35.0,20.0,13.0,9100.0,7.9,24.0,3.4760285e-06,0.0002877649,180,8,0.2633483450312665,95.42857142857144,67.15993703732265,0.7037717953012852,21,21,1.0,2
10021021001,寶礦力水得Pet345ml,38.0,26.0,19.0,18772.0,9.67,24.0,1.7357346e-06,0.00018620084,115,5,0.2310264326335599,56.76190476190476,46.106295407357074,0.8122753385524317,19,21,0.9047619047619048,2
14621029001,金蘭甘醇醬油膏 590ml,30.0,22.0,26.0,17160.0,8.97,12.0,2.1201877e-06,0.00015234613,27,3,0.2298113661141335,12.761904761904765,11.322123307510664,0.887181303946731,19,21,0.9047619047619048,2
12221012001,家樂福環保擦手紙200抽X5包,21.0,9.0,20.0,3780.0,1.0,1.0,1.4240753e-06,0.00018620084,50,50,0.2432285645398643,26.095238095238095,18.436118794108378,0.7064936034238612,21,21,1.0,2
12200017001,情人平版衛生紙,18.0,10.0,8.0,1454.0,0.2,1.0,6.255894e-07,8.463674e-05,166,166,0.2377456378944918,73.71428571428571,73.61055824889718,0.9985928444617836,20,21,0.9523809523809524,2
14612018002,得意的一天橄欖油 1000ml,33.0,24.0,28.0,22176.0,17.58,12.0,5.2436217e-06,0.00030469225,30,3,0.2579181804913553,17.61904761904762,9.473521998054316,0.5376863836733531,21,21,1.0,2
14500024001,台酒米酒麻油雞麵(碗)200g,49.0,35.0,15.0,25725.0,3.24,12.0,1.3012285e-06,0.00016927348,124,11,0.2281366072943367,53.714285714285715,55.46272879794399,1.0325508020893828,18,21,0.8571428571428571,2
10041006001,舒味思伯爵紅茶風味氣泡水PET500ml,40.0,26.0,22.0,22880.0,12.85,24.0,1.0396149e-06,0.00010156409,100,5,0.2416658853461677,34.476190476190474,51.82240736169928,1.5031361251321615,18,21,0.8571428571428571,0
14502047001,媽媽麵紅蔥肉燥風味(包)80g,38.0,33.0,14.0,17556.0,3.09,30.0,1.8949747e-06,0.00022005552,87,3,0.2479230227681825,32.38095238095238,43.520657382990194,1.3440203015335208,18,21,0.8571428571428571,2
14805899001,名屋嚴選牛奶花生320g,41.0,27.0,13.0,14391.0,9.74,24.0,1.1328864e-06,0.00018620084,144,6,0.247846736865912,57.142857142857146,69.36734513752542,1.2139285399066948,19,21,0.9047619047619048,2
10034016001,波蜜靠茶四季青茶580ml,43.0,29.0,25.0,31175.0,15.434,24.0,1.0145915e-06,0.00018620084,102,5,0.2346002877933767,40.95238095238095,48.06503530683837,1.1736810947018672,18,21,0.8571428571428571,2
12201043001,春風抽取衛生紙,20.0,10.0,8.0,1615.0,1.0,1.0,2.1361177e-06,0.00015234613,703,703,0.2566888488177427,448.0,203.292892153169,0.4537787771276093,21,21,1.0,1
10033020001,悅氏綠茶微甜Pet2000ml,36.0,24.0,32.0,27648.0,17.51,8.0,1.1874833e-06,0.00020312818,62,8,0.2306164573635685,30.095238095238095,25.333583958660014,0.8417804796390195,19,21,0.9047619047619048,2
10002906001,美粒果蘋果蘇打Pet 500ml,42.0,29.0,22.0,26796.0,13.2,24.0,3.2257908e-06,0.00032161962,70,3,0.2445971410066623,35.904761904761905,27.235830741699,0.7585576201268952,19,21,0.9047619047619048,2
10020002001,貝納頌榛果拿鐵咖啡TP375,40.0,19.0,14.0,10640.0,9.6,24.0,2.3044608e-06,0.00018620084,74,4,0.2327120701330974,35.857142857142854,30.052097621107436,0.8381063081583747,19,21,0.9047619047619048,2
10020008001,UCC Aroma Brew 艾洛瑪黑咖啡Pet 525ml,44.0,29.0,20.0,25520.0,13.9,24.0,7.9620406e-07,8.463674e-05,41,2,0.2381612451838862,12.952380952380953,22.3035337793727,1.7219640050250982,17,21,0.8095238095238095,0
