order_id,item_code,item_name,item_quantity,order_date
DO_0000261442,10021025001,黑松FIN補給飲料TP300ml,48,08/01/21 14.59
DO_0000259182,10021025001,黑松FIN補給飲料TP300ml,24,08/01/21 14.59
DO_0000259663,10000011001,可口可樂 Can 250 ml,24,08/01/21 15.06
DO_0000259663,10021025001,黑松FIN補給飲料TP300ml,24,08/01/21 15.06
DO_0000262581,10000011001,可口可樂 Can 250 ml,24,08/01/21 15.06
DO_0000267372,10021025001,黑松FIN補給飲料TP300ml,24,08/01/21 15.06
DO_0000264371,10000011001,可口可樂 Can 250 ml,24,08/01/21 16.01
DO_0000259147,10021025001,黑松FIN補給飲料TP300ml,24,08/01/21 16.01
DO_0000263400,10000011001,可口可樂 Can 250 ml,24,08/01/21 16.01
DO_0000263400,10000011001,可口可樂 Can 250 ml,24,08/01/21 16.01
DO_0000264721,10000011001,可口可樂 Can 250 ml,24,08/01/21 16.01
DO_0000252045,10000011001,可口可樂 Can 250 ml,24,08/01/21 16.01
DO_0000259066,10000011001,可口可樂 Can 250 ml,24,08/01/21 16.01
DO_0000262594,10000011001,可口可樂 Can 250 ml,24,08/01/21 16.01
DO_0000267446,10000011001,可口可樂 Can 250 ml,24,08/01/21 16.01
DO_0000267411,10000011001,可口可樂 Can 250 ml,24,08/01/21 16.01
DO_0000259328,10000011001,可口可樂 Can 250 ml,24,08/01/21 16.01
DO_0000263587,10000011001,可口可樂 Can 250 ml,24,08/01/21 16.01
DO_0000224280,10000011001,可口可樂 Can 250 ml,48,08/01/21 16.01
DO_0000267221,10000011001,可口可樂 Can 250 ml,48,08/01/21 16.01
DO_0000267212,10000011001,可口可樂 Can 250 ml,48,08/01/21 16.01
DO_0000264887,10000011001,可口可樂 Can 250 ml,48,08/01/21 16.06
DO_0000270583,10000011001,可口可樂 Can 250 ml,24,08/01/21 16.33
DO_0000271527,10000011001,可口可樂 Can 250 ml,24,08/01/21 16.46
DO_0000271454,10000011001,可口可樂 Can 250 ml,24,08/01/21 16.47
DO_0000271665,10000011001,可口可樂 Can 250 ml,48,08/01/21 16.47
DO_0000271444,10000011001,可口可樂 Can 250 ml,24,08/01/21 16.47
DO_0000276521,10021025001,黑松FIN補給飲料TP300ml,48,08/01/21 18.40
DO_0000272313,10000011001,可口可樂 Can 250 ml,24,08/01/21 18.50
DO_0000273224,10021025001,黑松FIN補給飲料TP300ml,24,08/01/21 18.50
DO_0000273240,10021025001,黑松FIN補給飲料TP300ml,48,08/01/21 18.50
DO_0000273317,10000011001,可口可樂 Can 250 ml,24,08/01/21 18.50
DO_0000267912,10021025001,黑松FIN補給飲料TP300ml,48,08/01/21 20.07
DO_0000267431,10000011001,可口可樂 Can 250 ml,24,08/01/21 20.07
DO_0000267431,10021025001,黑松FIN補給飲料TP300ml,48,08/01/21 20.07
DO_0000273390,10021025001,黑松FIN補給飲料TP300ml,48,08/01/21 20.07
DO_0000273024,10021025001,黑松FIN補給飲料TP300ml,24,08/01/21 20.22
DO_0000263176,10021025001,黑松FIN補給飲料TP300ml,24,08/01/21 20.22
DO_0000221384,10000011001,可口可樂 Can 250 ml,24,08/01/21 21.50
DO_0000221384,10021025001,黑松FIN補給飲料TP300ml,24,08/01/21 21.50
DO_0000268019,10021025001,黑松FIN補給飲料TP300ml,24,08/01/21 21.50
DO_0000269654,10000011001,可口可樂 Can 250 ml,48,08/01/21 22.50
DO_0000263239,10000011001,可口可樂 Can 250 ml,24,08/01/21 23.43
DO_0000263239,10021025001,黑松FIN補給飲料TP300ml,24,08/01/21 23.43
DO_0000247483,10000011001,可口可樂 Can 250 ml,24,08/01/21 23.43
DO_0000247483,10021025001,黑松FIN補給飲料TP300ml,48,08/01/21 23.43
DO_0000273270,10000011001,可口可樂 Can 250 ml,24,08/01/21 23.43
DO_0000263541,10021025001,黑松FIN補給飲料TP300ml,48,08/02/21 00.22
DO_0000268045,10021025001,黑松FIN補給飲料TP300ml,24,08/02/21 07.22
DO_0000277711,10021025001,黑松FIN補給飲料TP300ml,48,08/02/21 07.22
DO_0000276575,10021025001,黑松FIN補給飲料TP300ml,24,08/02/21 07.22
DO_0000277703,10000011001,可口可樂 Can 250 ml,24,08/02/21 07.40
DO_0000268017,10021025001,黑松FIN補給飲料TP300ml,48,08/02/21 07.40
DO_0000259135,10000011001,可口可樂 Can 250 ml,24,08/02/21 07.40
DO_0000217581,10021025001,黑松FIN補給飲料TP300ml,48,08/02/21 07.40
DO_0000267719,10000011001,可口可樂 Can 250 ml,24,08/02/21 07.40
DO_0000277622,10021025001,黑松FIN補給飲料TP300ml,48,08/02/21 07.40
DO_0000277518,10021025001,黑松FIN補給飲料TP300ml,48,08/02/21 07.40
DO_0000259047,10021025001,黑松FIN補給飲料TP300ml,24,08/02/21 07.40
DO_0000277232,10021025001,黑松FIN補給飲料TP300ml,6,08/02/21 07.40
DO_0000262459,10000011001,可口可樂 Can 250 ml,48,08/02/21 08.36
DO_0000262459,10021025001,黑松FIN補給飲料TP300ml,48,08/02/21 08.36
DO_0000232876,10000011001,可口可樂 Can 250 ml,24,08/02/21 08.36
DO_0000264008,10021025001,黑松FIN補給飲料TP300ml,24,08/02/21 08.36
DO_0000276908,10021025001,黑松FIN補給飲料TP300ml,24,08/02/21 08.36
DO_0000277311,10021025001,黑松FIN補給飲料TP300ml,6,08/02/21 08.36
DO_0000248656,10021025001,黑松FIN補給飲料TP300ml,24,08/02/21 08.36
DO_0000259498,10021025001,黑松FIN補給飲料TP300ml,66,08/02/21 08.36
DO_0000277416,10021025001,黑松FIN補給飲料TP300ml,48,08/02/21 08.36
DO_0000277306,10021025001,黑松FIN補給飲料TP300ml,84,08/02/21 08.36
DO_0000218818,10021025001,黑松FIN補給飲料TP300ml,48,08/02/21 08.36
DO_0000263231,10000011001,可口可樂 Can 250 ml,48,08/02/21 08.36
DO_0000263231,10021025001,黑松FIN補給飲料TP300ml,48,08/02/21 08.36
DO_0000259129,10021025001,黑松FIN補給飲料TP300ml,24,08/02/21 08.36
DO_0000262460,10000011001,可口可樂 Can 250 ml,48,08/02/21 08.36
DO_0000277677,10021025001,黑松FIN補給飲料TP300ml,12,08/02/21 08.36
DO_0000259094,10021025001,黑松FIN補給飲料TP300ml,24,08/02/21 08.36
DO_0000259106,10000011001,可口可樂 Can 250 ml,24,08/02/21 08.36
DO_0000263582,10021025001,黑松FIN補給飲料TP300ml,48,08/02/21 08.36
DO_0000249498,10000011001,可口可樂 Can 250 ml,48,08/02/21 08.36
DO_0000249498,10021025001,黑松FIN補給飲料TP300ml,48,08/02/21 08.36
DO_0000267465,10021025001,黑松FIN補給飲料TP300ml,24,08/02/21 08.36
DO_0000276583,10000011001,可口可樂 Can 250 ml,24,08/02/21 08.37
DO_0000278979,10000011001,可口可樂 Can 250 ml,24,08/02/21 10.26
DO_0000279483,10000011001,可口可樂 Can 250 ml,24,08/02/21 10.31
DO_0000259136,10000011001,可口可樂 Can 250 ml,48,08/02/21 10.34
DO_0000277429,10000011001,可口可樂 Can 250 ml,24,08/02/21 10.34
DO_0000282567,10000011001,可口可樂 Can 250 ml,24,08/02/21 13.06
DO_0000218624,10000011001,可口可樂 Can 250 ml,48,08/02/21 14.07
DO_0000267674,10000011001,可口可樂 Can 250 ml,48,08/02/21 14.07
DO_0000263212,10000011001,可口可樂 Can 250 ml,48,08/02/21 14.08
DO_0000267725,10000011001,可口可樂 Can 250 ml,24,08/02/21 14.07
DO_0000267497,10000011001,可口可樂 Can 250 ml,24,08/02/21 14.07
DO_0000234949,10000011001,可口可樂 Can 250 ml,24,08/02/21 14.08
DO_0000234949,10021025001,黑松FIN補給飲料TP300ml,24,08/02/21 14.08
DO_0000268034,10000011001,可口可樂 Can 250 ml,48,08/02/21 14.08
DO_0000277469,10000011001,可口可樂 Can 250 ml,24,08/02/21 14.07
DO_0000262558,10000011001,可口可樂 Can 250 ml,24,08/02/21 14.08
DO_0000271534,10000011001,可口可樂 Can 250 ml,24,08/02/21 14.08
DO_0000271415,10000011001,可口可樂 Can 250 ml,24,08/02/21 14.08
DO_0000276582,10000011001,可口可樂 Can 250 ml,48,08/02/21 14.08
DO_0000264762,10021025001,黑松FIN補給飲料TP300ml,24,08/02/21 14.35
DO_0000267451,10021025001,黑松FIN補給飲料TP300ml,12,08/02/21 14.35
DO_0000267451,10021025001,黑松FIN補給飲料TP300ml,12,08/02/21 14.35
DO_0000284933,10021025001,黑松FIN補給飲料TP300ml,6,08/02/21 15.57
DO_0000227567,10000011001,可口可樂 Can 250 ml,24,08/02/21 15.57
DO_0000231459,10000011001,可口可樂 Can 250 ml,48,08/02/21 15.57
DO_0000285068,10000011001,可口可樂 Can 250 ml,48,08/02/21 15.57
DO_0000267654,10000011001,可口可樂 Can 250 ml,24,08/02/21 17.43
DO_0000267654,10021025001,黑松FIN補給飲料TP300ml,48,08/02/21 17.43
DO_0000281187,10000011001,可口可樂 Can 250 ml,48,08/02/21 17.43
DO_0000259113,10021025001,黑松FIN補給飲料TP300ml,48,08/02/21 17.43
DO_0000277497,10021025001,黑松FIN補給飲料TP300ml,24,08/02/21 17.43
DO_0000283917,10000011001,可口可樂 Can 250 ml,24,08/02/21 17.43
DO_0000277482,10021025001,黑松FIN補給飲料TP300ml,48,08/02/21 17.43
DO_0000264148,10021025001,黑松FIN補給飲料TP300ml,6,08/02/21 17.44
DO_0000264756,10000011001,可口可樂 Can 250 ml,24,08/02/21 17.44
DO_0000264756,10021025001,黑松FIN補給飲料TP300ml,24,08/02/21 17.44
DO_0000277653,10000011001,可口可樂 Can 250 ml,24,08/02/21 17.44
DO_0000285183,10000011001,可口可樂 Can 250 ml,24,08/02/21 17.44
DO_0000278862,10000011001,可口可樂 Can 250 ml,24,08/02/21 17.43
DO_0000279283,10000011001,可口可樂 Can 250 ml,24,08/02/21 17.44
DO_0000282139,10000011001,可口可樂 Can 250 ml,48,08/02/21 17.43
DO_0000267675,10021025001,黑松FIN補給飲料TP300ml,24,08/02/21 17.43
DO_0000285293,10000011001,可口可樂 Can 250 ml,24,08/02/21 17.44
DO_0000277284,10021025001,黑松FIN補給飲料TP300ml,12,08/02/21 17.44
DO_0000281991,10000011001,可口可樂 Can 250 ml,24,08/02/21 17.43
DO_0000277324,10021025001,黑松FIN補給飲料TP300ml,12,08/02/21 17.44
DO_0000281121,10000011001,可口可樂 Can 250 ml,48,08/02/21 17.43
DO_0000231088,10021025001,黑松FIN補給飲料TP300ml,24,08/02/21 20.33
DO_0000263215,10000011001,可口可樂 Can 250 ml,24,08/02/21 20.33
DO_0000263215,10021025001,黑松FIN補給飲料TP300ml,24,08/02/21 20.33
DO_0000262438,10021025001,黑松FIN補給飲料TP300ml,24,08/02/21 20.33
DO_0000259138,10021025001,黑松FIN補給飲料TP300ml,48,08/02/21 20.33
DO_0000250669,10000011001,可口可樂 Can 250 ml,24,08/02/21 20.33
DO_0000285494,10000011001,可口可樂 Can 250 ml,48,08/02/21 20.45
DO_0000264757,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 01.26
DO_0000277320,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 01.26
DO_0000264456,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 01.26
DO_0000277144,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 01.26
DO_0000277450,10000011001,可口可樂 Can 250 ml,24,08/03/21 01.26
DO_0000277701,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 01.26
DO_0000277535,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 01.26
DO_0000283843,10000011001,可口可樂 Can 250 ml,24,08/03/21 01.27
DO_0000285169,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 01.27
DO_0000283829,10000011001,可口可樂 Can 250 ml,24,08/03/21 01.27
DO_0000283361,10000011001,可口可樂 Can 250 ml,48,08/03/21 01.27
DO_0000267716,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 05.14
DO_0000250764,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 05.14
DO_0000259095,10000011001,可口可樂 Can 250 ml,48,08/03/21 05.20
DO_0000263514,10000011001,可口可樂 Can 250 ml,48,08/03/21 05.20
DO_0000239747,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 05.20
DO_0000262857,10021025001,黑松FIN補給飲料TP300ml,36,08/03/21 05.20
DO_0000264480,10000011001,可口可樂 Can 250 ml,24,08/03/21 05.21
DO_0000263223,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 05.21
DO_0000263558,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 05.21
DO_0000258943,10021025001,黑松FIN補給飲料TP300ml,6,08/03/21 05.21
DO_0000286028,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 05.21
DO_0000267711,10000011001,可口可樂 Can 250 ml,24,08/03/21 05.21
DO_0000262551,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 05.21
DO_0000286039,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 05.21
DO_0000263217,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 05.21
DO_0000267678,10021025001,黑松FIN補給飲料TP300ml,6,08/03/21 05.21
DO_0000267583,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 05.21
DO_0000237337,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 05.21
DO_0000237337,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 05.21
DO_0000263552,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 05.21
DO_0000285002,10021025001,黑松FIN補給飲料TP300ml,36,08/03/21 05.21
DO_0000263384,10000011001,可口可樂 Can 250 ml,24,08/03/21 05.21
DO_0000267676,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 05.21
DO_0000261083,10000011001,可口可樂 Can 250 ml,24,08/03/21 05.27
DO_0000261083,10021025001,黑松FIN補給飲料TP300ml,84,08/03/21 05.27
DO_0000261743,10000011001,可口可樂 Can 250 ml,48,08/03/21 05.27
DO_0000227856,10021025001,黑松FIN補給飲料TP300ml,6,08/03/21 05.27
DO_0000259068,10000011001,可口可樂 Can 250 ml,24,08/03/21 05.27
DO_0000259068,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 05.27
DO_0000261455,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 05.27
DO_0000262467,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 05.27
DO_0000284530,10021025001,黑松FIN補給飲料TP300ml,96,08/03/21 05.28
DO_0000267473,10000011001,可口可樂 Can 250 ml,24,08/03/21 05.28
DO_0000267475,10021025001,黑松FIN補給飲料TP300ml,6,08/03/21 05.28
DO_0000278954,10000011001,可口可樂 Can 250 ml,24,08/03/21 05.28
DO_0000276574,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 05.28
DO_0000263371,10021025001,黑松FIN補給飲料TP300ml,12,08/03/21 05.28
DO_0000284556,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 05.28
DO_0000284581,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 05.28
DO_0000286065,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 05.28
DO_0000284600,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 05.28
DO_0000286899,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 05.30
DO_0000286444,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 05.30
DO_0000286514,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 05.30
DO_0000286836,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 05.38
DO_0000286919,10000011001,可口可樂 Can 250 ml,48,08/03/21 05.38
DO_0000286646,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 05.38
DO_0000284617,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 08.51
DO_0000288858,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 09.42
DO_0000288913,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 10.03
DO_0000286470,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 10.55
DO_0000286758,10021025001,黑松FIN補給飲料TP300ml,6,08/03/21 10.55
DO_0000227629,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 13.07
DO_0000286814,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 13.07
DO_0000267718,10000011001,可口可樂 Can 250 ml,48,08/03/21 13.07
DO_0000267718,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 13.07
DO_0000227848,10000011001,可口可樂 Can 250 ml,24,08/03/21 13.07
DO_0000268058,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 13.07
DO_0000286034,10000011001,可口可樂 Can 250 ml,48,08/03/21 13.08
DO_0000286034,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 13.08
DO_0000285536,10000011001,可口可樂 Can 250 ml,48,08/03/21 13.08
DO_0000289203,10000011001,可口可樂 Can 250 ml,48,08/03/21 14.03
DO_0000289203,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 14.03
DO_0000289220,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 14.03
DO_0000290537,10021025001,黑松FIN補給飲料TP300ml,54,08/03/21 14.04
DO_0000290255,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 15.07
DO_0000289238,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 15.27
DO_0000292113,10000011001,可口可樂 Can 250 ml,24,08/03/21 16.18
DO_0000290380,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 16.18
DO_0000290984,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 16.18
DO_0000293232,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 16.18
DO_0000293241,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 16.52
DO_0000289781,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 16.52
DO_0000293222,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 16.52
DO_0000292074,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 16.52
DO_0000293337,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 16.52
DO_0000286891,10000011001,可口可樂 Can 250 ml,24,08/03/21 17.24
DO_0000259178,10021025001,黑松FIN補給飲料TP300ml,6,08/03/21 17.31
DO_0000227745,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 17.31
DO_0000259151,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 17.31
DO_0000255089,10000011001,可口可樂 Can 250 ml,24,08/03/21 17.31
DO_0000259036,10000011001,可口可樂 Can 250 ml,24,08/03/21 17.31
DO_0000262564,10000011001,可口可樂 Can 250 ml,48,08/03/21 17.33
DO_0000262564,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 17.33
DO_0000262505,10021025001,黑松FIN補給飲料TP300ml,12,08/03/21 17.33
DO_0000262792,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 17.33
DO_0000259495,10000011001,可口可樂 Can 250 ml,24,08/03/21 17.33
DO_0000259483,10000011001,可口可樂 Can 250 ml,48,08/03/21 17.33
DO_0000259483,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 17.33
DO_0000271145,10000011001,可口可樂 Can 250 ml,24,08/03/21 17.34
DO_0000277233,10000011001,可口可樂 Can 250 ml,24,08/03/21 17.34
DO_0000284577,10000011001,可口可樂 Can 250 ml,24,08/03/21 17.35
DO_0000285122,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 17.35
DO_0000286293,10000011001,可口可樂 Can 250 ml,24,08/03/21 17.35
DO_0000284568,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 17.35
DO_0000284605,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 17.35
DO_0000284956,10000011001,可口可樂 Can 250 ml,24,08/03/21 17.35
DO_0000264430,10000011001,可口可樂 Can 250 ml,24,08/03/21 17.37
DO_0000267478,10000011001,可口可樂 Can 250 ml,24,08/03/21 17.37
DO_0000262458,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 17.37
DO_0000267652,10000011001,可口可樂 Can 250 ml,24,08/03/21 17.37
DO_0000267729,10000011001,可口可樂 Can 250 ml,24,08/03/21 17.37
DO_0000277298,10000011001,可口可樂 Can 250 ml,48,08/03/21 17.41
DO_0000286350,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 17.43
DO_0000286565,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 17.45
DO_0000286750,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 17.47
DO_0000286635,10000011001,可口可樂 Can 250 ml,24,08/03/21 17.47
DO_0000286609,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 17.47
DO_0000286714,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 17.47
DO_0000293349,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 17.57
DO_0000293269,10021025001,黑松FIN補給飲料TP300ml,6,08/03/21 17.57
DO_0000292207,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 17.57
DO_0000288609,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 17.57
DO_0000292670,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 17.57
DO_0000292129,10000011001,可口可樂 Can 250 ml,24,08/03/21 17.58
DO_0000292129,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 17.58
DO_0000286747,10021025001,黑松FIN補給飲料TP300ml,12,08/03/21 17.58
DO_0000291121,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 17.58
DO_0000234946,10000011001,可口可樂 Can 250 ml,24,08/03/21 17.58
DO_0000234946,10021025001,黑松FIN補給飲料TP300ml,48,08/03/21 17.58
DO_0000286763,10000011001,可口可樂 Can 250 ml,48,08/03/21 17.58
DO_0000292402,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 20.32
DO_0000291023,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 20.32
DO_0000267494,10000011001,可口可樂 Can 250 ml,24,08/03/21 22.43
DO_0000282141,10000011001,可口可樂 Can 250 ml,24,08/03/21 22.43
DO_0000267648,10000011001,可口可樂 Can 250 ml,48,08/03/21 22.43
DO_0000267699,10000011001,可口可樂 Can 250 ml,24,08/03/21 22.43
DO_0000267699,10021025001,黑松FIN補給飲料TP300ml,24,08/03/21 22.43
DO_0000294866,10021025001,黑松FIN補給飲料TP300ml,24,08/04/21 06.26
