item_code,order_day,daily_qty
10000012001,08/10/21,88
10000012001,08/11/21,60
10000012001,08/12/21,176
10000012001,08/13/21,108
10000012001,08/14/21,52
10000012001,08/15/21,140
10000012001,08/16/21,60
10000012001,08/17/21,28
10000012001,08/18/21,84
10000012001,08/19/21,80
10000012001,08/20/21,20
10000013001,08/01/21,48
10000013001,08/02/21,24
10000013001,08/03/21,24
10000013001,08/09/21,24
10000013001,08/11/21,24
10000013001,08/14/21,120
10000013001,08/15/21,120
10000013001,08/16/21,312
10000013001,08/17/21,72
10000013001,08/18/21,120
10000013001,08/19/21,192
10000013001,08/20/21,120
10000013001,08/21/21,192
10000021001,08/01/21,56
10000021001,08/02/21,76
10000021001,08/03/21,8
10000021001,08/04/21,64
10000021001,08/05/21,36
10000021001,08/07/21,24
10000021001,08/08/21,20
10000021001,08/09/21,36
10000021001,08/10/21,40
10000021001,08/11/21,123
10000021001,08/12/21,44
10000021001,08/13/21,68
10000021001,08/14/21,172
10000021001,08/15/21,20
10000021001,08/16/21,100
10000021001,08/17/21,136
10000021001,08/18/21,32
10000021001,08/19/21,48
10000021001,08/20/21,60
10000021001,08/21/21,28
10000022001,08/01/21,10
10000022001,08/02/21,4
10000022001,08/03/21,14
10000022001,08/04/21,2
10000022001,08/05/21,1
10000022001,08/06/21,4
10000022001,08/07/21,30
10000022001,08/08/21,39
10000022001,08/09/21,41
10000022001,08/10/21,15
10000022001,08/11/21,18
10000022001,08/12/21,20
10000022001,08/13/21,1
10000022001,08/14/21,16
10000022001,08/15/21,17
10000022001,08/17/21,9
10000022001,08/18/21,18
10000022001,08/19/21,52
10000022001,08/20/21,2
10000022001,08/21/21,1
10000023001,08/01/21,4
10000023001,08/03/21,8
10000023001,08/05/21,8
10000023001,08/07/21,12
10000023001,08/08/21,4
10000023001,08/09/21,4
10000023001,08/11/21,8
10000023001,08/12/21,12
10000023001,08/15/21,16
10000023001,08/16/21,4
10000023001,08/18/21,8
10000023001,08/19/21,4
10000023001,08/20/21,4
10000023001,08/21/21,32
10000026001,08/01/21,184
10000026001,08/02/21,208
10000026001,08/03/21,384
10000026001,08/04/21,520
10000026001,08/05/21,504
10000026001,08/06/21,120
10000026001,08/07/21,224
10000026001,08/08/21,288
10000026001,08/09/21,512
10000026001,08/10/21,656
10000026001,08/11/21,448
10000026001,08/12/21,352
10000026001,08/13/21,248
10000026001,08/14/21,160
10000026001,08/15/21,584
10000026001,08/16/21,448
10000026001,08/17/21,424
10000026001,08/18/21,400
10000026001,08/19/21,320
10000026001,08/20/21,176
10000026001,08/21/21,72
10000027001,08/01/21,128
10000027001,08/02/21,52
10000027001,08/03/21,144
10000027001,08/04/21,8
10000027001,08/05/21,120
10000027001,08/06/21,80
10000027001,08/08/21,180
10000027001,08/09/21,8
10000027001,08/10/21,52
10000027001,08/11/21,76
10000027001,08/12/21,72
10000027001,08/13/21,64
10000027001,08/14/21,48
10000027001,08/15/21,8
10000027001,08/16/21,24
10000027001,08/17/21,12
10000027001,08/18/21,16
10000027001,08/20/21,108
10000027001,08/21/21,112
10000998001,08/01/21,22
10000998001,08/02/21,20
10000998001,08/03/21,22
10000998001,08/04/21,35
10000998001,08/05/21,48
10000998001,08/06/21,16
10000998001,08/07/21,26
10000998001,08/08/21,39
10000998001,08/09/21,33
10000998001,08/10/21,24
10000998001,08/11/21,38
10000998001,08/12/21,48
10000998001,08/13/21,48
10000998001,08/14/21,15
10000998001,08/15/21,89
10000998001,08/16/21,27
10000998001,08/17/21,59
10000998001,08/18/21,89
10000998001,08/19/21,85
10000998001,08/20/21,48
10000998001,08/21/21,19
10001001001,08/01/21,33
10001001001,08/02/21,10
10001001001,08/03/21,126
10001001001,08/04/21,16
10001001001,08/05/21,16
10001001001,08/06/21,17
10001001001,08/07/21,8
10001001001,08/08/21,8
10001001001,08/09/21,17
10001001001,08/10/21,40
10001001001,08/11/21,79
10001001001,08/12/21,13
10001001001,08/13/21,222
10001001001,08/14/21,36
10001001001,08/15/21,15
10001001001,08/16/21,1
10001001001,08/17/21,76
10001001001,08/18/21,26
10001001001,08/19/21,99
10001001001,08/20/21,8
10001001001,08/21/21,40
10001004001,08/01/21,47
10001004001,08/02/21,2
10001004001,08/03/21,40
10001004001,08/04/21,90
10001004001,08/05/21,114
10001004001,08/06/21,147
10001004001,08/07/21,6
10001004001,08/08/21,34
10001004001,08/09/21,66
10001004001,08/10/21,112
10001004001,08/11/21,61
10001004001,08/12/21,161
10001004001,08/13/21,103
10001004001,08/14/21,191
10001004001,08/15/21,175
10001004001,08/16/21,287
10001004001,08/17/21,100
10001004001,08/18/21,152
10001004001,08/19/21,122
10001004001,08/20/21,319
10001004001,08/21/21,557
10001005001,08/01/21,30
10001005001,08/02/21,48
10001005001,08/03/21,156
10001005001,08/04/21,114
10001005001,08/05/21,60
10001005001,08/06/21,30
10001005001,08/07/21,30
10001005001,08/08/21,6
10001005001,08/09/21,84
10001005001,08/10/21,66
10001005001,08/11/21,24
10001005001,08/12/21,54
10001005001,08/13/21,96
10001005001,08/14/21,54
10001005001,08/15/21,234
10001005001,08/16/21,216
10001005001,08/17/21,354
10001005001,08/18/21,66
10001005001,08/19/21,60
10001005001,08/20/21,114
10001005001,08/21/21,30
10001006001,08/01/21,378
10001006001,08/02/21,186
10001006001,08/03/21,282
10001006001,08/04/21,570
10001006001,08/05/21,366
10001006001,08/06/21,168
10001006001,08/07/21,336
10001006001,08/08/21,510
10001006001,08/09/21,348
10001006001,08/10/21,630
10001006001,08/11/21,492
10001006001,08/12/21,594
10001006001,08/13/21,540
10001006001,08/14/21,222
10001006001,08/15/21,750
10001006001,08/16/21,642
10001006001,08/17/21,564
10001006001,08/18/21,654
10001006001,08/19/21,744
10001006001,08/20/21,756
10001006001,08/21/21,330
10001007001,08/02/21,4
10001007001,08/04/21,4
10001007001,08/06/21,12
10001007001,08/13/21,28
10001007001,08/14/21,20
10001007001,08/15/21,4
10001007001,08/16/21,12
10001007001,08/17/21,76
10001007001,08/18/21,12
10001007001,08/20/21,4
10001007001,08/21/21,16
10001008001,08/01/21,12
10001008001,08/02/21,24
10001008001,08/03/21,66
10001008001,08/04/21,18
10001008001,08/05/21,18
10001008001,08/06/21,24
10001008001,08/08/21,6
10001008001,08/09/21,6
10001008001,08/10/21,54
10001008001,08/11/21,19
10001008001,08/12/21,30
10001008001,08/13/21,12
10001008001,08/14/21,30
10001008001,08/15/21,18
10001008001,08/16/21,6
10001008001,08/17/21,12
10001008001,08/18/21,60
10001008001,08/19/21,54
10001008001,08/20/21,12
10001008001,08/21/21,12
10001009001,08/01/21,1104
10001009001,08/02/21,888
10001009001,08/03/21,672
10001009001,08/04/21,504
10001009001,08/05/21,648
10001009001,08/06/21,240
10001009001,08/07/21,624
10001009001,08/08/21,696
10001009001,08/09/21,336
10001009001,08/10/21,96
10001009001,08/11/21,1176
10001009001,08/12/21,912
10001009001,08/13/21,456
10001009001,08/14/21,432
10001009001,08/15/21,480
10001009001,08/16/21,384
10001009001,08/17/21,1296
10001009001,08/18/21,2280
10001009001,08/19/21,2616
10001009001,08/20/21,2904
10001009001,08/21/21,1224
10001010001,08/08/21,12
10001010001,08/09/21,24
10001010001,08/11/21,12
10001010001,08/21/21,24
10001012001,08/01/21,336
10001012001,08/02/21,360
10001012001,08/03/21,600
10001012001,08/04/21,984
10001012001,08/05/21,768
10001012001,08/06/21,216
10001012001,08/07/21,384
10001012001,08/08/21,624
10001012001,08/09/21,720
10001012001,08/10/21,480
10001012001,08/11/21,744
10001012001,08/12/21,528
10001012001,08/13/21,408
10001012001,08/14/21,840
10001012001,08/15/21,720
10001012001,08/16/21,312
10001012001,08/17/21,1656
10001012001,08/18/21,1128
10001012001,08/19/21,1512
10001012001,08/20/21,2400
10001012001,08/21/21,432
10001014001,08/01/21,120
10001014001,08/02/21,144
10001014001,08/03/21,40
10001014001,08/04/21,200
10001014001,08/05/21,112
10001014001,08/06/21,32
10001014001,08/07/21,56
10001014001,08/08/21,56
10001014001,08/09/21,72
10001014001,08/10/21,160
10001014001,08/11/21,120
10001014001,08/12/21,72
10001014001,08/13/21,112
10001014001,08/14/21,96
10001014001,08/15/21,80
10001014001,08/16/21,192
10001014001,08/17/21,152
10001014001,08/18/21,64
10001014001,08/19/21,128
10001014001,08/20/21,88
10001014001,08/21/21,16
10001015001,08/01/21,28
10001015001,08/02/21,8
10001015001,08/03/21,16
10001015001,08/04/21,8
10001015001,08/05/21,56
10001015001,08/06/21,48
10001015001,08/08/21,12
10001015001,08/09/21,88
10001015001,08/10/21,12
10001015001,08/11/21,12
10001015001,08/12/21,40
10001015001,08/13/21,64
10001015001,08/14/21,4
10001015001,08/15/21,116
10001015001,08/16/21,12
10001015001,08/17/21,16
10001015001,08/18/21,56
10001015001,08/20/21,4
10001015001,08/21/21,4
10001020001,08/01/21,60
10001020001,08/02/21,18
10001020001,08/03/21,30
10001020001,08/04/21,114
10001020001,08/05/21,24
10001020001,08/06/21,18
10001020001,08/07/21,126
10001020001,08/08/21,12
10001020001,08/09/21,18
10001020001,08/10/21,72
10001020001,08/11/21,84
10001020001,08/12/21,114
10001020001,08/13/21,204
10001020001,08/14/21,36
10001020001,08/15/21,204
10001020001,08/16/21,204
10001020001,08/17/21,276
10001020001,08/18/21,72
10001020001,08/19/21,72
10001020001,08/20/21,66
10001020001,08/21/21,36
10001022001,08/01/21,52
10001022001,08/02/21,32
10001022001,08/03/21,52
10001022001,08/04/21,4
10001022001,08/05/21,108
10001022001,08/06/21,72
10001022001,08/07/21,8
10001022001,08/08/21,120
10001022001,08/09/21,100
10001022001,08/10/21,44
10001022001,08/11/21,48
10001022001,08/12/21,104
10001022001,08/13/21,32
10001022001,08/14/21,24
10001022001,08/15/21,40
10001022001,08/16/21,80
10001022001,08/17/21,60
10001022001,08/18/21,24
10001022001,08/19/21,116
10001022001,08/20/21,28
10001022001,08/21/21,12
10001025001,08/01/21,240
10001025001,08/02/21,192
10001025001,08/03/21,480
10001025001,08/04/21,456
10001025001,08/05/21,456
10001025001,08/06/21,168
10001025001,08/07/21,456
10001025001,08/08/21,504
10001025001,08/09/21,336
10001025001,08/10/21,384
10001025001,08/11/21,720
10001025001,08/12/21,720
10001025001,08/13/21,456
10001025001,08/14/21,168
10001025001,08/15/21,648
10001025001,08/16/21,480
10001025001,08/17/21,480
10001025001,08/18/21,456
10001025001,08/19/21,600
10001025001,08/20/21,360
10001025001,08/21/21,336
10001035001,08/01/21,16
10001035001,08/02/21,4
10001035001,08/04/21,60
10001035001,08/05/21,52
10001035001,08/06/21,36
10001035001,08/07/21,4
10001035001,08/08/21,88
10001035001,08/09/21,80
10001035001,08/10/21,4
10001035001,08/11/21,96
10001035001,08/12/21,24
10001035001,08/13/21,52
10001035001,08/14/21,28
10001035001,08/15/21,40
10001035001,08/16/21,8
10001035001,08/17/21,48
10001035001,08/18/21,28
10001035001,08/19/21,28
10001035001,08/20/21,4
10001035001,08/21/21,8
10001041001,08/01/21,24
10001041001,08/02/21,4
10001041001,08/03/21,4
10001041001,08/04/21,4
10001041001,08/05/21,48
10001041001,08/06/21,4
10001041001,08/08/21,56
10001041001,08/09/21,36
10001041001,08/10/21,12
10001041001,08/12/21,12
10001041001,08/13/21,4
10001041001,08/14/21,8
10001041001,08/15/21,12
10001041001,08/17/21,4
10001041001,08/20/21,24
10001043001,08/01/21,76
10001043001,08/02/21,52
10001043001,08/03/21,124
10001043001,08/04/21,4
10001043001,08/05/21,8
10001043001,08/06/21,152
10001043001,08/07/21,48
10001043001,08/08/21,12
10001043001,08/09/21,20
10001043001,08/10/21,80
10001043001,08/11/21,4
10001043001,08/12/21,4
10001043001,08/13/21,12
10001043001,08/14/21,84
10001043001,08/15/21,8
10001043001,08/17/21,204
10001043001,08/18/21,56
10001043001,08/19/21,32
10001043001,08/20/21,88
10001043001,08/21/21,24
10001044001,08/02/21,8
10001044001,08/06/21,8
10002001001,08/01/21,528
10002001001,08/02/21,624
10002001001,08/03/21,744
10002001001,08/04/21,528
10002001001,08/05/21,456
10002001001,08/06/21,168
10002001001,08/07/21,384
10002001001,08/08/21,264
10002001001,08/09/21,480
10002001001,08/10/21,672
10002001001,08/11/21,696
10002001001,08/12/21,528
10002001001,08/13/21,288
10002001001,08/14/21,72
10002001001,08/15/21,456
10002001001,08/16/21,192
10002001001,08/17/21,864
10002001001,08/18/21,384
10002001001,08/19/21,576
10002001001,08/20/21,528
10002001001,08/21/21,312
10002003001,08/01/21,184
10002003001,08/02/21,96
10002003001,08/03/21,124
10002003001,08/04/21,196
10002003001,08/05/21,28
10002003001,08/06/21,28
10002003001,08/07/21,72
10002003001,08/08/21,132
10002003001,08/09/21,8
10002003001,08/10/21,32
10002003001,08/11/21,120
10002003001,08/12/21,40
10002003001,08/13/21,144
10002003001,08/14/21,200
10002003001,08/15/21,156
10002003001,08/16/21,28
10002003001,08/17/21,76
10002003001,08/18/21,68
10002003001,08/19/21,200
10002003001,08/20/21,100
10002003001,08/21/21,24
10002005001,08/01/21,234
10002005001,08/02/21,102
10002005001,08/03/21,234
10002005001,08/04/21,252
10002005001,08/05/21,306
10002005001,08/06/21,48
10002005001,08/07/21,132
10002005001,08/08/21,498
10002005001,08/09/21,180
10002005001,08/10/21,252
10002005001,08/11/21,288
10002005001,08/12/21,312
10002005001,08/13/21,258
10002005001,08/14/21,90
10002005001,08/15/21,138
10002005001,08/16/21,414
10002005001,08/17/21,216
10002005001,08/18/21,360
10002005001,08/19/21,372
10002005001,08/20/21,258
10002005001,08/21/21,150
10002006001,08/01/21,77
10002006001,08/02/21,107
10002006001,08/03/21,44
10002006001,08/04/21,44
10002006001,08/05/21,59
10002006001,08/06/21,35
10002006001,08/07/21,40
10002006001,08/08/21,111
10002006001,08/09/21,94
10002006001,08/10/21,63
10002006001,08/11/21,60
10002006001,08/12/21,25
10002006001,08/13/21,94
10002006001,08/14/21,27
10002006001,08/15/21,66
10002006001,08/16/21,36
10002006001,08/17/21,126
10002006001,08/18/21,185
10002006001,08/19/21,63
10002006001,08/20/21,361
10002006001,08/21/21,131
10002007001,08/01/21,72
10002007001,08/02/21,84
10002007001,08/03/21,150
10002007001,08/04/21,108
10002007001,08/05/21,126
10002007001,08/06/21,36
10002007001,08/07/21,6
10002007001,08/08/21,180
10002007001,08/09/21,114
10002007001,08/10/21,108
10002007001,08/11/21,192
10002007001,08/12/21,66
10002007001,08/13/21,216
10002007001,08/14/21,60
10002007001,08/15/21,138
10002007001,08/16/21,162
10002007001,08/17/21,246
10002007001,08/18/21,126
10002007001,08/19/21,114
10002007001,08/20/21,252
10002007001,08/21/21,108
10002008001,08/01/21,336
10002008001,08/02/21,240
10002008001,08/03/21,264
10002008001,08/04/21,144
10002008001,08/05/21,360
10002008001,08/06/21,72
10002008001,08/07/21,72
10002008001,08/08/21,384
10002008001,08/09/21,624
10002008001,08/10/21,768
10002008001,08/11/21,672
10002008001,08/12/21,408
10002008001,08/13/21,504
10002008001,08/14/21,432
10002008001,08/15/21,768
10002008001,08/16/21,2448
10002008001,08/17/21,3000
10002008001,08/18/21,1728
10002008001,08/19/21,1056
10002008001,08/20/21,816
10002008001,08/21/21,192
10002009001,08/01/21,124
10002009001,08/02/21,104
10002009001,08/03/21,376
10002009001,08/04/21,180
10002009001,08/05/21,128
10002009001,08/06/21,268
10002009001,08/07/21,16
10002009001,08/08/21,212
10002009001,08/09/21,332
10002009001,08/10/21,92
10002009001,08/11/21,144
10002009001,08/12/21,68
10002009001,08/13/21,252
10002009001,08/14/21,568
10002009001,08/15/21,64
10002009001,08/16/21,72
10002009001,08/17/21,44
10002009001,08/18/21,260
10002009001,08/19/21,80
10002009001,08/20/21,656
10002009001,08/21/21,148
10002010001,08/01/21,360
10002010001,08/02/21,336
10002010001,08/03/21,312
10002010001,08/04/21,168
10002010001,08/05/21,288
10002010001,08/07/21,216
10002010001,08/08/21,192
10002010001,08/09/21,504
10002010001,08/10/21,360
10002010001,08/11/21,480
10002010001,08/12/21,168
10002010001,08/13/21,336
10002010001,08/14/21,576
10002010001,08/15/21,192
10002010001,08/16/21,1272
10002010001,08/17/21,432
10002010001,08/18/21,288
10002010001,08/19/21,144
10002010001,08/20/21,600
10002010001,08/21/21,600
10002011001,08/01/21,12
10002011001,08/11/21,8
10002011001,08/18/21,20
10002011001,08/20/21,4
10002011001,08/21/21,24
10002012001,08/01/21,48
10002012001,08/02/21,24
10002012001,08/09/21,36
10002012001,08/10/21,12
10002012001,08/11/21,36
10002012001,08/12/21,72
10002012001,08/13/21,66
10002012001,08/14/21,402
10002012001,08/15/21,66
10002012001,08/16/21,156
10002012001,08/17/21,48
10002012001,08/18/21,108
10002012001,08/19/21,114
10002012001,08/20/21,324
10002012001,08/21/21,6
10002013001,08/01/21,24
10002013001,08/03/21,24
10002013001,08/09/21,48
10002013001,08/12/21,24
10002014001,08/01/21,174
10002014001,08/02/21,180
10002014001,08/03/21,144
10002014001,08/04/21,36
10002014001,08/05/21,60
10002014001,08/06/21,24
10002014001,08/07/21,48
10002014001,08/08/21,66
10002014001,08/09/21,162
10002014001,08/10/21,192
10002014001,08/11/21,150
10002014001,08/12/21,216
10002014001,08/13/21,312
10002014001,08/14/21,66
10002014001,08/15/21,156
10002014001,08/16/21,162
10002014001,08/17/21,66
10002014001,08/18/21,126
10002014001,08/19/21,96
10002014001,08/20/21,174
10002014001,08/21/21,132
10002017001,08/01/21,66
10002017001,08/02/21,96
10002017001,08/03/21,54
10002017001,08/04/21,90
10002017001,08/05/21,138
10002017001,08/06/21,48
10002017001,08/07/21,78
10002017001,08/08/21,252
10002017001,08/09/21,42
10002017001,08/10/21,72
10002017001,08/11/21,36
10002017001,08/12/21,72
10002017001,08/13/21,103
10002017001,08/14/21,223
10002017001,08/15/21,320
10002017001,08/16/21,66
10002017001,08/17/21,31
10002017001,08/18/21,396
10002017001,08/19/21,54
10002017001,08/20/21,326
10002017001,08/21/21,36
10002018001,08/01/21,402
10002018001,08/02/21,288
10002018001,08/03/21,282
10002018001,08/04/21,558
10002018001,08/05/21,660
10002018001,08/06/21,324
10002018001,08/07/21,168
10002018001,08/08/21,612
10002018001,08/09/21,696
10002018001,08/10/21,990
10002018001,08/11/21,1104
10002018001,08/12/21,1038
10002018001,08/13/21,720
10002018001,08/14/21,714
10002018001,08/15/21,690
10002018001,08/16/21,792
10002018001,08/17/21,510
10002018001,08/18/21,738
10002018001,08/19/21,714
10002018001,08/20/21,1080
10002018001,08/21/21,222
10002019001,08/01/21,660
10002019001,08/02/21,702
10002019001,08/03/21,804
10002019001,08/04/21,564
10002019001,08/05/21,366
10002019001,08/06/21,258
10002019001,08/07/21,282
10002019001,08/08/21,336
10002019001,08/09/21,192
10002019001,08/10/21,324
10002019001,08/11/21,378
10002019001,08/12/21,600
10002019001,08/13/21,432
10002019001,08/14/21,360
10002019001,08/15/21,384
10002019001,08/16/21,174
10002019001,08/17/21,204
10002019001,08/18/21,192
10002019001,08/19/21,1080
10002019001,08/20/21,588
10002019001,08/21/21,216
10002021001,08/01/21,480
10002021001,08/02/21,432
10002021001,08/03/21,312
10002021001,08/04/21,384
10002021001,08/05/21,960
10002021001,08/06/21,144
10002021001,08/07/21,120
10002021001,08/08/21,576
10002021001,08/09/21,1176
10002021001,08/10/21,576
10002021001,08/11/21,936
10002021001,08/12/21,1152
10002021001,08/13/21,696
10002021001,08/14/21,264
10002021001,08/15/21,504
10002021001,08/16/21,720
10002021001,08/17/21,744
10002021001,08/18/21,1920
10002021001,08/19/21,2016
10002021001,08/20/21,1032
10002025001,08/01/21,7
10002025001,08/02/21,1
10002025001,08/03/21,12
10002025001,08/04/21,5
10002025001,08/05/21,6
10002025001,08/06/21,15
10002025001,08/07/21,9
10002025001,08/08/21,15
10002025001,08/09/21,3
10002025001,08/10/21,6
10002025001,08/11/21,12
10002025001,08/12/21,14
10002025001,08/13/21,8
10002025001,08/14/21,7
10002025001,08/15/21,11
10002025001,08/16/21,20
10002025001,08/17/21,14
10002025001,08/18/21,49
10002025001,08/19/21,16
10002025001,08/20/21,31
10002025001,08/21/21,49
10002026001,08/10/21,12
10002026001,08/13/21,60
10002035001,08/01/21,21
10002035001,08/02/21,30
10002035001,08/03/21,53
10002035001,08/04/21,40
10002035001,08/05/21,38
10002035001,08/06/21,24
10002035001,08/07/21,8
10002035001,08/08/21,47
10002035001,08/09/21,36
10002035001,08/10/21,84
10002035001,08/11/21,21
10002035001,08/12/21,8
10002035001,08/13/21,35
10002035001,08/14/21,31
10002035001,08/15/21,42
10002035001,08/16/21,18
10002035001,08/17/21,15
10002035001,08/18/21,3
10002035001,08/19/21,22
10002035001,08/20/21,25
10002035001,08/21/21,16
10002037001,08/02/21,2
10002037001,08/12/21,2
10002037001,08/13/21,8
10002037001,08/18/21,1
10002038001,08/02/21,1
10002038001,08/05/21,5
10002038001,08/08/21,6
10002038001,08/12/21,2
10002038001,08/13/21,1
10002038001,08/20/21,7
10002039001,08/20/21,24
10002040001,08/01/21,70
10002040001,08/02/21,87
10002040001,08/03/21,30
10002040001,08/04/21,9
10002040001,08/05/21,3
10002040001,08/06/21,1
10002040001,08/07/21,19
10002040001,08/08/21,13
10002040001,08/09/21,1
10002040001,08/10/21,4
10002040001,08/11/21,15
10002040001,08/12/21,105
10002040001,08/13/21,44
10002040001,08/14/21,24
10002040001,08/15/21,3
10002040001,08/16/21,36
10002040001,08/17/21,1
10002040001,08/19/21,1
10002040001,08/20/21,5
10002040001,08/21/21,22
10002045001,08/01/21,15
10002045001,08/02/21,14
10002045001,08/03/21,58
10002045001,08/04/21,37
10002045001,08/05/21,26
10002045001,08/06/21,52
10002045001,08/07/21,45
10002045001,08/08/21,19
10002045001,08/09/21,63
10002045001,08/10/21,62
10002045001,08/11/21,56
10002045001,08/12/21,27
10002045001,08/13/21,26
10002045001,08/14/21,27
10002045001,08/15/21,33
10002045001,08/16/21,40
10002045001,08/17/21,21
10002045001,08/18/21,52
10002045001,08/19/21,17
10002045001,08/20/21,150
10002045001,08/21/21,5
10002046001,08/01/21,144
10002046001,08/02/21,180
10002046001,08/04/21,60
10002046001,08/07/21,72
10002046001,08/08/21,354
10002046001,08/09/21,144
10002046001,08/10/21,12
10002046001,08/11/21,96
10002046001,08/12/21,60
10002046001,08/13/21,48
10002046001,08/14/21,144
10002046001,08/15/21,84
10002046001,08/16/21,108
10002046001,08/17/21,108
10002046001,08/18/21,324
10002046001,08/19/21,336
10002046001,08/20/21,252
10002046001,08/21/21,132
10002051001,08/19/21,13
10002051001,08/20/21,21
10002051001,08/21/21,11
10002069001,08/01/21,21
10002069001,08/02/21,3
10002069001,08/03/21,9
10002069001,08/04/21,1
10002069001,08/05/21,7
10002069001,08/06/21,16
10002069001,08/07/21,3
10002069001,08/08/21,2
10002069001,08/10/21,15
10002069001,08/11/21,14
10002069001,08/12/21,5
10002069001,08/13/21,24
10002069001,08/14/21,11
10002069001,08/15/21,3
10002069001,08/16/21,9
10002069001,08/17/21,4
10002069001,08/18/21,2
10002069001,08/19/21,21
10002069001,08/20/21,2
10002069001,08/21/21,4
10002071001,08/01/21,12
10002071001,08/02/21,20
10002071001,08/03/21,60
