sequence_id,order_id,order_type,item_id,item_quantity,order_arrival,assigned_station,assigned_pod,status,order_processed,order_finished
87,-56,1,122,12,0,,,-3,,
88,-55,1,110,5,0,,,-3,,
89,-55,1,38,8,0,,,-3,,
90,-55,1,343,5,0,,,-3,,
91,-55,1,122,8,0,,,-3,,
92,-55,1,25,5,0,,,-3,,
93,-55,1,176,12,0,,,-3,,
94,-54,1,83,11,0,,,-3,,
95,-54,1,4,3,0,,,-3,,
96,-54,1,34,6,0,,,-3,,
97,-53,1,173,1,0,picker-3,,-1,,
98,-53,1,13,8,0,picker-3,,-1,,
99,-53,1,40,6,0,picker-3,,-1,,
100,-53,1,42,3,0,picker-3,,-1,,
101,-52,1,30,8,0,picker-4,,-1,0.0,
102,-51,1,53,7,0,,,-3,,
103,-51,1,158,8,0,,,-3,,
104,-51,1,145,7,0,,,-3,,
105,-50,1,79,9,0,,,-3,,
106,-50,1,115,6,0,,,-3,,
107,-50,1,33,4,0,,,-3,,
108,-50,1,20,6,0,,,-3,,
109,-49,1,171,7,0,,,-3,,
110,-48,1,12,8,0,,,-3,,
111,-47,1,300,7,0,,,-3,,
112,-46,1,19,8,0,,,-3,,
113,-46,1,227,8,0,,,-3,,
114,-45,1,18,2,0,,,-3,,
115,-45,1,57,11,0,,,-3,,
116,-44,1,16,10,0,,,-3,,
117,-43,1,156,5,0,,,-3,,
118,-43,1,3,6,0,,,-3,,
119,-43,1,7,3,0,,,-3,,
120,-42,1,32,10,0,picker-5,,-1,,
121,-41,1,47,8,0,,,-3,,
122,-41,1,4,12,0,,,-3,,
123,-41,1,43,6,0,,,-3,,
124,-40,1,278,2,0,,,-3,,
125,-39,1,478,8,0,,,-3,,
126,-38,1,48,8,0,,,-3,,
127,-37,1,73,7,0,,,-3,,
128,-37,1,7,4,0,,,-3,,
129,-36,1,27,7,0,,,-3,,
130,-36,1,160,10,0,,,-3,,
131,-35,1,4,9,0,picker-4,,-1,,
132,-35,1,7,4,0,picker-4,,-1,,
133,-34,1,120,4,0,,,-3,,
134,-33,1,30,5,0,picker-4,,-1,0.0,
135,-32,1,247,4,0,picker-1,,-1,,
136,-32,1,498,6,0,picker-1,,-1,,
137,-31,1,47,2,0,picker-4,,-1,,
138,-31,1,23,3,0,picker-4,,-1,,
139,-31,1,21,3,0,picker-4,,-1,,
140,-30,1,4,4,0,,,-3,,
141,-30,1,8,7,0,,,-3,,
142,-30,1,332,2,0,,,-3,,
143,-29,1,320,10,0,,,-3,,
144,-28,1,19,8,0,,,-3,,
145,-27,1,68,10,0,picker-3,,-1,,
146,-27,1,6,6,0,picker-3,,-1,,
147,-27,1,9,5,0,picker-3,,-1,,
148,-26,1,474,4,0,,,-3,,
149,-25,1,266,3,0,picker-3,,-1,,
150,-25,1,255,5,0,picker-3,,-1,,
151,-25,1,18,10,0,picker-3,,-1,,
152,-24,1,46,8,0,,,-3,,
153,-24,1,221,2,0,,,-3,,
154,-24,1,9,10,0,,,-3,,
155,-24,1,44,8,0,,,-3,,
156,-24,1,49,1,0,,,-3,,
157,-24,1,4,10,0,,,-3,,
158,-24,1,209,8,0,,,-3,,
159,-23,1,63,11,0,,,-3,,
160,-22,1,25,8,0,picker-1,,-1,0.0,
161,-22,1,39,5,0,picker-1,,-1,0.0,
162,-21,1,16,4,0,,,-3,,
163,-20,1,1,6,0,picker-3,,-1,0.0,
164,-19,1,114,9,0,,,-3,,
165,-19,1,264,2,0,,,-3,,
166,-19,1,15,3,0,,,-3,,
167,-18,1,87,4,0,,,-3,,
168,-18,1,153,8,0,,,-3,,
169,-17,1,119,9,0,,,-3,,
170,-17,1,492,6,0,,,-3,,
171,-16,1,20,8,0,picker-3,,-1,,
172,-16,1,6,7,0,picker-3,,-1,,
173,-15,1,458,7,0,,,-3,,
174,-15,1,23,2,0,,,-3,,
175,-14,1,42,10,0,,,-3,,
176,-14,1,67,10,0,,,-3,,
177,-14,1,15,10,0,,,-3,,
178,-13,1,13,10,0,,,-3,,
179,-12,1,1,4,0,picker-3,,-1,0.0,
180,-11,1,371,2,0,,,-3,,
181,-11,1,327,6,0,,,-3,,
182,-10,1,183,6,0,picker-3,,-1,0.0,
183,-10,1,1,3,0,picker-3,,-1,0.0,
184,-9,1,18,8,0,,,-3,,
185,-8,1,19,5,0,picker-5,,-1,0.0,
186,-8,1,5,11,0,picker-5,,-1,0.0,
187,-8,1,2,7,0,picker-5,,-1,0.0,
188,-8,1,349,6,0,picker-5,,-1,0.0,
189,-7,1,373,8,0,,,-3,,
190,-7,1,88,10,0,,,-3,,
191,-6,1,131,6,0,,,-3,,
192,-5,1,6,2,0,,,-3,,
193,-5,1,192,6,0,,,-3,,
194,-5,1,2,8,0,,,-3,,
195,-5,1,44,12,0,,,-3,,
196,-5,1,20,5,0,,,-3,,
197,-5,1,29,11,0,,,-3,,
198,-4,1,222,12,0,picker-4,,-1,,
199,-4,1,14,3,0,picker-4,,-1,,
200,-4,1,25,8,0,picker-4,,-1,,
201,-3,1,51,10,0,,,-3,,
202,-3,1,86,6,0,,,-3,,
203,-3,1,145,6,0,,,-3,,
204,-2,1,88,7,0,,,-3,,
205,-1,1,79,8,0,,,-3,,
206,0,1,39,9,60,,,-3,,
207,1,1,209,3,60,,,-3,,
208,1,1,19,6,60,,,-3,,
209,1,1,167,12,60,,,-3,,
210,1,1,183,3,60,,,-3,,
211,2,1,29,7,60,,,-3,,
212,2,1,219,7,60,,,-3,,
213,2,1,66,4,60,,,-3,,
214,3,1,36,2,60,,,-3,,
215,3,1,16,6,60,,,-3,,
216,4,1,167,11,120,,,-3,,
217,5,1,483,4,120,,,-3,,
218,5,1,170,10,120,,,-3,,
219,6,1,48,4,180,,,-3,,
220,7,1,46,8,180,,,-3,,
221,8,1,421,4,240,,,-3,,
222,8,1,34,10,240,,,-3,,
223,8,1,380,8,240,,,-3,,
224,9,1,56,9,240,,,-3,,
225,10,1,110,10,240,,,-3,,
226,10,1,27,8,240,,,-3,,
227,10,1,35,8,240,,,-3,,
228,10,1,366,2,240,,,-3,,
229,11,1,181,4,240,,,-3,,
230,12,1,77,5,300,,,-3,,
231,13,1,3,4,300,,,-3,,
232,14,1,489,7,300,,,-3,,
233,14,1,33,6,300,,,-3,,
234,14,1,3,4,300,,,-3,,
235,14,1,152,8,300,,,-3,,
236,15,1,19,3,300,,,-3,,
237,15,1,8,4,300,,,-3,,
238,15,1,104,11,300,,,-3,,
239,16,1,2,4,300,,,-3,,
240,16,1,3,4,300,,,-3,,
241,17,1,297,10,300,,,-3,,
242,17,1,40,3,300,,,-3,,
243,17,1,155,5,300,,,-3,,
244,17,1,15,5,300,,,-3,,
245,17,1,26,11,300,,,-3,,
246,17,1,275,8,300,,,-3,,
247,18,1,447,4,300,,,-3,,
248,19,1,235,2,300,,,-3,,
249,19,1,36,2,300,,,-3,,
250,20,1,100,6,300,,,-3,,
251,21,1,101,3,300,,,-3,,
252,21,1,14,3,300,,,-3,,
253,21,1,42,2,300,,,-3,,
254,22,1,1,8,360,,,-3,,
255,22,1,7,6,360,,,-3,,
256,22,1,14,6,360,,,-3,,
257,22,1,299,6,360,,,-3,,
258,22,1,39,10,360,,,-3,,
259,22,1,75,8,360,,,-3,,
260,23,1,41,1,360,,,-3,,
261,24,1,21,8,360,,,-3,,
262,24,1,53,12,360,,,-3,,
263,24,1,81,6,360,,,-3,,
264,24,1,35,7,360,,,-3,,
265,25,1,114,3,420,,,-3,,
266,25,1,444,6,420,,,-3,,
267,25,1,49,8,420,,,-3,,
268,25,1,229,4,420,,,-3,,
269,26,1,30,7,420,,,-3,,
270,27,1,115,6,420,,,-3,,
271,27,1,1,6,420,,,-3,,
272,28,1,2,6,480,,,-3,,
273,29,1,122,2,480,,,-3,,
274,30,1,1,6,480,,,-3,,
275,30,1,328,8,480,,,-3,,
276,30,1,77,8,480,,,-3,,
277,31,1,47,4,480,,,-3,,
278,31,1,24,9,480,,,-3,,
279,31,1,43,10,480,,,-3,,
280,31,1,37,6,480,,,-3,,
281,31,1,40,6,480,,,-3,,
282,32,1,15,4,540,,,-3,,
283,32,1,40,8,540,,,-3,,
284,32,1,53,5,540,,,-3,,
285,33,1,365,6,540,,,-3,,
286,33,1,166,12,540,,,-3,,
287,34,1,17,8,540,,,-3,,
288,35,1,112,6,540,,,-3,,
289,35,1,259,8,540,,,-3,,
290,35,1,31,6,540,,,-3,,
291,36,1,0,8,540,,,-3,,
292,37,1,31,2,540,,,-3,,
293,37,1,18,1,540,,,-3,,
294,37,1,81,8,540,,,-3,,
295,38,1,19,1,600,,,-3,,
296,39,1,13,6,600,,,-3,,
297,39,1,168,6,600,,,-3,,
298,40,1,135,3,660,,,-3,,
299,41,1,55,4,660,,,-3,,
300,41,1,307,2,660,,,-3,,
301,41,1,1,6,660,,,-3,,
302,41,1,15,7,660,,,-3,,
303,42,1,51,9,660,,,-3,,
304,43,1,379,4,660,,,-3,,
305,43,1,120,6,660,,,-3,,
306,43,1,6,5,660,,,-3,,
307,44,1,12,8,660,,,-3,,
308,44,1,82,7,660,,,-3,,
309,44,1,339,6,660,,,-3,,
310,44,1,27,6,660,,,-3,,
311,45,1,190,1,660,,,-3,,
312,45,1,163,10,660,,,-3,,
313,45,1,83,7,660,,,-3,,
314,46,1,111,7,660,,,-3,,
315,47,1,30,7,720,,,-3,,
316,48,1,114,8,720,,,-3,,
317,48,1,474,2,720,,,-3,,
318,48,1,286,12,720,,,-3,,
319,49,1,25,9,780,,,-3,,
320,49,1,32,8,780,,,-3,,
321,50,1,19,7,780,,,-3,,
322,50,1,34,4,780,,,-3,,
323,50,1,40,4,780,,,-3,,
324,51,1,86,4,780,,,-3,,
325,51,1,101,2,780,,,-3,,
326,52,1,126,6,780,,,-3,,
327,52,1,50,9,780,,,-3,,
328,53,1,365,4,780,,,-3,,
329,53,1,10,8,780,,,-3,,
330,54,1,28,7,840,,,-3,,
331,55,1,78,8,840,,,-3,,
332,56,1,37,12,840,,,-3,,
333,57,1,7,7,840,,,-3,,
334,58,1,8,10,840,,,-3,,
335,58,1,319,7,840,,,-3,,
336,58,1,38,12,840,,,-3,,
337,59,1,17,5,900,,,-3,,
338,60,1,1,5,900,,,-3,,
339,61,1,6,8,900,,,-3,,
340,62,1,493,5,900,,,-3,,
341,63,1,75,10,900,,,-3,,
342,63,1,1,8,900,,,-3,,
343,63,1,45,1,900,,,-3,,
344,63,1,86,11,900,,,-3,,
345,64,1,139,10,900,,,-3,,
346,64,1,30,2,900,,,-3,,
347,64,1,489,10,900,,,-3,,
348,64,1,31,8,900,,,-3,,
349,64,1,305,1,900,,,-3,,
350,65,1,59,6,960,,,-3,,
351,65,1,0,4,960,,,-3,,
352,66,1,197,8,960,,,-3,,
353,67,1,33,3,960,,,-3,,
354,68,1,166,1,960,,,-3,,
355,68,1,113,6,960,,,-3,,
356,68,1,39,10,960,,,-3,,
357,69,1,16,4,960,,,-3,,
358,69,1,44,5,960,,,-3,,
359,69,1,39,8,960,,,-3,,
360,70,1,93,9,960,,,-3,,
361,70,1,17,5,960,,,-3,,
362,70,1,44,10,960,,,-3,,
363,71,1,150,6,960,,,-3,,
364,71,1,26,3,960,,,-3,,
365,72,1,63,10,960,,,-3,,
366,72,1,256,4,960,,,-3,,
367,72,1,112,10,960,,,-3,,
368,73,1,85,4,960,,,-3,,
369,73,1,185,4,960,,,-3,,
370,74,1,71,6,1020,,,-3,,
371,75,1,18,2,1020,,,-3,,
372,76,1,14,10,1020,,,-3,,
373,77,1,143,9,1020,,,-3,,
374,77,1,2,4,1020,,,-3,,
375,78,1,15,3,1020,,,-3,,
376,78,1,62,6,1020,,,-3,,
377,78,1,5,8,1020,,,-3,,
378,79,1,180,9,1080,,,-3,,
379,79,1,35,2,1080,,,-3,,
380,79,1,361,10,1080,,,-3,,
381,80,1,30,6,1080,,,-3,,
382,81,1,40,6,1080,,,-3,,
383,82,1,35,8,1080,,,-3,,
384,83,1,397,10,1080,,,-3,,
385,84,1,57,11,1080,,,-3,,
386,85,1,1,6,1080,,,-3,,
387,85,1,53,10,1080,,,-3,,
388,86,1,240,6,1080,,,-3,,
389,87,1,90,5,1140,,,-3,,
390,88,1,49,10,1140,,,-3,,
391,89,1,15,5,1140,,,-3,,
392,89,1,41,8,1140,,,-3,,
393,89,1,274,10,1140,,,-3,,
394,90,1,147,2,1140,,,-3,,
395,91,1,46,2,1140,,,-3,,
396,91,1,173,9,1140,,,-3,,
397,92,1,240,10,1200,,,-3,,
398,93,1,0,7,1200,,,-3,,
399,93,1,30,11,1200,,,-3,,
400,93,1,46,6,1200,,,-3,,
401,93,1,54,10,1200,,,-3,,
402,93,1,47,4,1200,,,-3,,
403,93,1,9,9,1200,,,-3,,
404,94,1,32,4,1200,,,-3,,
405,95,1,0,5,1200,,,-3,,
406,95,1,3,8,1200,,,-3,,
407,96,1,100,4,1200,,,-3,,
408,97,1,168,8,1260,,,-3,,
409,97,1,6,9,1260,,,-3,,
410,98,1,32,7,1260,,,-3,,
411,98,1,114,11,1260,,,-3,,
412,99,1,2,4,1260,,,-3,,
413,99,1,22,2,1260,,,-3,,
414,100,1,37,6,1260,,,-3,,
415,101,1,33,1,1260,,,-3,,
416,102,1,17,7,1260,,,-3,,
417,102,1,259,3,1260,,,-3,,
418,103,1,9,10,1320,,,-3,,
419,103,1,27,8,1320,,,-3,,
420,104,1,405,2,1320,,,-3,,
421,105,1,33,1,1320,,,-3,,
422,105,1,150,2,1320,,,-3,,
423,106,1,48,8,1320,,,-3,,
424,106,1,381,3,1320,,,-3,,
425,106,1,36,4,1320,,,-3,,
426,107,1,30,10,1320,,,-3,,
427,107,1,279,10,1320,,,-3,,
428,108,1,63,11,1320,,,-3,,
429,109,1,468,8,1380,,,-3,,
430,110,1,30,11,1380,,,-3,,
431,110,1,63,4,1380,,,-3,,
432,110,1,145,8,1380,,,-3,,
433,110,1,99,8,1380,,,-3,,
434,111,1,20,6,1380,,,-3,,
435,111,1,14,4,1380,,,-3,,
436,112,1,11,6,1380,,,-3,,
437,113,1,23,1,1380,,,-3,,
438,113,1,36,10,1380,,,-3,,
439,114,1,35,12,1380,,,-3,,
440,115,1,289,5,1380,,,-3,,
441,116,1,37,7,1380,,,-3,,
442,117,1,30,8,1440,,,-3,,
443,118,1,264,4,1440,,,-3,,
444,119,1,40,6,1440,,,-3,,
445,119,1,71,6,1440,,,-3,,
446,120,1,38,12,1440,,,-3,,
447,121,1,44,5,1500,,,-3,,
448,121,1,12,4,1500,,,-3,,
449,122,1,2,12,1500,,,-3,,
450,122,1,340,4,1500,,,-3,,
451,122,1,19,11,1500,,,-3,,
452,123,1,18,6,1500,,,-3,,
453,123,1,29,2,1500,,,-3,,
454,123,1,40,10,1500,,,-3,,
455,123,1,448,6,1500,,,-3,,
456,124,1,5,8,1500,,,-3,,
457,125,1,15,11,1560,,,-3,,
458,126,1,178,7,1560,,,-3,,
459,127,1,1,12,1560,,,-3,,
460,127,1,41,6,1560,,,-3,,
461,127,1,0,6,1560,,,-3,,
462,128,1,22,2,1560,,,-3,,
463,128,1,68,9,1560,,,-3,,
464,128,1,0,3,1560,,,-3,,
465,129,1,480,11,1560,,,-3,,
466,130,1,491,5,1620,,,-3,,
467,130,1,1,12,1620,,,-3,,
468,130,1,420,9,1620,,,-3,,
469,130,1,40,9,1620,,,-3,,
470,130,1,18,4,1620,,,-3,,
471,130,1,3,5,1620,,,-3,,
472,131,1,13,10,1620,,,-3,,
473,132,1,130,2,1680,,,-3,,
474,133,1,3,10,1680,,,-3,,
475,133,1,52,6,1680,,,-3,,
476,134,1,16,4,1740,,,-3,,
477,135,1,38,9,1740,,,-3,,
478,135,1,49,2,1740,,,-3,,
479,135,1,135,10,1740,,,-3,,
480,136,1,120,5,1740,,,-3,,
481,137,1,159,6,1800,,,-3,,
482,137,1,21,3,1800,,,-3,,
483,138,1,131,6,1800,,,-3,,
484,138,1,200,2,1800,,,-3,,
485,138,1,55,4,1800,,,-3,,
486,139,1,12,6,1800,,,-3,,
487,140,1,190,6,1800,,,-3,,
488,140,1,85,5,1800,,,-3,,
489,141,1,1,8,1800,,,-3,,
490,142,1,21,7,1800,,,-3,,
491,142,1,27,3,1800,,,-3,,
492,143,1,116,2,1800,,,-3,,
493,143,1,336,12,1800,,,-3,,
494,143,1,384,8,1800,,,-3,,
495,144,1,12,6,1860,,,-3,,
496,144,1,32,9,1860,,,-3,,
497,144,1,2,2,1860,,,-3,,
498,145,1,27,9,1860,,,-3,,
499,146,1,9,10,1860,,,-3,,
500,146,1,355,6,1860,,,-3,,
501,147,1,2,2,1860,,,-3,,
502,148,1,47,12,1860,,,-3,,
503,148,1,145,4,1860,,,-3,,
504,149,1,166,9,1860,,,-3,,
505,149,1,155,6,1860,,,-3,,
506,149,1,40,10,1860,,,-3,,
507,149,1,23,3,1860,,,-3,,
508,149,1,0,6,1860,,,-3,,
509,149,1,394,3,1860,,,-3,,
510,150,1,57,6,1860,,,-3,,
511,151,1,14,12,1860,,,-3,,
512,152,1,24,4,1920,,,-3,,
513,152,1,4,10,1920,,,-3,,
514,152,1,14,5,1920,,,-3,,
515,152,1,279,8,1920,,,-3,,
516,153,1,416,6,1920,,,-3,,
517,154,1,26,5,1920,,,-3,,
518,154,1,34,7,1920,,,-3,,
519,154,1,16,9,1920,,,-3,,
520,154,1,124,8,1920,,,-3,,
521,155,1,100,7,1920,,,-3,,
522,155,1,456,7,1920,,,-3,,
523,156,1,39,12,1920,,,-3,,
524,156,1,6,9,1920,,,-3,,
525,157,1,10,6,1920,,,-3,,
526,157,1,99,4,1920,,,-3,,
527,157,1,259,8,1920,,,-3,,
528,157,1,1,10,1920,,,-3,,
529,157,1,8,7,1920,,,-3,,
530,157,1,399,2,1920,,,-3,,
531,158,1,1,3,1920,,,-3,,
532,159,1,102,4,1980,,,-3,,
533,159,1,20,4,1980,,,-3,,
534,159,1,457,4,1980,,,-3,,
535,160,1,187,4,1980,,,-3,,
536,161,1,259,6,2040,,,-3,,
537,161,1,42,12,2040,,,-3,,
538,161,1,98,4,2040,,,-3,,
539,162,1,409,10,2040,,,-3,,
540,162,1,444,6,2040,,,-3,,
541,163,1,142,3,2040,,,-3,,
542,164,1,69,12,2040,,,-3,,
543,165,1,9,4,2040,,,-3,,
544,165,1,79,9,2040,,,-3,,
545,165,1,97,2,2040,,,-3,,
546,166,1,124,1,2040,,,-3,,
547,166,1,183,7,2040,,,-3,,
548,166,1,283,5,2040,,,-3,,
549,167,1,280,2,2040,,,-3,,
550,167,1,2,4,2040,,,-3,,
551,168,1,45,12,2040,,,-3,,
552,169,1,128,8,2040,,,-3,,
553,170,1,334,6,2040,,,-3,,
554,171,1,377,5,2040,,,-3,,
555,171,1,159,3,2040,,,-3,,
556,171,1,455,7,2040,,,-3,,
557,172,1,2,10,2100,,,-3,,
558,173,1,1,8,2100,,,-3,,
559,174,1,3,10,2100,,,-3,,
560,175,1,19,6,2100,,,-3,,
561,176,1,65,8,2160,,,-3,,
562,176,1,27,5,2160,,,-3,,
563,177,1,438,2,2160,,,-3,,
564,177,1,4,8,2160,,,-3,,
565,177,1,9,6,2160,,,-3,,
566,177,1,27,6,2160,,,-3,,
567,178,1,47,10,2160,,,-3,,
568,179,1,11,8,2160,,,-3,,
569,180,1,25,10,2160,,,-3,,
570,180,1,233,6,2160,,,-3,,
571,180,1,0,6,2160,,,-3,,
572,181,1,1,5,2160,,,-3,,
573,181,1,299,8,2160,,,-3,,
574,181,1,9,11,2160,,,-3,,
575,181,1,236,10,2160,,,-3,,
576,181,1,73,5,2160,,,-3,,
577,182,1,0,4,2220,,,-3,,
578,182,1,209,4,2220,,,-3,,
579,182,1,386,4,2220,,,-3,,
580,182,1,8,3,2220,,,-3,,
581,182,1,448,8,2220,,,-3,,
582,182,1,179,4,2220,,,-3,,
583,182,1,2,3,2220,,,-3,,
584,182,1,11,5,2220,,,-3,,
585,182,1,30,6,2220,,,-3,,
586,182,1,22,9,2220,,,-3,,
587,182,1,6,1,2220,,,-3,,
588,183,1,12,8,2220,,,-3,,
589,184,1,139,3,2220,,,-3,,
590,185,1,29,8,2220,,,-3,,
591,186,1,158,6,2280,,,-3,,
592,187,1,83,6,2280,,,-3,,
593,187,1,10,8,2280,,,-3,,
594,187,1,33,4,2280,,,-3,,
595,188,1,408,4,2280,,,-3,,
596,189,1,191,10,2280,,,-3,,
597,189,1,28,8,2280,,,-3,,
598,189,1,188,2,2280,,,-3,,
599,190,1,384,7,2280,,,-3,,
600,190,1,17,12,2280,,,-3,,
601,190,1,44,11,2280,,,-3,,
602,191,1,7,12,2340,,,-3,,
603,191,1,4,9,2340,,,-3,,
604,192,1,0,8,2340,,,-3,,
605,192,1,3,6,2340,,,-3,,
606,193,1,140,10,2340,,,-3,,
607,194,1,9,2,2340,,,-3,,
608,194,1,81,5,2340,,,-3,,
609,195,1,115,8,2340,,,-3,,
610,196,1,126,11,2340,,,-3,,
611,196,1,25,9,2340,,,-3,,
612,196,1,7,4,2340,,,-3,,
613,197,1,24,10,2400,,,-3,,
614,198,1,7,4,2400,,,-3,,
615,198,1,40,6,2400,,,-3,,
616,199,1,74,9,2400,,,-3,,
617,200,1,115,1,2400,,,-3,,
618,201,1,75,3,2400,,,-3,,
619,202,1,2,10,2400,,,-3,,
620,203,1,7,4,2460,,,-3,,
621,204,1,193,8,2460,,,-3,,
622,204,1,6,2,2460,,,-3,,
623,204,1,11,6,2460,,,-3,,
624,205,1,251,7,2460,,,-3,,
625,205,1,3,10,2460,,,-3,,
626,206,1,43,3,2460,,,-3,,
627,207,1,81,8,2460,,,-3,,
628,207,1,21,6,2460,,,-3,,
629,207,1,214,2,2460,,,-3,,
630,207,1,5,6,2460,,,-3,,
631,207,1,43,2,2460,,,-3,,
632,207,1,1,9,2460,,,-3,,
633,207,1,9,4,2460,,,-3,,
634,207,1,155,9,2460,,,-3,,
635,207,1,27,3,2460,,,-3,,
636,208,1,139,6,2520,,,-3,,
637,209,1,14,6,2520,,,-3,,
638,210,1,184,6,2520,,,-3,,
639,210,1,0,4,2520,,,-3,,
640,211,1,41,7,2520,,,-3,,
641,212,1,43,10,2520,,,-3,,
642,212,1,108,9,2520,,,-3,,
643,212,1,155,8,2520,,,-3,,
644,213,1,117,7,2520,,,-3,,
645,214,1,68,9,2520,,,-3,,
646,215,1,26,3,2520,,,-3,,
647,216,1,444,9,2520,,,-3,,
648,216,1,487,10,2520,,,-3,,
649,216,1,5,6,2520,,,-3,,
650,216,1,302,7,2520,,,-3,,
651,217,1,422,9,2520,,,-3,,
652,218,1,165,4,2580,,,-3,,
653,218,1,16,8,2580,,,-3,,
654,219,1,4,9,2580,,,-3,,
655,220,1,4,5,2580,,,-3,,
656,220,1,183,9,2580,,,-3,,
657,220,1,44,8,2580,,,-3,,
658,221,1,0,2,2580,,,-3,,
659,221,1,26,8,2580,,,-3,,
660,222,1,5,12,2580,,,-3,,
661,223,1,285,3,2640,,,-3,,
662,223,1,39,6,2640,,,-3,,
663,224,1,185,10,2640,,,-3,,
664,225,1,40,3,2640,,,-3,,
665,225,1,118,10,2640,,,-3,,
666,225,1,488,6,2640,,,-3,,
667,226,1,459,6,2640,,,-3,,
668,227,1,19,7,2640,,,-3,,
669,227,1,28,6,2640,,,-3,,
670,228,1,406,9,2640,,,-3,,
671,228,1,43,6,2640,,,-3,,
672,229,1,20,6,2700,,,-3,,
673,229,1,196,10,2700,,,-3,,
674,229,1,6,6,2700,,,-3,,
675,229,1,36,7,2700,,,-3,,
676,229,1,76,6,2700,,,-3,,
677,230,1,10,9,2700,,,-3,,
678,230,1,0,2,2700,,,-3,,
679,230,1,236,10,2700,,,-3,,
680,231,1,44,4,2700,,,-3,,
