sequence_id,order_id,order_type,item_id,item_quantity,order_arrival
112,-45,1,656,6,0
113,-45,1,417,8,0
114,-44,1,482,7,0
115,-44,1,477,6,0
116,-43,1,444,6,0
117,-43,1,145,8,0
118,-43,1,734,3,0
119,-43,1,458,10,0
120,-43,1,512,6,0
121,-43,1,582,6,0
122,-43,1,961,6,0
123,-43,1,421,9,0
124,-43,1,483,8,0
125,-43,1,513,8,0
126,-42,1,879,7,0
127,-41,1,491,8,0
128,-40,1,462,6,0
129,-40,1,498,10,0
130,-40,1,822,7,0
131,-40,1,599,3,0
132,-39,1,477,2,0
133,-38,1,754,7,0
134,-37,1,468,4,0
135,-37,1,486,12,0
136,-36,1,443,3,0
137,-35,1,420,2,0
138,-34,1,465,5,0
139,-34,1,413,8,0
140,-34,1,440,5,0
141,-33,1,771,7,0
142,-32,1,831,7,0
143,-31,1,443,11,0
144,-31,1,912,4,0
145,-31,1,422,9,0
146,-31,1,430,7,0
147,-30,1,467,4,0
148,-30,1,478,5,0
149,-29,1,755,2,0
150,-28,1,776,7,0
151,-27,1,475,3,0
152,-26,1,419,4,0
153,-26,1,423,10,0
154,-26,1,519,6,0
155,-25,1,865,2,0
156,-24,1,437,6,0
157,-23,1,834,6,0
158,-22,1,475,10,0
159,-22,1,481,10,0
160,-21,1,433,4,0
161,-20,1,409,10,0
162,-19,1,814,5,0
163,-18,1,416,5,0
164,-18,1,414,8,0
165,-17,1,662,4,0
166,-17,1,517,7,0
167,-17,1,527,4,0
168,-16,1,412,6,0
169,-16,1,449,8,0
170,-16,1,492,5,0
171,-16,1,781,7,0
172,-15,1,442,6,0
173,-14,1,75,6,0
174,-14,1,871,6,0
175,-13,1,509,10,0
176,-13,1,559,11,0
177,-13,1,513,8,0
178,-13,1,406,4,0
179,-13,1,872,4,0
180,-13,1,497,9,0
181,-13,1,428,10,0
182,-13,1,478,6,0
183,-13,1,495,10,0
184,-12,1,648,5,0
185,-12,1,491,10,0
186,-12,1,362,7,0
187,-11,1,495,5,0
188,-10,1,802,5,0
189,-10,1,663,7,0
190,-9,1,507,6,0
191,-8,1,453,2,0
192,-7,1,481,10,0
193,-6,1,450,10,0
194,-5,1,552,11,0
195,-4,1,694,10,0
196,-4,1,514,6,0
197,-3,1,487,2,0
198,-2,1,661,5,0
199,-2,1,688,8,0
200,-1,1,405,3,0
201,0,1,479,5,60
202,0,1,349,3,60
203,0,1,510,4,60
204,1,1,479,6,60
205,1,1,806,1,60
206,2,1,558,6,60
207,3,1,766,2,60
208,3,1,472,4,60
209,3,1,409,3,60
210,4,1,410,4,120
211,5,1,445,8,120
212,6,1,516,8,120
213,7,1,507,4,180
214,7,1,451,1,180
215,7,1,897,6,180
216,7,1,455,10,180
217,7,1,244,12,180
218,8,1,956,6,180
219,8,1,436,6,180
220,8,1,456,4,180
221,8,1,271,8,180
222,8,1,416,3,180
223,9,1,409,9,240
224,9,1,519,10,240
225,9,1,477,9,240
226,9,1,445,8,240
227,9,1,464,5,240
228,9,1,494,9,240
229,9,1,506,8,240
230,9,1,655,7,240
231,10,1,842,6,240
232,11,1,514,7,300
233,12,1,767,5,300
234,12,1,401,7,300
235,13,1,439,8,300
236,14,1,617,6,360
237,15,1,882,8,360
238,15,1,437,3,360
239,15,1,426,10,360
240,15,1,408,6,360
241,15,1,612,3,360
242,16,1,589,4,360
243,17,1,411,6,360
244,17,1,433,9,360
245,18,1,478,2,420
246,18,1,512,6,420
247,19,1,896,2,420
248,20,1,453,10,420
249,20,1,401,1,420
250,20,1,908,7,420
251,21,1,667,4,420
252,21,1,543,2,420
253,21,1,516,10,420
254,21,1,709,1,420
255,22,1,454,6,420
256,22,1,500,2,420
257,22,1,401,1,420
258,22,1,430,9,420
259,23,1,477,7,420
260,24,1,789,9,420
261,24,1,958,6,420
262,24,1,446,4,420
263,24,1,438,4,420
264,25,1,493,10,480
265,25,1,471,6,480
266,26,1,472,3,480
267,27,1,515,6,480
268,28,1,858,5,480
269,29,1,513,4,480
270,29,1,808,6,480
271,29,1,721,7,480
272,29,1,506,6,480
273,29,1,503,7,480
274,29,1,475,10,480
275,29,1,830,7,480
276,30,1,492,6,540
277,31,1,488,5,540
278,31,1,436,2,540
279,31,1,442,6,540
280,32,1,561,6,540
281,32,1,456,1,540
282,33,1,894,6,540
283,34,1,522,6,540
284,34,1,424,2,540
285,34,1,870,8,540
286,35,1,429,9,600
287,35,1,481,5,600
288,36,1,476,6,600
289,37,1,476,3,600
290,37,1,454,2,600
291,37,1,505,6,600
292,37,1,446,6,600
293,37,1,268,11,600
294,38,1,718,6,600
295,38,1,756,8,600
296,39,1,515,9,660
297,40,1,877,4,660
298,40,1,510,6,660
299,41,1,421,8,660
300,41,1,878,6,660
301,41,1,509,6,660
302,41,1,711,6,660
303,41,1,25,8,660
304,42,1,462,4,660
305,42,1,613,4,660
306,43,1,417,6,660
307,44,1,499,2,660
308,44,1,849,2,660
309,45,1,410,4,720
310,46,1,441,3,720
311,47,1,423,5,720
312,48,1,814,12,720
313,49,1,24,6,780
314,50,1,519,3,780
315,50,1,446,7,780
316,50,1,437,8,780
317,50,1,549,6,780
318,51,1,523,6,840
319,52,1,408,4,840
320,52,1,485,8,840
321,52,1,450,6,840
322,53,1,520,5,840
323,54,1,522,10,840
324,54,1,408,8,840
325,55,1,449,8,840
326,56,1,421,3,900
327,57,1,457,4,900
328,58,1,514,9,900
329,58,1,410,4,900
330,59,1,429,9,900
331,59,1,839,8,900
332,59,1,518,10,900
333,60,1,459,1,900
334,61,1,507,12,900
335,61,1,424,8,900
336,62,1,625,3,960
337,63,1,511,7,960
338,63,1,483,12,960
339,64,1,480,12,960
340,64,1,482,8,960
341,64,1,478,7,960
342,65,1,503,6,1020
343,66,1,493,10,1020
344,67,1,478,6,1020
345,68,1,655,7,1020
346,68,1,271,7,1020
347,68,1,863,9,1020
348,69,1,436,10,1020
349,69,1,856,6,1020
350,70,1,523,5,1020
351,70,1,490,4,1020
352,70,1,610,7,1020
353,71,1,486,8,1080
354,71,1,487,8,1080
355,72,1,481,2,1080
356,73,1,480,7,1080
357,73,1,371,8,1080
358,74,1,458,2,1080
359,74,1,415,7,1080
360,75,1,413,6,1140
361,76,1,613,4,1140
362,76,1,463,8,1140
363,77,1,435,8,1140
364,77,1,904,4,1140
365,77,1,496,7,1140
366,78,1,512,2,1140
367,79,1,655,6,1140
368,79,1,485,4,1140
369,80,1,409,2,1200
370,81,1,503,11,1260
371,81,1,701,6,1260
372,82,1,452,1,1260
373,82,1,478,10,1260
374,82,1,491,12,1260
375,82,1,493,9,1260
376,83,1,470,10,1260
377,84,1,477,7,1260
378,85,1,464,6,1260
379,86,1,815,10,1260
380,86,1,487,5,1260
381,86,1,580,8,1260
382,87,1,561,2,1260
383,87,1,471,2,1260
384,87,1,921,8,1260
385,88,1,469,10,1260
386,88,1,770,8,1260
387,89,1,16,7,1320
388,90,1,835,6,1320
389,91,1,916,6,1320
390,91,1,474,6,1320
391,91,1,954,10,1320
392,92,1,656,4,1320
393,93,1,568,9,1320
394,94,1,436,4,1380
395,95,1,840,6,1380
396,96,1,714,7,1380
397,96,1,441,3,1380
398,97,1,504,10,1440
399,98,1,469,10,1440
400,98,1,489,7,1440
401,99,1,271,10,1440
402,99,1,464,10,1440
403,100,1,435,10,1440
404,100,1,829,9,1440
405,100,1,768,7,1440
406,100,1,454,8,1440
407,100,1,745,8,1440
408,101,1,489,5,1440
409,101,1,450,2,1440
410,102,1,500,6,1440
411,102,1,5,6,1440
412,102,1,149,5,1440
413,103,1,416,5,1440
414,104,1,540,3,1500
415,104,1,487,3,1500
416,104,1,448,8,1500
417,104,1,468,9,1500
418,104,1,911,10,1500
419,105,1,940,11,1500
420,106,1,889,10,1500
421,106,1,434,12,1500
422,107,1,595,6,1500
423,108,1,524,4,1500
424,108,1,499,10,1500
425,109,1,401,2,1500
426,110,1,451,6,1500
427,111,1,439,4,1500
428,111,1,953,10,1500
429,111,1,509,11,1500
430,111,1,458,4,1500
431,111,1,442,2,1500
432,111,1,766,4,1500
433,112,1,512,8,1500
434,112,1,457,4,1500
435,113,1,415,11,1500
436,113,1,577,4,1500
437,114,1,548,10,1560
438,114,1,457,2,1560
439,114,1,568,1,1560
440,114,1,655,8,1560
441,115,1,897,6,1560
442,116,1,477,6,1560
443,116,1,530,3,1560
444,117,1,838,2,1560
445,117,1,406,8,1560
446,118,1,820,8,1560
447,119,1,409,4,1560
448,119,1,478,2,1560
449,119,1,439,12,1560
450,120,1,466,8,1620
451,121,1,405,7,1620
452,121,1,473,5,1620
453,121,1,468,10,1620
454,121,1,832,5,1620
455,122,1,502,8,1620
456,123,1,494,7,1620
457,123,1,519,6,1620
458,123,1,505,5,1620
459,123,1,462,10,1620
460,123,1,365,6,1620
461,123,1,157,6,1620
462,124,1,101,4,1680
463,124,1,847,12,1680
464,125,1,444,3,1680
465,126,1,457,6,1680
466,127,1,429,6,1680
467,128,1,500,10,1680
468,129,1,516,9,1740
469,130,1,469,6,1740
470,130,1,564,3,1740
471,131,1,894,12,1740
472,132,1,786,10,1740
473,133,1,479,7,1740
474,134,1,505,12,1740
475,134,1,451,10,1740
476,135,1,415,6,1800
477,136,1,922,10,1800
478,136,1,492,9,1800
479,137,1,949,9,1860
480,137,1,448,4,1860
481,138,1,460,8,1860
482,138,1,749,6,1860
483,138,1,646,6,1860
484,138,1,449,10,1860
485,138,1,786,6,1860
486,138,1,458,6,1860
487,138,1,417,3,1860
488,139,1,472,6,1860
489,139,1,458,6,1860
490,139,1,520,8,1860
491,139,1,584,6,1860
492,140,1,531,8,1860
493,140,1,510,6,1860
494,141,1,862,4,1860
495,142,1,470,4,1860
496,142,1,162,7,1860
497,143,1,431,12,1920
498,143,1,477,7,1920
499,143,1,442,6,1920
500,143,1,893,9,1920
501,144,1,506,9,1920
502,145,1,61,6,1920
503,146,1,775,8,1920
504,147,1,454,12,1980
505,148,1,443,4,1980
506,149,1,858,6,1980
507,149,1,468,4,1980
508,150,1,435,8,1980
509,151,1,560,5,1980
510,151,1,519,7,1980
511,152,1,940,7,1980
512,153,1,902,10,1980
513,153,1,469,12,1980
514,154,1,532,11,1980
515,154,1,466,6,1980
516,155,1,442,5,1980
517,155,1,283,6,1980
518,156,1,674,6,2040
519,157,1,789,8,2040
520,158,1,504,2,2040
521,159,1,442,10,2100
522,159,1,412,8,2100
523,160,1,425,8,2100
524,160,1,520,6,2100
525,161,1,968,4,2100
526,162,1,769,2,2100
527,162,1,778,3,2100
528,162,1,440,8,2100
529,163,1,953,8,2100
530,163,1,440,2,2100
531,163,1,401,6,2100
532,163,1,501,6,2100
533,163,1,905,7,2100
534,164,1,412,5,2160
535,165,1,428,10,2160
536,166,1,624,8,2160
537,167,1,455,1,2160
538,167,1,769,8,2160
539,167,1,466,11,2160
540,167,1,544,11,2160
541,167,1,500,8,2160
542,167,1,820,12,2160
543,167,1,737,5,2160
544,168,1,421,6,2160
545,169,1,474,4,2160
546,170,1,524,7,2220
547,171,1,520,9,2220
548,171,1,490,5,2220
549,172,1,431,10,2220
550,172,1,539,6,2220
551,173,1,500,3,2220
552,174,1,446,11,2220
553,175,1,502,2,2280
554,175,1,406,4,2280
555,176,1,741,5,2280
556,176,1,463,10,2280
557,176,1,517,3,2280
558,177,1,497,2,2280
559,177,1,169,4,2280
560,178,1,409,10,2280
561,179,1,516,10,2280
562,180,1,661,10,2340
563,180,1,573,2,2340
564,181,1,415,5,2340
565,182,1,510,6,2340
566,183,1,439,6,2400
567,183,1,489,4,2400
568,183,1,497,8,2400
569,183,1,474,5,2400
570,184,1,489,6,2400
571,184,1,965,10,2400
572,184,1,228,4,2400
573,184,1,424,8,2400
574,185,1,451,12,2400
575,185,1,419,7,2400
576,186,1,621,5,2400
577,186,1,536,8,2400
578,186,1,457,5,2400
579,187,1,445,8,2400
580,187,1,517,7,2400
581,187,1,441,11,2400
582,188,1,405,5,2400
583,188,1,622,4,2400
584,189,1,507,2,2460
585,190,1,520,5,2460
586,191,1,838,10,2520
587,192,1,461,12,2520
588,193,1,711,10,2520
589,194,1,798,8,2520
590,195,1,639,8,2520
591,195,1,478,7,2520
592,196,1,280,6,2520
593,197,1,509,4,2520
594,197,1,484,5,2520
595,198,1,691,7,2580
596,198,1,450,4,2580
597,199,1,455,8,2580
598,200,1,958,6,2580
599,200,1,923,6,2580
600,200,1,248,10,2580
601,200,1,469,3,2580
602,201,1,861,8,2580
603,202,1,427,7,2580
604,203,1,512,6,2640
605,204,1,425,8,2640
606,204,1,420,4,2640
607,205,1,462,8,2640
608,206,1,523,9,2640
609,207,1,485,4,2640
610,207,1,670,2,2640
611,207,1,510,10,2640
612,208,1,453,10,2700
613,209,1,586,8,2700
614,209,1,599,10,2700
615,210,1,919,9,2700
616,210,1,580,10,2700
617,211,1,442,6,2700
618,211,1,39,12,2700
619,212,1,431,10,2700
620,212,1,653,10,2700
621,213,1,501,5,2700
622,213,1,459,8,2700
623,214,1,446,8,2760
624,214,1,495,1,2760
625,215,1,447,3,2760
626,215,1,676,8,2760
627,216,1,451,3,2820
628,217,1,797,8,2820
629,217,1,855,12,2820
630,217,1,448,8,2820
631,218,1,271,9,2820
632,218,1,479,8,2820
633,218,1,744,12,2820
634,219,1,904,6,2820
635,219,1,465,11,2820
636,220,1,513,4,2820
637,221,1,850,7,2820
638,222,1,949,7,2820
639,222,1,777,5,2820
640,222,1,496,10,2820
641,223,1,507,6,2820
642,223,1,500,7,2820
643,223,1,475,1,2820
644,224,1,574,12,2880
645,224,1,407,4,2880
646,225,1,402,12,2880
647,226,1,864,12,2880
648,227,1,896,3,2880
649,227,1,408,5,2880
650,227,1,448,4,2880
651,227,1,442,6,2880
652,227,1,523,9,2880
653,227,1,620,12,2880
654,228,1,468,7,2940
655,229,1,459,10,2940
656,230,1,462,6,2940
657,231,1,522,6,2940
658,231,1,837,10,2940
659,231,1,453,8,2940
660,231,1,702,2,2940
661,231,1,438,6,2940
662,231,1,422,8,2940
663,231,1,725,8,2940
664,232,1,523,8,2940
665,233,1,509,8,2940
666,234,1,509,11,3000
667,234,1,428,6,3000
668,234,1,480,12,3000
669,234,1,463,9,3000
670,235,1,705,10,3000
671,235,1,488,4,3000
672,235,1,407,4,3000
673,235,1,497,4,3000
674,235,1,446,6,3000
675,236,1,822,3,3060
676,237,1,834,10,3120
677,238,1,465,10,3120
678,238,1,673,6,3120
679,238,1,867,6,3120
680,238,1,745,5,3120
681,239,1,386,11,3120
682,239,1,974,4,3120
683,240,1,479,11,3120
684,240,1,510,6,3120
685,241,1,737,12,3120
686,242,1,503,8,3120
687,243,1,901,4,3120
688,243,1,836,6,3120
689,243,1,405,9,3120
690,243,1,497,7,3120
691,244,1,903,12,3120
692,244,1,697,8,3120
693,245,1,583,6,3180
694,245,1,436,8,3180
695,246,1,459,4,3180
696,247,1,476,6,3180
697,247,1,712,9,3180
698,248,1,447,6,3180
699,248,1,479,4,3180
700,249,1,412,6,3180
701,250,1,481,6,3180
702,250,1,600,5,3180
703,250,1,652,3,3180
704,251,1,434,12,3240
705,252,1,458,3,3240
706,252,1,508,2,3240
707,253,1,405,9,3240
708,254,1,457,2,3240
709,255,1,420,6,3240
710,256,1,725,4,3240
711,257,1,892,4,3360
712,258,1,522,7,3360
713,258,1,509,9,3360
714,258,1,433,2,3360
715,258,1,517,8,3360
716,259,1,35,6,3360
717,259,1,501,10,3360
718,259,1,452,4,3360
719,259,1,202,7,3360
720,260,1,970,4,3360
721,261,1,416,8,3360
722,261,1,464,4,3360
723,261,1,500,4,3360
724,262,1,464,7,3360
725,263,1,421,8,3420
726,263,1,704,7,3420
727,264,1,761,10,3420
728,264,1,408,4,3420
729,264,1,466,1,3420
730,264,1,701,2,3420
731,264,1,630,11,3420
732,265,1,497,8,3420
733,266,1,521,8,3420
734,266,1,505,4,3420
735,266,1,909,11,3420
736,266,1,480,10,3420
737,266,1,447,6,3420
738,266,1,435,8,3420
739,266,1,457,9,3420
740,267,1,690,6,3420
741,268,1,486,4,3420
742,268,1,411,8,3420
743,269,1,434,11,3420
744,270,1,812,10,3480
745,271,1,595,2,3480
746,272,1,516,8,3480
747,273,1,609,6,3540
748,273,1,813,5,3540
749,273,1,419,11,3540
750,273,1,491,2,3540
751,273,1,582,10,3540
752,273,1,418,7,3540
753,274,1,779,6,3540
754,274,1,491,4,3540
755,275,1,557,6,3540
756,275,1,889,11,3540
757,275,1,421,9,3540
758,275,1,523,8,3540
759,275,1,510,6,3540
760,276,1,446,4,3540
761,276,1,497,6,3540
762,277,1,469,3,3600
763,277,1,520,8,3600
764,278,1,941,3,3600
765,278,1,833,6,3600
766,279,1,440,4,3600
767,279,1,470,6,3600
768,280,1,697,10,3600
769,280,1,874,8,3600
770,280,1,435,7,3600
771,281,1,441,5,3600
772,282,1,429,7,3600
773,282,1,855,2,3600
774,282,1,571,1,3600
775,283,1,902,7,3600
776,284,1,431,6,3600
777,285,1,522,9,3660
778,285,1,510,6,3660
779,286,1,660,4,3660
780,287,1,449,6,3720
781,287,1,405,2,3720
782,287,1,423,4,3720
783,287,1,441,1,3720
784,288,1,440,9,3720
785,288,1,191,12,3720
786,288,1,470,12,3720
787,288,1,456,12,3720
788,289,1,752,4,3720
789,290,1,506,8,3780
790,290,1,525,4,3780
791,291,1,463,6,3780
792,291,1,842,6,3780
793,291,1,491,1,3780
794,291,1,470,3,3780
795,292,1,451,5,3780
796,293,1,533,12,3780
797,293,1,876,6,3780
798,293,1,416,6,3780
799,294,1,771,2,3780
800,295,1,100,8,3780
801,296,1,848,1,3780
802,296,1,398,6,3780
803,297,1,407,4,3780
804,297,1,404,1,3780
805,297,1,454,10,3780
806,297,1,459,3,3780
807,298,1,437,6,3780
808,298,1,744,4,3780
809,298,1,505,11,3780
810,299,1,404,8,3840
811,300,1,494,8,3840
812,301,1,463,12,3900
813,302,1,529,8,3900
814,303,1,472,3,3960
815,303,1,464,8,3960
816,304,1,425,10,3960
817,304,1,887,11,3960
818,304,1,417,6,3960
819,304,1,503,5,3960
820,304,1,426,1,3960
821,305,1,461,8,3960
822,305,1,511,8,3960
823,306,1,750,5,3960
824,307,1,447,4,3960
825,308,1,778,10,3960
826,309,1,461,7,3960
827,309,1,437,7,3960
828,309,1,431,6,3960
829,310,1,434,12,3960
830,310,1,879,9,3960
831,311,1,479,9,4020
832,312,1,521,11,4020
833,313,1,447,6,4020
834,313,1,497,10,4020
835,314,1,464,3,4020
836,315,1,729,2,4020
837,315,1,524,8,4020
838,315,1,345,7,4020
839,316,1,669,10,4020
840,317,1,422,4,4020
841,318,1,455,8,4020
842,319,1,515,10,4140
843,320,1,413,6,4140
844,321,1,440,6,4140
845,321,1,843,5,4140
846,321,1,400,12,4140
847,321,1,478,8,4140
848,321,1,901,10,4140
849,322,1,406,12,4140
850,323,1,442,4,4140
851,323,1,968,8,4140
852,323,1,437,6,4140
853,323,1,444,5,4140
854,323,1,447,6,4140
855,324,1,482,7,4200
856,324,1,436,8,4200
857,325,1,920,6,4200
858,326,1,411,10,4200
859,326,1,465,6,4200
860,327,1,424,6,4200
861,328,1,492,11,4200
862,329,1,432,10,4200
863,329,1,424,2,4200
864,329,1,407,6,4200
865,330,1,729,8,4200
866,331,1,473,6,4200
867,331,1,412,2,4200
868,332,1,465,7,4260
869,333,1,575,2,4260
870,333,1,610,6,4260
871,333,1,464,4,4260
872,333,1,192,8,4260
873,333,1,528,6,4260
874,333,1,927,11,4260
875,333,1,472,6,4260
876,334,1,855,7,4260
877,335,1,514,10,4320
878,335,1,430,4,4320
879,335,1,510,6,4320
880,336,1,479,8,4320
881,337,1,530,6,4320
882,337,1,519,5,4320
883,338,1,437,5,4320
884,338,1,911,9,4320
885,338,1,485,8,4320
886,338,1,509,8,4320
887,338,1,505,10,4320
888,338,1,439,7,4320
889,339,1,478,7,4320
890,340,1,469,7,4320
891,340,1,126,9,4320
892,341,1,472,8,4320
893,342,1,437,5,4380
894,342,1,531,1,4380
895,342,1,424,7,4380
896,343,1,418,5,4380
897,343,1,673,5,4380
898,343,1,479,10,4380
899,343,1,519,3,4380
900,344,1,481,8,4380
901,345,1,488,9,4380
902,346,1,428,4,4380
903,347,1,785,6,4440
904,347,1,682,5,4440
905,348,1,908,2,4440
906,348,1,442,4,4440
907,348,1,457,2,4440
908,348,1,419,8,4440
909,348,1,800,9,4440
910,349,1,473,10,4440
911,350,1,929,8,4440
912,351,1,436,12,4440
913,352,1,764,12,4440
914,353,1,517,5,4440
915,354,1,484,6,4440
916,354,1,464,8,4440
917,355,1,969,12,4500
918,355,1,920,12,4500
919,355,1,699,8,4500
920,356,1,516,3,4500
921,356,1,842,2,4500
922,357,1,620,2,4500
923,358,1,81,5,4500
924,358,1,430,2,4500
925,359,1,461,4,4500
926,359,1,668,2,4500
927,360,1,583,8,4500
928,361,1,916,8,4560
929,361,1,632,7,4560
930,362,1,524,6,4560
931,363,1,660,9,4560
932,363,1,490,2,4560
933,364,1,492,6,4560
934,365,1,524,6,4560
935,365,1,546,11,4560
936,365,1,497,10,4560
937,366,1,425,7,4620
938,367,1,858,2,4620
939,368,1,487,10,4620
940,368,1,830,8,4620
941,368,1,417,12,4620
942,368,1,473,4,4620
943,368,1,466,6,4620
944,368,1,739,9,4620
945,369,1,781,6,4620
946,369,1,461,5,4620
947,369,1,761,7,4620
948,370,1,524,3,4620
949,370,1,696,6,4620
950,370,1,454,8,4620
951,370,1,622,8,4620
952,371,1,461,3,4620
953,371,1,887,9,4620
954,372,1,493,9,4620
955,372,1,734,10,4620
956,373,1,562,3,4680
957,373,1,461,6,4680
958,374,1,579,8,4680
959,374,1,817,4,4680
960,375,1,439,1,4680
961,375,1,467,9,4680
962,376,1,451,7,4680
963,376,1,620,4,4680
964,377,1,471,9,4680
965,377,1,803,10,4680
966,377,1,468,4,4680
967,378,1,831,12,4740
968,379,1,348,1,4740
969,379,1,657,2,4740
970,380,1,410,8,4740
971,381,1,482,6,4740
972,382,1,675,4,4740
973,383,1,496,7,4800
974,384,1,265,4,4800
975,385,1,411,8,4800
976,385,1,501,10,4800
977,385,1,95,6,4800
978,385,1,811,3,4800
979,385,1,533,5,4800
980,386,1,574,2,4800
981,386,1,424,10,4800
982,386,1,470,4,4800
983,386,1,352,10,4800
984,386,1,459,4,4800
985,387,1,437,3,4800
986,387,1,511,9,4800
987,387,1,962,3,4800
988,388,1,512,10,4800
989,388,1,661,10,4800
990,388,1,453,2,4800
991,389,1,461,7,4860
992,390,1,486,8,4860
993,390,1,480,10,4860
994,390,1,801,6,4860
995,391,1,483,9,4860
996,392,1,501,7,4860
997,392,1,314,12,4860
998,393,1,837,4,4860
999,393,1,555,10,4860
1000,393,1,525,8,4860
1001,394,1,498,3,4920
1002,395,1,963,6,4920
1003,395,1,473,8,4920
1004,395,1,524,7,4920
1005,396,1,79,6,4920
1006,397,1,511,8,4920
1007,397,1,517,12,4920
1008,397,1,343,10,4920
1009,398,1,699,5,4980
1010,399,1,549,6,4980
1011,400,1,850,4,4980
1012,400,1,731,9,4980
1013,400,1,622,2,4980
1014,401,1,493,6,4980
1015,401,1,482,9,4980
1016,401,1,436,6,4980
1017,402,1,508,12,4980
1018,403,1,419,2,4980
1019,404,1,442,4,4980
1020,404,1,893,10,4980
1021,405,1,629,4,4980
1022,405,1,472,8,4980
1023,405,1,478,9,4980
1024,406,1,558,8,5040
1025,407,1,868,6,5040
1026,407,1,447,6,5040
1027,407,1,973,10,5040
1028,408,1,410,8,5040
1029,408,1,540,6,5040
1030,408,1,467,6,5040
1031,409,1,444,8,5040
1032,410,1,509,7,5040
1033,410,1,368,10,5040
1034,411,1,434,6,5040
1035,411,1,761,8,5040
1036,412,1,505,5,5040
1037,413,1,434,7,5100
1038,414,1,509,6,5100
1039,415,1,567,7,5160
1040,415,1,435,4,5160
1041,415,1,27,8,5160
1042,415,1,738,6,5160
1043,416,1,616,8,5160
1044,417,1,454,4,5160
1045,418,1,747,6,5160
1046,419,1,755,8,5160
1047,419,1,785,4,5160
1048,420,1,950,1,5160
1049,420,1,896,6,5160
1050,420,1,406,8,5160
1051,420,1,322,6,5160
1052,420,1,470,11,5160
1053,421,1,876,12,5220
1054,421,1,923,6,5220
1055,422,1,180,12,5220
1056,423,1,402,4,5220
1057,423,1,580,2,5220
1058,423,1,155,12,5220
1059,424,1,369,9,5220
1060,424,1,510,7,5220
1061,424,1,499,4,5220
1062,424,1,482,5,5220
1063,424,1,480,9,5220
1064,425,1,752,1,5220
1065,425,1,469,2,5220
1066,425,1,510,12,5220
1067,425,1,492,8,5220
1068,425,1,434,4,5220
1069,426,1,499,6,5220
1070,426,1,517,5,5220
1071,426,1,430,6,5220
1072,427,1,972,12,5220
1073,428,1,444,8,5280
1074,429,1,451,4,5280
1075,430,1,518,6,5280
1076,431,1,476,6,5280
1077,431,1,515,7,5280
