item_code,cluster,initial_inventory_items,initial_inventory_boxes,unassigned_boxes,unassigned_items_equivalent
12101003001,0,3,1,1,48
12101042001,0,3,1,1,48
12020087001,0,3,1,1,48
12102020001,0,2,1,1,48
12102010001,0,2,1,1,48
14225016001,0,2,1,1,48
12106030001,0,19,1,1,48
14223006001,0,2,1,1,48
14010088001,0,39,3,3,45
14010038001,0,31,3,3,45
14505003001,0,24,1,1,40
14506085001,0,13,1,1,40
14506264001,0,10,1,1,40
14509016001,0,6,1,1,40
31236026001,0,3,1,1,40
14001118001,0,16,1,1,40
10040038001,0,35,5,5,40
14110154001,0,34,4,4,40
14204131001,0,40,2,2,40
14506352001,0,23,2,2,40
14370076001,0,10,1,1,40
14105008001,0,9,1,1,40
12102013001,0,6,1,1,40
30000048001,0,3,1,1,40
30001040001,0,2,1,1,40
11103094001,0,32,6,6,36
10040035001,0,35,3,3,36
10030017001,0,34,3,3,36
10034026001,0,25,3,3,36
10033002001,0,25,3,3,36
12122021001,0,13,1,1,36
14302006001,0,8,1,1,36
14300008001,0,4,1,1,36
31623898001,0,4,1,1,36
31628003001,0,2,1,1,36
12103040001,0,2,1,1,36
14222898001,0,18,1,1,36
14204068001,0,19,1,1,36
11032016002,0,15,1,1,36
14222896001,0,15,1,1,36
12120058001,0,11,1,1,36
12120030001,0,9,1,1,36
14204078001,0,7,1,1,36
12120034001,0,7,1,1,36
12201112001,0,7,1,1,36
12120024001,0,5,1,1,36
12212036001,0,4,1,1,36
12106016002,0,4,1,1,36
12106064001,0,4,1,1,36
11062019001,0,3,1,1,36
12020036001,0,3,1,1,36
14204077001,0,3,1,1,36
12123034001,0,7,1,1,36
10053904001,0,7,1,1,36
12014035001,0,2,1,1,36
14510175001,0,36,36,36,36
10035024001,0,27,3,3,36
10021018001,0,27,3,3,36
14610001001,0,26,3,3,36
10011004001,0,20,2,2,36
12151001001,0,9,1,1,36
12151020001,0,8,1,1,36
12120049001,0,6,1,1,36
31707076001,0,2,1,1,36
31244002001,0,8,1,1,36
14225946001,0,2,1,1,36
14225933001,0,2,1,1,36
14000003001,0,35,5,5,35
14506089001,0,30,1,1,32
14506291001,0,11,1,1,32
14506378001,0,13,1,1,32
14506140001,0,11,1,1,32
14506036001,0,8,1,1,32
14506383001,0,8,1,1,32
14506339001,0,5,1,1,32
14204162001,0,18,2,2,32
12121070001,0,5,1,1,32
14508913001,0,15,1,1,30
31501903003,0,7,1,1,30
31623026001,0,5,1,1,30
14202023001,0,4,1,1,30
31502003001,0,5,1,1,30
31501007001,0,5,1,1,30
14201020001,0,4,1,1,30
14204148001,0,3,1,1,30
11062013001,0,2,1,1,30
14211001001,0,3,1,1,30
11061035001,0,2,1,1,30
11061001001,0,1,1,1,30
14601003001,0,13,1,1,30
14226149001,0,9,1,1,30
14370072001,0,8,1,1,30
31500025001,0,7,1,1,30
31501903002,0,6,1,1,30
31502034001,0,5,1,1,30
31500025003,0,5,1,1,30
11062015001,0,5,1,1,30
11061011001,0,3,1,1,30
31502034003,0,3,1,1,30
31501907001,0,2,1,1,30
11061002001,0,2,1,1,30
14243054001,0,2,1,1,30
31533003001,0,2,1,1,30
14501926001,0,22,1,1,30
14822026001,0,8,1,1,30
14832037001,0,7,1,1,30
31504009001,0,6,1,1,30
14370017001,0,5,1,1,30
11061032001,0,3,1,1,30
11103317001,0,28,5,5,30
14521012001,0,9,1,1,30
14521085001,0,5,1,1,30
11075013001,0,4,1,1,30
12201022001,0,29,29,29,29
11050077001,0,28,7,7,28
12123009001,0,27,27,27,27
12210003001,0,26,26,26,26
31423898001,0,3,1,1,25
14210024001,0,5,1,1,25
14802001001,0,4,1,1,25
14210017001,0,4,1,1,25
31255005001,0,3,1,1,25
12130086001,0,19,4,4,24
10031026001,0,20,2,2,24
14621013001,0,22,2,2,24
10002916001,0,18,2,2,24
10040056001,0,21,2,2,24
10021040001,0,19,2,2,24
10030001001,0,15,2,2,24
14001076001,0,17,2,2,24
14243129001,0,13,2,2,24
14014026001,0,14,2,2,24
14361114001,0,14,2,2,24
12123897001,0,11,1,1,24
11032024001,0,12,1,1,24
12123029001,0,8,1,1,24
12123075001,0,8,1,1,24
12123066001,0,6,1,1,24
12123147001,0,8,1,1,24
14100020001,0,7,1,1,24
11020002001,0,5,1,1,24
12123898001,0,6,1,1,24
12106006001,0,5,1,1,24
14509010001,0,8,1,1,24
14203089001,0,5,1,1,24
11075003001,0,5,1,1,24
14203016001,0,5,1,1,24
14200021001,0,4,1,1,24
14311044001,0,5,1,1,24
12121059001,0,3,1,1,24
12123110001,0,4,1,1,24
11070016001,0,3,1,1,24
12122005001,0,4,1,1,24
14509005001,0,4,1,1,24
11070002001,0,3,1,1,24
12106013001,0,3,1,1,24
14111028001,0,3,1,1,24
11021030001,0,4,1,1,24
12120060001,0,4,1,1,24
14509028001,0,3,1,1,24
11070014001,0,3,1,1,24
14509013001,0,3,1,1,24
31422002001,0,3,1,1,24
12103101001,0,2,1,1,24
12103125001,0,2,1,1,24
14507045001,0,2,1,1,24
14111090001,0,2,1,1,24
10020010001,0,14,1,1,24
14506204001,0,13,1,1,24
12122002002,0,14,1,1,24
11032014002,0,13,1,1,24
10020101001,0,12,1,1,24
10033033001,0,10,1,1,24
12123016002,0,10,1,1,24
12123020001,0,8,1,1,24
14353025001,0,7,1,1,24
31532098001,0,6,1,1,24
31532099001,0,6,1,1,24
12122014001,0,7,1,1,24
11072012002,0,7,1,1,24
14312070001,0,6,1,1,24
12122023002,0,6,1,1,24
12102080001,0,5,1,1,24
11032036001,0,5,1,1,24
31567004001,0,5,1,1,24
14822010001,0,4,1,1,24
31533038001,0,4,1,1,24
11071034001,0,4,1,1,24
14243007001,0,5,1,1,24
11032035001,0,4,1,1,24
11030031001,0,4,1,1,24
12121037001,0,4,1,1,24
14243016001,0,4,1,1,24
31503003001,0,4,1,1,24
11030020001,0,4,1,1,24
14822009001,0,4,1,1,24
11071033001,0,3,1,1,24
14002046001,0,3,1,1,24
12010054001,0,3,1,1,24
14601015001,0,2,1,1,24
31533309001,0,3,1,1,24
12106019001,0,3,1,1,24
14241003001,0,2,1,1,24
14310015001,0,2,1,1,24
14300057001,0,2,1,1,24
31603018001,0,2,1,1,24
14204073001,0,2,1,1,24
11071021001,0,2,1,1,24
14302072001,0,2,1,1,24
14310028001,0,2,1,1,24
31531047001,0,1,1,1,24
11111033001,0,23,6,6,24
14500012001,0,17,2,2,24
14022167001,0,13,2,2,24
14805059001,0,24,1,1,24
10021023001,0,21,1,1,24
10033048001,0,19,1,1,24
10034002001,0,18,1,1,24
10020094001,0,15,1,1,24
14804008001,0,20,1,1,24
14805018001,0,14,1,1,24
10034043001,0,16,1,1,24
14805002001,0,21,1,1,24
14500017001,0,14,1,1,24
10041057001,0,14,1,1,24
14222048001,0,13,1,1,24
12123073001,0,11,1,1,24
12121091001,0,8,1,1,24
14131024001,0,7,1,1,24
12120088001,0,9,1,1,24
14132153001,0,6,1,1,24
31501009001,0,8,1,1,24
10022015001,0,5,1,1,24
12123128001,0,6,1,1,24
12121028001,0,5,1,1,24
14633896001,0,6,1,1,24
14633897001,0,5,1,1,24
12121048001,0,5,1,1,24
14241023001,0,4,1,1,24
31422011001,0,4,1,1,24
11041017001,0,3,1,1,24
11030032001,0,4,1,1,24
11030066001,0,4,1,1,24
11041002001,0,4,1,1,24
14507042001,0,4,1,1,24
14507047001,0,3,1,1,24
31421035001,0,3,1,1,24
14701008002,0,2,1,1,24
12003161001,0,2,1,1,24
14370048001,0,2,1,1,24
14210015001,0,2,1,1,24
14000135001,0,24,24,24,24
10002919001,0,24,4,4,24
10035011001,0,18,3,3,24
10030020001,0,22,2,2,24
14501938001,0,16,2,2,24
14500081001,0,13,2,2,24
10011007001,0,15,2,2,24
14501029001,0,14,2,2,24
31567025001,0,14,2,2,24
14610009001,0,14,2,2,24
11040031001,0,13,2,2,24
14833035001,0,20,1,1,24
12120038001,0,21,1,1,24
10014106001,0,21,1,1,24
15020925001,0,19,1,1,24
14830012001,0,20,1,1,24
10034015001,0,19,1,1,24
10023038001,0,18,1,1,24
14810030001,0,18,1,1,24
10022020001,0,21,1,1,24
12123080001,0,18,1,1,24
14832056001,0,17,1,1,24
14820015001,0,17,1,1,24
14501007001,0,11,1,1,24
14802011001,0,12,1,1,24
14810018001,0,12,1,1,24
14831018001,0,14,1,1,24
14830020001,0,10,1,1,24
14810025001,0,13,1,1,24
10034040001,0,13,1,1,24
14830048001,0,9,1,1,24
14831027001,0,11,1,1,24
10014037001,0,10,1,1,24
10011028001,0,11,1,1,24
14830043001,0,9,1,1,24
10022024001,0,11,1,1,24
14600030001,0,9,1,1,24
12120015001,0,10,1,1,24
14830017001,0,8,1,1,24
14830037001,0,11,1,1,24
14832013001,0,8,1,1,24
15022022001,0,9,1,1,24
31532100001,0,7,1,1,24
14802005001,0,9,1,1,24
14202018001,0,8,1,1,24
11031912001,0,6,1,1,24
15022019001,0,7,1,1,24
14223023001,0,6,1,1,24
14111018001,0,6,1,1,24
14810022001,0,6,1,1,24
14830063001,0,6,1,1,24
31503001001,0,5,1,1,24
14200092001,0,6,1,1,24
14832909001,0,4,1,1,24
11073006001,0,5,1,1,24
14506042001,0,6,1,1,24
12121038001,0,6,1,1,24
12123056001,0,6,1,1,24
14832008001,0,6,1,1,24
14220086001,0,5,1,1,24
31914003001,0,4,1,1,24
14200086001,0,4,1,1,24
35753007001,0,5,1,1,24
14200090001,0,4,1,1,24
14600912001,0,5,1,1,24
31421011001,0,4,1,1,24
10022915001,0,4,1,1,24
10022916001,0,4,1,1,24
14225056001,0,5,1,1,24
14521168001,0,4,1,1,24
12123127001,0,4,1,1,24
14200085001,0,3,1,1,24
14830013001,0,4,1,1,24
14830049001,0,4,1,1,24
14600020001,0,3,1,1,24
14631043001,0,4,1,1,24
14631047001,0,3,1,1,24
14200088001,0,3,1,1,24
11041028001,0,4,1,1,24
14200089001,0,3,1,1,24
14600032001,0,3,1,1,24
11031914001,0,3,1,1,24
11042015001,0,4,1,1,24
12100069001,0,3,1,1,24
14506033001,0,3,1,1,24
14601073001,0,3,1,1,24
31707014001,0,3,1,1,24
14200096001,0,3,1,1,24
14223030001,0,3,1,1,24
14507083001,0,3,1,1,24
12106043001,0,3,1,1,24
14620012001,0,3,1,1,24
11030095001,0,3,1,1,24
12012043001,0,3,1,1,24
12301009001,0,3,1,1,24
14522059001,0,2,1,1,24
14630056001,0,3,1,1,24
11041026001,0,2,1,1,24
14600022001,0,3,1,1,24
14601063001,0,2,1,1,24
14742018001,0,2,1,1,24
11074059001,0,2,1,1,24
12301004001,0,2,1,1,24
14225045001,0,2,1,1,24
14225052001,0,2,1,1,24
31455002001,0,2,1,1,24
31531022001,0,2,1,1,24
11041025001,0,2,1,1,24
12301024001,0,2,1,1,24
14225041001,0,2,1,1,24
11061054001,0,2,1,1,24
12010213001,0,2,1,1,24
14821001001,0,19,2,2,24
14810023001,0,8,1,1,24
12102048001,0,4,1,1,24
14210010001,0,3,1,1,24
14602063001,0,4,1,1,24
14601051001,0,3,1,1,24
14602022001,0,3,1,1,24
14507085001,0,2,1,1,24
14602060001,0,2,1,1,24
12102026001,0,2,1,1,24
14507087001,0,2,1,1,24
14602058001,0,2,1,1,24
30072062001,0,5,1,1,22
33551902001,0,21,7,7,21
14202001001,0,13,1,1,20
14730001001,0,6,1,1,20
11062025001,0,5,1,1,20
11061070001,0,5,1,1,20
14200130001,0,5,1,1,20
14360026001,0,5,1,1,20
14204899001,0,7,1,1,20
14201022001,0,4,1,1,20
14204005001,0,4,1,1,20
14012103001,0,3,1,1,20
14121130001,0,4,1,1,20
31623904001,0,4,1,1,20
11062026001,0,4,1,1,20
14010195001,0,3,1,1,20
14500059001,0,3,1,1,20
14311119001,0,4,1,1,20
11062023001,0,4,1,1,20
14103051001,0,3,1,1,20
14200129001,0,3,1,1,20
14311054001,0,3,1,1,20
14361022001,0,3,1,1,20
14506013001,0,3,1,1,20
14201049001,0,3,1,1,20
14403104001,0,2,1,1,20
31762017001,0,2,1,1,20
31423896001,0,2,1,1,20
31532060001,0,2,1,1,20
14403103001,0,2,1,1,20
31762022001,0,2,1,1,20
10023103001,0,2,1,1,20
14023307001,0,14,2,2,20
14023044001,0,16,2,2,20
31533037002,0,6,1,1,20
14311003001,0,7,1,1,20
31501901003,0,6,1,1,20
31500022004,0,5,1,1,20
14822025001,0,5,1,1,20
14311113001,0,6,1,1,20
14311065001,0,5,1,1,20
14311172001,0,6,1,1,20
14202034001,0,5,1,1,20
14311032001,0,5,1,1,20
14506645001,0,5,1,1,20
14311051001,0,5,1,1,20
14506038001,0,4,1,1,20
14721944001,0,5,1,1,20
31501901004,0,4,1,1,20
14506397001,0,4,1,1,20
31500030001,0,4,1,1,20
14731905001,0,4,1,1,20
14203058001,0,3,1,1,20
31501904001,0,3,1,1,20
31533037001,0,3,1,1,20
14506646001,0,3,1,1,20
14244031001,0,3,1,1,20
12212057001,0,2,1,1,20
14303034001,0,2,1,1,20
14506411001,0,2,1,1,20
31540007001,0,2,1,1,20
14370029001,0,5,1,1,20
14203059001,0,5,1,1,20
14241004001,0,4,1,1,20
14241032001,0,4,1,1,20
31502032004,0,4,1,1,20
14203002001,0,3,1,1,20
14241002001,0,3,1,1,20
14300002001,0,2,1,1,20
14602034001,0,2,1,1,20
14602036001,0,2,1,1,20
14833045001,0,2,1,1,20
14603009001,0,1,1,1,20
14602037001,0,1,1,1,20
32511049001,0,17,4,4,20
30045077001,0,10,1,1,20
14210108001,0,7,1,1,20
30045077002,0,7,1,1,20
14204025001,0,6,1,1,20
14210132001,0,6,1,1,20
14210056001,0,6,1,1,20
14506315001,0,6,1,1,20
14210081001,0,5,1,1,20
14001136001,0,4,1,1,20
14204118001,0,4,1,1,20
14204150001,0,3,1,1,20
11102003001,0,4,1,1,20
14223005001,0,4,1,1,20
14507076001,0,3,1,1,20
14204051001,0,3,1,1,20
14212013001,0,3,1,1,20
14203068001,0,4,1,1,20
31502037001,0,3,1,1,20
12106020001,0,3,1,1,20
14211052001,0,3,1,1,20
14506298001,0,3,1,1,20
14210058001,0,3,1,1,20
31254001001,0,3,1,1,20
14210027001,0,3,1,1,20
14200001001,0,2,1,1,20
14200002001,0,2,1,1,20
14220085001,0,2,1,1,20
14243017001,0,2,1,1,20
14506081001,0,2,1,1,20
11102004001,0,2,1,1,20
14506011001,0,2,1,1,20
14204151001,0,2,1,1,20
14210050001,0,2,1,1,20
14211038001,0,3,1,1,20
14210068001,0,2,1,1,20
12103075001,0,2,1,1,20
31254009001,0,2,1,1,20
11010007001,0,15,3,3,18
14010097001,0,13,3,3,18
14312113001,0,8,1,1,18
14508016001,0,8,1,1,18
14311081001,0,5,1,1,18
14330999001,0,5,1,1,18
14301023001,0,4,1,1,18
14302017001,0,4,1,1,18
14302018001,0,6,1,1,18
14351007001,0,5,1,1,18
14311084001,0,4,1,1,18
14360042001,0,4,1,1,18
14351033001,0,3,1,1,18
14351024001,0,3,1,1,18
14351041001,0,3,1,1,18
14360007001,0,3,1,1,18
11042020001,0,2,1,1,18
14508903001,0,2,1,1,18
14351017001,0,2,1,1,18
11040045001,0,2,1,1,18
12121072001,0,2,1,1,18
14121179001,0,15,3,3,18
14351034001,0,10,2,2,18
12123024001,0,6,1,1,18
14311236001,0,4,1,1,18
14509027001,0,3,1,1,18
31762009001,0,2,1,1,18
11062006001,0,2,1,1,18
11022031001,0,4,1,1,18
11022034001,0,3,1,1,18
12121085001,0,3,1,1,18
14833075001,0,17,3,3,18
14612075001,0,15,3,3,18
12010074001,0,6,1,1,18
12106044001,0,3,1,1,18
12106067001,0,3,1,1,18
12010026001,0,2,1,1,18
12103093001,0,3,1,1,18
12221003001,0,17,17,17,17
12123901001,0,17,17,17,17
12121034001,0,10,2,2,16
14302005001,0,6,1,1,16
11112040001,0,6,1,1,16
14121132001,0,4,1,1,16
14351055001,0,6,1,1,16
14350006001,0,3,1,1,16
14003010001,0,3,1,1,16
14003008001,0,3,1,1,16
14304028001,0,2,1,1,16
14851007001,0,16,16,16,16
33551004001,0,3,1,1,16
14001001001,0,9,2,2,16
14600007001,0,8,1,1,16
14506340001,0,5,1,1,16
14223247001,0,4,1,1,16
14611001001,0,3,1,1,16
14010284001,0,3,1,1,16
12120044001,0,16,16,16,16
14000078001,0,16,16,16,16
14361017001,0,5,1,1,15
14361025001,0,5,1,1,15
14361096001,0,5,1,1,15
14352059001,0,3,1,1,15
14362900001,0,4,1,1,15
14103049001,0,2,1,1,15
14023005001,0,2,1,1,15
12201109001,0,15,15,15,15
14000008001,0,13,3,3,15
31500014001,0,13,1,1,15
14224003001,0,6,1,1,15
14012012001,0,3,1,1,15
14104139001,0,3,1,1,15
14242010001,0,3,1,1,15
11110060002,0,8,1,1,15
14022027001,0,8,1,1,15
14242004001,0,9,1,1,15
14242007001,0,8,1,1,15
14242105001,0,3,1,1,15
14220132001,0,8,1,1,15
14223295001,0,3,1,1,15
14211028001,0,3,1,1,15
14223296001,0,3,1,1,15
14210026001,0,2,1,1,15
14310016001,0,5,1,1,14
12202009001,0,14,14,14,14
11050057001,0,3,1,1,14
14023202001,0,3,1,1,14
12010035001,0,2,1,1,14
12120082001,0,14,14,14,14
14851034001,0,12,3,3,12
11103058001,0,12,2,2,12
14353036001,0,10,2,2,12
12130016001,0,9,2,2,12
11103220001,0,8,2,2,12
14615038001,0,7,2,2,12
11103046001,0,7,2,2,12
12130004001,0,7,2,2,12
12130001001,0,7,2,2,12
12130085001,0,7,2,2,12
10024003001,0,9,1,1,12
14014013001,0,12,1,1,12
14361036001,0,10,1,1,12
14361007001,0,11,1,1,12
10041050001,0,12,1,1,12
12011056001,0,8,1,1,12
11111004001,0,10,1,1,12
14311020001,0,8,1,1,12
14353010001,0,9,1,1,12
14000055001,0,8,1,1,12
14001103001,0,8,1,1,12
65031011001,0,7,1,1,12
11040046001,0,6,1,1,12
14361027001,0,7,1,1,12
12011334001,0,5,1,1,12
14000220001,0,6,1,1,12
11050031001,0,6,1,1,12
14740006001,0,6,1,1,12
14010102001,0,6,1,1,12
14020961001,0,5,1,1,12
14213092001,0,6,1,1,12
11042011001,0,6,1,1,12
12011065001,0,5,1,1,12
12011354001,0,5,1,1,12
14021015001,0,6,1,1,12
14132156001,0,6,1,1,12
12011144001,0,6,1,1,12
14013022001,0,6,1,1,12
14104200001,0,5,1,1,12
11050131001,0,5,1,1,12
12011427001,0,6,1,1,12
14003053001,0,5,1,1,12
14023294001,0,5,1,1,12
14361161001,0,6,1,1,12
14353013001,0,5,1,1,12
14243128001,0,6,1,1,12
11042005001,0,4,1,1,12
12011005001,0,6,1,1,12
14000322001,0,5,1,1,12
14001011001,0,5,1,1,12
14240006001,0,5,1,1,12
14506141001,0,5,1,1,12
12011206001,0,5,1,1,12
14361158001,0,6,1,1,12
14242164001,0,4,1,1,12
11032028001,0,5,1,1,12
12011169001,0,4,1,1,12
14011021001,0,5,1,1,12
14301108001,0,4,1,1,12
14612059001,0,4,1,1,12
12011189001,0,4,1,1,12
12105001001,0,4,1,1,12
14111023001,0,4,1,1,12
14311059001,0,5,1,1,12
14361061001,0,5,1,1,12
12011426001,0,5,1,1,12
14000131001,0,4,1,1,12
14011016001,0,5,1,1,12
14111021001,0,4,1,1,12
14001089001,0,4,1,1,12
14361159001,0,4,1,1,12
14621048001,0,4,1,1,12
11104006001,0,4,1,1,12
14304009001,0,4,1,1,12
14506372001,0,3,1,1,12
31543028001,0,4,1,1,12
12011109001,0,3,1,1,12
12011136001,0,3,1,1,12
12011252001,0,4,1,1,12
14010033001,0,4,1,1,12
14242081001,0,4,1,1,12
14500028001,0,3,1,1,12
14500029001,0,3,1,1,12
12011150001,0,3,1,1,12
14000102001,0,3,1,1,12
14022166001,0,4,1,1,12
14023019001,0,3,1,1,12
14133902001,0,4,1,1,12
14204090001,0,4,1,1,12
14222044001,0,4,1,1,12
14508898001,0,3,1,1,12
14002039001,0,3,1,1,12
14013007001,0,3,1,1,12
14244092001,0,4,1,1,12
14741003001,0,4,1,1,12
10023114001,0,3,1,1,12
14000067001,0,3,1,1,12
14022069001,0,3,1,1,12
10051034001,0,4,1,1,12
12011172001,0,3,1,1,12
12011268001,0,3,1,1,12
12011275001,0,3,1,1,12
14011007001,0,3,1,1,12
31545005001,0,3,1,1,12
11050102001,0,3,1,1,12
14104080001,0,3,1,1,12
14121117001,0,3,1,1,12
14301020001,0,3,1,1,12
14506124001,0,3,1,1,12
14506130001,0,3,1,1,12
14506173001,0,3,1,1,12
11050002001,0,3,1,1,12
12011108001,0,3,1,1,12
12011165001,0,3,1,1,12
12011367001,0,3,1,1,12
14210035001,0,2,1,1,12
14222217001,0,3,1,1,12
14303024001,0,3,1,1,12
14740037001,0,3,1,1,12
11010116001,0,3,1,1,12
11042017001,0,2,1,1,12
12011251001,0,2,1,1,12
12011383001,0,3,1,1,12
12122053001,0,2,1,1,12
12123067001,0,3,1,1,12
14001079001,0,3,1,1,12
14104136001,0,2,1,1,12
14311270001,0,3,1,1,12
14361014001,0,3,1,1,12
14500031001,0,3,1,1,12
14509007001,0,3,1,1,12
11072034001,0,3,1,1,12
11104013001,0,3,1,1,12
12011490001,0,3,1,1,12
