item_code,avg_affinity,max_affinity,total_demand
10013011001,6.501556e-08,1.7273245e-05,12
10013012001,3.905619e-06,0.0005872903,1776
10014001001,8.1269455e-08,1.7273245e-05,6
10014005001,6.03716e-08,1.7273245e-05,21
10014006001,7.198152e-08,3.454649e-05,13
10014009001,2.5843829e-06,0.00022455219,2196
10014014001,2.7399415e-07,3.454649e-05,156
10014018001,2.7863814e-08,1.7273245e-05,14
10014020001,2.2592956e-06,0.00024182543,1434
10014021001,3.01858e-08,1.7273245e-05,14
10014023001,7.4211603e-06,0.00082911574,4980
10014024001,6.1532586e-07,6.909298e-05,216
10014027001,4.6439697e-09,1.7273245e-05,24
10014028001,5.6889367e-06,0.0006909298,5892
10014029001,7.4535694e-07,6.909298e-05,348
10014030001,6.1068187e-07,0.000120912715,212
10014032001,2.3753996e-06,0.00039728463,1920
10014033001,3.9868855e-06,0.0008118425,3456
10014034001,8.6610015e-07,8.636623e-05,306
10014037001,6.7337544e-07,6.909298e-05,75
10014041001,1.4628502e-07,3.454649e-05,54
10014043001,0.0,0.0,12
10014044001,3.9473736e-08,1.7273245e-05,60
10014046001,0.0,0.0,12
10014051001,5.2244644e-07,6.909298e-05,2064
10014053001,2.3219847e-08,1.7273245e-05,42
10014055001,3.01858e-08,1.7273245e-05,24
10014058001,7.8947465e-08,3.454649e-05,11
10014059001,9.984532e-08,1.7273245e-05,42
10014062001,4.4117705e-08,1.7273245e-05,24
10014067001,1.9969065e-07,3.454649e-05,156
10014069001,3.01858e-08,1.7273245e-05,6
10014073001,1.7414882e-07,3.454649e-05,114
10014074001,8.82354e-07,8.636623e-05,360
10014075001,1.6253894e-08,1.7273245e-05,6
10014076001,2.4613033e-07,3.454649e-05,252
10014080001,1.0007752e-06,0.00025909868,222
10014081001,8.82354e-08,3.454649e-05,18
10014083001,2.6935193e-06,0.0003800114,384
10014086001,7.012393e-07,5.1819734e-05,380
10014090001,8.72842e-06,0.0011227609,9186
10014092001,2.231431e-06,0.0005009241,287
10014097001,2.3452041e-07,3.454649e-05,36
10014101001,8.289484e-07,8.636623e-05,318
10014103001,8.591342e-08,3.454649e-05,5
10014106001,1.2306516e-07,3.454649e-05,144
10014109001,4.9458265e-07,6.909298e-05,180
10014110001,4.1795722e-08,1.7273245e-05,15
10014111001,2.786381e-07,3.454649e-05,258
10014112001,0.0,0.0,12
10014113001,2.2616173e-06,0.0001554592,1506
10014117001,4.4814297e-07,8.636623e-05,340
10014119001,1.3467509e-07,3.454649e-05,27
10014123001,6.269358e-08,1.7273245e-05,6
10014126001,2.8792607e-07,3.454649e-05,528
10014127001,1.1609925e-08,1.7273245e-05,3
10014130001,1.6253891e-07,3.454649e-05,396
10014132001,2.0201263e-07,3.454649e-05,44
10014212001,8.1269455e-08,3.454649e-05,46
10014214001,1.2074318e-07,1.7273245e-05,25
10014898001,1.0681129e-06,0.0001900057,360
10014905001,5.108366e-08,3.454649e-05,336
10015005001,3.01858e-08,1.7273245e-05,20
10015007001,4.1029875e-06,0.0006909298,7224
10015008001,1.1517043e-06,0.00017273246,151
10015010001,6.009368e-06,0.00074274954,5766
10015011001,2.6702953e-06,0.00027637192,2184
10016002001,2.8792607e-07,5.1819734e-05,232
10016006001,2.5541832e-08,1.7273245e-05,12
10016011001,3.3204375e-07,3.454649e-05,276
10016014001,2.5774025e-07,3.454649e-05,1236
10016015001,1.910993e-06,0.00032819167,2424
10016018001,0.0,0.0,24
10016020001,1.5348317e-06,0.0001554592,508
10016021001,6.03716e-08,1.7273245e-05,48
10020002001,2.3289579e-06,0.0001900057,753
10020003001,2.6006222e-07,6.909298e-05,282
10020004001,2.066566e-06,0.00022455219,810
10020006001,3.01858e-08,1.7273245e-05,6
10020007001,8.208311e-06,0.0007254763,10218
10020008001,8.034066e-07,8.636623e-05,272
10020010001,6.246138e-07,0.00010363947,100
10020011001,1.6695067e-06,0.00022455219,2640
10020012001,6.640875e-07,6.909298e-05,282
10020015001,1.1331284e-06,0.00013818596,1092
10020016001,5.479883e-07,8.636623e-05,376
10020017001,6.9659545e-09,1.7273245e-05,7
10020018001,4.8367497e-06,0.00063911005,5190
10020019001,8.103725e-07,0.00022455219,294
10020020001,1.4953579e-06,0.00022455219,441
10020024001,1.3095992e-06,0.0001554592,474
10020025001,1.1029426e-06,0.0001554592,354
10020027001,3.1672143e-06,0.00027637192,2232
10020028001,4.4117705e-08,1.7273245e-05,72
10020029001,5.3405643e-08,1.7273245e-05,6
10020030001,6.1300386e-07,8.636623e-05,168
10020032001,6.965953e-08,3.454649e-05,36
10020033001,1.6462868e-06,0.00020727894,1356
10020034001,1.3304971e-06,0.00013818596,456
10020036001,8.544902e-07,0.00010363947,608
10020037001,2.7863814e-08,1.7273245e-05,90
10020038001,6.1764786e-07,8.636623e-05,270
10020039001,3.2507785e-08,1.7273245e-05,18
10020040001,2.0433461e-07,3.454649e-05,54
10020041001,3.726825e-06,0.0003454649,3042
10020042001,7.6393286e-07,8.636623e-05,532
10020043001,1.3815807e-06,0.00017273246,405
10020046001,6.7569744e-07,0.00010363947,228
10020093001,0.0,0.0,24
10020094001,2.6238422e-07,3.454649e-05,120
10020101001,2.7631614e-07,3.454649e-05,76
10020102001,1.393191e-08,1.7273245e-05,4
10021001001,6.8824506e-06,0.0013645864,13992
10021003001,4.2492312e-07,5.1819734e-05,252
10021005001,6.501556e-08,1.7273245e-05,372
10021006001,4.6811733e-06,0.0003454649,15940
10021007001,1.4024786e-06,0.00017273246,1301
10021008001,1.46098755e-05,0.0011573074,28440
10021009001,9.009299e-07,0.0003109184,3120
10021010001,8.82354e-07,0.00010363947,696
10021012001,2.6029556e-06,0.0003800114,5484
10021015001,1.2074319e-06,0.0001900057,1136
10021016001,5.3243803e-06,0.0005872903,6296
10021017001,2.1199724e-06,0.0003109184,1624
10021018001,1.764708e-07,5.1819734e-05,216
10021019001,2.4334493e-06,0.00039728463,2346
10021021001,1.7554202e-06,0.0001900057,1192
10021022001,2.0433461e-07,3.454649e-05,348
10021023001,9.752334e-08,3.454649e-05,144
10021026001,4.809116e-05,0.0021591557,3859
10021027001,4.918012e-06,0.0010018483,8016
10021034001,6.5015564e-07,0.00013818596,655
10021035001,1.7623799e-05,0.0020555162,3305
10021040001,5.3405643e-08,3.454649e-05,114
10021042001,7.987626e-07,0.00027637192,528
10022003001,6.501556e-08,1.7273245e-05,96
10022004001,6.7337545e-08,3.454649e-05,174
10022006001,9.287939e-09,1.7273245e-05,288
10022007001,1.7043365e-06,0.00029364516,2454
10022008001,5.015486e-07,5.1819734e-05,968
10022009001,5.3405643e-08,3.454649e-05,9
10022010001,2.0665661e-07,5.1819734e-05,64
10022011001,1.1609922e-06,0.00013818596,114
10022012001,1.4164105e-07,3.454649e-05,90
10022014001,3.0650193e-07,5.1819734e-05,48
10022015001,2.9257004e-07,6.909298e-05,41
10022016001,1.8343675e-07,3.454649e-05,164
10022020001,2.507743e-07,3.454649e-05,128
10022024001,1.0913326e-07,3.454649e-05,66
10022030001,3.9358074e-06,0.00041455787,2004
10022908001,1.4164105e-07,3.454649e-05,64
10022910001,4.643969e-08,1.7273245e-05,40
10022915001,1.0681128e-07,3.454649e-05,25
10022916001,1.9969065e-07,3.454649e-05,25
10022918001,0.0,0.0,4
10023002001,9.752334e-08,3.454649e-05,31
10023003001,6.7337545e-08,1.7273245e-05,36
10023004001,1.6253894e-08,1.7273245e-05,6
10023005001,1.8575879e-08,1.7273245e-05,26
10023008001,1.04489295e-07,3.454649e-05,13
10023011001,6.7337545e-08,3.454649e-05,14
10023017001,6.9659545e-09,1.7273245e-05,10
10023020001,1.9504668e-07,6.909298e-05,159
10023023001,0.0,0.0,3
10023025001,0.0,0.0,1
10023027001,1.764708e-07,5.1819734e-05,61
10023029001,8.359144e-08,1.7273245e-05,12
10023031001,7.198152e-08,3.454649e-05,8
10023032001,4.6439697e-09,1.7273245e-05,4
10023035001,4.2956708e-07,8.636623e-05,296
10023037001,4.1795722e-08,1.7273245e-05,16
10023038001,5.804961e-07,8.636623e-05,136
10023041001,2.670282e-07,3.454649e-05,40
10023043001,1.6253894e-08,1.7273245e-05,1
10023044001,4.8761674e-08,1.7273245e-05,13
10023049001,8.591342e-08,1.7273245e-05,20
10023051001,5.5727625e-08,5.1819734e-05,15
10023054001,2.0897863e-08,1.7273245e-05,6
10023055001,9.287939e-09,1.7273245e-05,6
10023058001,4.6439697e-09,1.7273245e-05,11
10023061001,8.1269455e-08,6.909298e-05,18
10023063001,2.3219847e-08,1.7273245e-05,12
10023064001,2.7863814e-08,1.7273245e-05,4
10023066001,3.482977e-08,1.7273245e-05,10
10023068001,2.5541832e-08,3.454649e-05,7
10023073001,4.6439697e-09,1.7273245e-05,26
10023075001,3.7151754e-08,1.7273245e-05,2
10023078001,3.482977e-08,1.7273245e-05,10
10023079001,0.0,0.0,6
10023080001,1.7414882e-07,6.909298e-05,76
10023083001,2.0665661e-07,3.454649e-05,12
10023087001,0.0,0.0,4
10023093001,1.5557295e-07,1.7273245e-05,19
10023100001,0.0,0.0,3
10023102001,2.0897863e-08,1.7273245e-05,1
10023103001,3.9473736e-08,5.1819734e-05,14
10023104001,1.393191e-08,1.7273245e-05,6
10023106001,3.715175e-07,5.1819734e-05,76
10023107001,9.984532e-08,1.7273245e-05,10
10023110001,9.2879375e-08,3.454649e-05,13
10023114001,1.8575879e-08,6.909298e-05,20
10023124001,1.1609925e-08,3.454649e-05,9
10023892001,7.8947465e-08,3.454649e-05,24
10023991001,1.02167306e-07,1.7273245e-05,7
10023998001,4.8761674e-08,1.7273245e-05,5
10023999001,2.3219848e-09,1.7273245e-05,2
10024001001,3.7616147e-07,8.636623e-05,294
10024003001,3.529416e-07,6.909298e-05,77
10024004001,1.6462868e-06,0.0003800114,1056
10024005001,3.3668772e-07,5.1819734e-05,210
10024006001,9.752334e-08,3.454649e-05,18
10024007001,5.147895e-06,0.00041455787,2928
10024010001,1.5162558e-06,0.00013818596,1134
10024011001,2.7329918e-06,0.00029364516,968
10024014001,8.6610015e-07,0.00013818596,416
10024900001,1.0913326e-07,1.7273245e-05,42
10030001001,3.9473736e-08,1.7273245e-05,108
10030003001,8.32442e-06,0.000777296,3380
10030005001,8.9396394e-07,0.00010363947,483
10030007001,1.3367638e-05,0.0019518767,6520
10030008001,1.5046459e-06,0.00017273246,1680
10030011001,4.493092e-06,0.00055274385,1760
10030012001,1.4953579e-06,0.00046637762,583
10030013001,9.051124e-06,0.0011745807,7986
10030014001,4.179616e-06,0.00044910438,1980
10030015001,2.7004817e-06,0.0005009241,796
10030016001,3.3135063e-06,0.00060456357,996
10030017001,6.7569744e-07,0.00010363947,221
10030018001,1.1029426e-06,0.00036273815,612
10030019001,3.7383947e-07,5.1819734e-05,888
10030020001,2.3219847e-08,1.7273245e-05,135
10030021001,7.1284916e-07,0.00010363947,304
10030022001,1.4465962e-06,0.0001554592,948
10030023001,9.1069105e-06,0.0010363947,623
10030030001,8.2198244e-07,0.00010363947,338
10030045001,2.1222945e-06,0.00027637192,588
10030046001,2.5193663e-06,0.0003800114,1740
10030048001,1.29496675e-05,0.0018136908,6696
10030049001,1.1215185e-06,0.00027637192,508
10031001001,1.6163292e-05,0.0020555162,17628
10031003001,9.520136e-08,5.1819734e-05,121
10031004001,2.6006358e-06,0.0003109184,2052
10031005001,1.4758482e-05,0.0021591557,18456
10031006001,4.8761674e-08,1.7273245e-05,28
10031007001,2.8235497e-06,0.0003454649,972
10031009001,2.0201263e-07,3.454649e-05,92
10031011001,1.1424163e-06,0.00013818596,774
10031012001,1.4280204e-06,0.0001554592,984
10031013001,2.0354437e-05,0.0020900627,13608
10031015001,4.8761674e-08,1.7273245e-05,174
10031016001,4.0913787e-06,0.0006909298,4158
10031017001,2.2476854e-06,0.00039728463,4320
10031019001,2.068888e-06,0.00024182543,1016
10031021001,1.3467509e-07,3.454649e-05,18
10031022001,1.02167306e-07,1.7273245e-05,108
10031023001,4.992266e-07,5.1819734e-05,216
10031025001,2.7260273e-06,0.00029364516,2548
10031026001,1.6253891e-07,3.454649e-05,180
10031030001,4.1795722e-08,1.7273245e-05,28
10031031001,7.6022743e-06,0.0007600228,5819
10031033001,5.9791937e-06,0.0010018483,4584
10031899001,2.9024804e-07,3.454649e-05,19
10031901001,1.4256983e-06,0.0001554592,1475
10031902001,2.2267875e-06,0.00029364516,1252
10031909001,6.9659545e-09,1.7273245e-05,24
10031910001,7.5256403e-06,0.0012436736,10200
10031911001,2.5565196e-06,0.0003109184,4770
10031916001,5.8352084e-06,0.00079456926,338
10032001001,1.044893e-07,5.1819734e-05,732
10032003001,5.1989755e-06,0.00063911005,3270
10032004001,1.7182684e-07,5.1819734e-05,144
10032005001,5.5727625e-08,1.7273245e-05,6
10032006001,1.5510812e-05,0.0013818596,19758
10032007001,2.3219843e-07,5.1819734e-05,32
10032008001,9.371566e-06,0.0020900627,8712
10032010001,1.2496883e-05,0.0013818596,11448
10032011001,3.508531e-06,0.0007254763,2472
10032013001,1.9592831e-05,0.002176429,12210
10032014001,1.5116118e-06,0.000120912715,1212
10032015001,1.6834387e-06,0.000120912715,924
10032016001,1.5907852e-05,0.0021591557,17802
10032019001,5.2291703e-06,0.00084638904,6444
10032020001,4.1610415e-06,0.0003109184,1032
10032023001,2.1362256e-07,3.454649e-05,186
10032046001,2.321993e-06,0.00043183114,2070
10032047001,1.498139e-05,0.0015027723,13656
10032048001,5.781741e-07,6.909298e-05,224
10032049001,5.7725238e-06,0.0006909298,3000
10032052001,2.6238422e-07,5.1819734e-05,180
10032054001,2.368424e-07,3.454649e-05,66
10032055001,4.411818e-06,0.0003109184,1818
10032059001,4.0634725e-07,6.909298e-05,196
10032064001,3.4458608e-06,0.0006218368,3234
10032081001,3.3668772e-07,5.1819734e-05,104
10033001001,7.058832e-07,8.636623e-05,1320
10033002001,4.0634725e-07,5.1819734e-05,176
10033003001,2.0944299e-06,0.00024182543,692
10033004001,1.3857553e-05,0.001900057,13770
10033005001,6.8847676e-06,0.0010882145,4848
10033006001,9.566575e-07,0.00029364516,989
10033010001,1.4744601e-06,0.0008636623,1666
10033011001,4.9992946e-06,0.000777296,2412
10033012001,1.2445836e-06,0.0001554592,324
10033013001,5.8561127e-06,0.0005354706,5812
10033014001,3.2600906e-06,0.00029364516,1480
10033015001,8.84452e-06,0.0008636623,5124
10033016001,1.627711e-06,0.00027637192,1313
10033017001,5.595982e-07,0.0001554592,387
10033018001,1.6288652e-05,0.0019518767,12764
10033019001,2.4984681e-06,0.00020727894,1317
10033020001,1.2120759e-06,0.00020727894,632
10033022001,2.9257004e-07,8.636623e-05,157
10033023001,5.5727625e-08,1.7273245e-05,336
10033025001,1.7131559e-05,0.001623685,13962
10033026001,6.199698e-07,8.636623e-05,643
10033027001,2.6842283e-06,0.00032819167,800
10033028001,2.338246e-06,0.0003454649,2396
10033029001,2.3219847e-08,1.7273245e-05,144
10033030001,6.81512e-06,0.0016409582,3288
10033031001,5.6888615e-07,6.909298e-05,100
10033033001,2.0433461e-07,3.454649e-05,56
10033034001,4.7600676e-07,6.909298e-05,1594
10033037001,1.1609896e-05,0.0015891385,16560
10033038001,1.5000019e-06,0.0001554592,603
10033041001,7.546562e-06,0.0005700171,6474
10033043001,3.0956555e-05,0.0017964175,9860
10033044001,3.1556046e-06,0.00044910438,587
10033046001,2.294126e-06,0.00025909868,672
10033048001,5.4102236e-07,6.909298e-05,136
10033049001,1.6973705e-06,0.00032819167,536
10033050001,6.668837e-06,0.0013300399,3868
10033052001,5.3405643e-08,1.7273245e-05,8
10033053001,8.057286e-07,0.00024182543,991
10033054001,5.7655666e-06,0.001623685,2988
10033056001,2.3266348e-06,0.0003109184,1936
10033057001,7.855382e-06,0.0006218368,6152
10033062001,6.03716e-08,1.7273245e-05,8
10033064001,1.3163313e-05,0.001623685,8016
10033065001,1.1633142e-06,0.0001900057,1349
10033066001,4.7461876e-06,0.00063911005,2680
10033068001,4.8181764e-06,0.0012436736,7680
10033070001,3.9079423e-06,0.0018827837,4132
10033073001,2.0897859e-07,3.454649e-05,495
10033074001,8.921144e-06,0.0008636623,4016
10033075001,3.1648858e-06,0.00046637762,990
10033082001,2.208211e-06,0.0003800114,1332
10034002001,6.594436e-07,6.909298e-05,136
10034003001,8.110777e-06,0.0012609469,8508
10034004001,7.5047387e-06,0.0011918539,5100
10034006001,1.5789493e-07,3.454649e-05,32
10034007001,1.2654815e-06,0.00010363947,260
10034011001,6.306591e-06,0.000984575,5022
10034012001,7.8715266e-07,0.00010363947,256
10034013001,4.6207487e-07,3.454649e-05,294
10034014001,5.521743e-06,0.00046637762,4326
10034015001,4.9226065e-07,6.909298e-05,138
10034016001,1.033283e-06,0.0001900057,860
10034017001,4.469875e-06,0.0006909298,3606
10034018001,1.648609e-07,5.1819734e-05,14
10034019001,1.5671008e-05,0.0018655105,14334
10034020001,1.776318e-06,0.000120912715,1824
10034022001,1.04489295e-07,5.1819734e-05,192
10034023001,5.642422e-07,0.00010363947,444
10034024001,2.0967518e-06,0.0003109184,1746
10034025001,9.626983e-06,0.0015200456,10488
10034026001,1.2306516e-07,3.454649e-05,216
10034027001,4.423423e-06,0.00046637762,2490
10034031001,1.2770913e-07,5.1819734e-05,120
10034032001,7.082052e-07,6.909298e-05,294
10034033001,9.868434e-07,0.0001900057,460
10034036001,8.043445e-06,0.0012782201,6762
10034039001,3.5015855e-06,0.00029364516,2004
10034040001,2.6470622e-07,5.1819734e-05,80
10034041001,4.8761674e-08,1.7273245e-05,144
10034042001,1.6894703e-05,0.001900057,17838
10034043001,3.7383947e-07,5.1819734e-05,116
10034044001,1.6253894e-08,1.7273245e-05,12
10034045001,4.7832873e-07,5.1819734e-05,204
10034046001,6.083599e-07,0.0001554592,235
10034047001,7.198152e-08,3.454649e-05,12
10034049001,2.9257004e-07,3.454649e-05,30
10034050001,2.3452114e-06,0.0003109184,2100
10034057001,3.273998e-07,6.909298e-05,42
10034999001,5.832903e-06,0.0007254763,5724
10035001001,1.9806525e-06,0.00020727894,710
10035002001,3.290283e-06,0.00044910438,758
10035003001,8.150165e-07,0.00010363947,346
10035006001,2.270906e-06,0.00017273246,1380
10035010001,2.0247703e-06,0.0001554592,652
10035011001,2.0433461e-07,3.454649e-05,128
10035012001,2.1455155e-06,0.00024182543,1496
10035013001,1.7484541e-06,0.0001900057,952
10035015001,7.683545e-06,0.00084638904,4236
10035017001,3.6409103e-06,0.00029364516,1808
10035021001,3.167218e-06,0.00032819167,9296
10035024001,7.43035e-08,1.7273245e-05,228
10035027001,1.4396304e-07,3.454649e-05,24
10035028001,3.543384e-06,0.00046637762,2520
10035033001,9.2879375e-08,3.454649e-05,8
10035034001,7.88787e-06,0.0011918539,10914
10035035001,1.7222099e-05,0.0021591557,22806
10035036001,5.131585e-07,6.909298e-05,252
10035037001,2.1826652e-07,3.454649e-05,5
10035038001,9.2879375e-08,3.454649e-05,8
10035041001,3.482977e-08,1.7273245e-05,138
10035046001,1.3467509e-07,3.454649e-05,36
10035051001,1.1609925e-08,3.454649e-05,42
10035052001,4.4117705e-08,3.454649e-05,36
10040001001,9.287939e-09,1.7273245e-05,84
10040002001,2.205885e-07,3.454649e-05,1314
10040003001,1.2445836e-06,0.00046637762,5136
10040004001,3.060412e-06,0.001900057,1132
10040005001,1.6811166e-06,0.0003454649,8760
10040008001,8.4984623e-07,0.00029364516,1950
10040009001,6.594436e-07,0.00020727894,1728
10040010001,8.707441e-07,0.00013818596,2316
10040011001,1.4628502e-07,0.00010363947,580
10040012001,2.3219848e-09,1.7273245e-05,72
10040013001,7.5232293e-07,0.00010363947,2496
10040014001,4.1795722e-08,1.7273245e-05,204
10040015001,0.0,0.0,96
10040016001,2.4845232e-07,5.1819734e-05,1080
10040017001,2.5541832e-08,3.454649e-05,18
10040018001,3.552636e-07,0.00020727894,696
10040019001,9.520135e-07,0.0008809355,384
10040020001,7.778647e-07,0.00041455787,2911
10040021001,9.2879375e-08,5.1819734e-05,246
10040022001,2.832821e-07,0.000120912715,1880
10040023001,1.6044911e-06,0.0001554592,3968
10040024001,3.482977e-08,1.7273245e-05,36
10040025001,2.59832e-06,0.001900057,1017
10040026001,1.9643987e-06,0.0014854991,930
10040027001,4.5278694e-07,8.636623e-05,2010
10040028001,1.648609e-07,0.000120912715,66
10040031001,0.0,0.0,108
10040032001,1.1029426e-06,0.00017273246,5034
10040033001,6.594436e-07,0.00027637192,992
10040034001,8.591342e-08,3.454649e-05,324
10040035001,2.3452041e-07,0.00010363947,285
10040037001,8.8467607e-07,0.00074274954,248
10040038001,1.648609e-07,6.909298e-05,280
10040039001,3.991558e-06,0.0015718653,1658
10040040001,7.1981515e-07,0.0006736566,268
10040041001,8.034066e-07,0.00017273246,3072
10040042001,9.102178e-07,0.00039728463,326
10040044001,3.7151754e-08,5.1819734e-05,102
10040048001,7.430351e-08,3.454649e-05,2769
10040049001,1.4396303e-06,0.0012954935,488
10040050001,2.205885e-07,5.1819734e-05,456
10040056001,8.359144e-08,5.1819734e-05,144
10040058001,7.082052e-07,0.00013818596,2658
10040062001,2.1269389e-06,0.0010191215,7800
10040063001,2.496146e-06,0.0010191215,15408
10040066001,3.5061964e-07,0.000120912715,2300
10040069001,2.3219847e-08,1.7273245e-05,24
10040071001,5.5727625e-08,1.7273245e-05,620
10040072001,1.6253894e-08,1.7273245e-05,24
10040078001,1.8575879e-08,1.7273245e-05,20
10040079001,6.849854e-07,0.0005354706,330
10040080001,6.9659545e-09,1.7273245e-05,20
10040081001,5.0387064e-07,0.0003454649,1620
10040082001,1.6253894e-08,3.454649e-05,588
10040089001,4.6439697e-09,1.7273245e-05,20
10040094001,1.0982986e-06,0.0011054877,456
10040111001,2.3219843e-07,0.00010363947,948
10041001001,2.5541832e-08,3.454649e-05,96
10041002001,5.665642e-07,8.636623e-05,1497
10041003001,1.4628502e-07,6.909298e-05,732
10041004001,1.0611469e-06,0.000120912715,1012
10041005001,4.1795722e-08,3.454649e-05,6
10041006001,1.0565029e-06,0.00010363947,724
10041007001,6.03716e-08,1.7273245e-05,518
10041008001,6.617655e-07,8.636623e-05,384
10041009001,1.0681128e-07,3.454649e-05,156
10041013001,1.8575879e-08,1.7273245e-05,12
