item_code,item_name,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,mean_demand,std_demand,cv_demand,nonzero_periods,T,demand_frequency,avg_affinity,max_affinity,cluster,item_initial_inventory,box_initial_inventory
10001025001,黑松汽水Can 245ml,40.0,27.0,10.0,10800.0,6.8,24.0,433.1428571428572,156.6756691580491,0.3617182335443085,21,21,1.0,7.673212e-06,0.001946645,4,634,27
10001035001,黑松CC氣泡飲葡萄 500ml,42.0,28.0,23.0,27048.0,13.682,24.0,33.714285714285715,28.51422845685634,0.8457610135508237,20,21,0.9523809523809524,2.6661667e-06,0.00074480334,2,71,3
10001041001,Mountain Dew 激浪汽水 500ml,42.0,28.0,26.0,30576.0,15.55,24.0,12.19047619047619,15.975037216199436,1.31045227164136,15,21,0.7142857142857143,7.256837e-07,8.463674e-05,2,33,2
10001043001,雪碧纖維+ Pet 600ml,45.0,30.0,24.0,32400.0,15.7,24.0,52.0,53.84987951527397,1.035574606062961,20,21,0.9523809523809524,6.8928557e-07,0.000118491436,2,122,6
10001044001,黑松CC乳酸菌氣泡飲 510ml,40.0,27.0,25.0,27000.0,13.748,24.0,0.7619047619047619,2.3483481916072293,3.0822070014844885,2,21,0.0952380952380952,1.11468935e-07,5.0782044e-05,3,4,1
10002001001,維他露P 250ml,41.0,28.0,10.0,11480.0,6.82,24.0,464.0,196.70427404754432,0.4239316251024662,21,21,1.0,7.862018e-06,0.0012356964,4,717,30
10002003001,黑松加鹽沙士600 ml,43.0,28.0,24.0,28896.0,16.03,24.0,97.9047619047619,63.12037235232133,0.6447119744157335,21,21,1.0,4.9274104e-06,0.0008463674,4,179,8
10002005001,蘋果西打330ml,40.0,27.0,13.0,14040.0,9.56,24.0,242.57142857142856,110.00630779688063,0.4535006799635833,21,21,1.0,1.162015e-05,0.0014218972,4,384,16
10002006001,蘋果西打2L,34.0,23.0,31.0,24242.0,13.37,6.0,88.0,72.71994551834095,0.8263630172538744,21,21,1.0,1.1599691e-05,0.0012356964,4,182,31
10002007001,芬達橘子汽水330ml,40.0,28.0,12.0,13440.0,8.89,24.0,126.85714285714286,63.262330410597365,0.4986895415249792,21,21,1.0,6.0261914e-06,0.00089714944,4,208,9
10002008001,加鹽黑松沙士Can245ml,40.0,27.0,10.0,10800.0,6.8,24.0,728.0,750.965854274157,1.031546503123842,21,21,1.0,5.4256107e-06,0.0011849144,4,1691,71
10002009001,黑松沙士600 ml,43.0,28.0,24.0,28896.0,16.02,24.0,199.42857142857144,164.14296075258864,0.8230664221118342,21,21,1.0,5.5325404e-06,0.0016250254,4,410,18
10002010001,維大力汽水255 ml,40.0,27.0,10.0,10800.0,6.77,24.0,372.57142857142856,255.56595857757245,0.6859515759367358,20,21,0.9523809523809524,4.4906287e-06,0.00076173065,2,701,30
10002011001,金車麥根沙士PET585ml,42.0,28.0,24.0,28224.0,15.72,24.0,3.238095238095238,6.830636600777565,2.1094613031813068,5,21,0.238095238095238,1.4559211e-07,3.3854696e-05,3,12,1
10002012001,維他露P 330 ml,41.0,27.0,13.0,14391.0,8.78,24.0,72.28571428571429,104.12864884460993,1.440514904964959,15,21,0.7142857142857143,1.3467269e-06,0.00015234613,2,206,9
10002013001,AW 麥根沙士,40.0,13.0,13.0,6760.0,4.69,12.0,5.714285714285714,12.623269733928298,2.209072203437452,4,21,0.1904761904761904,1.3649252e-08,1.6927348e-05,3,22,2
10002014001,維大力汽水Can330ml,41.0,27.0,13.0,14391.0,9.53,24.0,130.57142857142858,68.73314264573666,0.5264026242014842,21,21,1.0,4.2244665e-06,0.0004570384,2,219,10
10002017001,黑松沙士2L,34.0,22.0,31.0,23188.0,13.03,6.0,123.76190476190476,107.49392220333948,0.8685542001808884,21,21,1.0,1.6993378e-06,0.0009310041,4,262,44
10002018001,黑松沙士330ml,41.0,27.0,12.0,13284.0,9.27,24.0,633.4285714285714,273.90241074558816,0.4324124662199181,21,21,1.0,2.2239363e-05,0.001997427,4,985,42
10002019001,維大力加鹽沙士Can330 ml,41.0,27.0,13.0,14391.0,9.34,24.0,433.1428571428572,231.1409147013561,0.5336366764213366,21,21,1.0,7.502598e-06,0.0012864785,4,730,31
10002021001,蘋果西打-250ml,40.0,27.0,9.0,9720.0,6.99,24.0,721.1428571428571,518.3786339764258,0.7188293260370406,20,21,0.9523809523809524,1.0610093e-05,0.0014896067,4,1386,58
10002025001,黑松沙士1250 ml,38.0,28.0,30.0,31920.0,16.2,12.0,14.761904761904765,12.805894334454562,0.8674960678178897,21,21,1.0,3.175742e-06,0.00037240167,2,32,3
10002026001,芬達汽水橘子口味600ml,31.0,22.0,24.0,16368.0,7.84,12.0,3.4285714285714284,12.904674046441388,3.763863263545405,2,21,0.0952380952380952,9.326991e-08,3.3854696e-05,1,20,2
10002035001,維大力汽水2L,34.0,23.0,31.0,24242.0,13.44,6.0,29.38095238095238,17.78837552602472,0.6054390373525431,21,21,1.0,5.3141425e-06,0.0009140768,4,53,9
10002037001,七星藍莓汽泡香檳飲料750ml,35.0,27.0,32.0,30240.0,17.1,12.0,0.6190476190476191,1.7586843154875609,2.8409515865568284,4,21,0.1904761904761904,2.2521284e-07,5.0782044e-05,3,3,1
10002038001,七星紅葡萄氣泡香檳飲料750ml,35.0,27.0,32.0,30240.0,17.1,12.0,1.0476190476190477,2.10387828898805,2.0082474576704112,6,21,0.2857142857142857,2.4341185e-07,5.0782044e-05,3,4,1
10002039001,七星白葡萄汽泡香檳飲料750 ml,35.0,27.0,32.0,30240.0,17.13,12.0,1.1428571428571428,5.11101251999952,4.47213595499958,1,21,0.0476190476190476,0.0,0.0,1,8,1
10002040001,芬達橘子汽水2L,34.0,23.0,31.0,24242.0,13.1,6.0,23.47619047619047,29.286140144019445,1.2474826430515382,20,21,0.9523809523809524,1.6037907e-06,0.00037240167,2,62,11
10002045001,黑松加鹽沙士2L,34.0,22.0,30.0,22440.0,12.96,6.0,40.23809523809524,29.80077461745673,0.7406109668243684,21,21,1.0,7.402501e-06,0.0011510596,4,79,14
10002046001,金車麥根沙士can330ml,43.0,29.0,12.0,14964.0,8.82,24.0,126.57142857142856,106.1735198932889,0.8388427079605217,18,21,0.8571428571428571,2.4273047e-06,0.00025391023,2,263,11
10002051001,維他露P 2L,34.0,23.0,31.0,24242.0,13.23,6.0,2.142857142857143,5.4970616764622475,2.5652954490157156,3,21,0.1428571428571428,1.160187e-07,3.3854696e-05,3,10,2
10002069001,金車麥根沙士Pet 2000ml,34.0,23.0,30.0,23460.0,13.28,6.0,8.380952380952381,7.201032931701307,0.8592141566234514,20,21,0.9523809523809524,1.756209e-06,0.00018620084,2,18,3
10002071001,金車奧利多水Pet585ml,42.0,28.0,25.0,29400.0,15.95,24.0,43.80952380952381,22.474576213217436,0.5130066309538762,21,21,1.0,5.0093113e-06,0.00047396575,2,73,4
10002072001,金車奧利多水Pet2000ml,34.0,23.0,30.0,23460.0,13.3,6.0,9.19047619047619,10.200929218267314,1.1099456662363398,18,21,0.8571428571428571,2.0109962e-06,0.00033854696,2,23,4
10002073001,微舒打葡萄can320ml,41.0,27.0,12.0,13284.0,8.64,24.0,39.42857142857143,44.422829210914074,1.126665958247821,12,21,0.5714285714285714,2.2066376e-06,0.00020312818,0,97,5
10002074001,蘋果西打1250ml,36.0,27.0,28.0,27216.0,17.0,12.0,16.666666666666668,12.119772641798562,0.7271863585079137,21,21,1.0,3.2098635e-06,0.00037240167,2,33,3
10002078001,金車冰淇淋汽水Pet 2000ml,34.0,23.0,30.0,23460.0,13.31,6.0,3.142857142857143,7.317856271351827,2.328408813611945,5,21,0.238095238095238,1.11468935e-07,3.3854696e-05,3,13,3
10002102001,維大力零熱量汽水 330ml,40.0,27.0,12.0,12960.0,9.0,24.0,496.8571428571428,271.00207093116387,0.5454325751921067,21,21,1.0,6.71321e-06,0.0012864785,4,845,36
10002899001,黑松加鹽沙士330 ml,41.0,27.0,12.0,13284.0,8.588,24.0,1.7142857142857142,5.283783431116265,3.082207001484488,3,21,0.1428571428571428,5.0047245e-08,1.6927348e-05,3,9,1
10002906001,美粒果蘋果蘇打Pet 500ml,42.0,29.0,22.0,26796.0,13.2,24.0,35.904761904761905,26.579449207637957,0.7402764368175028,19,21,0.9047619047619048,3.2257908e-06,0.00032161962,2,70,3
10002907001,美粒果蘋果蘇打Can 330ml,40.0,27.0,12.0,12960.0,8.81,24.0,164.28571428571428,106.44074714629367,0.6479002000209181,21,21,1.0,7.0589927e-06,0.00054167514,2,301,13
10002911001,樹頂蘋果氣泡飲320ml,40.0,27.0,12.0,12960.0,8.7,24.0,0.2857142857142857,1.27775312999988,4.47213595499958,1,21,0.0476190476190476,2.5023628e-08,1.6927348e-05,1,2,1
10002915001,黑松CC氣泡飲王林蘋果風味 500ml,43.0,27.0,22.0,25542.0,13.932,24.0,8.380952380952381,22.758517380943,2.715504914771608,9,21,0.4285714285714285,3.776289e-07,0.000118491436,3,38,2
10002916001,美粒果蘋果蘇打1250ml,27.0,27.0,30.0,21870.0,16.2,12.0,6.9523809523809526,7.990924557486868,1.149379559638522,10,21,0.4761904761904761,1.4559211e-07,3.3854696e-05,0,18,2
10002917001,黑松蘋果蘇打富士蘋果風味2000ml,34.0,22.0,31.0,23188.0,13.2,6.0,9.904761904761903,10.433027967103236,1.0533345543709998,19,21,0.9047619047619048,9.3042127e-07,0.00030469225,2,24,4
10002918001,維大力蘋果風味氣水2000ml,35.0,23.0,31.0,24955.0,13.45,6.0,1.238095238095238,3.97497842946842,3.210559500724493,3,21,0.1428571428571428,1.046443e-07,3.3854696e-05,3,7,2
10002919001,維大力白葡萄風味氣水2000ml,35.0,23.0,31.0,24955.0,13.46,6.0,6.190476190476191,13.211175095058358,2.1341128999709653,9,21,0.4285714285714285,2.502365e-07,3.3854696e-05,0,24,4
10002924001,英國Barr覆盆子風味無糖飲料,40.0,26.0,12.0,12480.0,8.43,24.0,0.1904761904761904,0.4994327848429292,2.6220221204253784,3,21,0.1428571428571428,1.3421771e-07,1.6927348e-05,3,1,1
10002942001,黑松CC氣泡飲蘋果口味330ml,40.0,28.0,12.0,13440.0,8.91,24.0,31.142857142857142,24.32769480846629,0.7811645121984588,19,21,0.9047619047619048,1.4377232e-06,0.00030469225,2,63,3
10002943001,維大力白葡萄風味氣水330ml,44.0,27.0,12.0,14256.0,8.82,24.0,123.71428571428572,89.80886734093258,0.7259377267742818,19,21,0.9047619047619048,2.459152e-06,0.0008125127,2,239,10
10002944001,維大力蘋果風味氣水330ml,44.0,27.0,12.0,14256.0,8.82,24.0,134.57142857142858,112.39580208589024,0.8352129666679741,20,21,0.9523809523809524,2.2111888e-06,0.0008125127,2,279,12
10002990001,維他露大蘋果蘇打 330ml,41.0,27.0,12.0,13284.0,8.87,24.0,16.952380952380953,41.85971604854002,2.4692529129756755,7,21,0.3333333333333333,2.1156357e-07,5.0782044e-05,3,71,3
10002992001,黑松蘋安福氣組 460mlx12,27.0,19.0,23.0,11799.0,6.27,1.0,21.61904761904762,16.004392821008892,0.7402912978880765,21,21,1.0,7.3933957e-06,0.000727876,2,43,43
10010001001,波蜜一日蔬果100蔬果汁 250ml,32.0,17.0,14.0,7616.0,5.09,18.0,0.5714285714285714,2.55550625999976,4.47213595499958,1,21,0.0476190476190476,9.099502e-09,1.6927348e-05,1,4,1
10010002001,波蜜果菜汁TP250ml,35.0,20.0,11.0,7700.0,6.63,24.0,937.7142857142856,489.3942945215075,0.5219012890997187,21,21,1.0,1.6452012e-05,0.0014388246,4,1565,66
10010004001,紅牌速纖纖維飲料TP250ml,35.0,20.0,11.0,7700.0,6.73,24.0,556.8571428571429,298.0601226844911,0.5352541967140682,21,21,1.0,9.195119e-06,0.001455752,4,939,40
10010007001,100紫色蔬果汁TP250ml,32.0,17.0,14.0,7616.0,5.09,18.0,1.7142857142857142,6.452337023220695,3.763863263545405,2,21,0.0952380952380952,1.13743816e-07,1.6927348e-05,1,10,1
10010009001,波蜜BCE果菜汁Pet580ml,42.0,28.0,24.0,28224.0,15.9,24.0,8.761904761904763,13.04170877609424,1.488455892923799,9,21,0.4285714285714285,4.6179917e-07,6.770939e-05,0,26,2
10010012001,波蜜果菜汁 Pet 580ml,42.0,28.0,24.0,28224.0,15.8,24.0,16.38095238095238,22.858730103619347,1.3954457330697858,12,21,0.5714285714285714,4.6179915e-07,5.0782044e-05,0,46,2
10010018001,波蜜果菜汁Can240ml,40.0,27.0,10.0,10800.0,7.25,24.0,25.142857142857142,45.9422885536955,1.827250112931071,7,21,0.3333333333333333,0.0,0.0,0,85,4
10010019001,波蜜低卡果菜汁TP250ml,32.0,17.0,14.0,7616.0,5.1,18.0,23.428571428571427,27.333167412803192,1.1666595846928192,12,21,0.5714285714285714,8.0530367e-07,8.463674e-05,0,59,4
10010023001,波蜜100蔬果汁TP160ml,33.0,16.0,10.0,5280.0,4.31,24.0,0.2857142857142857,1.27775312999988,4.47213595499958,1,21,0.0476190476190476,1.5924128e-08,1.6927348e-05,1,2,1
10010026001,一日蔬果100葡萄蔬果汁 160ml,33.0,16.0,10.0,5280.0,4.39,24.0,69.71428571428571,70.44696948914185,1.0105098082458872,20,21,0.9523809523809524,2.0951675e-06,0.00013541878,2,160,7
10010027001,一日蔬果100蘋果柳橙蔬果 160ml,33.0,16.0,10.0,5280.0,4.34,24.0,43.42857142857143,194.21847575998177,4.47213595499958,1,21,0.0476190476190476,0.0,0.0,1,293,13
10010035001,波蜜BCE果菜汁TP250ml,34.0,20.0,11.0,7480.0,6.61,24.0,520.8571428571429,212.5971566611561,0.4081678816862569,21,21,1.0,1.0496366e-05,0.0011849144,4,794,34
10010042001,義美寶吉蔬果汁葡萄莓果125ml,28.0,16.0,9.0,4032.0,3.42,24.0,17.714285714285715,18.560436307327674,1.0477665657362396,15,21,0.7142857142857143,9.872928e-07,0.00013541878,2,42,2
10010043001,義美寶吉蔬果汁蘋果柳橙125ml,28.0,16.0,9.0,4032.0,3.42,24.0,19.428571428571427,19.84840506623818,1.021609084291671,16,21,0.7619047619047619,8.007541e-07,0.00016927348,2,45,2
10010044001,一日蔬果100水蜜桃蘋果蔬果汁160ml,33.0,16.0,10.0,5280.0,4.38,24.0,0.5714285714285714,1.7612611437054218,3.0822070014844885,2,21,0.0952380952380952,1.2284333e-07,1.6927348e-05,3,3,1
10011001001,光泉果汁時刻蘋果汁TP250ml,34.0,20.0,11.0,7480.0,6.59,24.0,231.71428571428572,137.47697395326583,0.5933038333371522,21,21,1.0,5.748646e-06,0.0009140768,4,408,17
10011003001,樹頂100純蘋果汁200ml,33.0,16.0,13.0,6864.0,5.44,24.0,129.42857142857142,54.44487944664019,0.4206558014641074,21,21,1.0,8.057671e-06,0.00062631187,2,200,9
10011004001,波蜜一日水果100蘋果汁250ml,31.0,17.0,13.0,6851.0,2.0,18.0,7.428571428571429,9.053131153002775,1.2186907321349891,10,21,0.4761904761904761,2.2748773e-07,3.3854696e-05,0,20,2
10011007001,囍瑞100純天然蘋果原汁1L,36.0,20.0,20.0,14400.0,13.28,12.0,4.809523809523809,7.895864183343965,1.6417143351507255,9,21,0.4285714285714285,2.206631e-07,5.0782044e-05,0,15,2
10011008001,樹頂100純蘋果汁1000ml,39.0,17.0,26.0,17238.0,11.38,10.0,7.476190476190476,5.048517440266123,0.6752794028381438,21,21,1.0,1.4081485e-06,0.00010156409,2,14,2
10011016001,黑松蘋果C/TP300ml,35.0,20.0,13.0,9100.0,7.9,24.0,213.42857142857144,154.4935108603568,0.723865178060574,21,21,1.0,5.905613e-06,0.0008463674,4,412,18
10011021001,光泉果汁時刻100蘋果綜合果汁 200ml,33.0,16.0,13.0,6864.0,5.38,24.0,31.142857142857142,32.89562963342687,1.0562816854770096,15,21,0.7142857142857143,8.075786e-07,0.00020312818,2,74,4
10011023001,義美寶吉純果汁蘋果TP125ml,27.0,16.0,9.0,3888.0,3.41,24.0,75.42857142857143,40.506991082165214,0.5370245029832509,21,21,1.0,3.1256966e-06,0.0005755298,2,128,6
10011028001,樹頂100純蘋果汁 300ml,40.0,27.0,16.0,17280.0,11.36,24.0,3.4285714285714284,5.49087059253317,1.6015039228221748,9,21,0.4285714285714285,2.866344e-07,5.0782044e-05,0,11,1
10012002001,囍瑞100純天然柳橙原汁1L,36.0,20.0,20.0,14400.0,13.28,12.0,1.619047619047619,5.232464506067503,3.231816312571105,4,21,0.1904761904761904,3.184825e-08,1.6927348e-05,3,9,1
10012004001,美粒果柳橙汁Pet1250ml,36.0,27.0,30.0,29160.0,16.2,12.0,84.0952380952381,111.44800400353466,1.3252593907555084,20,21,0.9523809523809524,2.3363066e-06,0.0004908931,2,227,19
10012006001,義美寶吉純果汁柳橙TP125ml,28.0,16.0,9.0,4032.0,3.4,24.0,58.0,47.97618456811969,0.8271755960020637,19,21,0.9047619047619048,2.7048404e-06,0.00052474777,2,120,5
10012008001,樹頂100純柳橙汁200ml,33.0,16.0,13.0,6864.0,5.45,24.0,1.7142857142857142,4.199125273342591,2.449489742783178,3,21,0.1428571428571428,1.0691918e-07,5.0782044e-05,3,8,1
10012009001,樹頂100純柳橙汁1000ml,29.0,18.0,26.0,13572.0,11.27,10.0,0.4761904761904761,0.7939681905015745,1.6673332000533063,6,21,0.2857142857142857,1.9336456e-07,3.3854696e-05,0,2,1
10012011001,黑松柳橙C/TP300ml,35.0,20.0,13.0,9100.0,7.88,24.0,164.57142857142858,173.6851479322423,1.0553785030605,20,21,0.9523809523809524,3.4328068e-06,0.00062631187,2,388,17
10012899001,美粒果柳橙汁450mlPet,40.0,27.0,22.0,23760.0,11.88,24.0,89.14285714285714,91.10657585084245,1.0220288957626558,21,21,1.0,2.5160248e-06,0.00027083757,2,206,9
10012907001,光泉果汁時刻100柳橙綜合果汁 200ml,33.0,16.0,13.0,6864.0,5.34,24.0,26.0,33.03677604471373,1.2706452324889896,18,21,0.8571428571428571,1.1783848e-06,0.00020312818,2,69,3
10013003001,黑松葡萄C/TP300ml,35.0,20.0,13.0,9100.0,7.9,24.0,198.0,139.25516148423367,0.7033088963850185,21,21,1.0,7.2978405e-06,0.0009987135,4,377,16
10013004001,囍瑞100純天然紅葡萄原汁1L,36.0,20.0,20.0,14400.0,13.28,12.0,1.1428571428571428,2.799416848895061,2.4494897427831783,6,21,0.2857142857142857,9.099503e-08,5.0782044e-05,3,5,1
10013005001,光泉果汁時刻葡萄汁TP250ml,34.0,20.0,11.0,7480.0,6.71,24.0,200.57142857142856,111.06093197990415,0.5537225953414024,21,21,1.0,4.1630424e-06,0.0009140768,4,343,15
10013007001,光泉果汁時刻100葡萄綜合果汁 200ml,33.0,16.0,13.0,6864.0,5.38,24.0,10.0,25.2756234909674,2.5275623490967396,5,21,0.238095238095238,1.7516552e-07,5.0782044e-05,3,43,2
10013011001,波蜜一日水果100葡萄綜合果汁250ml,32.0,17.0,13.0,7072.0,5.0,18.0,0.5714285714285714,1.761261143705422,3.0822070014844885,2,21,0.0952380952380952,6.369649e-08,1.6927348e-05,3,3,1
10013012001,義美寶吉純果汁葡萄TP125ml,27.0,16.0,9.0,3888.0,3.41,24.0,84.57142857142857,50.16218593681085,0.5931339553339121,21,21,1.0,3.8491125e-06,0.0005755298,2,149,7
10014001001,波蜜100蘋果葡萄汁TP160ml,33.0,16.0,10.0,5280.0,4.36,24.0,0.2857142857142857,1.27775312999988,4.47213595499958,1,21,0.0476190476190476,8.189552e-08,1.6927348e-05,1,2,1
10014005001,鮮剖100椰子汁含椰肉520ml,41.0,27.0,18.0,19926.0,14.66,24.0,1.0,3.854496446637726,3.854496446637726,2,21,0.0952380952380952,5.9146743e-08,1.6927348e-05,1,6,1
10014006001,樹頂100蜜桃綜合果汁 1L,29.0,18.0,26.0,13572.0,11.428,10.0,0.6190476190476191,1.8638462657886596,3.010828583197066,3,21,0.1428571428571428,7.052113e-08,3.3854696e-05,3,4,1
10014009001,崇德發天然黑麥汁Btl330ml,40.0,27.0,17.0,18360.0,12.08,24.0,104.57142857142856,61.95587633344313,0.5924742272323796,21,21,1.0,2.5478737e-06,0.00022005552,2,184,8
10014014001,噶瑪蘭麥汁can 310ml,40.0,27.0,13.0,14040.0,8.85,24.0,7.428571428571429,14.9174599796647,2.008119612647171,6,21,0.2857142857142857,2.7071036e-07,3.3854696e-05,3,27,2
10014018001,太陽牌加州梅汁Pet 946ml,38.0,30.0,26.0,29640.0,23.0,12.0,0.6666666666666666,1.5836465855538944,2.3754698783308417,4,21,0.1904761904761904,2.7298501e-08,1.6927348e-05,3,3,1
10014020001,崇德發天然黑麥汁Can330ml,41.0,17.0,13.0,9061.0,8.92,24.0,68.28571428571429,54.34733344940876,0.7958814521879943,20,21,0.9523809523809524,2.2339368e-06,0.00023698287,2,138,6
10014021001,COCO XIM有機椰子水,33.0,26.0,26.0,22308.0,13.22,12.0,0.6666666666666666,2.569664297758484,3.854496446637726,2,21,0.0952380952380952,2.9573375e-08,1.6927348e-05,1,4,1
10014023001,優鮮沛綜合果汁蔓越莓TP250ml,35.0,21.0,11.0,8085.0,6.64,24.0,237.1428571428571,184.4090395765647,0.7776284801421404,21,21,1.0,7.377473e-06,0.0008125127,4,474,20
10014024001,酷椰嶼椰子汁250ml,35.0,18.0,14.0,8820.0,6.75,24.0,10.285714285714286,15.396792668922831,1.4969103983674974,10,21,0.4761904761904761,6.0739035e-07,6.770939e-05,0,31,2
