pod_id,slot_idx,slot_type,item_code,cluster,orientation,qty_boxes_assigned,qty_items_assigned,box_weight,weight_assigned,pod_weight_after,vol_util_slot,max_boxes_in_slot
9,2,0,14500023001,4,4,1,12,3.0,3.0,30.679999999999996,0.522,1
10,16,4,14500023001,4,4,1,12,3.0,3.0,3.0,0.174,4
10,14,3,10002003001,4,4,2,48,16.03,32.06,35.06,0.896,2
10,15,3,14023248001,4,3,1,12,2.11,2.11,37.17,0.18623255813953488,4
10,0,0,14003029001,4,1,1,18,5.17,5.17,42.34,0.7434418604651163,1
10,3,1,10000002001,4,0,1,6,13.31,13.31,55.650000000000006,0.782,1
10,4,1,10000002001,4,0,1,6,13.31,13.31,68.96000000000001,0.782,1
10,5,1,10000002001,4,0,1,6,13.31,13.31,82.27000000000001,0.782,1
10,1,0,10000002001,4,0,1,6,13.31,13.31,95.58000000000001,0.5637674418604651,1
10,2,0,10000002001,4,0,1,6,13.31,13.31,108.89000000000001,0.5637674418604651,1
9,3,1,10000002001,4,0,1,6,13.31,13.31,43.989999999999995,0.782,1
9,4,1,10000002001,4,0,1,6,13.31,13.31,57.3,0.782,1
9,5,1,10000002001,4,0,1,6,13.31,13.31,70.61,0.782,1
8,3,1,10000002001,4,0,1,6,13.31,13.31,31.85,0.782,1
8,4,1,10000002001,4,0,1,6,13.31,13.31,45.160000000000004,0.782,1
8,5,1,10000002001,4,0,1,6,13.31,13.31,58.470000000000006,0.782,1
7,3,1,10000002001,4,0,1,6,13.31,13.31,71.87,0.782,1
7,4,1,10000002001,4,0,1,6,13.31,13.31,85.18,0.782,1
7,5,1,10000002001,4,0,1,6,13.31,13.31,98.49000000000001,0.782,1
6,3,1,10000002001,4,0,1,6,13.31,13.31,61.07,0.782,1
6,4,1,10000002001,4,0,1,6,13.31,13.31,74.38,0.782,1
6,5,1,10000002001,4,0,1,6,13.31,13.31,87.69,0.782,1
5,3,1,10000002001,4,0,1,6,13.31,13.31,83.96,0.782,1
5,4,1,10021008001,4,0,2,48,6.58,13.16,97.11999999999999,0.4967741935483871,2
5,5,1,10021008001,4,0,2,48,6.58,13.16,110.27999999999999,0.4967741935483871,2
4,3,1,10021008001,4,0,2,48,6.58,13.16,80.95999999999998,0.4967741935483871,2
4,4,1,10021008001,4,0,2,48,6.58,13.16,94.11999999999998,0.4967741935483871,2
4,5,1,10021008001,4,0,2,48,6.58,13.16,107.27999999999997,0.4967741935483871,2
3,3,1,10021008001,4,0,2,48,6.58,13.16,67.59,0.4967741935483871,2
3,4,1,10021025001,4,0,2,48,7.77,15.54,83.13,0.5870967741935483,2
3,5,1,10021025001,4,0,2,48,7.77,15.54,98.66999999999999,0.5870967741935483,2
2,3,1,10021025001,4,0,2,48,7.77,15.54,34.5,0.5870967741935483,2
2,4,1,10021025001,4,0,2,48,7.77,15.54,50.04,0.5870967741935483,2
2,5,1,10021025001,4,0,2,48,7.77,15.54,65.58,0.5870967741935483,2
1,3,1,10031005001,4,0,2,48,6.58,13.16,45.06,0.4967741935483871,2
1,4,1,10031005001,4,0,2,48,6.58,13.16,58.22,0.4967741935483871,2
1,5,1,10031005001,4,0,2,48,6.58,13.16,71.38,0.4967741935483871,2
0,3,1,10031005001,4,0,2,48,6.58,13.16,55.769999999999996,0.4967741935483871,2
0,4,1,10031005001,4,0,1,24,6.58,6.58,62.349999999999994,0.24838709677419354,2
0,5,1,10033018001,4,0,1,24,14.89,14.89,77.24,0.7161290322580646,1
11,16,4,10033018001,4,3,5,120,14.89,74.45,74.45,0.8604651162790697,5
11,14,3,10031001001,4,4,6,144,6.6,39.599999999999994,114.05,0.7162790697674418,6
11,15,3,10010002001,4,4,6,144,6.63,39.78,153.82999999999998,0.7162790697674418,6
11,3,1,10010004001,4,0,2,48,6.73,13.46,167.29,0.4967741935483871,2
11,4,1,10010004001,4,0,2,48,6.73,13.46,180.75,0.4967741935483871,2
11,5,1,10010004001,4,0,2,48,6.73,13.46,194.21,0.4967741935483871,2
11,0,0,10001006001,4,1,2,48,8.95,17.9,212.11,0.6251162790697674,2
11,1,0,10001006001,4,1,2,48,8.95,17.9,230.01000000000002,0.6251162790697674,2
11,2,0,10001006001,4,1,2,48,8.95,17.9,247.91000000000003,0.6251162790697674,2
12,16,4,10032013001,4,0,5,120,9.8,49.0,49.0,0.43410852713178294,9
12,14,3,10033025001,4,4,5,120,6.45,32.25,81.25,0.57984496124031,6
12,15,3,10001012001,4,4,4,96,6.79,27.16,108.41,0.6697674418604651,4
12,3,1,14810006001,4,1,1,24,10.14,10.14,118.55,0.5283870967741936,1
12,4,1,14810006001,4,1,1,24,10.14,10.14,128.69,0.5283870967741936,1
12,5,1,14810006001,4,1,1,24,10.14,10.14,138.82999999999998,0.5283870967741936,1
12,0,0,14810006001,4,1,1,24,10.14,10.14,148.96999999999997,0.3809302325581395,1
12,1,0,10035034001,4,1,4,96,6.58,26.32,175.28999999999996,0.695813953488372,4
12,2,0,10032008001,4,1,3,72,6.62,19.86,195.14999999999998,0.521860465116279,4
13,16,4,10000005001,4,4,3,72,8.89,26.67,26.67,0.3125581395348837,8
13,14,3,10031910001,4,4,3,72,6.6,19.799999999999997,46.47,0.3581395348837209,6
13,15,3,10032010001,4,4,3,72,6.68,20.04,66.50999999999999,0.347906976744186,6
13,3,1,10010035001,4,0,2,48,6.61,13.22,79.72999999999999,0.48258064516129034,2
13,4,1,10010035001,4,0,1,24,6.61,6.61,86.33999999999999,0.24129032258064517,2
13,5,1,10033068001,4,0,2,48,5.0,10.0,96.33999999999999,0.4967741935483871,2
13,0,0,10033068001,4,1,1,24,5.0,5.0,101.33999999999999,0.17906976744186046,4
13,1,0,10030013001,4,1,3,72,6.58,19.740000000000002,121.07999999999998,0.5372093023255814,4
13,2,0,14820008001,4,0,1,48,11.58,11.58,132.66,0.4107906976744186,1
14,16,4,14820008001,4,3,1,48,11.58,11.58,11.58,0.13693023255813955,5
14,14,3,14832021001,4,4,2,48,7.2,14.4,25.98,0.3516279069767442,4
14,15,3,14501022001,4,4,2,24,2.75,5.5,31.48,0.4111627906976744,2
14,3,1,14505917001,4,1,2,80,2.02,4.04,35.52,0.936,2
14,4,1,14620014001,4,0,1,6,12.21,12.21,47.730000000000004,0.6855483870967742,1
14,5,1,14620014001,4,0,1,6,12.21,12.21,59.940000000000005,0.6855483870967742,1
14,0,0,10011016001,4,0,2,48,7.9,15.8,75.74000000000001,0.4232558139534884,3
14,1,0,14833010001,4,1,2,48,5.5,11.0,86.74000000000001,0.43953488372093025,2
14,2,0,14121020001,4,0,1,10,1.73,1.73,88.47000000000001,0.36167441860465116,2
15,16,4,10001014001,4,0,1,24,6.55,6.55,6.55,0.08117829457364341,9
15,14,3,14820013001,4,3,1,48,13.99,13.99,20.54,0.25116279069767444,3
15,15,3,14831002001,4,3,1,48,8.13,8.13,28.67,0.2053953488372093,3
15,3,1,14501086001,4,1,1,12,2.87,2.87,31.540000000000003,0.42,1
15,6,2,14505009001,4,1,2,2,0.7,1.4,32.940000000000005,0.7305365853658536,2
15,7,2,14505009001,4,1,2,2,0.7,1.4,34.34,0.7305365853658536,2
15,8,2,14505009001,4,1,2,2,0.7,1.4,35.74,0.7305365853658536,2
15,9,2,14505009001,4,1,2,2,0.7,1.4,37.14,0.7305365853658536,2
16,16,4,14850007001,1,1,1,1,13.92,13.92,13.92,0.3546666666666667,1
16,14,3,14111053001,1,1,2,24,2.91,5.82,19.740000000000002,0.7286821705426356,2
16,15,3,14111053001,1,1,1,12,2.91,2.91,22.650000000000002,0.3643410852713178,2
17,16,4,14851006001,1,4,2,2,8.116,16.232,16.232,0.4514728682170543,2
17,14,3,12011126001,1,1,1,12,13.83,13.83,30.061999999999998,0.42846511627906975,1
17,15,3,11075006001,1,0,1,24,5.93,5.93,35.992,0.3252093023255814,2
18,16,4,14311033001,1,0,1,12,1.9,1.9,1.9,0.20874418604651163,2
18,14,3,14351069001,1,1,1,18,4.582,4.582,6.481999999999999,0.6267441860465116,1
18,15,3,14310053001,1,0,1,6,6.0,6.0,12.482,0.35472868217054265,2
19,16,4,14506006001,1,1,1,12,4.72,4.72,4.72,0.21324031007751937,2
19,14,3,31533211001,1,1,1,36,0.8,0.8,5.52,0.4470077519379845,1
19,15,3,12101032001,1,1,1,120,7.2,7.2,12.719999999999999,0.4474418604651163,1
20,16,4,31856016002,1,0,1,8,14.19,14.19,14.19,0.31976744186046513,2
20,14,3,12100911001,1,1,1,60,9.7,9.7,23.89,0.4541860465116279,1
20,15,3,14620168001,1,1,1,8,18.2,18.2,42.09,0.6016744186046512,1
21,16,4,12010082001,1,1,1,12,6.44,6.44,6.44,0.20874418604651163,2
21,14,3,11030028004,1,1,1,20,6.57,6.57,13.010000000000002,0.328062015503876,2
21,15,3,12234921001,1,0,1,3,4.23,4.23,17.240000000000002,0.816,1
22,16,4,14331025001,1,1,1,12,11.94,11.94,11.94,0.2917674418604651,2
22,14,3,14204069001,1,1,1,36,4.506,4.506,16.445999999999998,0.5264651162790698,1
22,15,3,12123108001,1,1,1,12,2.18,2.18,18.625999999999998,0.4558139534883721,1
23,16,4,14506349001,1,1,1,24,9.4,9.4,9.4,0.27251162790697675,2
23,14,3,10016018001,1,4,2,48,14.5,29.0,38.4,0.889922480620155,2
23,15,3,10041058001,1,4,1,24,15.0,15.0,53.4,0.4093643410852713,2
23,0,0,14243076001,1,3,1,12,2.8,2.8,56.199999999999996,0.43953488372093025,2
23,1,0,10040072001,1,4,1,24,14.07,14.07,70.27,0.6290232558139535,1
23,2,0,12327014001,1,4,1,6,6.9,6.9,77.17,0.5253720930232558,1
22,0,0,14700031001,1,2,1,12,7.4,7.4,26.025999999999996,0.3174418604651163,3
22,1,0,10041076001,1,4,1,24,9.15,9.15,35.175999999999995,0.34706976744186047,1
22,2,0,10040069001,1,4,1,24,14.73,14.73,49.90599999999999,0.6837209302325581,1
21,0,0,14506025001,1,1,1,30,3.56,3.56,20.8,0.4082790697674419,1
21,1,0,14241001001,1,3,1,20,4.62,4.62,25.42,0.5482558139534883,1
21,2,0,14505102001,1,4,1,20,2.98,2.98,28.400000000000002,0.44051162790697673,1
20,0,0,31530106001,1,1,1,12,0.88,0.88,42.970000000000006,0.1841860465116279,4
20,1,0,10023037001,1,4,1,24,14.08,14.08,57.050000000000004,0.6407441860465116,1
20,2,0,14602033001,1,4,1,20,13.11,13.11,70.16,0.66,1
19,0,0,11073001001,1,4,1,12,2.16,2.16,14.879999999999999,0.3947441860465116,2
19,1,0,11061024001,1,4,1,30,1.59,1.59,16.47,0.4633953488372093,1
19,2,0,30013004001,1,3,1,30,13.026,13.026,29.496,0.27837209302325583,2
18,0,0,11100111001,1,1,1,9,9.98,9.98,22.462,0.41511627906976745,1
18,1,0,12140011001,1,4,1,12,9.3,9.3,31.762,0.4633953488372093,1
18,2,0,12327063001,1,4,1,1,7.7,7.7,39.462,0.2574418604651163,2
17,0,0,11110020001,1,0,1,4,14.06,14.06,50.052,0.7290697674418605,1
17,1,0,12011292001,1,3,1,12,12.1,12.1,62.152,0.5616279069767441,1
23,3,1,12202006001,1,0,1,1,1.0,1.0,78.17,0.462,1
23,4,1,12202006001,1,0,1,1,1.0,1.0,79.17,0.462,1
23,5,1,12202006001,1,0,1,1,1.0,1.0,80.17,0.462,1
22,3,1,12202006001,1,0,1,1,1.0,1.0,50.90599999999999,0.462,1
22,4,1,12202006001,1,0,1,1,1.0,1.0,51.90599999999999,0.462,1
22,5,1,12202006001,1,0,1,1,1.0,1.0,52.90599999999999,0.462,1
21,3,1,12202006001,1,0,1,1,1.0,1.0,29.400000000000002,0.462,1
21,4,1,12202006001,1,0,1,1,1.0,1.0,30.400000000000002,0.462,1
21,5,1,12202006001,1,0,1,1,1.0,1.0,31.400000000000002,0.462,1
20,3,1,12202006001,1,0,1,1,1.0,1.0,71.16,0.462,1
20,4,1,12202006001,1,0,1,1,1.0,1.0,72.16,0.462,1
20,5,1,12202006001,1,0,1,1,1.0,1.0,73.16,0.462,1
19,3,1,12202006001,1,0,1,1,1.0,1.0,30.496,0.462,1
19,4,1,12202006001,1,0,1,1,1.0,1.0,31.496,0.462,1
19,5,1,12202006001,1,0,1,1,1.0,1.0,32.495999999999995,0.462,1
18,3,1,12202006001,1,0,1,1,1.0,1.0,40.462,0.462,1
18,4,1,12202006001,1,0,1,1,1.0,1.0,41.462,0.462,1
18,5,1,12202006001,1,0,1,1,1.0,1.0,42.462,0.462,1
17,3,1,12202006001,1,0,1,1,1.0,1.0,63.152,0.462,1
17,4,1,14833059001,1,0,2,24,13.88,27.76,90.912,0.6709677419354839,2
17,5,1,14833059001,1,0,2,24,13.88,27.76,118.67200000000001,0.6709677419354839,2
17,2,0,14020978001,1,1,2,28,2.48,4.96,123.632,0.7572093023255814,2
16,3,1,14020978001,1,0,1,14,2.48,2.48,25.130000000000003,0.5251612903225806,1
16,4,1,14510031001,1,0,3,3,2.4,7.199999999999999,32.33,0.4064516129032258,6
16,5,1,14510121001,1,0,3,3,2.0,6.0,38.33,0.4064516129032258,6
16,0,0,15022020001,1,0,2,48,8.32,16.64,54.97,0.5626046511627907,3
16,1,0,14510194001,1,0,2,2,1.8,3.6,58.57,0.19534883720930232,8
16,2,0,10014069001,1,0,1,24,7.97,7.97,66.54,0.2116279069767442,3
15,4,1,10020006001,1,1,1,24,7.06,7.06,44.2,0.34838709677419355,2
15,5,1,12105027001,1,1,1,12,13.08,13.08,57.28,0.72,1
15,0,0,32503007003,1,1,1,12,2.0,2.0,59.28,0.2686046511627907,3
15,1,0,10031909001,1,1,1,24,12.81,12.81,72.09,0.5284651162790698,1
15,2,0,32517009001,1,0,1,5,12.17,12.17,84.26,0.44502325581395347,1
24,16,4,11022021001,1,3,1,12,7.25,7.25,7.25,0.16406201550387597,4
24,14,3,14303012001,1,4,1,12,7.0,7.0,14.25,0.27209302325581397,2
24,15,3,10020029001,1,3,1,24,7.3,7.3,21.55,0.15627906976744185,5
24,3,1,12012985001,1,0,1,24,6.056,6.056,27.606,0.4308709677419355,1
24,4,1,31531171001,1,0,1,12,1.14,1.14,28.746000000000002,0.36193548387096774,1
24,5,1,10032005001,1,0,1,24,9.11,9.11,37.856,0.3387096774193548,2
24,0,0,12002119001,1,0,1,12,7.98,7.98,45.836,0.48604651162790696,1
24,1,0,14620033001,1,0,1,12,12.18,12.18,58.016,0.45209302325581396,1
24,2,0,30450039001,1,0,1,24,2.42,2.42,60.436,0.35455813953488374,2
25,16,4,12022079001,1,4,1,12,3.0,3.0,3.0,0.1000232558139535,7
25,14,3,12005015008,1,3,1,12,2.5,2.5,5.5,0.2537674418604651,2
25,15,3,12103156001,1,3,1,48,1.21,1.21,6.71,0.27832558139534885,2
25,3,1,12002158001,1,0,1,12,8.5,8.5,15.21,0.5408709677419354,1
25,4,1,14506032001,1,0,1,6,12.34,12.34,27.55,0.5609032258064516,1
25,5,1,14304084001,1,1,1,12,4.12,4.12,31.67,0.572516129032258,1
25,0,0,12023195001,1,1,1,12,2.13,2.13,33.800000000000004,0.3182558139534884,2
25,1,0,12010003001,1,0,1,14,5.06,5.06,38.86000000000001,0.25302325581395346,2
25,2,0,10014055001,1,1,1,24,13.2,13.2,52.06,0.5423720930232558,1
26,16,4,12000036001,1,3,1,6,7.003,7.003,7.003,0.101984496124031,5
26,14,3,12111010004,1,3,1,12,0.58,0.58,7.583,0.06548837209302326,10
26,15,3,12013033001,1,4,1,6,1.84,1.84,9.423,0.3134263565891473,2
26,3,1,12002002001,1,0,1,9,8.24,8.24,17.663,0.644,1
26,4,1,12105025001,1,1,1,12,9.63,9.63,27.293,0.7483870967741936,1
26,5,1,11030196002,1,0,1,12,5.6,5.6,32.893,0.7661290322580645,1
26,0,0,11021043001,1,2,1,12,7.82,7.82,40.713,0.4343255813953488,1
26,1,0,11050104001,1,1,1,12,13.25,13.25,53.963,0.4974418604651163,1
26,2,0,15023038001,1,0,1,24,9.6,9.6,63.563,0.3656976744186046,2
27,16,4,14620088001,1,4,1,12,12.0,12.0,12.0,0.16688372093023257,4
27,14,3,11103063001,1,4,1,6,2.72,2.72,14.72,0.25395348837209303,2
27,15,3,12103127001,1,0,1,48,1.81,1.81,16.53,0.4686046511627907,1
27,3,1,12005002004,1,0,1,12,2.0,2.0,18.53,0.4335483870967742,1
27,4,1,11021027001,1,1,1,12,5.026,5.026,23.556,0.4468064516129032,1
27,5,1,12012054001,1,0,1,12,6.84,6.84,30.396,0.48774193548387096,1
27,0,0,11031027001,1,1,1,12,5.32,5.32,35.716,0.4693953488372093,1
27,1,0,31707941001,1,0,1,24,0.113,0.113,35.829,0.2769069767441861,2
27,2,0,12001071001,1,0,1,6,5.2,5.2,41.029,0.29809302325581394,1
28,16,4,11040061001,1,3,1,12,9.27,9.27,9.27,0.2104186046511628,4
28,14,3,11050134001,1,0,1,8,8.91,8.91,18.18,0.25953488372093025,2
28,15,3,11022077001,1,3,1,12,9.3,9.3,27.48,0.3893953488372093,2
28,3,1,12012086001,1,0,1,12,4.7,4.7,32.18,0.6580645161290323,1
28,4,1,12103126001,1,0,1,48,1.56,1.56,33.74,0.5904516129032258,1
28,5,1,12011204001,1,0,1,12,12.63,12.63,46.370000000000005,0.588,1
28,0,0,11040032001,1,0,1,12,10.43,10.43,56.800000000000004,0.5503255813953488,1
28,1,0,12101001002,1,0,1,36,2.12,2.12,58.92,0.24111627906976743,2
28,2,0,12000020001,1,0,1,6,7.03,7.03,65.95,0.305953488372093,1
29,16,4,12034103001,1,1,1,12,3.308,3.308,3.308,0.06685271317829457,8
29,14,3,12105018001,1,0,1,12,6.374,6.374,9.681999999999999,0.20316279069767443,4
29,15,3,12103154001,1,0,1,48,1.09,1.09,10.771999999999998,0.19913178294573644,2
29,3,1,12022137001,1,0,1,12,1.53,1.53,12.301999999999998,0.45183870967741935,1
29,4,1,12002096001,1,0,1,9,5.63,5.63,17.932,0.391741935483871,1
29,5,1,12103146001,1,1,1,12,1.04,1.04,18.971999999999998,0.2834838709677419,1
29,0,0,35306002001,1,0,1,12,15.0,15.0,33.971999999999994,0.4797906976744186,1
29,1,0,12120065001,1,1,1,36,2.3,2.3,36.27199999999999,0.4208372093023256,1
29,2,0,12120048001,1,0,1,36,2.49,2.49,38.76199999999999,0.4164651162790698,1
30,16,4,31567060001,1,1,1,12,3.1,3.1,3.1,0.061395348837209304,12
30,14,3,31215012001,1,3,1,12,1.556,1.556,4.656000000000001,0.11311627906976744,6
30,15,3,12011346001,1,0,1,12,7.98,7.98,12.636000000000001,0.24728682170542635,2
30,3,1,30073022001,1,0,1,10,5.53,5.53,18.166,0.9032258064516129,1
30,4,1,14604255001,1,0,1,5,1.6,1.6,19.766000000000002,0.28225806451612906,3
30,5,1,12326002001,1,1,1,6,0.74,0.74,20.506,0.8531612903225806,1
30,0,0,32440140001,1,5,1,6,0.4,0.4,20.906,0.003441860465116279,258
30,1,0,12002996001,1,0,1,12,8.2,8.2,29.105999999999998,0.37227906976744185,1
30,2,0,12005072013,1,0,1,12,2.4,2.4,31.505999999999997,0.2827906976744186,2
31,16,4,12000276001,1,3,1,12,10.1,10.1,10.1,0.1657674418604651,4
31,14,3,14616053001,1,3,1,12,13.17,13.17,23.27,0.32248062015503876,2
31,15,3,12000071001,1,4,1,12,8.586,8.586,31.856,0.2235813953488372,3
31,3,1,61080025003,1,0,1,6,2.0,2.0,33.856,0.2267741935483871,3
31,4,1,12003063001,1,0,1,12,7.2,7.2,41.056000000000004,0.6365806451612903,1
31,5,1,12010175001,1,1,1,8,2.78,2.78,43.836000000000006,0.1887741935483871,4
31,0,0,11070005001,1,1,1,12,0.75,0.75,44.586000000000006,0.29204651162790696,2
31,1,0,12002036001,1,0,1,12,7.316,7.316,51.90200000000001,0.36334883720930233,2
31,2,0,12001078001,1,0,1,6,5.2,5.2,57.10200000000001,0.19288372093023257,2
32,16,4,12001015001,1,3,1,9,8.074,8.074,8.074,0.13745736434108527,4
32,14,3,11072004001,1,4,1,12,2.99,2.99,11.064,0.23813953488372094,2
32,15,3,11051057001,1,3,1,12,6.64,6.64,17.704,0.19186046511627908,4
32,3,1,12003035001,1,1,1,12,4.42,4.42,22.124000000000002,0.3396774193548387,2
32,4,1,12023330001,1,0,1,12,2.6,2.6,24.724000000000004,0.5225806451612903,1
32,5,1,12003142001,1,0,1,12,6.8,6.8,31.524000000000004,0.4769032258064516,1
32,0,0,32524007001,1,0,1,5,7.0,7.0,38.524,0.1658139534883721,4
32,1,0,11040059001,1,0,1,12,10.96,10.96,49.484,0.4558139534883721,1
32,2,0,11030002001,1,0,1,12,6.148,6.148,55.632000000000005,0.36055813953488375,2
33,16,4,14620061001,1,0,1,12,10.1,10.1,10.1,0.13186046511627908,4
33,14,3,14602013001,1,4,1,36,6.0,6.0,16.1,0.14148837209302326,4
33,15,3,10052014001,1,3,1,12,12.34,12.34,28.44,0.3114418604651163,2
33,3,1,41223061001,1,0,1,1,1.798,1.798,30.238,0.4790322580645161,1
33,4,1,12005072003,1,0,1,12,2.8,2.8,33.038,0.4129032258064516,1
33,5,1,10014112001,1,0,1,12,13.3,13.3,46.337999999999994,0.621,1
33,0,0,12103081001,1,0,1,72,1.65,1.65,47.98799999999999,0.5226744186046511,1
33,1,0,10035033001,1,0,1,24,13.33,13.33,61.31799999999999,0.47325581395348837,1
33,6,2,12211004001,1,2,3,3,0.1,0.30000000000000004,61.61799999999999,0.8195121951219512,3
33,7,2,12211004001,1,2,3,3,0.1,0.30000000000000004,61.917999999999985,0.8195121951219512,3
33,8,2,12211004001,1,2,3,3,0.1,0.30000000000000004,62.21799999999998,0.8195121951219512,3
33,9,2,12211004001,1,2,3,3,0.1,0.30000000000000004,62.51799999999998,0.8195121951219512,3
33,10,2,12211004001,1,2,3,3,0.1,0.30000000000000004,62.81799999999998,0.8195121951219512,3
33,11,2,12211004001,1,2,1,1,0.1,0.1,62.91799999999998,0.2731707317073171,3
33,12,2,12123099001,1,2,8,8,0.1,0.8,63.717999999999975,0.80130081300813,8
33,13,2,12123099001,1,2,7,7,0.1,0.7000000000000001,64.41799999999998,0.7011382113821139,8
33,2,0,12120043001,1,2,4,4,0.11,0.44,64.85799999999998,0.14586046511627906,18
32,6,2,12021923001,1,5,2,24,2.4,4.8,60.432,0.7539512195121951,2
32,7,2,14222120001,1,0,2,20,1.78,3.56,63.992000000000004,0.8299186991869919,2
32,8,2,12123044001,1,0,2,2,0.2,0.4,64.39200000000001,0.2705691056910569,4
32,9,2,12012014001,1,0,1,12,1.76,1.76,66.15200000000002,0.624390243902439,1
32,10,2,12020332001,1,0,1,12,2.22,2.22,68.37200000000001,0.5736585365853658,1
